source	target
AKAP9	TUBGCP3
AKAP9	TUBGCP4
AKAP9	TUBGCP5
AKAP9	TUBGCP6
AKAP9	YWHAB
AKAP9	YWHAE
AKAP9	YWHAG
AKR1B1	BPGM
ALB	APOA1
ALOX5	ALOX5AP
ALOX5AP	CEBPA
ALOX5AP	CEBPD
ALOX5AP	CEBPE
ALOX5AP	CORO1A
ALOX5AP	DOCK2
ALOX5AP	GMFG
ALOX5AP	ITGB2
ALOX5AP	LAPTM5
ALOX5AP	LCP2
ALOX5AP	LTC4S
ALOX5AP	MEF2A
ALOX5AP	MEF2C
ALOX5AP	RAC2
ALOX5AP	SRGN
ANAPC1	PPP3CA
ANXA2	PTEN
ANXA2	SRC
AP1B1	HLA-DPA1
AP1B1	HLA-DRB5
AP1G1	HLA-DPA1
AP1G1	HLA-DRB5
AP1M1	HLA-DPA1
AP1M1	HLA-DRB5
AP1M2	HLA-DPA1
AP1M2	HLA-DRB5
AP1S1	HLA-DPA1
AP1S1	HLA-DRB5
AP1S2	HLA-DPA1
AP1S2	HLA-DRB5
AP1S3	HLA-DPA1
AP1S3	HLA-DRB5
AP2A1	HLA-DPA1
AP2A1	HLA-DRB5
AP2A2	HLA-DPA1
AP2A2	HLA-DRB5
AP2B1	HLA-DPA1
AP2B1	HLA-DRB5
AP2M1	HLA-DPA1
AP2M1	HLA-DRB5
AP2S1	HLA-DPA1
AP2S1	HLA-DRB5
AP5B1	AP5M1
AP5B1	AP5S1
AP5B1	AP5Z1
APEX1	LGALS1
APOA1	KRT1
APOA1	SP3
ARF1	HLA-DPA1
ARF1	HLA-DRB5
ARF4	LGALS1
ARHGAP18	RHOA
ARHGDIB	HLA-DPA1
ARHGEF2	TUBB3
ARL13B	VPS37A
ARPC1A	IGF2R
ARPC1A	M6PR
ARPC1A	RHOA
ARPC1A	VAMP4
ARPC1A	VAMP8
ATP6V0A1	STX3
ATP6V0D1	RPTOR
ATP6V1H	RPTOR
AURKAIP1	MRPL34
B2M	JAK2
BIN2	MAP4K1
BPGM	EDARADD
BPGM	ENO1
BPGM	ENO2
BPGM	ENO3
BPGM	ENO4
BPGM	GPD1L
BPGM	PBX3
BPGM	PGAM2
BPI	SP3
BTN3A3	HLA-DPA1
CAMK2G	PPM1F
CAMK2G	PPP1CB
CANX	HLA-DPA1
CANX	HLA-DRB5
CAPZA1	HLA-DPA1
CAPZA1	HLA-DRB5
CAPZA2	HLA-DPA1
CAPZA2	HLA-DRB5
CAPZA3	HLA-DPA1
CAPZA3	HLA-DRB5
CAPZB	HLA-DPA1
CAPZB	HLA-DRB5
CD101	HLA-DPA1
CD101	HLA-DRB5
CD2	LGALS1
CD22	LGALS3BP
CD247	HLA-DPA1
CD247	HLA-DRB5
CD247	MAP4K1
CD274	HLA-DPA1
CD274	HLA-DRB5
CD33	LGALS3BP
CD37	MAP4K1
CD3D	HLA-DPA1
CD3D	HLA-DRB5
CD3D	MAP4K1
CD3E	HLA-DPA1
CD3E	HLA-DRB5
CD3E	LGALS1
CD3E	MAP4K1
CD3G	HLA-DPA1
CD3G	HLA-DRB5
CD3G	MAP4K1
CD4	HLA-DPA1
CD4	HLA-DRB5
CD4	LGALS1
CD4	MAP4K1
CD74	HLA-DPA1
CD74	HLA-DRB5
CDKN1B	FBXO7
CDKN1B	MCM7
CDKN1B	RHOA
CENPE	HLA-DPA1
CENPE	HLA-DRB5
CETN1	VPS37A
CFTR	VPS37A
CHCHD1	MRPL34
CHMP1A	VPS37A
CHMP2A	VPS37A
CHMP2B	VPS37A
CHMP3	VPS37A
CHMP4A	VPS37A
CHMP4B	VPS37A
CHMP4C	VPS37A
CHMP5	VPS37A
CHMP6	VPS37A
CHMP7	VPS37A
CIITA	HLA-DPA1
CIITA	HLA-DRB5
CLGN	HSP90B1
CLTA	HLA-DPA1
CLTA	HLA-DRB5
CLTC	HLA-DPA1
CLTC	HLA-DRB5
CNOT2	SP3
COL5A1	LGALS3BP
COL6A1	LGALS3BP
COPS4	GTF2H2
COPS4	MCRS1
COPS4	XPC
COPS7B	GTF2H2
COPS7B	MCRS1
COPS7B	XPC
CPSF7	NCBP2
CPSF7	SLU7
CREB1	HLA-DPA1
CREB1	HLA-DRB5
CRK	MAP4K1
CRKL	MAP4K1
CRYAB	LBH
CSK	HLA-DPA1
CSK	HLA-DRB5
CSNK1G2	CSNK2A1
CSNK1G2	CSNK2A2
CSNK1G2	MAP2K3
CSNK2A1	NFIC
CSNK2A1	PPP2CA
CSNK2A1	PPP2R5E
CSNK2A1	PRKACB
CSNK2A1	PTEN
CSNK2A1	SRC
CSNK2A1	SUPT6H
CSNK2A2	NFIC
CSNK2A2	PPP2CA
CSNK2A2	PPP2R5E
CSNK2A2	PTEN
CTSD	HLA-DPA1
CTSD	HLA-DRB5
CTSF	HLA-DPA1
CTSF	HLA-DRB5
CTSL	HLA-DPA1
CTSL	HLA-DRB5
CTSS	HLA-DPA1
CTSS	HLA-DRB5
CTSV	HLA-DPA1
CTSV	HLA-DRB5
DAP3	MRPL34
DAPP1	MAP4K1
DBNL	MAP4K1
DCTN1	HLA-DPA1
DCTN1	HLA-DRB5
DCTN2	HLA-DPA1
DCTN2	HLA-DRB5
DCTN3	HLA-DPA1
DCTN3	HLA-DRB5
DCTN4	HLA-DPA1
DCTN4	HLA-DRB5
DCTN5	HLA-DPA1
DCTN5	HLA-DRB5
DCTN6	HLA-DPA1
DCTN6	HLA-DRB5
DNM2	HLA-DPA1
DNM2	HLA-DRB5
DYNC1H1	HLA-DPA1
DYNC1H1	HLA-DRB5
DYNC1I1	HLA-DPA1
DYNC1I1	HLA-DRB5
DYNC1I2	HLA-DPA1
DYNC1I2	HLA-DRB5
DYNC1LI1	HLA-DPA1
DYNC1LI1	HLA-DRB5
DYNC1LI2	HLA-DPA1
DYNC1LI2	HLA-DRB5
DYNLL1	HLA-DPA1
DYNLL1	HLA-DRB5
DYNLL2	HLA-DPA1
DYNLL2	HLA-DRB5
DYRK1A	MAP3K5
EFNB1	HLA-DPA1
EFNB3	LGALS1
EGFR	MAP4K1
EIF5B	RPL10
EIF5B	RPL5
EIF5B	RPS17
EIF5B	RPS27
ELAVL1	NCBP2
ELAVL1	SLU7
ELF1	MED10
EP400	HIRA
ERAL1	MRPL34
ERBB3	LGALS3BP
FAM20A	LGALS1
FAM20C	LGALS1
FAS	LGALS1
FBXW8	MAP4K1
FN1	ITGAL
FN1	ITGB2
FN1	LGALS3BP
FN1	LIMS1
FN1	RHOA
FYN	MAP4K1
GADD45GIP1	MRPL34
GFM1	MRPL34
GFM2	MRPL34
GNE	LGALS3BP
GOLT1B	LGALS1
GRAP2	HLA-DPA1
GRAP2	HLA-DRB5
GRAP2	MAP4K1
GRB2	MAP4K1
GTF2H2	LIG1
GTF2H2	POLD1
GTF2H2	POLR2D
GTF2H2	RFC1
GTF2H2	RFC2
HBA1	HLA-DPA1
HBB	VPS37A
HDAC6	VPS37A
HEMGN	SRC
HGS	VPS37A
HIRA	NFU1
HLA-A	HLA-DPA1
HLA-B	HLA-DPA1
HLA-C	HLA-DPA1
HLA-DMA	HLA-DPA1
HLA-DMA	HLA-DRB5
HLA-DMB	HLA-DPA1
HLA-DMB	HLA-DRB5
HLA-DOA	HLA-DPA1
HLA-DOA	HLA-DRB5
HLA-DOB	HLA-DPA1
HLA-DOB	HLA-DRB5
HLA-DPA1	HLA-DPB1
HLA-DPA1	HLA-DQA1
HLA-DPA1	HLA-DQA2
HLA-DPA1	HLA-DQB1
HLA-DPA1	HLA-DQB2
HLA-DPA1	HLA-DRA
HLA-DPA1	HLA-DRB1
HLA-DPA1	HLA-DRB3
HLA-DPA1	HLA-DRB4
HLA-DPA1	HLA-DRB5
HLA-DPA1	HLA-F
HLA-DPA1	HLA-G
HLA-DPA1	ISG20
HLA-DPA1	KIF11
HLA-DPA1	KIF15
HLA-DPA1	KIF18A
HLA-DPA1	KIF22
HLA-DPA1	KIF23
HLA-DPA1	KIF26A
HLA-DPA1	KIF2A
HLA-DPA1	KIF2B
HLA-DPA1	KIF2C
HLA-DPA1	KIF3A
HLA-DPA1	KIF3B
HLA-DPA1	KIF3C
HLA-DPA1	KIF4A
HLA-DPA1	KIF4B
HLA-DPA1	KIF5A
HLA-DPA1	KIFAP3
HLA-DPA1	KLC1
HLA-DPA1	KLC2
HLA-DPA1	LAG3
HLA-DPA1	LAPTM5
HLA-DPA1	LAT
HLA-DPA1	LCK
HLA-DPA1	LCP2
HLA-DPA1	LGMN
HLA-DPA1	MHC2TA
HLA-DPA1	NFYA
HLA-DPA1	NFYB
HLA-DPA1	NFYC
HLA-DPA1	OSBPL1A
HLA-DPA1	PAG1
HLA-DPA1	PDCD1
HLA-DPA1	PDCD1LG2
HLA-DPA1	PLCG1
HLA-DPA1	PRKCQ
HLA-DPA1	PTPN11
HLA-DPA1	PTPN22
HLA-DPA1	PTPN6
HLA-DPA1	PTPRC
HLA-DPA1	PTPRJ
HLA-DPA1	RAB7A
HLA-DPA1	RAC2
HLA-DPA1	RACGAP1
HLA-DPA1	RFX5
HLA-DPA1	RFXANK
HLA-DPA1	RFXAP
HLA-DPA1	RILP
HLA-DPA1	SAR1B
HLA-DPA1	SEC13
HLA-DPA1	SEC23A
HLA-DPA1	SEC24A
HLA-DPA1	SEC24B
HLA-DPA1	SEC24C
HLA-DPA1	SEC24D
HLA-DPA1	SEC31A
HLA-DPA1	SH3GL2
HLA-DPA1	SPTBN2
HLA-DPA1	STAT1
HLA-DPA1	TAPBP
HLA-DPA1	TNFSF9
HLA-DPA1	TRAC
HLA-DPA1	TRAV19
HLA-DPA1	TRAV29DV5
HLA-DPA1	TRAV8-4
HLA-DPA1	TRBC1
HLA-DPA1	TRBV12-3
HLA-DPA1	TRBV7-9
HLA-DPA1	ULBP3
HLA-DPA1	ZAP70
HLA-DPB1	HLA-DRB5
HLA-DQA1	HLA-DRB5
HLA-DQA2	HLA-DRB5
HLA-DQB1	HLA-DRB5
HLA-DQB2	HLA-DRB5
HLA-DRA	HLA-DRB5
HLA-DRA	JAK2
HLA-DRA	MAP4K1
HLA-DRA	POU2F2
HLA-DRB1	HLA-DRB5
HLA-DRB1	JAK2
HLA-DRB1	MAP4K1
HLA-DRB3	HLA-DRB5
HLA-DRB4	HLA-DRB5
HLA-DRB5	KIF11
HLA-DRB5	KIF15
HLA-DRB5	KIF18A
HLA-DRB5	KIF22
HLA-DRB5	KIF23
HLA-DRB5	KIF26A
HLA-DRB5	KIF2A
HLA-DRB5	KIF2B
HLA-DRB5	KIF2C
HLA-DRB5	KIF3A
HLA-DRB5	KIF3B
HLA-DRB5	KIF3C
HLA-DRB5	KIF4A
HLA-DRB5	KIF4B
HLA-DRB5	KIF5A
HLA-DRB5	KIFAP3
HLA-DRB5	KLC1
HLA-DRB5	KLC2
HLA-DRB5	LAG3
HLA-DRB5	LAT
HLA-DRB5	LCK
HLA-DRB5	LCP2
HLA-DRB5	LGMN
HLA-DRB5	MHC2TA
HLA-DRB5	NFYA
HLA-DRB5	NFYB
HLA-DRB5	NFYC
HLA-DRB5	OSBPL1A
HLA-DRB5	PAG1
HLA-DRB5	PDCD1
HLA-DRB5	PDCD1LG2
HLA-DRB5	PLCG1
HLA-DRB5	PRKCQ
HLA-DRB5	PTPN11
HLA-DRB5	PTPN22
HLA-DRB5	PTPN6
HLA-DRB5	PTPRC
HLA-DRB5	PTPRJ
HLA-DRB5	RAB7A
HLA-DRB5	RACGAP1
HLA-DRB5	RFX5
HLA-DRB5	RFXANK
HLA-DRB5	RFXAP
HLA-DRB5	RILP
HLA-DRB5	SAR1B
HLA-DRB5	SEC13
HLA-DRB5	SEC23A
HLA-DRB5	SEC24A
HLA-DRB5	SEC24B
HLA-DRB5	SEC24C
HLA-DRB5	SEC24D
HLA-DRB5	SEC31A
HLA-DRB5	SH3GL2
HLA-DRB5	SPTBN2
HLA-DRB5	STAT1
HLA-DRB5	TRAC
HLA-DRB5	TRAV19
HLA-DRB5	TRAV29DV5
HLA-DRB5	TRAV8-4
HLA-DRB5	TRBC1
HLA-DRB5	TRBV12-3
HLA-DRB5	TRBV7-9
HLA-DRB5	ZAP70
HNRNPD	NCBP2
HNRNPD	SLU7
HNRNPK	NCBP2
HNRNPK	PHC3
HNRNPK	PTEN
HNRNPK	SLU7
HNRNPK	SRC
HNRNPK	VEZF1
HNRNPR	NCBP2
HNRNPR	SLU7
HPRT1	PRPS1
HSPA5	PTEN
HSPA8	VPS37A
IFT88	VPS37A
IKZF1	MCRS1
INTS3	NCBP2
INTS3	POU2F2
INTS3	TAF5
INTS3	ZNF143
INTS5	NCBP2
INTS5	POU2F2
INTS5	TAF5
INTS5	ZNF143
IRS4	LGALS3BP
ITGA5	LGALS3BP
ITGAL	PXN
ITGAL	SRC
ITGB2	PXN
ITGB2	SRC
ITGB2	TGFB1
JAK1	MAP3K5
JAK1	RHOA
JAK2	MAP3K5
JAK2	RHOA
LAMP2	RPTOR
LAT	MAP4K1
LBH	PROX1
LCK	MAP4K1
LCP2	MAP4K1
LGALS1	LGALS3
LGALS1	MCM2
LGALS1	PTEN
LGALS1	SOD1
LGALS1	UBE2N
LGALS3BP	MAG
LGALS3BP	PPIC
LGALS3BP	SIGLEC1
LGALS3BP	SIGLEC10
LGALS3BP	SIGLEC11
LGALS3BP	SIGLEC12
LGALS3BP	SIGLEC14
LGALS3BP	SIGLEC16
LGALS3BP	SIGLEC5
LGALS3BP	SIGLEC6
LGALS3BP	SIGLEC7
LGALS3BP	SIGLEC8
LGALS3BP	SIGLEC9
LGALS3BP	SIGLECL1
LGALS3BP	STAT3
LGALS3BP	STAT6
LGALS3BP	TRADD
LGALS3BP	VCL
LIMD2	MAP4K1
LIMS1	PXN
LMAN1	SERPINA1
LSM2	NCBP2
LSM2	SLU7
MAD1L1	RPS27
MAN1A1	MAN2B1
MAN1C1	MAN2B1
MAP2K4	MAP3K5
MAP3K1	MAP4K1
MAP3K11	MAP4K1
MAP3K5	PRKACB
MAP3K7	MAP4K1
MAP4K1	MAPK8IP1
MAP4K1	MAPK8IP2
MAP4K1	NCK1
MAP4K1	PIK3R1
MAP4K1	PIM2
MAP4K1	RAC1
MAP4K1	SRC
MAP4K1	STK10
MAP4K1	TRAV3
MAP4K1	TRB
MAP4K1	ZAP70
MCM7	ORC3
MCM7	ORC5
MED10	MED14
MED11	MED14
MED14	MED17
MED14	MED23
MED14	TGFB1
MICAL1	PXN
MOB3A	TGFBRAP1
MRPL1	MRPL34
MRPL10	MRPL34
MRPL11	MRPL34
MRPL12	MRPL34
MRPL13	MRPL34
MRPL14	MRPL34
MRPL15	MRPL34
MRPL16	MRPL34
MRPL17	MRPL34
MRPL18	MRPL34
MRPL19	MRPL34
MRPL2	MRPL34
MRPL2	MRPS10
MRPL2	MRPS18B
MRPL2	MRPS34
MRPL2	MRPS7
MRPL20	MRPL34
MRPL21	MRPL34
MRPL22	MRPL34
MRPL23	MRPL34
MRPL24	MRPL34
MRPL27	MRPL34
MRPL28	MRPL34
MRPL3	MRPL34
MRPL30	MRPL34
MRPL32	MRPL34
MRPL33	MRPL34
MRPL34	MRPL35
MRPL34	MRPL36
MRPL34	MRPL37
MRPL34	MRPL38
MRPL34	MRPL39
MRPL34	MRPL4
MRPL34	MRPL40
MRPL34	MRPL41
MRPL34	MRPL42
MRPL34	MRPL43
MRPL34	MRPL44
MRPL34	MRPL45
MRPL34	MRPL46
MRPL34	MRPL47
MRPL34	MRPL48
MRPL34	MRPL49
MRPL34	MRPL50
MRPL34	MRPL51
MRPL34	MRPL52
MRPL34	MRPL53
MRPL34	MRPL54
MRPL34	MRPL55
MRPL34	MRPL57
MRPL34	MRPL58
MRPL34	MRPL9
MRPL34	MRPS10
MRPL34	MRPS11
MRPL34	MRPS12
MRPL34	MRPS14
MRPL34	MRPS15
MRPL34	MRPS16
MRPL34	MRPS17
MRPL34	MRPS18A
MRPL34	MRPS18B
MRPL34	MRPS18C
MRPL34	MRPS2
MRPL34	MRPS21
MRPL34	MRPS22
MRPL34	MRPS23
MRPL34	MRPS24
MRPL34	MRPS25
MRPL34	MRPS26
MRPL34	MRPS27
MRPL34	MRPS28
MRPL34	MRPS30
MRPL34	MRPS31
MRPL34	MRPS33
MRPL34	MRPS34
MRPL34	MRPS35
MRPL34	MRPS36
MRPL34	MRPS5
MRPL34	MRPS6
MRPL34	MRPS7
MRPL34	MRPS9
MRPL34	MRRF
MRPL34	MTIF2
MRPL34	MTIF3
MRPL34	MTRF1L
MRPL34	OXA1L
MRPL34	PTCD3
MRPL34	RPL13
MRPL34	RPL38
MRPL34	RPL6
MRPL34	RPS8
MRPL34	TUFM
MRPS10	MRPS14
MRPS10	MRPS33
MRPS10	MTIF3
MRPS14	MRPS18B
MRPS14	MRPS34
MRPS14	MRPS7
MRPS18B	MRPS33
MRPS18B	MTIF3
MRPS33	MRPS34
MRPS33	MRPS7
MRPS34	MTIF3
MRPS7	MTIF3
MSH6	SP3
MVB12A	VPS37A
MVB12B	VPS37A
MYH11	PPP1CB
MYH11	RHOA
NCBP2	POLR2D
NCBP2	PPP2R2A
NCBP2	PQBP1
NCBP2	RPL10
NCBP2	RPL5
NCBP2	RPRD1B
NCBP2	RPS17
NCBP2	RPS27
NCBP2	WBP11
NEDD4L	VPS37A
OBSCN	RHOA
ORC3	POLE3
ORC5	POLE3
PARK7	VPS37A
PCNT	VPS37A
PDCD6IP	VPS37A
PHKB	PPP1CB
PLIN2	VPS37A
PLIN3	VPS37A
POLR2D	POU2F2
POLR2D	SLU7
POLR2D	SUPT6H
POLR2D	TAF5
POLR2D	ZNF143
POU2F2	RPRD1B
PPAT	PPP2CA
PPAT	PRPS1
PPIA	VPS37A
PPM1B	UBE2L6
PPP1CB	TGFB1
PPP2CA	PPP2R2A
PPP2CA	RHOA
PPP2CA	RPL10
PPP2CA	RPL5
PPP2CA	RPS17
PPP2CA	RPS27
PPP2R2A	SMG1
PPP2R2A	TGFBRAP1
PQBP1	SLU7
PRKACB	RHOA
PTEN	RHOA
PXN	RHOA
RAB27B	UNC13D
RFC1	UBE2L6
RFC1	XPC
RFC2	UBE2L6
RHOA	SRC
RHOA	TGFB1
RNASE1	VPS37A
RNASE2	SPI1
RPF1	RPL5
RPL10	SMG1
RPL10	SRC
RPL5	SMG1
RPRD1B	TAF5
RPRD1B	ZNF143
RPS17	SMG1
RPS27	SMG1
RPS27A	VPS37A
SLU7	WBP11
SNF8	VPS37A
STAM	VPS37A
STAM2	VPS37A
STX3	VAMP4
STX3	VAMP8
STX3	VPS18
TGFBRAP1	VPS18
TGFBRAP1	VPS41
TLR3	WDFY1
TSG101	VPS37A
UBA52	VPS37A
UBAP1	VPS37A
UBB	VPS37A
UBC	VPS37A
UEVLD	VPS37A
VPS25	VPS37A
VPS28	VPS37A
VPS36	VPS37A
VPS37A	VPS4A
VPS37A	VPS4B
VPS37A	VTA1
