Regulator	Target	MI
ATF1	ARHGEF37	0.8734641445321514
ATF1	CCDC138	1.0395113188699283
ATF1	MIOS	1.0307567477609334
ATF1	C9orf114	0.9219736122091535
ATF1	CD37	1.1363299612467856
ATF1	ZFAND1	0.8734641445321514
ATF1	OR1N1	0.9219736122091535
FOXA1	CSGALNACT1	0.9219736122091535
FOXA1	TP53I13	1.053843710210944
FOXA1	ONECUT2	0.8090961616168078
FOXA1	CCDC24	1.0395113188699283
FOXA1	DAPK3	0.9910018511929262
FOXA1	ZCCHC9	0.8734641445321514
FOXA1	PRDM12	1.0217278604945919
FOXA1	SHCBP1	0.9219736122091535
FOXA1	SYNGR4	0.8734641445321509
FOXA1	GPR120	0.8703171519179906
FOXA1	SNORD115-14	0.8094592125412281
FOXA1	AIFM2	0.8734641445321509
FOXA1	RDH11	0.9177756187061279
FOXA1	COL5A3	0.8219450477663686
FOXA1	WAC	1.051275519067704
ATF2	LPGAT1	0.9317278849971538
ATF2	CCDC45	0.9219736122091535
ATF2	GFM2	0.816843194256776
ATF2	SFRS2B	0.9219736122091535
ATF2	FERD3L	0.8131904766573737
ATF2	THTPA	0.9317278849971538
ATF2	MED13	0.9317278849971542
ATF2	ZNF566	0.8094592125412281
ATF2	MYST4	0.9219736122091535
ATF2	TMED9	0.955508957622452
ATF2	SP110	0.94307719503928
ATF2	NBPF6	0.9430771950392796
ATF2	C19orf38	1.0395113188699283
ATF2	MAPK8IP1	0.9219736122091535
ATF2	GOLGA8C	0.9219736122091535
ATF2	ELF1	1.1570490255307035
ATF2	INTS4L1	0.8094592125412281
ATF2	TMIGD2	0.9219736122091535
ATF2	RUFY2	0.8734641445321509
ATF2	ZNF799	0.9219736122091535
ATF2	ZMYND11	1.1570490255307035
ATF2	ZNF157	0.9219736122091535
ATF2	C1QB	0.9317278849971538
ATF2	DDX5	0.94307719503928
ATF2	COX18	0.8367657094413086
ATF2	IREB2	0.9317278849971538
ATF2	ARL1	1.053843710210944
ATF2	ZNF25	0.9205059247947163
ATF2	PGBD3	0.9317278849971538
ATF2	ZMAT3	0.9219736122091535
ATF2	UBTD1	0.9219736122091535
ATF2	ZNF668	0.9219736122091535
ATF2	LRRC8B	0.9205059247947163
ATF2	CD99	0.9219736122091535
ATF2	PRELID1	0.8610842211802083
ATF2	ZDHHC8P1	0.9430771950392796
ATF2	ATAD2	0.9219736122091531
ATF2	SFRS3	0.9219736122091535
ATF2	FAM116A	1.053843710210944
ATF2	DCBLD2	0.8191566392551524
ATF2	RCAN1	0.94307719503928
ATF2	CDC16	0.8438651867491789
ATF2	C9orf96	0.9219736122091535
ATF2	EIF4G3	0.8086316656406654
CCNT2	DMGDH	0.8191566392551524
CCNT2	SNORD113-9	1.0395113188699283
CCNT2	LOC282997	0.8610842211802083
CCNT2	OR5K1	0.9320909359215745
CCNT2	FAIM2	0.8165586898490984
CCNT2	LAMC2	1.0395113188699283
CCNT2	PTPRK	0.9555089576224525
CCNT2	C11orf10	0.94307719503928
CCNT2	FAM178A	1.0353133253669036
CCNT2	SMR3A	0.8610842211802083
CCNT2	ZMYM3	0.9317278849971542
CCNT2	SNAPC3	1.0395113188699283
CCNT2	SNORD116-16	0.9317278849971542
CCNT2	POLI	0.8703171519179906
CCNT2	OR5B12	0.8610842211802083
CCNT2	ZNF644	1.0217278604945919
CCNT2	CCDC112	0.8734641445321514
CCNT2	AQR	0.8703171519179906
CCNT2	C3orf38	1.1125488886214874
CCNT2	ZNF284	1.0353133253669036
CCNT2	TMOD3	0.94307719503928
CCNT2	TRAPPC2P1	0.9219736122091535
CCNT2	FRS2	0.9317278849971542
CCNT2	LEMD3	0.8191566392551524
CCNT2	UTF1	1.0353133253669036
CCNT2	COMMD5	1.0395113188699283
CCNT2	C14orf43	1.030756747760933
CCNT2	FKBP8	0.8131904766573737
CCNT2	PIGF	1.0217278604945919
CCNT2	ZNF433	0.9430771950392796
CCNT2	CES2	0.9219736122091535
CCNT2	SKIV2L2	0.9317278849971542
CCNT2	RD3	0.8610842211802083
CCNT2	SLC22A3	0.8610842211802083
CCNT2	MTMR3	0.8610842211802083
CCNT2	ORC3L	0.9317278849971542
CCNT2	USP11	1.0217278604945919
CCNT2	SUPT4H1	0.94307719503928
CCNT2	KIAA1012	0.8253132609580933
CCNT2	C11orf24	1.0395113188699283
CCNT2	TMEM165	0.9317278849971542
CCNT2	PPCS	1.0395113188699283
CCNT2	BAG1	0.8131904766573737
CCNT2	HS1BP3	0.9219736122091535
CCNT2	RALY	0.955508957622452
CCNT2	AMELX	1.0395113188699283
CCNT2	PCDHA7	1.1482944544217082
CCNT2	ATG5	0.9317278849971542
CCNT2	GTF2A1L	0.816843194256776
CCNT2	MOBKL1A	1.0307567477609334
CCNT2	FTSJD1	0.9317278849971542
CCNT2	CYBASC3	1.1482944544217084
CCNT2	HINFP	0.9219736122091531
CCNT2	TMUB2	0.8703171519179906
CCNT2	LHX1	0.8740533198964271
CCNT2	ATG2A	0.8734641445321514
CCNT2	PRKRIR	0.9317278849971542
CCNT2	MKX	0.8740533198964271
CCNT2	DVWA	0.8703171519179906
CCNT2	CDK14	1.2933698922458212
CCNT2	FOXA3	0.9317278849971542
SMARCB1	GFM1	0.9219736122091531
SMARCB1	EIF2C3	0.9219736122091535
SMARCB1	ATP8A1	0.9219736122091535
SMARCB1	TM2D2	0.8740533198964271
SMARCB1	STAU2	0.9219736122091535
