Regulator	Target	MI
ATF1	SETD5	0.8131904766573732
ATF1	CIITA	0.9219736122091535
ATF1	TMEM41A	0.9219736122091531
ATF1	ASFMR1	0.8007046414322327
ATF1	EPAS1	1.136329961246786
ATF1	EPO	0.9219736122091535
ATF1	RAB1B	0.8734641445321514
ATF1	PSEN2	0.9039352481933314
ATF1	CST8	1.053843710210944
ATF1	DTX4	1.1980441257441854
ATF1	RAP1GAP	0.816814572551769
ATF1	STYXL1	0.8007046414322327
ATF1	RPF1	0.9219736122091535
ATF1	MRPL41	0.8131904766573732
ATF1	EXOSC6	0.8734641445321514
ATF1	BZRAP1	0.801532188332795
ATF1	HIGD1C	0.7984690266234171
ATF1	IL1RL2	0.9219736122091535
ATF1	KDELC2	1.0395113188699283
ATF1	STRA13	0.8131904766573732
ATF1	CCL19	0.8131904766573732
ATF1	FGFBP3	0.9910018511929266
ATF1	LOC644172	0.8808708037525519
ATF1	ATP6V1C1	0.801532188332795
ATF1	EIF5AL1	0.8808708037525519
ATF1	HLA-DRB6	0.9219736122091531
ATF1	TMEM132C	0.8131904766573732
ATF1	FAAH2	0.8131904766573732
ATF1	FOXN4	0.8219450477663686
ATF1	KIAA1024	0.9910018511929262
ATF1	VWDE	0.8219450477663686
ATF1	PCDHB12	0.7984690266234171
ATF1	GRHL1	0.9762280219063699
ATF1	PTPN13	0.8045908832206972
ATF1	ARHGAP25	0.7984690266234171
ATF1	ST18	1.136329961246786
ATF1	TDRD3	1.1482944544217084
ATF1	HTR7P1	0.8808708037525519
ATF1	TBL3	0.8318973801207781
ATF1	MAFB	0.9910018511929266
ATF1	CLEC6A	0.8173862367496607
ATF1	ITGA7	0.8808708037525519
ATF1	COPG2	0.8808708037525519
ATF1	MYCBPAP	0.8173862367496607
ATF1	RHOU	0.8131904766573732
ATF1	ADAM7	0.8086316656406654
ATF1	HPRT1	0.9219736122091531
ATF1	NUPL2	0.8808708037525519
FOXA1	C7orf10	0.8734641445321509
FOXA1	SLC35F3	0.859951360321122
FOXA1	ROCK2	0.9219736122091535
FOXA1	MRPS22	0.8740533198964271
FOXA1	SSFA2	0.8740533198964275
FOXA1	VIPAR	0.8734641445321509
FOXA1	C11orf52	0.8131904766573732
FOXA1	PARD6A	0.8734641445321509
FOXA1	PABPC4L	0.8131904766573737
FOXA1	SLITRK6	0.8734641445321514
FOXA1	DYNLRB1	0.9219736122091531
FOXA1	RAB39	0.8131904766573737
FOXA1	IER3	0.8610842211802079
ATF2	SAA3P	0.9219736122091535
ATF2	AHCTF1	1.030756747760933
ATF2	C3orf49	0.8094592125412281
ATF2	CCNT2	1.051275519067704
ATF2	RNPEPL1	0.8703171519179906
ATF2	DBF4B	0.8094592125412281
ATF2	CDH9	0.8703171519179906
ATF2	NIPBL	0.9317278849971542
ATF2	OS9	0.8734641445321509
ATF2	MED10	1.051275519067704
ATF2	PAR-SN	1.202548864118925
ATF2	ASCC3	1.051275519067704
ATF2	LRIG2	0.8094592125412281
ATF2	ZNF644	1.0282138480590324
ATF2	EYS	0.8094592125412281
ATF2	FAM48A	0.8253132609580933
ATF2	FAM18B	1.0562419799864777
ATF2	FBXO18	0.7984690266234171
ATF2	PGAM1	0.9910018511929266
ATF2	TAF11	0.8734641445321514
ATF2	DYRK1A	1.051275519067704
ATF2	AEN	0.9307281833181484
ATF2	ATP11A	0.8734641445321514
ATF2	RCAN1	1.1482944544217082
ATF2	DNAJC1	0.8094592125412281
ATF2	TMEM139	1.1482944544217082
ATF2	FEZ2	0.8734641445321514
ATF2	FAM76B	1.030756747760933
ATF2	LOC729799	1.051275519067704
ATF2	LOC442454	1.051275519067704
CCNT2	ATF2	1.051275519067704
CCNT2	FOLH1B	0.8740533198964271
CCNT2	CIB1	0.9910018511929262
CCNT2	OR1K1	0.8703171519179906
CCNT2	FRY	1.053843710210944
CCNT2	WDR87	0.9219736122091531
CCNT2	CCAR1	0.8131904766573737
CCNT2	LOC541471	0.9320909359215745
CCNT2	RPS16	1.1482944544217082
CCNT2	NFATC2IP	1.053843710210944
CCNT2	PAPOLA	1.089977618376924
CCNT2	STRA13	0.7988320775478375
CCNT2	SLC39A2	0.8131904766573732
CCNT2	ZNF566	1.0217278604945919
CCNT2	ZNF565	1.053843710210944
CCNT2	RAB2A	1.030756747760933
CCNT2	BIVM	0.9317278849971538
CCNT2	DDX18	1.053843710210944
CCNT2	FAM48A	0.8253132609580933
CCNT2	ZNF165	1.053843710210944
CCNT2	SLC34A1	0.8213409548541089
CCNT2	VWDE	1.0395113188699283
CCNT2	TTC7A	0.9219736122091531
CCNT2	AFG3L1	1.053843710210944
CCNT2	CNBD1	0.8703171519179906
CCNT2	RINT1	0.8734641445321514
CCNT2	OR13C8	0.9910018511929262
CCNT2	ZNF718	0.9219736122091531
CCNT2	C9orf114	0.7988320775478375
CCNT2	ZNF835	1.053843710210944
CCNT2	GUF1	0.8131904766573737
CCNT2	ZNF711	1.0217278604945919
CCNT2	ZNF155	1.053843710210944
CCNT2	NDRG4	0.8090961616168078
CCNT2	HTRA4	1.0307567477609334
CCNT2	ANKRD19	1.051275519067704
CCNT2	KIAA1009	0.8131904766573737
CCNT2	TERT	0.8131904766573737
CCNT2	LCN15	0.9307281833181484
CCNT2	DVL1	0.816843194256776
CCNT2	RHPN1	0.8734641445321514
CCNT2	OR51B5	1.0395113188699283
CCNT2	TNRC18	0.9555089576224525
CCNT2	GPR112	0.8599513603211224
CCNT2	RALGDS	1.053843710210944
CCNT2	RFPL3S	0.8734641445321514
CCNT2	BPTF	0.8131904766573737
CCNT2	SMAD2	0.9219736122091531
CCNT2	SNORD36A	0.8131904766573732
CCNT2	ZNF141	0.9091566147525905
CCNT2	SIAH3	1.053843710210944
CCNT2	ABCA3	0.8734641445321514
CCNT2	EIF2AK3	0.8131904766573737
CCNT2	M6PR	0.9186031656066906
CCNT2	NFATC1	1.0395113188699283
CCNT2	KIAA0430	1.0217278604945919
CCNT2	FBXO30	1.053843710210944
CCNT2	LOC728024	0.9219736122091531
CCNT2	ARMC10	0.9910018511929262
CCNT2	GOLGB1	0.8253132609580933
CCNT2	CNOT3	0.90915661475259
CCNT2	FAM66D	0.8090961616168078
CCNT2	C9orf11	0.9219736122091531
CCNT2	ZNF259	0.9091566147525905
CCNT2	CDK13	0.9091566147525905
CCNT2	CNIH3	0.9219736122091535
CCNT2	BAP1	0.816843194256776
CCNT2	C9orf95	1.0710158092730344
CCNT2	C1orf94	0.8213409548541089
CCNT2	RYR1	0.9219736122091531
CCNT2	ZNF133	0.8131904766573737
CCNT2	USP36	1.030756747760933
CCNT2	GPR89A	1.1482944544217082
CCNT2	USP37	1.0353133253669036
CCNT2	DDX46	1.0395113188699283
CCNT2	TCF25	1.053843710210944
CCNT2	SRPR	0.9910018511929262
CCNT2	PKD2	1.1482944544217082
CCNT2	AFF4	1.1482944544217082
CCNT2	GPR89B	0.9091566147525905
CCNT2	MUDENG	1.053843710210944
CCNT2	B3GALT2	1.030756747760933
CCNT2	MED10	1.3833698677432584
CCNT2	SPIN1	0.9219736122091535
CCNT2	OR7E37P	1.0395113188699283
CCNT2	C3orf38	1.030756747760933
CCNT2	USP48	1.053843710210944
CCNT2	COBL	0.7988320775478375
CCNT2	ZFP91	1.053843710210944
CCNT2	TMEM174	0.9910018511929262
CCNT2	LRRC41	1.030756747760933
CCNT2	RABEP1	0.8734641445321509
CCNT2	LCORL	0.7988320775478375
CCNT2	LOC728643	0.9317278849971542
CCNT2	ZNF510	1.0353133253669036
CCNT2	C1orf114	0.9219736122091535
CCNT2	PHLPP2	0.9219736122091531
CCNT2	NFAT5	1.1482944544217082
CCNT2	SCARNA14	0.8133454543296925
CCNT2	SMARCD2	1.053843710210944
CCNT2	SLC24A3	0.8872536528759039
CCNT2	USP11	0.9219736122091531
CCNT2	NTN4	0.9430771950392796
CCNT2	RGPD5	1.053843710210944
CCNT2	TULP3	0.8734641445321514
CCNT2	ATP1A1	0.9219736122091531
CCNT2	RCHY1	0.8872536528759039
CCNT2	NR2C1	1.030756747760933
CCNT2	BEGAIN	0.8734641445321514
CCNT2	LYPLA2P1	0.8734641445321514
CCNT2	TMEM165	1.053843710210944
CCNT2	PURB	1.0217278604945919
CCNT2	C10orf18	0.8090961616168078
CCNT2	SNORA19	0.9219736122091531
CCNT2	ANKAR	1.053843710210944
CCNT2	ORMDL3	0.8173862367496607
CCNT2	CCL19	0.8734641445321514
CCNT2	PDE6A	1.0395113188699283
CCNT2	SUMO1P1	0.9910018511929262
CCNT2	CLASP1	1.053843710210944
CCNT2	ZNF189	0.8131904766573737
CCNT2	FOXJ3	0.9317278849971542
CCNT2	GPR55	0.8173862367496607
CCNT2	PYY2	0.8173862367496607
CCNT2	RFTN1	0.9219736122091531
CCNT2	KCNRG	0.8090961616168078
CCNT2	LYSMD3	1.030756747760933
CCNT2	TTC18	1.053843710210944
CCNT2	EIF3K	0.9219736122091535
CCNT2	CAPN10	0.8734641445321514
CCNT2	LYRM5	0.8131904766573737
CCNT2	C4orf29	1.1482944544217082
CCNT2	CTH	1.1570490255307035
CCNT2	FLJ33630	0.8734641445321514
CCNT2	ZNF614	1.0217278604945919
CCNT2	FAU	1.1482944544217084
CCNT2	ZNF732	1.053843710210944
CCNT2	PLCD1	0.9219736122091531
CCNT2	LNX2	0.8703171519179906
SMARCB1	RIMKLA	0.9205059247947163
SPI1	SNORD115-6	1.053843710210944
SPI1	LRRC14B	1.053843710210944
SPI1	PGLYRP3	1.053843710210944
SPI1	SNORD115-9	1.053843710210944
SPI1	OR2M7	1.053843710210944
SPI1	LOC284578	1.0353133253669036
SPI1	FLJ12825	1.0353133253669036
SPI1	NBLA00301	1.3833698677432584
SPI1	TMEM91	1.053843710210944
SPI1	CRHBP	1.053843710210944
SPI1	MIMT1	1.053843710210944
SPI1	DKFZP686I15217	1.053843710210944
SPI1	ISLR	1.0353133253669036
SPI1	PWWP2A	1.053843710210944
SPI1	C14orf70	1.053843710210944
SPI1	SNORA35	1.0353133253669036
