Regulator	Target	MI
ATF1	CDKL2	0.8173862367496607
ATF1	RBPJL	0.9219736122091535
ATF1	BCL2L13	0.9910018511929262
ATF1	C17orf87	0.9307281833181484
ATF1	C6orf217	0.8090961616168078
ATF1	SPPL2B	0.9219736122091535
ATF1	SPEG	1.053843710210944
FOXA1	CXorf21	0.8131904766573732
FOXA1	C1D	0.9910018511929262
FOXA1	C1orf69	0.8734641445321514
FOXA1	ATP2B1	0.8131904766573737
FOXA1	SLIT2	0.8734641445321514
ATF2	ZNF473	0.90915661475259
ATF2	ZNF470	0.8191566392551524
ATF2	GMFG	0.8610842211802079
ATF2	SLC40A1	0.8610842211802079
ATF2	TXLNG	0.8734641445321514
ATF2	LOC284232	0.9205059247947163
ATF2	ZNF81	0.9091566147525905
ATF2	DBT	0.8367657094413086
ATF2	OTOF	0.9219736122091531
ATF2	ARL6IP6	0.859951360321122
ATF2	KLHDC3	0.9219736122091535
ATF2	GRLF1	0.9205059247947163
ATF2	MGAM	0.9091566147525905
ATF2	COG3	1.3833698677432584
ATF2	GFPT1	1.3833698677432584
ATF2	FAM86B1	0.816843194256776
ATF2	RNF208	0.9205059247947163
ATF2	EDF1	0.8610842211802079
ATF2	COMMD1	1.0217278604945919
ATF2	NCOR1	1.0217278604945919
ATF2	ZNF619	0.9091566147525905
ATF2	VGF	0.8191566392551524
ATF2	KIAA2026	1.0217278604945919
ATF2	PGAM5	0.9198896616191785
ATF2	ZNF259	1.2707986220012577
ATF2	SOS2	0.90915661475259
CCNT2	TRADD	1.0217278604945919
CCNT2	TXLNG	0.9219736122091531
CCNT2	PIK3R2	0.9219736122091535
CCNT2	ZNF25	1.0217278604945919
CCNT2	MED18	1.0217278604945919
CCNT2	ELK3	0.816843194256776
CCNT2	CCND1	0.7988320775478375
CCNT2	CNPY4	0.8131904766573732
CCNT2	ZMYM4	1.0217278604945919
CCNT2	RDH10	0.859951360321122
CCNT2	CCR9	0.7988320775478375
CCNT2	XIRP2	0.8165586898490984
CCNT2	ZNF524	1.0217278604945919
CCNT2	CCDC111	0.7988320775478375
CCNT2	MGAM	1.0217278604945919
CCNT2	RFC3	0.9219736122091535
CCNT2	TMEM150A	0.8131904766573737
CCNT2	TRAT1	0.8734641445321509
CCNT2	ST7OT2	1.0217278604945919
CCNT2	PUM2	0.9219736122091531
CCNT2	ZNF619	1.0217278604945919
CCNT2	ZNF718	1.0353133253669036
CCNT2	ZNF259	1.0217278604945919
CCNT2	ZNF677	1.0217278604945919
CCNT2	CBLN4	0.9320909359215745
CCNT2	ZNF653	1.0217278604945919
CCNT2	ANAPC1	0.8734641445321509
CCNT2	C10orf47	1.0217278604945919
SMARCB1	TAS2R7	0.8101786141578553
SMARCB1	TRAF6	0.8213409548541089
SMARCB1	UCHL5	0.8610842211802083
SPI1	LRRC14B	1.3833698677432584
SPI1	PGLYRP3	1.053843710210944
SPI1	GAGE8	1.3833698677432584
SPI1	SPINT4	1.3833698677432584
SPI1	FLJ12825	1.3833698677432584
