*Intra   
#level node node weight
1 CREB1 393313 1
1 CREB1 393314 1
1 CREB1 393315 1
1 CREB1 393316 1
1 CREB1 393317 1
1 CREB1 393318 1
1 CREB1 393319 1
1 CREB1 393320 1
1 CREB1 393342 1
1 CREB1 393344 1
1 CREB1 393373 1
1 CREB1 393374 1
1 CREB1 393375 1
1 CREB1 393388 1
1 CREB1 393389 1
1 CREB1 393390 1
1 CREB1 393391 1
1 CREB1 393392 1
1 CREB1 393394 1
1 CREB1 393395 1
1 CREB1 393402 1
1 CREB1 MIR2355 1
1 CREB1 393412 1
1 CREB1 393414 1
1 CREB1 393415 1
1 CREB1 393417 1
1 CREB1 393418 1
1 CREB1 393419 1
1 CREB1 393420 1
1 CREB1 393421 1
1 CREB1 393422 1
1 CREB1 393424 1
1 CREB1 393425 1
1 CREB1 393426 1
1 CREB1 393427 1
1 CREB1 393428 1
1 CREB1 393429 1
1 CREB1 393431 1
1 CREB1 KLF7 1
1 CREB1 393433 1
1 CREB1 393434 1
1 CREB1 393435 1
1 CREB1 393516 1
1 CREB1 393555 1
1 CREB1 393557 1
1 CREB1 METTL21A 1
1 CREB1 PPP1R14BP2 1
1 CREB1 RNU6-664P 1
1 CREB1 Y_RNA 1
1 CREB1 393576 1
1 CREB1 393579 1
1 CREB1 CCNYL1 1
1 CREB1 393582 1
1 CREB1 393583 1
1 CREB1 393585 1
1 CREB1 FZD5 1
1 CREB1 RNU6-360P 1
1 CREB1 393673 1
1 CREB1 393674 1
1 CREB1 PLEKHM3 1
1 CREB1 393677 1
1 CREB1 393679 1
1 CREB1 393681 1
1 CREB1 393682 1
1 CREB1 393686 1
1 CREB1 393687 1
1 CREB1 393691 1
1 CREB1 snoU13 1
1 CREB1 393749 1
1 CREB1 IDH1-AS1 1
1 CREB1 IDH1 1
1 CREB1 393752 1
1 CREB1 AC016697.2 1
1 CREB1 PIKFYVE 1
1 CREB1 393769 1
1 CREB1 RPE 1
1 CCNYL1 CREB1 1
1 PLEKHM3 CREB1 1
1 IDH1-AS1 CREB1 1
1 IDH1 CREB1 1
1 AC016697.2 CREB1 1
1 PIKFYVE CREB1 1
1 RPE CREB1 1
1 AC006994.2 CREB1 1
1 AC006994.3 CREB1 1
1 KANSL1L CREB1 1
1 AC072062.1 WDR75 1
1 BARD1 WDR75 1
1 GPR55 AC012513.6 1
1 GPR55 RNU6-613P 1
1 GPR55 RNU6-1027P 1
1 GPR55 400537 1
1 GPR55 SLC16A14 1
1 GPR55 AC009950.2 1
1 GPR55 SP110 1
1 GPR55 RNU6-451P 1
1 GPR55 CAB39 1
1 GPR55 ITM2C 1
1 GPR55 AC012507.3 1
1 GPR55 AC012507.4 1
1 GPR55 SPATA3-AS1 1
1 GPR55 SPATA3 1
1 GPR55 C2orf72 1
1 GPR55 PSMD1 1
1 GPR55 RP11-223I10.1 1
1 GPR55 AC017104.2 1
1 GPR55 SNORA75 1
1 GPR55 SNORD20 1
1 GPR55 NCL 1
1 GPR55 SNORD82 1
1 GPR55 RNU2-22P 1
1 GPR55 MIR1471 1
1 GPR55 ECEL1 1
1 RAMP1 ESPNL 1
1 ESPNL RAMP1 1
1 ESPNL 402554 1
1 ESPNL MLPH 1
1 ESPNL RAB17 1
1 ESPNL LRRFIP1 1
1 ESPNL RBM44 1
1 ESPNL 402553 1
1 ESPNL RNU6-1333P 1
1 ESPNL 402621 1
1 NDUFA10 ALMS1 1
1 C20orf194 404235 1
1 C20orf194 404237 1
1 C20orf194 404241 1
1 C20orf194 404243 1
1 C20orf27 404282 1
1 C20orf27 404327 1
1 C20orf27 404328 1
1 C20orf27 404335 1
1 C20orf27 404336 1
1 PROKR2 CHGB 1
1 RP5-1022P6.5 CHGB 1
1 RPS18P1 CHGB 1
1 GPCPD1 CHGB 1
1 CHGB 404614 1
1 CHGB 404622 1
1 CHGB 404624 1
1 CHGB 404634 1
1 CHGB 404640 1
1 CHGB 404674 1
1 CHGB 404676 1
1 CHGB 404677 1
1 CHGB 404678 1
1 CHGB 404680 1
1 CHGB 404688 1
1 CHGB 404690 1
1 CHGB 404698 1
1 CHGB 404702 1
1 CHGB 404705 1
1 CHGB 404707 1
1 CHGB 404708 1
1 CHGB 404709 1
1 CHGB 404710 1
1 CHGB RP5-1022P6.5 1
1 CHGB RPS18P1 1
1 CHGB 404712 1
1 CHGB 404713 1
1 CHGB 404714 1
1 CHGB 404715 1
1 CHGB 404716 1
1 CHGB 404717 1
1 CHGB 404718 1
1 CHGB 404719 1
1 CHGB 404720 1
1 CHGB 404721 1
1 CHGB 404722 1
1 CHGB 404723 1
1 CHGB 404724 1
1 CHGB 404726 1
1 CHGB 404727 1
1 CHGB 404729 1
1 CHGB 404730 1
1 CHGB 404731 1
1 CHGB 404733 1
1 CHGB 404735 1
1 CHGB 404747 1
1 CHGB 404777 1
1 CHGB 404779 1
1 CHGB 404780 1
1 CHGB 404781 1
1 CHGB 404782 1
1 CHGB 404783 1
1 CHGB 404786 1
1 CHGB 404791 1
1 CHGB 404819 1
1 CHGB 404864 1
1 CHGB 404865 1
1 LRRN4 CHGB 1
1 FLRT3 407846 1
1 FLRT3 407847 1
1 FLRT3 407848 1
1 FLRT3 407849 1
1 FLRT3 407850 1
1 FLRT3 407853 1
1 FLRT3 407883 1
1 FLRT3 407973 1
1 FLRT3 407975 1
1 FLRT3 407976 1
1 FLRT3 407977 1
1 FLRT3 407978 1
1 FLRT3 407980 1
1 FLRT3 407981 1
1 FLRT3 407982 1
1 FLRT3 407983 1
1 FLRT3 407984 1
1 FLRT3 407986 1
1 FLRT3 407987 1
1 FLRT3 407989 1
1 FLRT3 407990 1
1 FLRT3 407992 1
1 FLRT3 408090 1
1 FLRT3 408165 1
1 FLRT3 408224 1
1 FLRT3 408239 1
1 FLRT3 408240 1
1 FLRT3 408241 1
1 FLRT3 408242 1
1 FLRT3 408243 1
1 FLRT3 408247 1
1 FLRT3 408248 1
1 FLRT3 408249 1
1 FLRT3 408250 1
1 FLRT3 408254 1
1 FLRT3 408283 1
1 FLRT3 408286 1
1 FLRT3 408319 1
1 FLRT3 408322 1
1 FLRT3 408323 1
1 FLRT3 408324 1
1 FLRT3 408326 1
1 FLRT3 408327 1
1 FLRT3 408328 1
1 FLRT3 408330 1
1 FLRT3 408347 1
1 OTOR FLRT3 1
1 DEFB118 PTPRT 1
1 HM13 ID1 1
1 HM13 BCL2L1 1
1 ID1 411138 1
1 ID1 411139 1
1 ID1 411140 1
1 ID1 411150 1
1 ID1 HM13 1
1 ID1 411152 1
1 ID1 411156 1
1 ID1 411157 1
1 ID1 411158 1
1 ID1 411159 1
1 ID1 411160 1
1 ID1 411161 1
1 ID1 411162 1
1 ID1 411163 1
1 ID1 411167 1
1 ID1 411188 1
1 ID1 411189 1
1 COX4I2 BCL2L1 1
1 RP11-243J16.7 BCL2L1 1
1 BCL2L1 411150 1
1 BCL2L1 HM13 1
1 BCL2L1 411157 1
1 BCL2L1 411161 1
1 BCL2L1 411162 1
1 BCL2L1 411163 1
1 BCL2L1 HM13-AS1 1
1 BCL2L1 RNU6-384P 1
1 BCL2L1 411166 1
1 BCL2L1 411167 1
1 BCL2L1 411169 1
1 BCL2L1 411170 1
1 BCL2L1 COX4I2 1
1 BCL2L1 411172 1
1 BCL2L1 411173 1
1 BCL2L1 411174 1
1 BCL2L1 411175 1
1 BCL2L1 411176 1
1 BCL2L1 411177 1
1 BCL2L1 411178 1
1 BCL2L1 411180 1
1 BCL2L1 RP11-243J16.7 1
1 BCL2L1 411182 1
1 BCL2L1 411183 1
1 BCL2L1 411188 1
1 LBP 412387 1
1 LBP VSTM2L 1
1 LBP RPRD1B 1
1 LBP TTI1 1
1 LBP 412519 1
1 LBP 412522 1
1 LBP SNHG17 1
1 LBP SNORA71B 1
1 RNU6-1018P PTPRT 1
1 SNORA26 PTPRT 1
1 PTPRT 413634 1
1 PTPRT 413661 1
1 PTPRT 413587 1
1 PTPRT 413588 1
1 PTPRT 413589 1
1 PTPRT 413590 1
1 PTPRT SNORA26 1
1 PTPRT 413592 1
1 PTPRT 413593 1
1 PTPRT 413594 1
1 PTPRT 413595 1
1 PTPRT 413596 1
1 PTPRT 413597 1
1 PTPRT 413598 1
1 PTPRT 413599 1
1 PTPRT 413600 1
1 PTPRT 413606 1
1 PTPRT 413607 1
1 PTPRT 413610 1
1 PTPRT 413635 1
1 PTPRT 413636 1
1 PTPRT 413637 1
1 PTPRT 413641 1
1 PTPRT 413647 1
1 PTPRT 413657 1
1 PTPRT 413660 1
1 PTPRT 413662 1
1 PTPRT 413664 1
1 PTPRT 413665 1
1 PTPRT 413666 1
1 PTPRT 413667 1
1 PTPRT RP5-1121H13.4 1
1 PTPRT 413747 1
1 PARD6B NFATC2 1
1 KCNG1 415904 1
1 KCNG1 415924 1
1 KCNG1 415926 1
1 KCNG1 415927 1
1 KCNG1 415928 1
1 KCNG1 415930 1
1 KCNG1 415931 1
1 KCNG1 415933 1
1 KCNG1 415934 1
1 KCNG1 415935 1
1 KCNG1 415936 1
1 KCNG1 415937 1
1 KCNG1 415938 1
1 KCNG1 415939 1
1 KCNG1 415940 1
1 KCNG1 415941 1
1 KCNG1 415942 1
1 KCNG1 415943 1
1 KCNG1 415944 1
1 KCNG1 416006 1
1 KCNG1 416007 1
1 KCNG1 416009 1
1 NFATC2 415843 1
1 NFATC2 415844 1
1 NFATC2 415845 1
1 NFATC2 415846 1
1 NFATC2 415847 1
1 NFATC2 415848 1
1 NFATC2 415849 1
1 NFATC2 415851 1
1 NFATC2 415852 1
1 NFATC2 415854 1
1 NFATC2 415857 1
1 NFATC2 415868 1
1 NFATC2 415943 1
1 NFATC2 415946 1
1 NFATC2 415947 1
1 NFATC2 415948 1
1 NFATC2 415949 1
1 NFATC2 415951 1
1 NFATC2 415952 1
1 NFATC2 415953 1
1 NFATC2 415954 1
1 NFATC2 415955 1
1 NFATC2 415956 1
1 NFATC2 415958 1
1 NFATC2 415959 1
1 NFATC2 415960 1
1 NFATC2 415961 1
1 NFATC2 415962 1
1 NFATC2 415963 1
1 NFATC2 415964 1
1 NFATC2 415965 1
1 NFATC2 415966 1
1 NFATC2 415967 1
1 NFATC2 415968 1
1 NFATC2 415969 1
1 NFATC2 415970 1
1 NFATC2 415971 1
1 NFATC2 415972 1
1 NFATC2 415973 1
1 NFATC2 415974 1
1 NFATC2 415975 1
1 NFATC2 415976 1
1 NFATC2 415978 1
1 NFATC2 415981 1
1 NFATC2 416006 1
1 NFATC2 416007 1
1 NFATC2 416097 1
1 SALL4 KCNG1 1
1 SALL4 NFATC2 1
1 AURKA SLMO2 1
1 CSTF1 SLMO2 1
1 RTFDC1 VAPB 1
1 snoU13 VAPB 1
1 VAPB AURKA 1
1 VAPB CSTF1 1
1 VAPB RTFDC1 1
1 VAPB snoU13 1
1 VAPB RBM38 1
1 VAPB RP4-800J21.3 1
1 VAPB CTCFL 1
1 VAPB PCK1 1
1 VAPB ZBP1 1
1 VAPB ANKRD60 1
1 VAPB PPP4R1L 1
1 VAPB RAB22A 1
1 VAPB APCDD1L-AS1 1
1 VAPB APCDD1L 1
1 VAPB AL050327.1 1
1 VAPB STX16 1
1 VAPB STX16-NPEPL1 1
1 VAPB NPEPL1 1
1 VAPB GNAS-AS1 1
1 VAPB GNAS 1
1 VAPB RP4-806M20.3 1
1 VAPB RP1-309F20.3 1
1 VAPB NELFCD 1
1 VAPB ATP5E 1
1 VAPB SLMO2 1
1 STX16 ATP5E 1
1 STX16-NPEPL1 ATP5E 1
1 STX16 SLMO2 1
1 STX16-NPEPL1 SLMO2 1
1 TUBB1 ATP5E 1
1 ATP5E 417855 1
1 ATP5E 417945 1
1 ATP5E 417947 1
1 ATP5E STX16 1
1 ATP5E STX16-NPEPL1 1
1 ATP5E 417950 1
1 ATP5E 417951 1
1 ATP5E 417952 1
1 ATP5E 417954 1
1 ATP5E 417959 1
1 ATP5E 417963 1
1 ATP5E 417997 1
1 ATP5E 417999 1
1 ATP5E 418000 1
1 ATP5E 418001 1
1 ATP5E 418002 1
1 ATP5E 418003 1
1 ATP5E 418005 1
1 ATP5E 418006 1
1 ATP5E 418009 1
1 ATP5E 418012 1
1 ATP5E 418023 1
1 ATP5E 418024 1
1 ATP5E 418026 1
1 ATP5E 418028 1
1 ATP5E 418030 1
1 ATP5E 418068 1
1 ATP5E 418071 1
1 ATP5E 418073 1
1 ATP5E 418075 1
1 ATP5E 418078 1
1 ATP5E 418080 1
1 ATP5E 418081 1
1 ATP5E 418082 1
1 ATP5E 418083 1
1 ATP5E 418084 1
1 ATP5E 418087 1
1 ATP5E 418090 1
1 ATP5E 418092 1
1 ATP5E 418140 1
1 ATP5E 418141 1
1 ATP5E 418142 1
1 ATP5E 418143 1
1 ATP5E 418149 1
1 SLMO2 417617 1
1 SLMO2 RBM38 1
1 SLMO2 RP4-800J21.3 1
1 SLMO2 417633 1
1 SLMO2 417676 1
1 SLMO2 417829 1
1 SLMO2 417830 1
1 SLMO2 417853 1
1 SLMO2 PPP4R1L 1
1 SLMO2 RAB22A 1
1 SLMO2 417855 1
1 SLMO2 417883 1
1 SLMO2 417889 1
1 SLMO2 417944 1
1 SLMO2 417945 1
1 SLMO2 417947 1
1 SLMO2 STX16 1
1 SLMO2 STX16-NPEPL1 1
1 SLMO2 417950 1
1 SLMO2 417951 1
1 SLMO2 417952 1
1 SLMO2 417953 1
1 SLMO2 417954 1
1 SLMO2 417959 1
1 SLMO2 417963 1
1 SLMO2 GNAS-AS1 1
1 SLMO2 GNAS 1
1 SLMO2 417997 1
1 SLMO2 417998 1
1 SLMO2 417999 1
1 SLMO2 418000 1
1 SLMO2 418001 1
1 SLMO2 418002 1
1 SLMO2 418003 1
1 SLMO2 RP1-309F20.3 1
1 SLMO2 418056 1
1 SLMO2 418057 1
1 SLMO2 418058 1
1 SLMO2 418062 1
1 SLMO2 418064 1
1 SLMO2 418065 1
1 SLMO2 418066 1
1 SLMO2 418068 1
1 SLMO2 418069 1
1 SLMO2 418070 1
1 SLMO2 418071 1
1 SLMO2 418072 1
1 SLMO2 418073 1
1 SLMO2 418074 1
1 SLMO2 418075 1
1 SLMO2 ZNF831 1
1 SLMO2 418078 1
1 SLMO2 418079 1
1 SLMO2 418080 1
1 SLMO2 418081 1
1 SLMO2 418082 1
1 SLMO2 418083 1
1 SLMO2 418084 1
1 SLMO2 418085 1
1 SLMO2 418086 1
1 SLMO2 418087 1
1 SLMO2 418088 1
1 SLMO2 418089 1
1 SLMO2 418090 1
1 SLMO2 418091 1
1 SLMO2 418092 1
1 SLMO2 418093 1
1 SLMO2 418094 1
1 SLMO2 418136 1
1 SLMO2 418137 1
1 SLMO2 418138 1
1 SLMO2 418139 1
1 SLMO2 418140 1
1 SLMO2 418141 1
1 SLMO2 418142 1
1 SLMO2 418143 1
1 SLMO2 418145 1
1 SLMO2 418149 1
1 ZNF831 SLMO2 1
1 PTK6 LIME1 1
1 PTK6 RGS19 1
1 LIME1 141756 1
1 LIME1 141757 1
1 LIME1 419032 1
1 LIME1 419033 1
1 LIME1 419038 1
1 LIME1 419039 1
1 LIME1 419040 1
1 LIME1 419043 1
1 LIME1 419059 1
1 LIME1 419060 1
1 LIME1 419066 1
1 LIME1 419067 1
1 LIME1 419077 1
1 LIME1 419081 1
1 LIME1 419083 1
1 LIME1 419084 1
1 LIME1 419089 1
1 LIME1 419090 1
1 LIME1 419092 1
1 LIME1 419098 1
1 LIME1 419100 1
1 LIME1 419103 1
1 LIME1 419107 1
1 ABHD16B LIME1 1
1 C20ORF135 LIME1 1
1 TPD52L2 LIME1 1
1 ABHD16B RGS19 1
1 C20ORF135 RGS19 1
1 TPD52L2 RGS19 1
1 MIR941-1 LIME1 1
1 MIR941-2 LIME1 1
1 MIR941-3 LIME1 1
1 MIR1914 LIME1 1
1 RGS19 141747 1
1 RGS19 141755 1
1 RGS19 141756 1
1 RGS19 141757 1
1 AP000322.53 RUNX1 1
1 CMP21-97G8.2 RUNX1 1
1 SNORA11 RUNX1 1
1 CLIC6 RUNX1 1
1 AP000330.8 RUNX1 1
1 RUNX1 426184 1
1 RUNX1 426236 1
1 RUNX1 426238 1
1 RUNX1 426239 1
1 RUNX1 426240 1
1 RUNX1 426241 1
1 RUNX1 426242 1
1 RUNX1 426243 1
1 RUNX1 426245 1
1 RUNX1 426246 1
1 RUNX1 426247 1
1 RUNX1 426248 1
1 RUNX1 426249 1
1 RUNX1 426250 1
1 RUNX1 426251 1
1 RUNX1 426253 1
1 RUNX1 426254 1
1 RUNX1 426255 1
1 RUNX1 426257 1
1 RUNX1 426258 1
1 RUNX1 426259 1
1 RUNX1 426260 1
1 RUNX1 426261 1
1 RUNX1 426262 1
1 RUNX1 426263 1
1 RUNX1 426264 1
1 RUNX1 426265 1
1 RUNX1 AP000330.8 1
1 RUNX1 426267 1
1 RUNX1 426268 1
1 RUNX1 426269 1
1 RUNX1 426270 1
1 RUNX1 426271 1
1 RUNX1 426272 1
1 RUNX1 426273 1
1 RUNX1 426274 1
1 RUNX1 426275 1
1 RUNX1 426276 1
1 RUNX1 426277 1
1 RUNX1 426279 1
1 RUNX1 426280 1
1 RUNX1 426281 1
1 RUNX1 426282 1
1 RUNX1 426284 1
1 RUNX1 426285 1
1 ETS2 SH3BGR 1
1 AF129408.17 SH3BGR 1
1 PSMG1 SH3BGR 1
1 BRWD1-IT2 SH3BGR 1
1 BRWD1-AS1 SH3BGR 1
1 BRWD1 SH3BGR 1
1 snoU13 SH3BGR 1
1 HMGN1 SH3BGR 1
1 RNF6P1 SH3BGR 1
1 WRB SH3BGR 1
1 SH3BGR 425390 1
1 SH3BGR 427371 1
1 SH3BGR 427374 1
1 SH3BGR 427428 1
1 SH3BGR 427431 1
1 SH3BGR 427432 1
1 SH3BGR 427433 1
1 SH3BGR 427434 1
1 SH3BGR 427435 1
1 SH3BGR 427436 1
1 SH3BGR 427437 1
1 SH3BGR 427438 1
1 SH3BGR 427439 1
1 SH3BGR 427440 1
1 SH3BGR 427441 1
1 SH3BGR 427442 1
1 SH3BGR 427443 1
1 SH3BGR 427444 1
1 SH3BGR 427446 1
1 SH3BGR ETS2 1
1 SH3BGR 427448 1
1 SH3BGR 427449 1
1 SH3BGR 427450 1
1 SH3BGR 427451 1
1 SH3BGR 427452 1
1 SH3BGR 427456 1
1 SH3BGR 427541 1
1 SH3BGR 427542 1
1 SH3BGR 427543 1
1 SH3BGR 427544 1
1 SH3BGR 427547 1
1 SH3BGR 427548 1
1 SH3BGR AF129408.17 1
1 SH3BGR PSMG1 1
1 SH3BGR 427550 1
1 SH3BGR 427551 1
1 SH3BGR 427552 1
1 SH3BGR 427553 1
1 SH3BGR 427556 1
1 SH3BGR 427558 1
1 SH3BGR 427559 1
1 SH3BGR 427561 1
1 SH3BGR 427562 1
1 SH3BGR 427564 1
1 SH3BGR 427565 1
1 SH3BGR 427566 1
1 SH3BGR 427568 1
1 SH3BGR 427569 1
1 SH3BGR 427570 1
1 SH3BGR 427571 1
1 SH3BGR 427572 1
1 SH3BGR 427579 1
1 SH3BGR 427589 1
1 SH3BGR 427599 1
1 SH3BGR 427600 1
1 DSCAM 428055 1
1 AC002472.13 SERPIND1 1
1 ASPHD2 431503 1
1 MPST IL2RB 1
1 TST IL2RB 1
1 Y_RNA IL2RB 1
1 KCTD17 IL2RB 1
1 RP5-1170K4.7 IL2RB 1
1 TMPRSS6 IL2RB 1
1 IL2RB 433987 1
1 IL2RB 433991 1
1 IL2RB 433994 1
1 IL2RB 433996 1
1 IL2RB 433999 1
1 IL2RB 434001 1
1 IL2RB 434003 1
1 IL2RB 434005 1
1 IL2RB 434021 1
1 IL2RB 434029 1
1 IL2RB 434032 1
1 IL2RB 434048 1
1 IL2RB 434049 1
1 IL2RB 434051 1
1 IL2RB 434115 1
1 IL2RB 434116 1
1 IL2RB 434117 1
1 IL2RB RP5-1170K4.7 1
1 IL2RB TMPRSS6 1
1 IL2RB 434139 1
1 IL2RB 434141 1
1 IL2RB 434150 1
1 IL2RB 434178 1
1 IL2RB 434179 1
1 IL2RB 434183 1
1 IL2RB 434189 1
1 IL2RB 433986 1
1 IL2RB 434043 1
1 IL2RB 434050 1
1 IL2RB 434101 1
1 IL2RB 434103 1
1 IL2RB 434109 1
1 IL2RB 434111 1
1 IL2RB 434112 1
1 IL2RB 434113 1
1 IL2RB 434132 1
1 IL2RB 434134 1
1 IL2RB 434135 1
1 IL2RB 434149 1
1 IL2RB 434151 1
1 IL2RB 434175 1
1 IL2RB 434176 1
1 IL2RB 434180 1
1 IL2RB 434181 1
1 IL2RB 434185 1
1 IL2RB 434186 1
1 IL2RB 434195 1
1 RP1-151B14.9 IL2RB 1
1 SSTR3 IL2RB 1
1 RAC2 IL2RB 1
1 Z82188.1 IL2RB 1
1 CARD10 IL2RB 1
1 LGALS1 GGA1 1
1 LGALS1 SH3BP1 1
1 LGALS1 434210 1
1 LGALS1 434213 1
1 LGALS1 434216 1
1 LGALS1 GCAT 1
1 LGALS1 H1F0 1
1 snoU13 IL2RB 1
1 snoU13 LGALS1 1
1 JOSD1 RPL3 1
1 CBX6 RPL3 1
1 RPL3 DNAL4 1
1 RPL3 SUN2 1
1 RPL3 APOBEC3B-AS1 1
1 RPL3 CBX7 1
1 RPL3 FUNDC2P4 1
1 RPL3 PDGFB 1
1 RPL3 434378 1
1 RPL3 434394 1
1 RPL3 434411 1
1 RPL3 434413 1
1 RPL3 434442 1
1 RPL3 434443 1
1 RPL3 434444 1
1 RPL3 434461 1
1 RPL3 434462 1
1 RPL3 434463 1
1 RPL3 434465 1
1 RPL3 434467 1
1 RPL3 434473 1
1 RPL3 434482 1
1 RPL3 434532 1
1 RPL3 ATF4 1
1 RPL3 434654 1
1 CHADL CSDC2 1
1 L3MBTL2 CSDC2 1
1 RP4-756G23.5 CSDC2 1
1 RNU6-495P CSDC2 1
1 POLR3H CSDC2 1
1 CSDC2 434960 1
1 CSDC2 434961 1
1 Z99756.1 SULT4A1 1
1 MPPED1 SULT4A1 1
1 SULT4A1 435373 1
1 SULT4A1 435380 1
1 SULT4A1 435381 1
1 SULT4A1 435382 1
1 SULT4A1 435612 1
1 SULT4A1 435620 1
1 PARVG SULT4A1 1
1 KRT18P23 SULT4A1 1
1 LINC00207 SULT4A1 1
1 UPK3A 435775 1
1 UPK3A 435782 1
1 UPK3A 435784 1
1 UPK3A 435785 1
1 UPK3A 435786 1
1 UPK3A 435787 1
1 UPK3A 435820 1
1 UPK3A 435821 1
1 RP1-102D24.5 UPK3A 1
1 MAPK11 436696 1
1 MAPK11 436699 1
1 MAPK11 436728 1
1 MAPK11 436731 1
1 MAPK11 436732 1
1 MAPK11 436733 1
1 MAPK11 436734 1
1 MAPK11 436735 1
1 MAPK11 436801 1
1 RAD18 THUMPD3 1
1 THUMPD3 SNORA43 1
1 THUMPD3 439697 1
1 THUMPD3 439698 1
1 THUMPD3 RAD18 1
1 THUMPD3 439700 1
1 THUMPD3 439701 1
1 THUMPD3 SRGAP3-AS1 1
1 THUMPD3 SRGAP3 1
1 THUMPD3 SETD5-AS1 1
1 THUMPD3 SETD5 1
1 THUMPD3 439811 1
1 THUMPD3 439812 1
1 THUMPD3 439815 1
1 THUMPD3 439819 1
1 THUMPD3 439820 1
1 THUMPD3 439824 1
1 THUMPD3 MTMR14 1
1 THUMPD3 439857 1
1 THUMPD3 439861 1
1 THUMPD3 CPNE9 1
1 THUMPD3 439874 1
1 THUMPD3 BRPF1 1
1 THUMPD3 OGG1 1
1 THUMPD3 CAMK1 1
1 THUMPD3 ARPC4 1
1 THUMPD3 ARPC4-TTLL3 1
1 THUMPD3 TADA3 1
1 THUMPD3 TTLL3 1
1 THUMPD3 RPUSD3 1
1 THUMPD3 IL17RE 1
1 THUMPD3 JAGN1 1
1 THUMPD3 RNU6-670P 1
1 THUMPD3 GHRL 1
1 THUMPD3 GHRLOS 1
1 THUMPD3 SEC13 1
1 THUMPD3 AC090952.5 1
1 THUMPD3 AC012467.1 1
1 THUMPD3 ACTR8 1
1 SETD5-AS1 THUMPD3 1
1 SETD5 THUMPD3 1
1 BRPF1 THUMPD3 1
1 SLC6A11 440082 1
1 CCK 449812 1
1 CCK 449815 1
1 CCK 449816 1
1 CCK 449817 1
1 CCK 449818 1
1 CCK LYZL4 1
1 CCK 449820 1
1 CCK 449821 1
1 CCK AC092048.1 1
1 CCK 449823 1
1 CCK 449824 1
1 CCK 449825 1
1 CCK 449826 1
1 CCK 449828 1
1 CCK 449829 1
1 CCK 449830 1
1 CCK 449843 1
1 CCK 449846 1
1 LYZL4 CCK 1
1 AC092048.1 CCK 1
1 NKTR CCK 1
1 SEC22C CCK 1
1 HHATL-AS1 CCK 1
1 HHATL CCK 1
1 QARS TCTA 1
1 QRICH1 TCTA 1
1 RP11-3B7.1 TCTA 1
1 USP4 TCTA 1
1 TCTA 451407 1
1 TCTA 451408 1
1 TCTA 451464 1
1 TCTA 451465 1
1 TCTA 451468 1
1 TCTA 451479 1
1 TCTA 451480 1
1 TCTA 451483 1
1 TCTA QARS 1
1 TCTA QRICH1 1
1 TCTA 451485 1
1 TCTA 451488 1
1 TCTA 451489 1
1 TCTA 451490 1
1 TCTA 451493 1
1 TCTA 451494 1
1 TCTA 451496 1
1 TCTA 451498 1
1 TCTA 451512 1
1 TCTA 451517 1
1 TCTA 451522 1
1 TCTA 451524 1
1 TCTA 451531 1
1 TCTA 451532 1
1 TCTA 451537 1
1 PARP3 PCBP4 1
1 RRP9 PCBP4 1
1 PCBP4 452142 1
1 PCBP4 452143 1
1 PCBP4 452146 1
1 PCBP4 452147 1
1 PCBP4 452149 1
1 PCBP4 452150 1
1 PCBP4 452152 1
1 PCBP4 452154 1
1 PCBP4 452160 1
1 PCBP4 452164 1
1 PCBP4 452199 1
1 LINC00696 PCBP4 1
1 POC1A PCBP4 1
1 ALAS1 PCBP4 1
1 ALDOAP1 PCBP4 1
1 SNORD63 452532 1
1 SNORD63 452536 1
1 AC012467.1 THUMPD3 1
1 ACTR8 THUMPD3 1
1 KBTBD8 LMOD3 1
1 CTD-2013N24.2 LMOD3 1
1 EOGT LMOD3 1
1 TMF1 LMOD3 1
1 UBA3 LMOD3 1
1 ARL6IP5 LMOD3 1
1 LMOD3 KBTBD8 1
1 LMOD3 457230 1
1 LMOD3 457259 1
1 LMOD3 457260 1
1 LMOD3 457261 1
1 LMOD3 457262 1
1 LMOD3 457263 1
1 LMOD3 457264 1
1 LMOD3 457265 1
1 LMOD3 457267 1
1 LMOD3 457268 1
1 LMOD3 457270 1
1 LMOD3 457271 1
1 LMOD3 457272 1
1 LMOD3 457273 1
1 LMOD3 457277 1
1 LMOD3 457280 1
1 LMOD3 457281 1
1 LMOD3 457283 1
1 LMOD3 457289 1
1 LMOD3 457290 1
1 LMOD3 457291 1
1 LMOD3 457292 1
1 LMOD3 457293 1
1 LMOD3 457294 1
1 LMOD3 457295 1
1 LMOD3 457296 1
1 LMOD3 457297 1
1 LMOD3 457298 1
1 LMOD3 457300 1
1 LMOD3 457301 1
1 LMOD3 457302 1
1 LMOD3 457303 1
1 LMOD3 457304 1
1 LMOD3 457305 1
1 LMOD3 457306 1
1 LMOD3 457307 1
1 LMOD3 457308 1
1 LMOD3 457309 1
1 LMOD3 457310 1
1 LMOD3 457311 1
1 LMOD3 457312 1
1 LMOD3 457315 1
1 LMOD3 457316 1
1 LMOD3 457372 1
1 LMOD3 457376 1
1 LMOD3 457377 1
1 LMOD3 457379 1
1 LMOD3 457380 1
1 LMOD3 457381 1
1 LMOD3 457382 1
1 LMOD3 457383 1
1 LMOD3 457384 1
1 LMOD3 457385 1
1 LMOD3 457386 1
1 LMOD3 457388 1
1 LMOD3 457389 1
1 LMOD3 457390 1
1 LMOD3 457394 1
