nodeID nodeLabel DNA_methylation_logFC DNA_methylation_P.Value GRN_logFC GRN_P.Value GRN_eigenvalue GRN_Page_Rank GRN_size GRN_nes GRN_pval fPPI_Mutations_of_interest_vs_Group_control_diff fPPI_Mutations_of_interest_vs_Group_control_p.val Metabo_mean.diff Metabo_pvalue
9037 frag_682710 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9038 frag_682718 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9039 frag_682719 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9040 frag_682720 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9041 frag_682721 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9042 frag_682727 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9043 frag_682728 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9044 frag_682730 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9045 frag_682732 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9046 frag_682735 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9047 frag_682736 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9048 frag_682737 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9049 frag_682738 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9050 frag_682739 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9051 frag_682740 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9052 frag_682741 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9053 frag_682742 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9054 frag_682743 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9055 frag_682744 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9056 frag_682745 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9057 frag_682746 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9058 frag_682747 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9059 frag_682748 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9060 frag_682749 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9061 frag_682750 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9062 frag_682751 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9063 frag_682752 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9064 frag_682753 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9065 frag_682754 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9066 frag_682755 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9067 frag_682756 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9068 frag_682757 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9069 frag_682758 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9070 frag_682760 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9071 frag_682761 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9072 frag_682762 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9073 frag_682763 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9074 frag_682764 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9075 frag_682768 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9076 frag_682772 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9077 frag_682773 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9078 frag_682774 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9079 frag_682776 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9080 frag_682784 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9081 frag_682785 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9082 frag_682796 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9083 frag_682798 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9084 frag_682800 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9085 frag_682805 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9086 frag_682811 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9087 frag_68353 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9088 frag_68354 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9089 frag_68356 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9090 frag_684017 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9091 frag_684018 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9092 frag_684022 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9093 frag_684038 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9094 frag_684039 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9095 frag_684040 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9096 frag_684045 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9097 frag_684047 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9098 frag_684048 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9099 frag_684049 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9100 frag_684050 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9101 frag_684051 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9102 frag_684052 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9103 frag_684053 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9104 frag_684054 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9105 frag_684055 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9106 frag_684056 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9107 frag_684057 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9108 frag_684059 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9109 frag_684060 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9110 frag_684061 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9111 frag_684062 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9112 frag_684063 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9113 frag_684065 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9114 frag_684066 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9115 frag_684069 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9116 frag_684071 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9117 frag_684072 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9118 frag_684073 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9119 frag_684074 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9120 frag_684134 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9121 frag_684136 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9122 frag_684137 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9123 frag_684138 -0.308770285812693 2.474408923811e-05 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9124 frag_684139 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9125 frag_684140 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9126 frag_684142 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9127 frag_684143 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9128 frag_684144 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9129 frag_684145 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9130 frag_684146 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9131 frag_684147 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9132 frag_684148 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9133 frag_684149 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9134 frag_684150 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9135 frag_684151 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9136 frag_684153 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9137 frag_684383 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9138 frag_684393 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9139 frag_684395 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9140 frag_684398 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9141 frag_684399 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9142 frag_684400 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9143 frag_684402 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9144 frag_684408 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9145 frag_684597 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9146 frag_684598 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9147 frag_684599 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9148 frag_6846 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9149 frag_684602 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9150 frag_684659 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9151 frag_684660 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9152 frag_684661 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9153 frag_684663 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9154 frag_684664 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9155 frag_684666 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9156 frag_684670 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9157 frag_684791 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9158 frag_6852 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9159 frag_6854 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9160 frag_6855 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9161 frag_6856 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9162 frag_6857 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9163 frag_6862 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9164 frag_6863 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9165 frag_6867 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9166 frag_6868 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9167 frag_6869 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9168 frag_6870 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9169 frag_6871 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9170 frag_6893 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9171 frag_689405 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9172 frag_689713 0.23656583573894 3.4000132260732e-05 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9173 frag_689868 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9174 frag_6900 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9175 frag_690014 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9176 frag_690016 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9177 frag_690017 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9178 frag_690018 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9179 frag_690019 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9180 frag_690020 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9181 frag_690021 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9182 frag_690023 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9183 frag_690025 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9184 frag_690028 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9185 frag_690029 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9186 frag_690039 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9187 frag_690043 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9188 frag_690046 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9189 frag_690047 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9190 frag_690049 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9191 frag_6901 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9192 frag_690136 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9193 frag_690149 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9194 frag_690150 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9195 frag_690152 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9196 frag_690154 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9197 frag_690171 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9198 frag_6902 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9199 frag_690232 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9200 frag_6904 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9201 frag_690597 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9202 frag_6907 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9203 frag_690700 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9204 frag_690701 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9205 frag_690703 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9206 frag_690707 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9207 frag_690710 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9208 frag_690711 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9209 frag_690712 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9210 frag_690713 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9211 frag_690721 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9212 frag_690722 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9213 frag_690726 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9214 frag_690731 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9215 frag_690733 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9216 frag_690771 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9217 frag_690772 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9218 frag_690773 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9219 frag_690775 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9220 frag_690776 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9221 frag_690777 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9222 frag_690779 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9223 frag_690780 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9224 frag_690781 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9225 frag_6909 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9226 frag_6910 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9227 frag_691039 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9228 frag_691040 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9229 frag_691041 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9230 frag_691042 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9231 frag_691043 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9232 frag_691044 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9233 frag_691046 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9234 frag_691047 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9235 frag_691049 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9236 frag_691051 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9237 frag_691052 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9238 frag_691053 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9239 frag_691055 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9240 frag_6911 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9241 frag_691272 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9242 frag_691274 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9243 frag_691276 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9244 frag_691278 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9245 frag_691281 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9246 frag_691283 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9247 frag_691287 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9248 frag_691289 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9249 frag_691290 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9250 frag_691291 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9251 frag_691292 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9252 frag_691294 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9253 frag_691296 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9254 frag_691297 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9255 frag_691299 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9256 frag_691300 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9257 frag_691301 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9258 frag_691302 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9259 frag_691304 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9260 frag_691305 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9261 frag_691307 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9262 frag_691309 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9263 frag_691312 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9264 frag_691315 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9265 frag_691316 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9266 frag_691317 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9267 frag_691318 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9268 frag_691319 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9269 frag_691320 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9270 frag_691322 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9271 frag_691323 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9272 frag_691325 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9273 frag_691326 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9274 frag_691327 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9275 frag_691328 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9276 frag_691329 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9277 frag_691330 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9278 frag_691331 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9279 frag_691332 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9280 frag_691333 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9281 frag_691334 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9282 frag_691335 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9283 frag_691339 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9284 frag_691341 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9285 frag_691342 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9286 frag_691343 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9287 frag_691440 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9288 frag_691441 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9289 frag_691762 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9290 frag_691939 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9291 frag_6920 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9292 frag_6927 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9293 frag_6928 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9294 frag_6929 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9295 frag_6930 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9296 frag_6934 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9297 frag_694277 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9298 frag_694286 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9299 frag_694337 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9300 frag_694338 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9301 frag_694377 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9302 frag_694378 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9303 frag_694431 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9304 frag_694432 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9305 frag_694433 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9306 frag_694434 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9307 frag_694435 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9308 frag_694436 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9309 frag_694438 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9310 frag_694439 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9311 frag_694454 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9312 frag_694455 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9313 frag_694458 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9314 frag_694459 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9315 frag_694553 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9316 frag_694554 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
9317 frag_694603 0 1 0 1 -0,01045008435012 -10,0111331994152 0 0 1 0 1 0 1
