nodeID	nodeLabel	DNA_methylation_logFC	DNA_methylation_P.Value	GRN_logFC	GRN_P.Value	GRN_eigenvalue	GRN_Page_Rank	GRN_size	GRN_nes	GRN_pval	fPPI_Mutations_of_interest_vs_Group_control_diff	fPPI_Mutations_of_interest_vs_Group_control_p.val	Metabo_mean.diff	Metabo_pvalue	eigen_pchic
7231	frag_564354	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.6e-18
7232	frag_564355	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.31e-18
7233	frag_564356	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.13e-18
7234	frag_564357	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.26e-18
7235	frag_564358	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.01e-18
7236	frag_564359	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.71e-18
7237	frag_564360	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.96e-18
7238	frag_564361	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.06e-18
7239	frag_564362	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.05e-18
7240	frag_564368	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.25e-18
7241	frag_564369	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.07e-18
7242	frag_564373	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.49e-18
7243	frag_564374	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.28e-18
7244	frag_567302	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	9.89e-19
7245	frag_567303	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	9.31e-19
7246	frag_567305	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	9.34e-19
7247	frag_567306	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.36e-19
7248	frag_567307	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	6.18e-19
7249	frag_567309	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.65e-18
7250	frag_567310	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.11e-18
7251	frag_567311	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.64e-19
7252	frag_567312	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.66e-18
7253	frag_567314	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.37e-18
7254	frag_567315	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.31e-18
7255	frag_567316	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.42e-18
7256	frag_567317	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.29e-18
7257	frag_567318	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.26e-18
7258	frag_567319	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	7.68e-19
7259	frag_567321	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.65e-18
7260	frag_567322	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	6.36e-19
7261	frag_567323	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	4.36e-19
7263	frag_567576	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.05e-18
7264	frag_567581	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.37e-19
7265	frag_567584	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.58e-18
7266	frag_567595	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.07e-18
7267	frag_567615	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.15e-18
7268	frag_567616	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
7269	frag_567642	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	6.24e-19
7270	frag_567653	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.33e-18
7271	frag_567669	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.91e-19
7272	frag_567670	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	6.51e-19
7273	frag_567684	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
7274	frag_567687	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	8.82e-19
7275	frag_567689	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.61e-19
7276	frag_567690	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	7.56e-19
7277	frag_567693	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.77e-18
7278	frag_567708	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.26e-18
7279	frag_567709	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	7.47e-19
7280	frag_567710	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.25e-18
7281	frag_567711	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.57e-18
7282	frag_567717	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	6.75e-19
7283	frag_567718	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	7.45e-19
7284	frag_567719	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.18e-19
7285	frag_567730	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.22e-18
7286	frag_567739	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.25e-18
7287	frag_567740	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	7.82e-19
7288	frag_567742	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.24e-18
7289	frag_567743	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.16e-18
7290	frag_568503	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	9.65e-19
7292	frag_571476	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.3e-18
7293	frag_571492	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.81e-18
7294	frag_571516	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.77e-18
7295	frag_571517	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.42e-18
7296	frag_571521	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.2e-18
7297	frag_571522	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.07e-18
7298	frag_571523	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.17e-18
7299	frag_571623	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.84e-18
7300	frag_571627	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.47e-18
7301	frag_571628	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.22e-18
7302	frag_571629	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.64e-18
7303	frag_571631	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.74e-18
7304	frag_571633	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.38e-18
7305	frag_571634	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.15e-18
7306	frag_571635	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.78e-18
7307	frag_571636	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.86e-18
7308	frag_571638	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.91e-18
7309	frag_571639	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.72e-18
7310	frag_571640	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.18e-18
7311	frag_571641	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.54e-18
7312	frag_571642	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.57e-18
7313	frag_571643	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.3e-18
7314	frag_571644	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.35e-18
7315	frag_571645	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.01e-18
7316	frag_571646	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.15e-18
7317	frag_571647	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.37e-18
7318	frag_571649	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.54e-18
7319	frag_571652	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.76e-18
7320	frag_571653	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.52e-18
7321	frag_571654	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.69e-18
7322	frag_571655	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.76e-18
7323	frag_571656	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.75e-18
7324	frag_571657	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.54e-18
7325	frag_571659	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.51e-18
7326	frag_571660	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.34e-18
7327	frag_571661	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.4e-18
7328	frag_571663	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.61e-18
7329	frag_571664	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.32e-18
7330	frag_571675	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.47e-18
7333	frag_576199	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7334	frag_576205	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7335	frag_576208	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7336	frag_576212	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7337	frag_576213	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7338	frag_576214	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7339	frag_576215	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7340	frag_576217	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7341	frag_576219	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7342	frag_576220	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7343	frag_576221	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7344	frag_576222	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7345	frag_576223	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7346	frag_576224	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7347	frag_576225	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7348	frag_576226	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7349	frag_576227	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7350	frag_576228	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7351	frag_576229	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7352	frag_576230	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7353	frag_576231	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7354	frag_576232	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7355	frag_576235	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7356	frag_576238	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7357	frag_576239	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7358	frag_576241	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7359	frag_576243	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7360	frag_576244	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7361	frag_576245	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7362	frag_576248	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7363	frag_576251	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7364	frag_576252	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7365	frag_576263	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7366	frag_576264	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7367	frag_576275	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7368	frag_576302	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7369	frag_576308	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7370	frag_576309	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7371	frag_576310	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7372	frag_576314	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7373	frag_576315	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7374	frag_576317	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7375	frag_576319	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7376	frag_576787	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7377	frag_577011	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000413
7379	frag_579713	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.63e-18
7380	frag_579714	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	4.47e-18
7381	frag_579719	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.8e-18
7382	frag_579721	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	4.57e-18
7383	frag_579724	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.24e-18
7384	frag_579733	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.41e-18
7385	frag_579804	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	4.1e-18
7386	frag_579809	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	4.43e-18
7387	frag_579817	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.11e-18
7388	frag_579822	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.89e-18
7389	frag_579829	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.46e-18
7390	frag_579835	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.64e-18
7391	frag_579836	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.91e-18
7392	frag_579837	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.57e-18
7393	frag_579838	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.59e-18
7394	frag_579839	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.68e-18
7395	frag_579840	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	4.11e-18
7396	frag_579841	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.72e-18
7397	frag_579842	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.62e-18
7398	frag_579843	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.69e-18
7399	frag_579844	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	4.13e-18
7400	frag_579845	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.54e-18
7401	frag_579849	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.64e-18
7402	frag_579865	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.6e-18
7403	frag_579866	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	4e-18
7404	frag_58346	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.14e-18
7405	frag_58457	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.51e-18
7406	frag_58467	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.49e-18
7407	frag_58468	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.09e-18
7408	frag_58469	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.83e-18
7409	frag_58470	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.7e-18
7410	frag_58471	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.38e-18
7411	frag_58472	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.89e-18
7412	frag_58473	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.57e-18
7413	frag_58474	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.83e-18
7414	frag_58475	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.19e-18
7415	frag_58476	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.8e-18
7416	frag_58479	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.44e-18
7417	frag_58480	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.76e-18
7418	frag_58482	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.6e-18
7419	frag_58484	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.87e-18
7420	frag_58622	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.68e-18
7421	frag_58623	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.98e-18
7422	frag_58624	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.83e-18
7423	frag_58645	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.15e-18
7424	frag_58646	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.42e-18
7425	frag_58722	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.38e-18
7426	frag_58723	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.68e-18
7427	frag_58725	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.11e-18
7428	frag_58726	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.9e-18
7429	frag_58727	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	4.1e-18
7430	frag_58728	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	4.12e-18
7431	frag_58729	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.88e-18
7432	frag_58730	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	4.1e-18
7433	frag_58731	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	4.77e-18
7434	frag_58733	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	4.25e-18
7435	frag_58734	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	4.32e-18
7436	frag_58735	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	4.13e-18
7437	frag_58737	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.94e-18
7438	frag_58739	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.72e-18
7439	frag_58743	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	4.55e-18
7440	frag_58744	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.92e-18
7441	frag_58747	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.9e-18
7442	frag_58748	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	4.19e-18
7443	frag_58750	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.85e-18
7444	frag_58751	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	4.45e-18
7445	frag_58768	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.59e-18
7446	frag_58792	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	4.43e-18
7447	frag_5882	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.95e-19
7449	frag_58903	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.74e-18
7450	frag_58906	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	4.61e-18
7451	frag_58909	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.76e-18
7452	frag_58910	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.99e-18
7453	frag_58911	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	4.14e-18
7454	frag_58914	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	4.22e-18
7455	frag_58915	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	4.57e-18
7456	frag_58917	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	3.47e-18
7457	frag_58918	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	4.75e-18
7458	frag_58919	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	4.34e-18
7459	frag_58920	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	4.58e-18
7460	frag_589365	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.38e-08
7461	frag_589473	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.38e-08
7462	frag_589474	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.38e-08
7463	frag_589475	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.38e-08
7464	frag_589617	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.38e-08
7465	frag_589618	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.38e-08
7466	frag_589625	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.38e-08
7467	frag_589626	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.38e-08
7468	frag_589843	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.38e-08
7469	frag_589844	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.38e-08
7470	frag_589845	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.38e-08
7471	frag_589847	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.38e-08
7472	frag_589968	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.38e-08
7473	frag_589969	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.38e-08
7474	frag_590019	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.38e-08
7475	frag_590021	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.38e-08
7476	frag_590022	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.38e-08
7477	frag_590024	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.38e-08
7478	frag_590025	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.38e-08
7479	frag_590026	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.38e-08
7480	frag_590033	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.38e-08
7481	frag_590034	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.38e-08
7482	frag_590035	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.38e-08
7483	frag_590036	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.38e-08
7484	frag_590037	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	5.38e-08
