ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	eigenvalue	Page_Rank	degree	closenessness	betweenness	size	nes	pval	pval.fdr
1	A1BG	1.44539901540254	1.74140079819435	2.85848429681227	0.00627943729502158	0.616286209547764	-2.37575970643626	-4.73290889375702	-10.9995040681832	8	2.30107229969166e-05	0.378397185285814	0	0	1	1
2	A1CF	0.500093416034045	-7.31254240979279	1.4364016861451	0.157374639943013	0.945241499105275	-4.57201056818616	-4.69216434445221	-11.0231989172583	7	2.38464289972577e-05	7.97905229175566	0	0	1	1
3	A2M	2.3629345968789	-2.39995124570396	3.35459126245183	0.0015596606250466	0.47596169021951	-1.37591227335413	-3.88732296577554	-10.6493168925978	14	2.58598396689941e-05	7.62586388960806	0	0	1	1
4	A2ML1	0.526164968015652	3.81872154319449	0.74697224875691	0.458724111631073	0.945241499105275	-5.16371151627154	-4.75282360716028	-11.0834389166076	6	2.43629099059592e-05	3.01161550659149	0	0	1	1
5	A4GALT	-2.8611239475696	-0.621247374372882	-2.04464154333506	0.0463956928885186	0.857199360511922	-3.77527123738289	-3.38873449484397	-10.2515468814921	25	2.64536267922332e-05	12.322367965514	0	0	1	1
6	A4GNT	0.0695605670561008	-5.61135486438689	0.0761374773171579	0.939626213648584	0.992282410989639	-5.38633729251349	-5.30638899266848	-11.1559654444071	5	2.2049744222967e-05	7.80104974778225	0	0	1	1
7	AAA1	0.0560044858023003	-7.57364216810648	0.48290821053008	0.631356395739537	0.945241499105275	-5.29428010379298	-5.32318339376863	-11.2410082933119	4	2.22504060699108e-05	0.458556468509367	0	0	1	1
8	AAAS	0.0229220552674532	6.47237238369315	0.105866363399572	0.916129617130247	0.989696454036746	-5.38414081250254	-2.96840899822957	-9.88090361767318	40	2.6821875922002e-05	24.4867563406776	0	0	1	1
9	AACS	0.215638754666659	-7.47713043282197	0.801850463808589	0.426591790600832	0.945241499105275	-5.12971353364585	-3.24560198484826	-10.1326957199219	29	2.67558528428094e-05	14.5095759605533	0	0	1	1
10	AADAC	0.113738768188225	-7.54760513879518	0.807809190644813	0.423186111794509	0.945241499105275	-5.12588150167386	-4.50348673586965	-11.0297375812997	7	2.48576897263168e-05	1.97902175667793	0	0	1	1
11	AADACL2	0.102366801439461	-7.10257232815535	0.221289364181337	0.8258059098184	0.974626032747396	-5.36882007062163	-5.66137626112091	-11.3388858580774	3	2.15456876306207e-05	1.11832121890211	0	0	1	1
12	AADACL3	0.526536348807965	-7.36144152400589	1.700890906853	0.0954348599607761	0.940746830816311	-4.25497329329622	-7.07599023575429	-11.5809435434872	1	1.89447759780241e-05	0	0	0	1	1
13	AADACL4	0.213490730398755	-7.50261895975906	0.902895674423237	0.37109052429792	0.945241499105275	-5.0610316815114	-4.46769676207281	-11.0413185680087	7	2.45398773006135e-05	0.765293679609711	0	0	1	1
14	AADAT	-1.61532483494152	-0.56350666327237	-1.32803905382675	0.19044639406695	0.945241499105275	-4.6880337362267	-3.67947642286558	-10.5149493973843	17	2.65055131467345e-05	11.7522097187589	0	0	1	1
15	AAGAB	-0.0816250337640634	5.01547209403278	-0.575575288596482	0.567591229793923	0.945241499105275	-5.25473414861448	-3.84531159713127	-10.4437790294667	19	2.58618460185688e-05	26.0383529467423	0	0	1	1
