ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	eigenvalue	Page_Rank	degree	closenessness	betweenness	size	nes	pval	pval.fdr
1	A1BG	1.44539901540254	1.74140079819435	2.85848429681227	0.00627943729502158	0.616286209547764	-2.37575970643626	-5.33147516766332	-9.74269043351639	8	2.88093111693699e-05	169.638101027843	0	0	1	1
2	A2M	2.3629345968789	-2.39995124570396	3.35459126245183	0.0015596606250466	0.47596169021951	-1.37591227335413	-4.86480016855723	-9.49733656758104	14	2.76908592473624e-05	66.7218612198907	0	0	1	1
3	A4GALT	-2.8611239475696	-0.621247374372882	-2.04464154333506	0.0463956928885186	0.857199360511922	-3.77527123738289	-4.34580393883466	-8.98211307224157	25	2.79368626903199e-05	186.671581474026	0	0	1	1
4	AAAS	0.0229220552674532	6.47237238369315	0.105866363399572	0.916129617130247	0.989696454036746	-5.38414081250254	-4.64047127212998	-10.4714768323313	1	3.40043525571273e-05	0	0	0	1	1
5	AACS	0.215638754666659	-7.47713043282197	0.801850463808589	0.426591790600832	0.945241499105275	-5.12971353364585	-4.44643542626608	-10.0738392700702	2	3.52945328768574e-05	0	0	0	1	1
6	AADAT	-1.61532483494152	-0.56350666327237	-1.32803905382675	0.19044639406695	0.945241499105275	-4.6880337362267	-4.64047127212999	-10.4714768323313	1	3.40043525571273e-05	0	0	0	1	1
7	AAGAB	-0.0816250337640634	5.01547209403278	-0.575575288596482	0.567591229793923	0.945241499105275	-5.25473414861448	-5.7817274023036	-10.1012938144397	2	2.5766555011595e-05	653.563101397377	0	0	1	1
8	AAK1	0.131622099348114	6.51597966350654	0.462132154956958	0.646074643291418	0.949440601148947	-5.30220775260837	-4.46981054221417	-10.0658972230343	2	3.48723671362812e-05	0	0	0	1	1
9	AAMP	0.0934805541939703	5.75188277889865	0.356176000673665	0.723269693071768	0.956514444706596	-5.33726288431896	-4.39765742638729	-10.0787857893602	2	3.52671486510316e-05	0	0	0	1	1
10	AANAT	-0.875560087615523	-2.36785987673755	-1.32038158370521	0.192969806797394	0.945241499105275	-4.69591899571359	-6.31241472081763	-10.527609284198	1	2.68969041663305e-05	0	0	0	1	1
