ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	eigenvalue	Page_Rank	degree	closenessness	betweenness	size	nes	pval	pval.fdr
1	A2M	2.3629345968789	-2.39995124570396	3.35459126245183	0.0015596606250466	0.47596169021951	-1.37591227335413	-2.75200892262389	-6.07660020682599	3	0.000956937799043062	1124.72660647038	33	1.32391302645032	0.185531931442027	0.996900689927406
2	ABCC8	-1.8040114708505	-5.2874649972783	-1.98252321556143	0.0531607918571382	0.875094035916376	-3.86733998589443	-7.21269706991855	-6.75258351403167	1	0.000670241286863271	0	25	-0.805806167809523	0.420354621151716	0.996900689927406
3	ACTA1	-2.79814279110948	-1.34919832522503	-2.32662704235905	0.0242533037629526	0.800447527885467	-3.32934553839987	-6.71762077183297	-5.03708843748443	9	0.000728862973760933	1035.02154834896	78	-1.00620177708987	0.314318517499305	0.996900689927406
4	ACTC1	-0.862312594032432	-7.15551988469692	-1.89921299150314	0.063555633823049	0.90037956354355	-3.98716278287353	-5.82925812354341	-5.12637016747974	9	0.000801924619085806	1369.78801748713	76	-0.632866752725293	0.52682066080548	0.996900689927406
5	ADAM15	1.12699512597545	-0.717368095806441	1.7693543715259	0.0831881236388131	0.929387141655411	-4.1653520383953	-42.2887098776473	-5.95064255258749	1	1	0	18	0.13729051637324	0.890801166293627	0.996900689927406
6	ADAM22	1.63651873345043	-1.43128270488459	2.73529427317951	0.00870775900150752	0.633252650030837	-2.60856807953869	-42.2887098776473	-5.95064255258749	1	1	0	11	-1.2889017301822	0.197432252490753	0.996900689927406
7	ADRA2C	4.5534742498974	-3.80949832223237	3.10589442308974	0.00318126605287578	0.524780201551539	-1.88884762790244	-5.08694650297604	-6.39105751480243	2	0.000795544948289578	0	38	0.349648630730919	0.72660240971141	0.996900689927406
8	AHRR	0.750104675556772	6.39988819472782	1.7926247834107	0.079336572921244	0.919822149704377	-4.13420392690366	-8.08043923998813	-6.16347381898009	2	0.000574382538770821	215.41847041847	33	0.102501963859197	0.918358254127234	0.996900689927406
9	ALB	1.62987530180746	-3.58059073576698	2.05407964060003	0.0454361233381398	0.857199360511922	-3.76108200465884	-11.4316749866409	-6.12017615781379	2	0.000475511174512601	289	30	-0.00138941651092889	0.998891406374091	0.999875927339607
10	ALMS1	2.3915398068368	-1.56004324203157	3.90582577701413	0.000293280822877903	0.458038707847724	-0.170051445827522	-42.2887098776473	-5.84953090523352	4	0.125	0	94	1.42124409142998	0.155245810709066	0.996900689927406
11	AMOTL1	0.827574621842875	2.20161060868605	1.9204768207473	0.0607499316507672	0.893849929559106	-3.95698268324406	-42.2887098776473	-5.95064255258749	1	1	0	8	0.566358861376928	0.571149854432368	0.996900689927406
12	AMPH	1.8303749061754	-0.422561506023612	2.54015678371248	0.0143714183611418	0.714239306352	-2.96305956694921	-1.58558993953442	-5.97892344196902	5	0.000881834215167548	343.958231182302	119	0.851793923770992	0.394328479413409	0.996900689927406
13	ANGPTL4	1.46937820606154	-0.705021840811537	2.11317587200239	0.039811299039178	0.855045079949143	-3.67105056572027	-13.0069474662831	-6.28452014436523	2	0.000418410041841004	0	15	0.733603053076477	0.463190699646243	0.996900689927406
14	ANO3	-0.99977165935199	-6.90211379300783	-1.71892499947546	0.0920725521615811	0.938604390815596	-4.23166028409535	-42.2887098776473	-6.21165637795667	1	0.333333333333333	0	4	-1.24453153408797	0.213304000954252	0.996900689927406
15	ANO5	-3.26795352288745	-0.671532347054024	-2.47269905050112	0.0170040199056578	0.748478161980105	-3.08130261317316	-42.2887098776473	-6.21165637795817	1	0.333333333333333	0	4	1.21233872012458	0.225382747872215	0.996900689927406
16	APBB2	-2.11121374248036	-0.550255297079973	-1.83045461172127	0.0733949468693026	0.913133147436967	-4.08283322092616	-42.2887098776473	-5.95064255258749	1	1	0	28	-0.830012482932887	0.406531725980204	0.996900689927406
17	APLN	-1.49510029017366	-6.41977907185205	-2.27571922873094	0.0273661177649208	0.824957885310323	-3.41313250562704	-5.26604513908195	-6.85179309655494	1	0.000794912559618442	0	11	0.695700639625035	0.486616324888417	0.996900689927406
18	APOC2	2.59560952212052	-1.05529936163391	1.86403871294452	0.068439043442633	0.907447139862052	-4.03647260303016	-9.06389912240252	-5.33714114391193	6	0.000550660792951542	1442.5647755753	20	-1.62360986891144	0.104459097861536	0.996900689927406
19	ARHGEF15	-1.89334193370879	5.03424492568772	-2.26765307927713	0.0278907054768261	0.824957885310323	-3.42627891329899	-42.2887098776473	-5.95064255258749	1	1	0	6	-0.491177933489745	0.62330060465351	0.996900689927406
