ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	eigenvalue	Page_Rank	degree	closenessness	betweenness	size	nes	pval	pval.fdr
1	A2M	2.3629345968789	-2.39995124570396	3.35459126245183	0.0015596606250466	0.47596169021951	-1.37591227335413	-3.6993648432415	-6.99457260667444	3	0.000216356555603635	470.956824169544	0	0	1	1
2	A4GALT	-2.8611239475696	-0.621247374372882	-2.04464154333506	0.0463956928885186	0.857199360511922	-3.77527123738289	-2.87838087755096	-6.87121869415289	4	0.000241254523522316	2076.14499942988	0	0	1	1
3	AATK	-1.44592570218519	2.31637226814464	-2.9662763374349	0.00468683315450547	0.579547193293248	-2.16668058198196	-2.17233739765536	-6.82768735357737	4	0.000256476019492177	3798.09006743267	0	0	1	1
4	ABCA13	1.99347753489744	-1.84406054564181	2.21152354807434	0.0317951777235903	0.834905591980161	-3.51676719454577	-4.02549705637478	-7.84821198157085	1	0.000208116545265349	0	0	0	1	1
5	ABCC8	-1.8040114708505	-5.2874649972783	-1.98252321556143	0.0531607918571382	0.875094035916376	-3.86733998589443	-2.17189881492154	-6.86837872781345	4	0.000239578342117873	1247.42191960698	48	-0.922042427095408	0.35650644566068	0.999090691117524
6	ABCG2	-1.48296705791025	1.84532819970108	-1.71127000147223	0.0934875838381973	0.940746830816311	-4.24158188566501	-5.45343554092957	-7.2526920699019	2	0.000183654729109275	308.677993769039	0	0	1	1
7	ACE2	1.07868766784719	2.92856528835885	1.76696962521851	0.0835915128821253	0.929964994895766	-4.16852453740144	-4.3139649934734	-6.78616166454703	4	0.000207770621234157	1068.03955338821	0	0	1	1
8	ACER2	2.57312642921792	-4.726272813019	2.94240354601106	0.00500306092092519	0.589786124195503	-2.21340372458454	-5.52040462442141	-7.20002625623442	2	0.000190803281816447	829.103022424556	0	0	1	1
9	ACOT2	0.840118321714644	3.23590067735817	2.66290010425433	0.0105123352155519	0.65087168423823	-2.74218281529794	-4.47139477852145	-7.23870563395424	2	0.00020703933747412	257.807714403371	0	0	1	1
10	ACR	1.57547647032115	-1.81929329048031	1.74620704454115	0.0871730719168232	0.933996942162892	-4.19599138238178	-3.93754782036235	-7.40943931617757	2	0.000214362272240086	273.330253245306	0	0	1	1
11	ACSF2	0.807543112635186	3.71566512506539	2.50211660378942	0.015806456752563	0.733727404464963	-3.03001864311073	-3.82564120937037	-7.84647498398874	1	0.000201897839693115	0	0	0	1	1
12	ACTA1	-2.79814279110948	-1.34919832522503	-2.32662704235905	0.0242533037629526	0.800447527885467	-3.32934553839987	-3.14220215394914	-7.42455172607816	2	0.000229990800367985	877.234472238261	0	0	1	1
13	ACTC1	-0.862312594032432	-7.15551988469692	-1.89921299150314	0.063555633823049	0.90037956354355	-3.98716278287353	-3.68535868420083	-7.02819369028745	3	0.000224769611148573	635.258004437374	0	0	1	1
14	ADAM15	1.12699512597545	-0.717368095806441	1.7693543715259	0.0831881236388131	0.929387141655411	-4.1653520383953	-5.03391743239114	-7.77852091704396	1	0.000198019801980198	0	0	0	1	1
15	ADAM22	1.63651873345043	-1.43128270488459	2.73529427317951	0.00870775900150752	0.633252650030837	-2.60856807953869	-5.36191664501248	-7.77100537781565	1	0.00019293845263361	0	0	0	1	1
16	ADAM3A	-1.30914526528899	-6.36296762516831	-1.80983354505692	0.0765854657227517	0.915194164937043	-4.11094775957062	-4.32887888421418	-7.2911546420379	2	0.000204876049989756	211.024797231085	0	0	1	1
17	ADAMTS13	1.01562176469026	3.9117416995746	1.68323799872609	0.098823689670726	0.94186677617265	-4.27758813279711	-7.95038476133537	-7.5513216317742	1	0.000158503724837534	0	0	0	1	1
18	ADAMTS4	-2.35656396475278	-1.16293014727892	-1.93488755442897	0.0589092322995933	0.892493742939068	-3.936371486221	-3.13195337678555	-7.0930162395379	3	0.000235682300259251	1055.8308914854	0	0	1	1
19	ADCYAP1	-1.94608055996006	-5.88057051750229	-1.79745872838112	0.0785555382756291	0.918631740317491	-4.12769025757878	-2.66598921320701	-6.10310836009802	8	0.000238208670795617	3718.78778434947	56	-0.829520680818299	0.40680983933551	0.999090691117524
20	ADRA2C	4.5534742498974	-3.80949832223237	3.10589442308974	0.00318126605287578	0.524780201551539	-1.88884762790244	-2.00512855661821	-5.76998499771554	12	0.000247463499133878	8363.75518347845	66	2.06675777825278	0.038756983789501	0.999090691117524
21	AFF3	1.60524227806209	4.37469909880645	2.832454300501	0.00673303915052519	0.620104106194877	-2.42550885882175	-1.92131556360859	-6.13415636923292	9	0.000247218788627936	5056.90019821847	89	2.87354776887006	0.00405889692011031	0.999090691117524
22	AGBL2	1.0550341917826	0.588732257586417	2.72297888249492	0.00899306906318288	0.633252650030837	-2.63146853079763	-6.22378880427552	-7.68981137744578	1	0.000173550850399167	0	0	0	1	1
23	AGBL4	2.32460464652136	-3.74967710823783	2.45764581028282	0.0176480656107196	0.748478161980105	-3.10737548460705	-3.48948512434024	-7.43644507902904	2	0.000222518914107699	420.808371780009	0	0	1	1
24	AGMAT	0.861846046895824	0.407871434464615	1.81670747164809	0.0755091987077628	0.913133147436967	-4.1016057682447	-3.61769701768625	-7.37178184466046	2	0.000214500214500215	177.339589280488	0	0	1	1
25	AGR2	4.45019194398475	-1.98544587397052	2.89026266821996	0.00576414308600336	0.607092676893896	-2.3146291856554	-7.44315428740903	-6.66909519782769	3	0.000170648464163823	2068.62311777703	0	0	1	1
26	AHRR	0.750104675556772	6.39988819472782	1.7926247834107	0.079336572921244	0.919822149704377	-4.13420392690366	-2.24566409168956	-6.49790180151346	6	0.000239120038259206	1774.24457898502	55	0.639287244314897	0.522636085004567	0.999090691117524
27	ALDH1A1	-2.30921754406966	2.48140903369702	-2.68143273236565	0.0100202559299105	0.647026305177273	-2.70820933787514	-3.50370616613054	-7.07528836701952	3	0.000229305205228159	911.46576267968	0	0	1	1
28	ALG1	1.43461359932171	0.467569930297986	1.81649495411188	0.0755422813481427	0.913133147436967	-4.10189503732836	-4.10184023436115	-7.3802630116326	2	0.000217108119843682	241.906957390365	0	0	1	1
29	ALMS1	2.3915398068368	-1.56004324203157	3.90582577701413	0.000293280822877903	0.458038707847724	-0.170051445827522	-2.99190574220042	-6.20480181690961	7	0.000210837022981235	3236.4427464966	92	1.4510662436343	0.146761415096395	0.999090691117524
30	ALOX12	1.03792350310346	-6.67229977915046	1.87015895361028	0.0675671505728308	0.906851180870868	-4.02794804283336	-5.82652010382827	-7.68434093983866	1	0.000185528756957328	0	0	0	1	1
31	AMOTL1	0.827574621842875	2.20161060868605	1.9204768207473	0.0607499316507672	0.893849929559106	-3.95698268324406	-3.71868904964922	-7.8604251454068	1	0.000206270627062706	0	0	0	1	1
32	AMPH	1.8303749061754	-0.422561506023612	2.54015678371248	0.0143714183611418	0.714239306352	-2.96305956694921	-3.35542574909846	-7.08052706341103	3	0.000220507166482911	601.806337986353	0	0	1	1
33	ANG	1.878097897047	-0.210499002166203	2.92852021132478	0.00519600223852973	0.595075355577363	-2.24046759190281	-2.82090733523618	-6.44174380123948	5	0.000240096038415366	2625.60138503589	41	0.682806614937018	0.49472904919551	0.999090691117524
34	ANGPT2	1.7081616039272	4.88201569715339	2.11273419572157	0.0398509699898294	0.855045079949143	-3.67173097901857	-6.11519992796024	-7.78044925421707	1	0.000176180408738548	0	0	0	1	1
35	ANGPT4	1.3523055997699	0.89395101025113	3.78839285975521	0.000422698059810002	0.458038707847724	-0.433810344444086	-4.55699239818867	-7.82234395030557	1	0.000207856994387861	0	0	0	1	1
36	ANGPTL4	1.46937820606154	-0.705021840811537	2.11317587200239	0.039811299039178	0.855045079949143	-3.67105056572027	-2.56055954470062	-6.04429740262369	9	0.00025	6846.79550715983	46	0.99352401504226	0.320454653196768	0.999090691117524
37	ANKRD35	-1.94843085217228	-1.06993543877987	-2.00236356252774	0.0509130236324143	0.872464200122325	-3.83818402164719	-3.52457268699607	-6.58791155196166	5	0.000228885328450446	3679.89208259142	0	0	1	1
38	ANKS4B	-2.09193088467816	-6.9116196093791	-4.33952442919251	7.31939079709148e-05	0.231994696961255	0.829221659088432	-4.20156772869627	-7.33403503577488	2	0.000223813786929275	698.79596825723	0	0	1	1
39	ANO3	-0.99977165935199	-6.90211379300783	-1.71892499947546	0.0920725521615811	0.938604390815596	-4.23166028409535	-4.11646914420955	-7.28743054500713	2	0.000206185567010309	271.83646496873	0	0	1	1
40	ANO5	-3.26795352288745	-0.671532347054024	-2.47269905050112	0.0170040199056578	0.748478161980105	-3.08130261317316	-1.88438805858052	-7.39113116746586	2	0.000245278390973755	947.682713554293	0	0	1	1
