ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	eigenvalue	Page_Rank	degree	closenessness	betweenness	size	nes	pval	pval.fdr
1	A2M	2.3629345968789	-2.39995124570396	3.35459126245183	0.0015596606250466	0.47596169021951	-1.37591227335413	-4.61109456934439	-9.38757953573797	33	3.13106644122988e-05	11016.835398535	33	1.32391302645032	0.185531931442027	0.996900689927406
2	A4GNT	0.0695605670561008	-5.61135486438689	0.0761374773171579	0.939626213648584	0.992282410989639	-5.38633729251349	-8.80700881170403	-9.60291715623101	15	2.36406619385343e-05	7073.44202505018	15	-0.450813787359117	0.65212376349965	0.996900689927406
3	AAAS	0.0229220552674532	6.47237238369315	0.105866363399572	0.916129617130247	0.989696454036746	-5.38414081250254	-1.42790233990739	-8.65096850697002	126	3.09463390480906e-05	3630.36840755865	126	0.305421597566133	0.760045074652048	0.996900689927406
4	AAK1	0.131622099348114	6.51597966350654	0.462132154956958	0.646074643291418	0.949440601148947	-5.30220775260837	-2.88011647574046	-8.51143873130771	112	3.27160897729503e-05	14958.1462313892	112	0.452272402582231	0.651072754660818	0.996900689927406
5	AARS	0.391101986649236	4.40522325741315	1.56485030091023	0.124188229155873	0.945241499105275	-4.42393203767658	-5.61041883523348	-10.4075772526162	7	2.89729103288425e-05	312.394524177866	7	1.03425807707056	0.301015529919992	0.996900689927406
6	AATF	0.0655826991422996	6.2865199707308	0.39144801697462	0.697198645192594	0.95361326326451	-5.32659324313041	-4.08043260261862	-9.20824547989247	33	3.14574223788103e-05	23950.3800286287	33	0.697418437078901	0.485540966587777	0.996900689927406
7	ABCA1	0.561372762026664	-6.01832887003148	0.822148184686106	0.415058312106698	0.945241499105275	-5.11654769096897	-4.37176295435052	-9.19606607617368	24	3.10221808593144e-05	37394.5292530634	24	-0.0884317157201218	0.929533554531962	0.996900689927406
8	ABCA12	0.311919190570706	1.03841157941754	0.720969592645976	0.474425506651931	0.945241499105275	-5.17900274219067	-9.47337540973604	-10.9755059730532	1	2.3088289619505e-05	0	0	0	1	1
9	ABCB1	1.09315565253217	-3.95652782056667	1.10378920038403	0.275187970820184	0.945241499105275	-4.90143383033414	-4.36550647416636	-9.81248556991809	14	3.08546744831842e-05	11354.0137876382	14	-0.0769887130468246	0.938632524000858	0.996900689927406
10	ABCB4	0.0863693416122407	1.45565385408097	0.176270363171333	0.860823213257158	0.979563151703286	-5.37607984199428	-9.46711892955189	-10.9912673036516	1	2.29953779290363e-05	0	0	0	1	1
11	ABCB7	0.101760292330308	6.04697552711739	0.525963560950519	0.601335492814229	0.945241499105275	-5.27675535355878	-10.1848868769543	-10.0153418283111	4	2.1190032208849e-05	96.8605994241259	4	-0.102133631977474	0.918650606128525	0.996900689927406
12	ABCC2	0.224506288405712	3.28534474130743	0.743481922201504	0.460814093877172	0.945241499105275	-5.16579467562994	-5.45510473727859	-10.6193434641248	5	2.95246530853262e-05	97.427194317227	5	1.01225359302908	0.311416817424991	0.996900689927406
13	ABCC8	-1.8040114708505	-5.2874649972783	-1.98252321556143	0.0531607918571382	0.875094035916376	-3.86733998589443	-5.79482721671275	-9.64097336842729	25	2.76143926214343e-05	2359.9612645417	25	-0.805806167809523	0.420354621151716	0.996900689927406
14	ABCC9	-1.58128353502456	-5.37685766260794	-1.39994775592026	0.167959987092879	0.945241499105275	-4.61196159020979	-7.63564558294078	-10.0036145311731	15	2.27350233033989e-05	0.0714285714285714	15	-2.3488574840403	0.0188311129221381	0.996900689927406
15	ABCD1	0.0154950414769939	4.41187309999423	0.0533133018392223	0.957703572380025	0.993770714377101	-5.38753682886587	-10.4106575341786	-9.62498530125966	6	2.1792189679219e-05	979.426223817707	6	0.69677011742712	0.485946669961982	0.996900689927406
16	ABCD2	-0.0334837866932052	0.905557370067524	-0.0229606122165219	0.981776885916638	0.995910495958732	-5.38847680229576	-7.82431633617657	-9.66672773820411	6	2.57918085216135e-05	24182.9915768872	5	-0.341898228650888	0.732427482729733	0.996900689927406
17	ABCD3	-0.107176235666078	6.13002519376905	-0.56891633196766	0.572065688686607	0.945241499105275	-5.25780331775801	-12.853333724555	-10.3542548411338	2	2.00621927976728e-05	0	0	0	1	1
18	ABCD4	0.187021672461794	5.39381835691739	0.759191228024003	0.451450806251802	0.945241499105275	-5.15634406118838	-12.8533337245549	-10.3542548411338	2	2.00621927976728e-05	0	0	0	1	1
19	ABCE1	0.313294092383438	5.8150166892993	1.23209040073989	0.223917377792303	0.945241499105275	-4.78380548583041	-3.42103455217029	-9.21777578858807	45	3.18126868995355e-05	19620.5412065132	45	0.318121403013747	0.750392849056345	0.996900689927406
20	ABCF1	0.0625134147032416	7.03967713376601	0.371792899960015	0.711683482754588	0.953844972653237	-5.3326621679537	-4.19625998995639	-10.6237286709884	8	2.69461884616421e-05	23.9288331163705	8	0.114583956081937	0.908774897131555	0.996900689927406
21	ABCF3	0.179305179768588	5.80585490564181	1.20393943017625	0.234517139907016	0.945241499105275	-4.81064515557161	-9.66663311597379	-9.95380116564306	5	2.18789655625082e-05	49.6772542332828	5	1.37490377531792	0.169161278688158	0.996900689927406
22	ABHD5	-0.501506091973719	5.14922517088163	-1.3601059788169	0.180150904549751	0.945241499105275	-4.65456097377729	-8.4498489531471	-10.5957486435518	4	2.34951365067431e-05	18.1749754443	4	-1.45200482530883	0.146500263553492	0.996900689927406
