ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	eigenvalue	Page_Rank	degree	closenessness	betweenness	size	nes	pval	pval.fdr
1	AADAT	-1.61532483494152	-0.56350666327237	-1.32803905382675	0.19044639406695	0.945241499105275	-4.6880337362267	-43.6413046018582	-8.01739464187514	1	0.000388048117966628	0	0	0	1	1
2	AAK1	0.131622099348114	6.51597966350654	0.462132154956958	0.646074643291418	0.949440601148947	-5.30220775260837	-43.6413046018582	-7.92123139633955	1	0.00609756097560976	0	0	0	1	1
3	ABCA4	0.726617056687653	-3.43721351981327	0.849556848974379	0.399789404712758	0.945241499105275	-5.09826504217325	-43.6413046018582	-7.91004099617385	1	0.0161290322580645	0	0	0	1	1
4	ABCB10	-0.864122526037716	5.74625064349487	-1.44280823192951	0.155569383533924	0.945241499105275	-4.56489384027471	-38.4918544737025	-7.76463302584522	1	0.142857142857143	0	0	0	1	1
5	ABCB7	0.101760292330308	6.04697552711739	0.525963560950519	0.601335492814229	0.945241499105275	-5.27675535355878	-43.6413046018582	-7.95138073153263	1	0.0217391304347826	0	0	0	1	1
6	ABCC10	0.292556800955406	7.90179878006806	0.98696208496182	0.328610778500739	0.945241499105275	-4.99794472846417	-43.6413046018582	-7.90283656274248	1	0.0227272727272727	0	0	0	1	1
7	ABCC3	-1.01954021438024	1.58989619503423	-0.921804044195091	0.361241400016795	0.945241499105275	-5.04731022015074	-43.6413046018582	-7.95732720815604	1	0.00591715976331361	0	0	0	1	1
8	ABCD2	-0.0334837866932052	0.905557370067524	-0.0229606122165219	0.981776885916638	0.995910495958732	-5.38847680229576	-43.6413046018582	-7.95946559229311	1	0.00471698113207547	0	0	0	1	1
9	ABCG1	0.0833293460003741	4.53177863601846	0.204483008133335	0.838840733188026	0.975834104718457	-5.37172220317034	-15.7421259763403	-7.91331594887304	1	0.000267737617135208	0	0	0	1	1
10	ABHD10	0.206702313058119	0.329132059054351	0.546680047286497	0.587131280298769	0.945241499105275	-5.26779749525726	-16.3669985883059	-8.03495709584315	1	0.000467071461933676	0	0	0	1	1
11	ABHD11	0.0992824935001613	4.05025532298253	0.445802661566753	0.657744385690064	0.951710245579171	-5.30819662960946	-41.8628317863879	-7.86707049182694	1	0.0588235294117647	0	0	0	1	1
12	ABHD15	-0.44795429315105	2.95317334348626	-1.49265509193744	0.142072241370961	0.945241499105275	-4.50855176611572	-43.6413046018582	-7.94510618714123	1	0.00546448087431694	0	0	0	1	1
13	ABHD3	0.420194053701263	3.78596088976492	1.87496057986651	0.0668897231502721	0.906851180870868	-4.0212437840602	-43.6413046018582	-7.94231418818749	1	0.00793650793650794	0	0	0	1	1
14	ABHD6	0.0877519753545013	1.36821008812365	0.232068914012773	0.817471160749508	0.973083877023931	-5.3668383482552	-20.1239379046802	-7.92001840742216	1	0.000381242851696531	0	0	0	1	1
15	ACADVL	0.0220232862644956	8.80079636434334	0.112179071230662	0.911149281690475	0.988512849753739	-5.38358209307568	-39.631834646296	-7.85634145233472	1	0.0666666666666667	0	0	0	1	1
16	ACD	-0.0781939765605992	4.25524584507203	-0.318507925449462	0.751481587244674	0.962043611917173	-5.34755232175313	-43.6413046018582	-7.95337804770151	1	0.0062111801242236	0	0	0	1	1
17	ACHE	-2.3850850198017	-0.265261863052426	-1.65583459852578	0.104280080414716	0.942271928760212	-4.31228939276113	-43.6413046018582	-7.94209063204009	1	0.0102040816326531	0	0	0	1	1
18	ACO2	0.0976361787352706	6.60068577805156	0.672935279100267	0.504215810026934	0.945241499105275	-5.20586040236215	-43.6413046018582	-7.96851502318448	1	0.00666666666666667	0	0	0	1	1
19	ACOT8	0.05169506509091	2.46511432046274	0.221894249062532	0.825337666434956	0.974555620035878	-5.36871135743962	-41.0470497066014	-7.8757373826823	1	0.0526315789473684	0	0	0	1	1
20	ACSL1	-0.934440570619878	6.68803080844319	-1.66187651576993	0.103056299274376	0.942271928760212	-4.30468089135978	-43.6413046018582	-7.86707049182694	1	0.0588235294117647	0	0	0	1	1
21	ACTR2	-0.0597401819975474	8.63802498934755	-0.361942885044971	0.718983434143689	0.956149618340239	-5.3355868044622	-5.7803722671897	-7.96407477755846	1	0.000488519785051295	0	0	0	1	1
22	ACTR3B	0.224182233763198	8.1815851005425	0.984458706012893	0.329826892219181	0.945241499105275	-4.99990072613691	-23.4516914333796	-7.94886502006304	1	0.000357525920629246	0	0	0	1	1
23	ACVR1B	0.180182926114964	4.42258296865795	0.555062499854853	0.581429744974602	0.945241499105275	-5.26407603536709	-43.6413046018582	-7.94882510316792	1	0.0277777777777778	0	0	0	1	1
24	ADAM15	1.12699512597545	-0.717368095806441	1.7693543715259	0.0831881236388131	0.929387141655411	-4.1653520383953	-39.1694568560721	-7.92661920720646	1	0.00862068965517241	0	0	0	1	1
25	ADAM32	-0.00865734351046221	-6.20017891428719	-0.0138932879620608	0.988972708427359	0.997924448802734	-5.38861248341032	-43.6413046018582	-7.35926689779286	2	0.0113636363636364	130	0	0	1	1
26	ADAM6	0.0560044858023003	-7.57364216810648	0.48290821053008	0.631356395739537	0.945241499105275	-5.29428010379298	-43.6413046018582	-7.97367709684343	1	0.00552486187845304	0	0	0	1	1
27	ADAMDEC1	-0.3853335995886	6.22558718346269	-0.923570673334894	0.360329898894781	0.945241499105275	-5.04601428851395	-38.957404423941	-7.84271398693572	1	0.0769230769230769	0	0	0	1	1
28	ADAMTS3	-0.312921394611002	-6.30079293949184	-0.382794387053035	0.703562300918076	0.95361326326451	-5.32930346364308	-38.7962597764104	-7.80031362086506	1	0.111111111111111	0	0	0	1	1
29	ADAMTS4	-2.35656396475278	-1.16293014727892	-1.93488755442897	0.0589092322995933	0.892493742939068	-3.936371486221	-43.6413046018582	-7.96324473072989	1	0.000447027268663388	0	0	0	1	1
30	ADAMTSL5	-0.503226543398658	6.03735658751051	-1.07082539296846	0.289603386091463	0.945241499105275	-4.929697425592	-43.6413046018582	-7.92900969450567	1	0.000345184673800483	0	0	0	1	1
31	ADAP1	0.703729784113244	-2.81874289254013	0.685080099490118	0.496588813099538	0.945241499105275	-5.19924049632619	-43.6413046018582	-7.88288477489195	1	0.0476190476190476	0	0	0	1	1
32	ADARB1	-0.125312450314994	2.01715428796421	-0.197418608477584	0.844333673214746	0.97703516042452	-5.37287384026468	-43.6413046018582	-7.96329804983107	1	0.0045045045045045	0	0	0	1	1
33	ADCY3	0.333347876657609	-1.13360868645799	0.207202118277459	0.836728623754142	0.975834104718457	-5.37126816637305	-43.6413046018582	-7.96084338051758	1	0.000446229361892012	0	0	0	1	1
34	ADD2	-0.52902849808214	3.53063136447289	-0.481592895656027	0.632283821423737	0.945241499105275	-5.29479221434573	-43.6413046018582	-7.91547917929223	1	0.000361663652802893	0	0	0	1	1
35	ADM	-1.07543488551115	-3.38650687304171	-1.35100207509867	0.183029518945431	0.945241499105275	-4.66413801309761	-43.6413046018582	-7.90219807045364	1	0.0344827586206897	0	0	0	1	1
36	ADRB1	-0.321241166735	-0.755260387169261	-0.33049569849614	0.742463851944518	0.95987238117448	-5.34440167750415	-39.1216909539574	-7.84271398693572	1	0.0769230769230769	0	0	0	1	1
37	ADRM1	-0.062288510483353	5.81450139808757	-0.367738029963799	0.714685336129022	0.954878645962688	-5.33387557244203	-38.8094301929042	-7.80031362086506	1	0.111111111111111	0	0	0	1	1
38	AGPAT3	0.187255941197702	5.328962805261	0.787968089938284	0.434589851019444	0.945241499105275	-5.13853464841273	-38.6116210462328	-7.36277686794199	2	0.00769230769230769	196	0	0	1	1
39	AGPAT5	0.305283853965765	4.17621772984439	0.913205573396781	0.365699094461721	0.945241499105275	-5.0535837779028	-43.6413046018582	-7.89837483404127	1	0.037037037037037	0	0	0	1	1
40	AGPS	0.413646766193596	7.21300080750381	1.65639883416356	0.104165293597577	0.942271928760212	-4.31157987767522	-27.1099954418687	-7.9434402077193	1	0.000309119010819165	0	0	0	1	1
41	AGR2	4.45019194398475	-1.98544587397052	2.89026266821996	0.00576414308600336	0.607092676893896	-2.3146291856554	-43.6413046018582	-7.95261629457796	1	0.000358551452133381	0	0	0	1	1
42	AIM2	1.43896139076652	0.227875266124874	1.73375940858618	0.0893809111143018	0.933996942162892	-4.21232528707115	-43.6413046018582	-7.96324473072989	1	0.000447027268663388	0	0	0	1	1
43	AIRE	1.07520143814738	-3.1869755407927	1.15373453064725	0.254322003232287	0.945241499105275	-4.85707789765768	-43.6413046018582	-7.88288477489195	1	0.0476190476190476	0	0	0	1	1
44	AK1	0.146380974696912	4.23585486160546	0.384673573505951	0.702178555017837	0.95361326326451	-5.32872003458103	-43.6413046018582	-7.8757373826823	1	0.0526315789473684	0	0	0	1	1
45	AKT1	-0.358773762001104	1.7822761997342	-1.43314078803128	0.158299773437793	0.945241499105275	-4.57562199717869	-19.7934924854522	-7.96754398130284	1	0.000414765657403567	0	0	0	1	1
46	ALAD	-0.501521739205393	5.96075030890784	-1.22147837369461	0.227870913267192	0.945241499105275	-4.79399074168827	-39.9848797732853	-7.90431198526291	1	0.00316455696202532	0	0	0	1	1
47	ALDOB	2.50551517266655	-2.42994344611316	3.11671968531473	0.00308590083714822	0.524780201551539	-1.8669888418684	-43.6413046018582	-7.94705578932414	1	0.000496277915632754	0	0	0	1	1
48	ALKBH4	0.133025667601868	3.92261442003301	0.604957168613769	0.548057142781838	0.945241499105275	-5.24077270283926	-39.5647393804191	-7.85634145233472	1	0.0666666666666667	0	0	0	1	1
49	ALOX5	-0.638095213021677	6.02045915793431	-0.863913493146421	0.391932420085604	0.945241499105275	-5.0884579054889	-43.6413046018582	-7.90555543511613	1	0.032258064516129	0	0	0	1	1
50	ALPP	-0.735502445002022	-6.11247501979384	-0.781801794589906	0.438170911293675	0.945241499105275	-5.14240493910188	-38.5906623645699	-7.80031362086506	1	0.111111111111111	0	0	0	1	1
51	AMPD1	-1.38188176006458	-2.72485721764531	-1.09206046227314	0.280258098815043	0.945241499105275	-4.91158267286448	-38.8400572516122	-7.80031362086506	1	0.111111111111111	0	0	0	1	1
52	AMY2A	-0.820408093012606	-3.17031161125134	-0.783561104564021	0.437147415876499	0.945241499105275	-5.14130370919202	-43.6413046018582	-7.94882510316792	1	0.0277777777777778	0	0	0	1	1
53	ANAPC2	-0.09140347646085	4.88166905682205	-0.259185024986228	0.796600934065269	0.970186341262724	-5.36143783591443	-5.7803722671897	-7.96407477755846	1	0.000488519785051295	0	0	0	1	1
54	ANGEL2	0.174535416981675	3.55535588499502	0.681214587408992	0.499009467296126	0.945241499105275	-5.20136006191061	-43.6413046018582	-7.91583611353	1	0.00483091787439614	0	0	0	1	1
55	ANGPTL4	1.46937820606154	-0.705021840811537	2.11317587200239	0.039811299039178	0.855045079949143	-3.67105056572027	-39.8569076881553	-7.90197115935992	1	0.00714285714285714	0	0	0	1	1
56	ANKRD10	1.613419879809	-4.30926387475364	1.64271397504725	0.106978657050979	0.942688789851896	-4.32872902621644	-39.1497807869596	-7.84271398693572	1	0.0769230769230769	0	0	0	1	1
57	ANKRD34A	-0.0553449012662719	-1.86388451479655	-0.0883166468130993	0.929992486148669	0.991315491858897	-5.38552418293419	-39.2730151181497	-7.84271398693572	1	0.0769230769230769	0	0	0	1	1
58	ANKRD36BP1	0.060776070638858	7.60696467426835	0.190537970643755	0.84969124808249	0.97854510587098	-5.37395667567591	-41.6286482670838	-7.90283656274248	1	0.0227272727272727	0	0	0	1	1
59	ANKRD46	0.332355002174413	2.26057279979226	1.12869347444545	0.264637351540929	0.945241499105275	-4.87954659676242	-39.0002688126406	-7.84271398693572	1	0.0769230769230769	0	0	0	1	1
60	ANKS3	0.381791622811404	2.93838713142161	1.3588192546263	0.180555643180487	0.945241499105275	-4.65591812350976	-8.27608370354613	-7.9541196308034	1	0.000354735721887194	0	0	0	1	1
61	ANKS6	-0.605640068398493	2.39168646666932	-1.29941527656635	0.200008553882071	0.945241499105275	-4.71729520985876	-39.1581440793305	-7.84271398693572	1	0.0769230769230769	0	0	0	1	1
62	ANKZF1	0.339785732622786	5.20323616087887	1.67491454960135	0.100455585013174	0.94186677617265	-4.28818039651378	-39.1576953580685	-7.85634145233472	1	0.0666666666666667	0	0	0	1	1
63	ANO9	-0.192639647456221	2.98856807769205	-0.314348037550804	0.754619113099181	0.962411950167783	-5.34861856643138	-5.7803722671897	-7.96407477755846	1	0.000488519785051295	0	0	0	1	1
64	ANP32E	-0.094776547999408	6.17460958534289	-0.305549795924481	0.761268756511859	0.96394201495841	-5.3508277426888	-43.6413046018582	-7.96084338051758	1	0.000446229361892012	0	0	0	1	1
65	ANTXR2	0.180063801216335	5.97004528256562	0.776439127509199	0.441299450310752	0.945241499105275	-5.14574685817589	-43.6413046018582	-7.89398149450291	1	0.04	0	0	0	1	1
66	ANXA2	-0.098056810390311	-7.2062680271708	-0.216569769839351	0.829461545566586	0.975834104718457	-5.36965813538511	-43.6413046018582	-7.88288477489195	1	0.0476190476190476	0	0	0	1	1
67	ANXA4	0.146845639760687	5.71652757320616	0.582520472709056	0.562942931248436	0.945241499105275	-5.2514956374534	-38.9763041473607	-7.80031362086506	1	0.111111111111111	0	0	0	1	1
68	AP1G1	0.0999648753851723	6.57860561403646	0.804960663869768	0.424812119752178	0.945241499105275	-5.12771680296672	-40.3175077695604	-7.90197115935992	1	0.00714285714285714	0	0	0	1	1
69	AP1S3	-0.0559305590032065	-0.0792853817395368	-0.0790420454701166	0.937327816455499	0.992282410989639	-5.38615430937392	-43.6413046018582	-7.39526541958991	2	0.0004151100041511	1310	0	0	1	1
70	APBA1	1.39960604077673	-1.62486755214054	1.20603054619262	0.233717371516607	0.945241499105275	-4.80867124161126	-43.6413046018582	-7.96324473072989	1	0.000447027268663388	0	0	0	1	1
