ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	eigenvalue	Page_Rank	degree	closenessness	betweenness	size	nes	pval	pval.fdr
1	A1BG	1.44539901540254	1.74140079819435	2.85848429681227	0.00627943729502158	0.616286209547764	-2.37575970643626	-4.74591888149609	-9.4790806849536	11	2.45682136451859e-05	567.421279906874	0	0	1	1
2	A1CF	0.500093416034045	-7.31254240979279	1.4364016861451	0.157374639943013	0.945241499105275	-4.57201056818616	-4.652190016403	-10.2515913489715	2	2.32910213112845e-05	2752.51532067311	0	0	1	1
3	A2M	2.3629345968789	-2.39995124570396	3.35459126245183	0.0015596606250466	0.47596169021951	-1.37591227335413	-2.8635647797351	-8.50193136189133	29	2.7000027000027e-05	10544.313080154	0	0	1	1
4	A4GALT	-2.8611239475696	-0.621247374372882	-2.04464154333506	0.0463956928885186	0.857199360511922	-3.77527123738289	-2.75255801610697	-8.92933978412682	18	2.68636668905306e-05	5427.93017690506	0	0	1	1
5	AACS	0.215638754666659	-7.47713043282197	0.801850463808589	0.426591790600832	0.945241499105275	-5.12971353364585	-3.71224811876183	-9.61931252245166	5	2.51060731590972e-05	15514.7761806175	0	0	1	1
6	AADACL2	0.102366801439461	-7.10257232815535	0.221289364181337	0.8258059098184	0.974626032747396	-5.36882007062163	-5.09943089524532	-10.6942923718679	1	2.13192342131071e-05	0	0	0	1	1
7	AADACL4	0.213490730398755	-7.50261895975906	0.902895674423237	0.37109052429792	0.945241499105275	-5.0610316815114	-4.70103225896034	-10.2828111678472	2	2.29557871539415e-05	1708.54700080384	0	0	1	1
8	AADAT	-1.61532483494152	-0.56350666327237	-1.32803905382675	0.19044639406695	0.945241499105275	-4.6880337362267	-3.62812479432206	-10.0268179599876	3	2.44092950595587e-05	11035.2437337076	0	0	1	1
9	AAGAB	-0.0816250337640634	5.01547209403278	-0.575575288596482	0.567591229793923	0.945241499105275	-5.25473414861448	-5.06644624188147	-10.3057725472428	2	2.28958695851268e-05	1278.9372155915	0	0	1	1
10	AAK1	0.131622099348114	6.51597966350654	0.462132154956958	0.646074643291418	0.949440601148947	-5.30220775260837	-6.08715215414062	-10.7161470152749	1	2.07900207900208e-05	0	0	0	1	1
11	AAMP	0.0934805541939703	5.75188277889865	0.356176000673665	0.723269693071768	0.956514444706596	-5.33726288431896	-5.88423260824879	-10.6688325652909	1	2.13844278596326e-05	0	0	0	1	1
12	AANAT	-0.875560087615523	-2.36785987673755	-1.32038158370521	0.192969806797394	0.945241499105275	-4.69591899571359	-3.85011058029982	-10.3011084574315	2	2.3860084464699e-05	2916.19302451487	0	0	1	1
13	AARS2	0.109485919236977	7.55808083524596	0.435355193820272	0.665256214624139	0.952308653146683	-5.31191637537993	-5.63309293099812	-10.2879716329384	2	2.18397833493492e-05	2205.94780135691	0	0	1	1
14	AARSD1	0.0587903018701583	5.13706627939427	0.199754462247731	0.842516546331448	0.97655950564435	-5.37249752096981	-5.20300452905798	-10.2594854568586	2	2.27324391907252e-05	3042.04679342948	0	0	1	1
15	AASDH	0.179728361413014	3.54035078536099	1.03452641745299	0.306074716878933	0.945241499105275	-4.95988426342942	-4.02554424994527	-9.88225153647939	4	2.32067020955652e-05	9744.01830004841	0	0	1	1
16	AASDHPPT	0.32415520885333	4.51715914767237	1.48325541252747	0.144543926356171	0.945241499105275	-4.51930725761558	-3.5273139601821	-9.64504004649614	5	2.5706940874036e-05	17335.8778368966	0	0	1	1
17	AASS	-0.697008736904459	2.66426674301662	-0.595159987891718	0.554532424807072	0.945241499105275	-5.2455039263628	-4.02239344687335	-10.0537357415514	3	2.40096038415366e-05	4407.26689203679	0	0	1	1
18	AATF	0.0655826991422996	6.2865199707308	0.39144801697462	0.697198645192594	0.95361326326451	-5.32659324313041	-6.03058787150265	-10.6559235120539	1	2.13069695097266e-05	0	0	0	1	1
