ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	eigenvalue	Page_Rank	degree	closenessness	betweenness	size	nes	pval	pval.fdr
1	A1BG	1.44539901540254	1.74140079819435	2.85848429681227	0.00627943729502158	0.616286209547764	-2.37575970643626	-8.09165261954129	-9.83470817512881	2	1.78138805757446e-05	11014.529135451	0	0	1	1
2	A2M	2.3629345968789	-2.39995124570396	3.35459126245183	0.0015596606250466	0.47596169021951	-1.37591227335413	-7.99733881729512	-9.46781119242381	3	1.75450908835708e-05	19262.5391313039	0	0	1	1
3	A4GALT	-2.8611239475696	-0.621247374372882	-2.04464154333506	0.0463956928885186	0.857199360511922	-3.77527123738289	-5.22163354109532	-9.26800061701345	4	1.91684716977515e-05	46199.9311534652	0	0	1	1
4	AACS	0.215638754666659	-7.47713043282197	0.801850463808589	0.426591790600832	0.945241499105275	-5.12971353364585	-8.51135203314304	-10.3063337253532	1	1.69330804659984e-05	0	0	0	1	1
5	AADAT	-1.61532483494152	-0.56350666327237	-1.32803905382675	0.19044639406695	0.945241499105275	-4.6880337362267	-7.71324893636409	-9.27039733676754	4	1.86351608214379e-05	33224.8855730588	0	0	1	1
6	AAGAB	-0.0816250337640634	5.01547209403278	-0.575575288596482	0.567591229793923	0.945241499105275	-5.25473414861448	-8.81590702018013	-9.75822692283358	2	1.69290672083968e-05	4953.14239949247	0	0	1	1
7	AAK1	0.131622099348114	6.51597966350654	0.462132154956958	0.646074643291418	0.949440601148947	-5.30220775260837	-4.22093250876569	-9.53468445413957	3	1.92489076244923e-05	20144.9579771918	0	0	1	1
8	AAMP	0.0934805541939703	5.75188277889865	0.356176000673665	0.723269693071768	0.956514444706596	-5.33726288431896	-7.36548070466699	-9.8066150021306	2	1.76491351923756e-05	8420.49290439557	0	0	1	1
9	AANAT	-0.875560087615523	-2.36785987673755	-1.32038158370521	0.192969806797394	0.945241499105275	-4.69591899571359	-4.13921527310067	-9.57523785951585	3	1.90027363940407e-05	19253.6210572341	0	0	1	1
10	AARSD1	0.0587903018701583	5.13706627939427	0.199754462247731	0.842516546331448	0.97655950564435	-5.37249752096981	-8.37672322466308	-10.2589658866019	1	1.6390218317708e-05	0	0	0	1	1
11	AASDH	0.179728361413014	3.54035078536099	1.03452641745299	0.306074716878933	0.945241499105275	-4.95988426342942	-7.13253779580835	-9.81381782897844	2	1.80691325009486e-05	12085.8831783919	0	0	1	1
12	AASDHPPT	0.32415520885333	4.51715914767237	1.48325541252747	0.144543926356171	0.945241499105275	-4.51930725761558	-8.1240661759211	-10.2512442187749	1	1.65043736590196e-05	0	0	0	1	1
13	AATF	0.0655826991422996	6.2865199707308	0.39144801697462	0.697198645192594	0.95361326326451	-5.32659324313041	-11.0098365965705	-10.2168652156333	1	1.47054498397106e-05	0	0	0	1	1
