ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	eigenvalue	Page_Rank	degree	closenessness	betweenness	size	nes	pval	pval.fdr
1	A1BG	1.44539901540254	1.74140079819435	2.85848429681227	0.00627943729502158	0.616286209547764	-2.37575970643626	-3.69223287701519	-8.68956781172433	22	1.82312081821662e-05	21810.8411868268	0	0	1	1
2	A1CF	0.500093416034045	-7.31254240979279	1.4364016861451	0.157374639943013	0.945241499105275	-4.57201056818616	-5.4114035989077	-10.8902623064385	1	1.62991214773524e-05	0	0	0	1	1
3	A2M	2.3629345968789	-2.39995124570396	3.35459126245183	0.0015596606250466	0.47596169021951	-1.37591227335413	-2.63661904985541	-8.11866617333127	41	1.99792216095261e-05	69306.3466161546	0	0	1	1
4	A4GALT	-2.8611239475696	-0.621247374372882	-2.04464154333506	0.0463956928885186	0.857199360511922	-3.77527123738289	-2.98585237438037	-8.57514204265622	22	1.92670802666564e-05	61444.5296482492	0	0	1	1
5	AAA1	0.0560044858023003	-7.57364216810648	0.48290821053008	0.631356395739537	0.945241499105275	-5.29428010379298	-3.81270526361045	-10.285127740456	3	1.79134422470622e-05	5229.48056800645	0	0	1	1
6	AADAC	0.113738768188225	-7.54760513879518	0.807809190644813	0.423186111794509	0.945241499105275	-5.12588150167386	-4.70947886311943	-10.2489560857618	3	1.7195130339088e-05	4772.93309996684	0	0	1	1
7	AADACL2	0.102366801439461	-7.10257232815535	0.221289364181337	0.8258059098184	0.974626032747396	-5.36882007062163	-4.20239783030036	-10.2799594926491	3	1.75898401083534e-05	4564.07444730405	0	0	1	1
8	AADACL3	0.526536348807965	-7.36144152400589	1.700890906853	0.0954348599607761	0.940746830816311	-4.25497329329622	-4.65856557151077	-10.9143114818605	1	1.68665351076928e-05	0	0	0	1	1
9	AADACL4	0.213490730398755	-7.50261895975906	0.902895674423237	0.37109052429792	0.945241499105275	-5.0610316815114	-4.71452314362255	-10.5581249931851	2	1.68217067303649e-05	856.711396380443	0	0	1	1
10	AADAT	-1.61532483494152	-0.56350666327237	-1.32803905382675	0.19044639406695	0.945241499105275	-4.6880337362267	-4.78064618121036	-10.5718293563726	2	1.7125633648445e-05	1594.22467606673	0	0	1	1
11	AAGAB	-0.0816250337640634	5.01547209403278	-0.575575288596482	0.567591229793923	0.945241499105275	-5.25473414861448	-4.49008828044073	-10.9088672935865	1	1.69474290750093e-05	0	0	0	1	1
12	AAK1	0.131622099348114	6.51597966350654	0.462132154956958	0.646074643291418	0.949440601148947	-5.30220775260837	-3.78447885227682	-10.100831267078	4	1.78820499982118e-05	7594.46729536741	0	0	1	1
13	AARS2	0.109485919236977	7.55808083524596	0.435355193820272	0.665256214624139	0.952308653146683	-5.31191637537993	-4.8459221719332	-10.5007211769023	2	1.69540376040554e-05	2641.80476204775	0	0	1	1
14	AARSD1	0.0587903018701583	5.13706627939427	0.199754462247731	0.842516546331448	0.97655950564435	-5.37249752096981	-5.69010466507841	-10.8390695565494	1	1.58318029257172e-05	0	0	0	1	1
15	AASS	-0.697008736904459	2.66426674301662	-0.595159987891718	0.554532424807072	0.945241499105275	-5.2455039263628	-2.8441596721786	-9.89251517606392	5	1.84812138461254e-05	16090.9904407754	0	0	1	1
16	AATF	0.0655826991422996	6.2865199707308	0.39144801697462	0.697198645192594	0.95361326326451	-5.32659324313041	-3.9318150730469	-9.68682589958038	7	1.78881276496789e-05	13362.7505505674	67	0.997722484536128	0.318413947116326	0.999090691117524
17	AATK	-1.44592570218519	2.31637226814464	-2.9662763374349	0.00468683315450547	0.579547193293248	-2.16668058198196	-2.49283662980072	-8.77602383761299	19	1.97851334507251e-05	50846.9427574861	0	0	1	1
18	ABAT	0.484494091056593	3.92019858606654	1.88115427796194	0.0660244237940035	0.906851180870868	-4.01257468113165	-4.01164920595905	-10.583968193608	2	1.7485268661153e-05	690.038423286266	0	0	1	1
19	ABCA1	0.561372762026664	-6.01832887003148	0.822148184686106	0.415058312106698	0.945241499105275	-5.11654769096897	-3.18976848175965	-9.48935829408057	9	1.83287816858813e-05	16380.7062412875	81	0.00612891372747935	0.995109864977537	0.999253354672732
20	ABCA10	-0.600163031940951	6.38804759971123	-0.979739359559553	0.332127664361015	0.945241499105275	-5.00357528858121	-4.63589427463793	-10.9091840431152	1	1.68290671648071e-05	0	0	0	1	1
21	ABCA11P	0.470835701464396	-0.117708610065462	0.874739508045503	0.386072010688263	0.945241499105275	-5.08095791474219	-6.01412473257889	-10.854261278793	1	1.55777798548151e-05	0	0	0	1	1
22	ABCA12	0.311919190570706	1.03841157941754	0.720969592645976	0.474425506651931	0.945241499105275	-5.17900274219067	-6.00613480547991	-10.9214817279946	1	1.54552339149653e-05	0	0	0	1	1
23	ABCA13	1.99347753489744	-1.84406054564181	2.21152354807434	0.0317951777235903	0.834905591980161	-3.51676719454577	-3.27593078640546	-8.69447003564903	21	1.91416867654378e-05	27690.2969665003	0	0	1	1
