"name"	"mean"	"Std"
"218"	0.513924372351607	0.2721073
"219"	0.520730368731884	0.1144778
"220"	0.503893013344482	0.251281
"221"	0.368451824275362	0.19350012442961
"222"	0.570809719060559	0.168147074632312
"223"	0.399220757139029	0.201902588071884
"224"	0.589168013230676	0.19778
"225"	0.138874060789474	0.2035228
"226"	0.559156032	0.132198
"227"	0.824575890338164	0.1224625
"228"	0.356833198236193	0.2448767
"229"	0.515114557944664	0.23012179034288
"230"	0.41674554	0.07856011
"231"	0.833817067677346	0.1728479
"232"	0.380593859026087	0.1448478
"233"	0.435419558333333	0.199094
"234"	0.816070297602928	0.2349089
"236"	0.91566035	0.04505153
"237"	0.90331336	0.1451943
"239"	0.450397377173913	0.2583247
"240"	0.791019083333333	0.09332839
"241"	0.795315	0.1635815
"242"	0.654136431822743	0.1376862
"243"	0.781024339130435	0.143266004619753
"244"	0.8822447	0.03113996
"245"	0.6007928625	0.2234239
"246"	0.782050284606346	0.1914141
"247"	0.455409644391304	0.2712984
"248"	0.764816847900933	0.2350446
"250"	0.448264721686957	0.2095245
"251"	0.875939578063241	0.143816
"252"	0.895514547826087	0.05164255
"253"	0.759629656263736	0.2591528
"254"	0.335951006103679	0.11672676866225
"255"	0.786404498240166	0.1515672
"256"	0.801445240188014	0.154805855296652
"257"	0.60704257663834	0.168500383932191
"258"	0.9103299	0.06812923
"259"	0.466781679813665	0.2365032
"260"	0.0930827433333333	0.09228146
"263"	0.280810278557312	0.1098573
"264"	0.561672751711957	0.191045
"267"	0.342712918278261	0.2175431
"268"	0.755086098608696	0.243030079553124
"273"	0.74573921884058	0.1561994
"274"	0.324009156852174	0.1274219
"279"	0.0251536288543478	0.0315643630788223
"283"	0.780454115179553	0.3127485
"284"	0.9211707	0.04526033
"288"	0.907497714285714	0.06878626
"289"	0.924507917391304	0.0321165737790063
"290"	0.93159934	0.06647319
"291"	0.210851665391304	0.1970397
"297"	0.659647781699605	0.1329803
"298"	0.193452782744565	0.245601039731644
"299"	0.922996975	0.04591854
"300"	0.847899180769231	0.1300517
"301"	0.521537379323672	0.3150232
"304"	0.722943592357337	0.1952342
"307"	0.648534463768116	0.219123
"311"	0.642668026086957	0.0364049235856833
"316"	0.820834128571429	0.2058704
"317"	0.843283592094862	0.1933111
"318"	0.7020353	0.2362097
"319"	0.659612237101449	0.115629454156243
"320"	0.463170306072801	0.2363593
"322"	0.9541605	0.01788999
"324"	0.9393979	0.04750366
"328"	0.940992697826087	0.0250784799042788
"329"	0.867448866666667	0.1461667
"337"	0.447509801086957	0.192187822192573
"338"	0.146523441538462	0.132267
"339"	0.2961512	0.1575439
"340"	0.7055681	0.06909857
"342"	0.490738267036055	0.1952794
"344"	0.858038551304348	0.116126558593662
"346"	0.729788305882353	0.2154809
"347"	0.674667542267081	0.20724985828861
"351"	0.736859402898551	0.13258541145213
"352"	0.474516	0.1731187
"353"	0.9172746	0.07126987
"356"	0.515956608596157	0.217193897725698
"361"	0.567989398115942	0.254907
"372"	0.944198	0.02708402
"373"	0.502619145326087	0.2263404
"374"	0.78908368451087	0.1705555
"375"	0.606859616666667	0.1666564
"377"	0.837890975790514	0.195620192524043
"378"	0.867131311956521	0.1032792
"381"	0.840710175543478	0.1594257
"382"	0.843766608454106	0.12893
"383"	0.769354316940615	0.265481109694618
"384"	0.84684685	0.1035632
"385"	0.422140209795396	0.1872971
"386"	0.61224529	0.1843143
"387"	0.55361311613913	0.186477
"390"	0.448785117565217	0.1474726
"391"	0.7829066	0.07169284
"393"	0.871693833333333	0.1057837
"395"	0.294594828755017	0.2462037
"397"	0.903273650869565	0.1406972
"398"	0.864331	0.1622314
"400"	0.560258779866221	0.1796774
"402"	0.86659426576087	0.0658476
"403"	0.891295167391304	0.1095363
"404"	0.944689205434783	0.0320789061149066
"405"	0.819785677717391	0.1205319
"406"	0.557063700081522	0.1942329
"414"	0.838332342857143	0.1489737
"415"	0.811861983333333	0.1210271
"416"	0.843387974456522	0.09212332
"417"	0.790044694086957	0.1110843
"418"	0.33383928836932	0.15411899542136
"419"	0.8444625	0.1079764
"420"	0.8989876	0.04947156
"422"	0.89911574673913	0.07313305
"424"	0.926673661371237	0.0627010156133933
"425"	0.59037693360306	0.210602
"428"	0.766927650869565	0.1700489
"430"	0.617786552472826	0.1975493
"432"	0.692553987318841	0.1669199
"437"	0.401878892022684	0.1813841
"438"	0.429447832937095	0.191857
"440"	0.772305730688406	0.245603412424862
"441"	0.352083536646957	0.1910301
"442"	0.781386610326087	0.1691899
"446"	0.6047795	0.1730968
"448"	0.594925822332016	0.193980646607281
"449"	0.535402708695652	0.131406955036453
"451"	0.742293098913043	0.142955615487489
"453"	0.486209869798137	0.1951912
"454"	0.4908282	0.1683305
"455"	0.753665046956522	0.1732364
"456"	0.689276154381271	0.2134876
"457"	0.7743915875	0.222712
"459"	0.649573420434783	0.1710391
"460"	0.74714112	0.1794459
"487"	0.704127856793478	0.186567370166588
"495"	0.0947875875621118	0.2153429
"512"	0.756273926207729	0.2808023
"513"	0.71682915	0.1824285
"515"	0.6469697	0.1582298
"516"	0.702498	0.1412284
"517"	0.855292463712375	0.1437951
"518"	0.814978089130435	0.1449068
"520"	0.544394789440994	0.1652097
"521"	0.834237153580563	0.153090001098939
"524"	0.5923617	0.2255077
"525"	0.80503445	0.1259249
"526"	0.582624046837945	0.1940901
"527"	0.749064969565217	0.1591832
"531"	0.635594591304348	0.2434598
"532"	0.780248734347826	0.1462621
"534"	0.776975592391305	0.144053482275632
"535"	0.83949632	0.05952609
"536"	0.7573541	0.1341961
"537"	0.75251327490942	0.2692971
"538"	0.826789458831522	0.135753
"539"	0.697639897826087	0.145071539945918
"540"	0.829844979021739	0.1500153
"541"	0.4941793	0.193278
"542"	0.635927095543478	0.2086458
"543"	0.66260835	0.1732894
"544"	0.815576299161491	0.184974956487213
"545"	0.7982474	0.1125125
"547"	0.3573124375	0.1426284
"548"	0.484576234094588	0.1662669
"549"	0.720566218985507	0.1630178
"550"	0.671996689565217	0.1638544
"551"	0.610942892857143	0.2081635
"552"	0.659049043455378	0.1099677
"554"	0.827340828656126	0.1161284
"556"	0.7754319	0.08003564
"557"	0.8073864	0.1024123
"558"	0.157422302727273	0.1683716
"559"	0.81978975	0.1039799
"561"	0.6102305	0.1211398
"563"	0.814855455555555	0.1461384
"564"	0.802405257142857	0.09065118
"565"	0.7835234	0.1171867
"566"	0.799653812753623	0.1297486
"567"	0.6963244	0.1264116
"570"	0.309550173804348	0.1281988
"572"	0.344443195059289	0.1787699
"573"	0.9566273	0.01841206
"575"	0.904869817963387	0.0937065216172787
