name	logFC	P.Value
CTA-984G1.5	-0.0681281257888411	1.82342403432188e-05
CTB-174O21.2	-0.0230817217073699	3.10676812500966e-05
CTC-338M12.4	-0.0866893501895363	2.61751499799479e-05
CTC-425O23.2	0.207939950370118	1.77765914236275e-06
CTC-435M10.3	-0.0305802835151539	4.85749694092228e-06
CTD-2192J16.11	0.230667196006713	5.89838577395788e-07
CTD-2358C21.4	-0.0832690860870739	1.41079244491912e-05
CTD-2528A14.5	-0.0600971290674154	2.22736659941679e-05
CTD-2544N14.3	0.272876887067697	3.48469388803217e-05
CTF1	0.265368916596213	8.94219377471588e-06
CYFIP1	-0.0477419280952846	1.67830310057868e-05
CYP26C1	0.253438877756714	7.66820564248578e-06
CYTH4	-0.0218203598866768	2.04937868475312e-05
DARS2	-0.0443309883889657	6.16157725657016e-07
DBNDD2	0.21976257435667	1.16540795673491e-06
DCDC2B	-0.0703356177952262	5.00268823077676e-06
DCTPP1	-0.0285450614748911	1.61560516470403e-05
DICER1	-0.0898495125323444	3.47724576283832e-05
DICER1-AS1	-0.0898495125323444	3.47724576283832e-05
DIS3	-0.0479993743122012	9.8708654930204e-06
DLEU7	0.239155530148032	2.62796965860877e-05
DNAAF1	-0.0447283760575761	2.5288436882707e-05
DTL	-0.138341233104297	6.77098020358149e-06
DUS1L	0.265618536997871	2.21079569086295e-07
EIF3I	-0.0703356177952262	5.00268823077676e-06
EIF4E1B	0.274652918840694	3.02813435832662e-05
ENTPD3-AS1	-0.0610526821939703	2.85822470304581e-05
ERAL1	-0.0184300553727826	3.5408118129444e-05
EWSR1	-0.0681281257888411	1.82342403432188e-05
FAIM3	-0.269012289419001	6.87399908106143e-07
FAM216A	-0.0758854097740564	1.29931962056051e-06
FAM222B	-0.0184300553727826	3.5408118129444e-05
FAM229B	-0.0186530800697431	7.72458684267942e-06
FBXO17	0.255589131362049	1.17917734488249e-05
FIBIN	0.194719254575868	2.57468239409953e-05
FLOT1	-0.0544741642919082	4.23655034324627e-06
FOS	0.247444153152039	2.49325068084078e-05
FOXF2	0.134576441667471	2.55052649889484e-05
FOXP1	-0.0314870907279003	1.22160026867231e-05
GABRA5	0.255971939876262	8.30638363674531e-06
GADD45B	0.240307014508155	6.43787683707491e-06
GALNT4	0.0440602624026318	2.56811668036316e-05
GAS7	-0.0333905873542454	1.91713146305279e-06
GIGYF1	0.151927875567591	2.47416648299409e-05
GLI1	-0.0159675728878999	3.44651505738193e-05
GLYCTK	-0.0757669180508409	8.14051963108906e-06
GNB2	0.151927875567591	2.47416648299409e-05
GNB2L1	-0.0866893501895363	2.61751499799479e-05
GNMT	0.270344370876341	2.24120890086756e-05
GOLGA2	-0.0712037111526421	3.48690105424592e-05
GPN3	-0.0758854097740564	1.29931962056051e-06
GPR65	-0.285164053364316	2.90354894151009e-05
GRHPR	-0.0337631529990892	2.21697519851131e-05
GSTA4	-0.025275851046887	3.26127694798452e-06
HCP5	0.171907537624994	6.31569979365096e-06
HCST	-0.181234128357611	2.76114562395145e-05
HERC3	0.242278623136416	2.67171035706766e-05
HNRNPC	-0.0456434449966632	4.38644892955508e-06
HOXD10	0.219379228312129	4.17355955992966e-08
HOXD11	0.219379228312129	4.17355955992966e-08
HSDL1	-0.0447283760575761	2.5288436882707e-05
HSPA8	-0.228539273166591	3.00285074751316e-05
HTRA4	0.272876887067697	3.48469388803217e-05
HTT	0.259315377077666	1.35604506022956e-05
HTT-AS	0.259315377077666	1.35604506022956e-05
IER3	-0.0544741642919082	4.23655034324627e-06
INHBE	-0.0159675728878999	3.44651505738193e-05
INTS7	-0.138341233104297	6.77098020358149e-06
ITGA6	-0.0220408150328601	6.26591951754794e-06
ITGB2	-0.196172195509188	2.57411153567115e-05
ITGB2-AS1	-0.196172195509188	2.57411153567115e-05
JADE2	-0.0351956936427286	6.3244422598492e-07
KAT6B	-0.0259605025163103	4.50376450036841e-06
KCNQ5	-0.0272849483655607	2.27210569657361e-05
KIAA0391	-0.0347845869805819	6.19602557415434e-06
KIF13A	0.239910491601063	3.01583257773659e-05
KIR3DX1	-0.255386106138141	2.88571007165358e-05
KLC4	-0.0318862869726504	5.38447008281493e-06
KMT2E	-0.070875765190029	2.12455557505171e-06
KMT2E-AS1	-0.070875765190029	2.12455557505171e-06
KRT80	-0.239142234865312	1.71293590337191e-05
KRTAP12-3	-0.289173333559759	3.22407300635555e-05
KRTAP12-4	-0.289173333559759	3.22407300635555e-05
LAD1	0.186507485274974	2.47610993824635e-05
LAPTM4B	0.28115496510443	2.21748531380528e-05
LIN52	0.0282356121054307	2.94623974161348e-05
LINC00857	0.258109446250799	3.10845256581527e-05
LINC01004	-0.070875765190029	2.12455557505171e-06
LL21NC02-1C16.1	-0.196172195509188	2.57411153567115e-05
LL21NC02-1C16.2	-0.196172195509188	2.57411153567115e-05
LMNB2	0.240307014508155	6.43787683707491e-06
LY86	-0.264496016343841	4.6740751383246e-06
LY86-AS1	-0.264496016343841	4.6740751383246e-06
MAP1LC3B2	-0.116633439650565	2.35015780680693e-07
MBP	-0.13745680446033	6.94993952453896e-06
MESP2	0.251583721608917	1.07654171355698e-05
MICA	0.171907537624994	6.31569979365096e-06
MICB	0.172935164598962	8.57796528494571e-06
MIR135A1	-0.0757669180508409	8.14051963108906e-06
MIR219-1	0.175651806596689	2.20526373620634e-05
MIR320A	0.24687295475894	2.52712366664285e-05
MIR4281	0.274652918840694	3.02813435832662e-05
MIR641	0.207939950370118	1.77765914236275e-06
MIR762	0.265368916596213	8.94219377471588e-06
MMRN2	0.209448695086878	2.68378269726718e-05
MRPL2	-0.0318862869726504	5.38447008281493e-06
MSRB3	0.350398516916688	1.38869473967428e-07
MYD88	0.0200017278027195	2.5729574539486e-06
MYO15B	0.195815132653139	2.30464395481412e-05
MYO9B	-0.0600971290674154	2.22736659941679e-05
NAA20	-0.0312424949174281	8.70153761366203e-07
NCOR1	0.029578302566269	1.06855824986517e-05
NDUFAF7	-0.0358716222024126	1.74410744319879e-06
NECAP2	-0.251153830907407	3.56672183045141e-05
NFKBID	-0.181234128357611	2.76114562395145e-05
NICN1-AS1	0.233293810296891	2.21152050069618e-05
NKX1-1	0.186380361061688	3.01646061005287e-05
NPLOC4	0.23404543486579	1.90412394072479e-05
NUP98	-0.0304465294067877	1.20597349977794e-05
ORC6	-0.0680278992976457	4.31484613332041e-06
OXLD1	0.23404543486579	1.90412394072479e-05
OXT	0.262291713014904	2.83535758141404e-05
PA2G4	-0.0381190152515845	2.12450024249016e-05
PAQR3	0.231985871154636	2.37118060054565e-05
PAX3	0.166910521380047	3.27608778688289e-05
PAX8	0.206856825702697	9.06713351731485e-06
PCDP1	0.197949894724693	1.44748326738803e-05
PDE6G	0.23404543486579	1.90412394072479e-05
PGAP2	-0.0304465294067877	1.20597349977794e-05
PGK1P2	0.230667196006713	5.89838577395788e-07
PHLDA2	0.199821542143173	2.76270554557584e-05
PHYHIP	0.24687295475894	2.52712366664285e-05
PIBF1	-0.0479993743122012	9.8708654930204e-06
PIGR	-0.269012289419001	6.87399908106143e-07
PIGY	0.242278623136416	2.67171035706766e-05
PLEKHA2	0.272876887067697	3.48469388803217e-05
POC1B	0.0440602624026318	2.56811668036316e-05
POC1B-GALNT4	0.0440602624026318	2.56811668036316e-05
POFUT2	0.264517501069326	7.58462230884363e-06
POLI	0.0408324169684269	4.05127912191139e-06
POLR3D	0.24687295475894	2.52712366664285e-05
POLR3E	0.0306824988143218	4.69717299291225e-06
POU3F2	0.2097424053426	2.54347366689317e-05
PPP2R3C	-0.0347845869805819	6.19602557415434e-06
PRKD2	-0.0230817217073699	3.10676812500966e-05
PTCH2	0.225008034306723	8.74889203863148e-06
PYURF	0.242278623136416	2.67171035706766e-05
RALB	0.189859788786022	1.71375233769475e-05
RCCD1	0.279817997633943	2.80453592325609e-05
REC8	0.273716122696921	3.49045913232327e-05
RECQL5	0.195815132653139	2.30464395481412e-05
RHBDD3	-0.0681281257888411	1.82342403432188e-05
RING1	0.175651806596689	2.20526373620634e-05
RN7SK	-0.025275851046887	3.26127694798452e-06
RNU4-71P	-0.294507457364074	3.56540222320498e-06
RNU5E-6P	0.225008034306723	8.74889203863148e-06
RNU6-268P	-0.0741872189208101	2.95519293802986e-05
RNU6-43P	0.206894320057198	1.97160319337945e-05
RNU6-940P	0.219893190098445	1.52040832721831e-06
RNU7-177P	0.28115496510443	2.21748531380528e-05
RP1-159A19.4	-0.110167949547783	1.28222211009104e-06
RP11-109E24.2	-0.0770203507307613	1.69156748319918e-05
RP11-149I2.4	0.191081472218954	1.24746740484469e-05
RP11-154H23.3	-0.0314870907279003	1.22160026867231e-05
RP11-20B24.3	-0.0184300553727826	3.5408118129444e-05
RP11-348J12.2	0.253438877756714	7.66820564248578e-06
RP11-466G12.2	0.242278623136416	2.67171035706766e-05
RP11-486O13.2	0.261402924678962	1.23178887184907e-05
RP11-611E13.2	-0.093750694437127	4.11673505266682e-06
RP11-734K2.4	0.0440602624026318	2.56811668036316e-05
RP11-809C9.2	-0.116633439650565	2.35015780680693e-07
RP11-81N13.1	-0.0693925121689976	3.59464728264798e-05
RP13-467H17.1	-0.0286760528318506	4.27659716738549e-06
RP13-766D20.1	0.0198567551124742	2.81960999341725e-05
RP13-766D20.2	0.0198567551124742	2.81960999341725e-05
RP4-593H12.1	0.0647345601007236	5.84075616014549e-06
RP4-622L5.7	-0.0703356177952262	5.00268823077676e-06
RP5-914P20.5	-0.0443856273504203	2.0879258865936e-05
RPL14	-0.0610526821939703	2.85822470304581e-05
RPS19	-0.252948289321619	1.41171003599349e-05
SAE1	-0.0390175975416387	1.93647493003795e-05
SATB1	-0.0544714477929186	3.71903865185696e-06
SCUBE1	0.205667813454524	3.21722298330581e-05
SDCBP2	0.24993504630299	1.67590283206908e-05
SHOC2	-0.0285473796103131	2.48146521230895e-05
SLC14A1	0.231416666357084	2.36821587669516e-05
SLC22A18	0.199821542143173	2.76270554557584e-05
SLC4A1AP	-0.0168061441231034	2.58481893548708e-05
SLC4A2	-0.039331382343399	3.14019493339679e-05
SLC6A6	-0.0506176313216884	1.09451556472727e-05
SLC8A3	0.261402924678962	1.23178887184907e-05
SMIM5	0.195815132653139	2.30464395481412e-05
SNCB	0.274652918840694	3.02813435832662e-05
SNCG	0.209448695086878	2.68378269726718e-05
SNORD12C	-0.0390406056488501	2.36778041042989e-05
SNORD95	-0.0866893501895363	2.61751499799479e-05
SNORD96A	-0.0866893501895363	2.61751499799479e-05
SOGA1	0.217594555248993	1.88324706696961e-05
SPTBN1	0.0570488866515761	4.59231689506152e-06
SSBP1	-0.0279447527107938	3.47381671166482e-05
SSU72	0.344403700011129	1.24760910602291e-05
STAMBPL1	-0.0571620671058407	7.59687573501938e-06
STRN4	-0.0230817217073699	3.10676812500966e-05
SUCLG2	-0.0693925121689976	3.59464728264798e-05
SUFU	0.206894320057198	1.97160319337945e-05
SUPT7L	-0.0168061441231034	2.58481893548708e-05
SWI5	-0.0712037111526421	3.48690105424592e-05
SYNPO2L	-0.258262671876002	2.97423604848261e-05
TAL1	0.254050315163076	1.0692398405235e-05
TANGO2	0.0385455560160299	1.0809652255658e-05
TBC1D5	-0.0544714477929186	3.71903865185696e-06
TEX2	-0.0584219286265747	4.73192064934997e-06
TGFB1	-0.0305802835151539	4.85749694092228e-06
TIPARP	-0.142131133525866	6.30893132095459e-06
TIPARP-AS1	-0.142131133525866	6.30893132095459e-06
TLX2	0.165017604532437	2.3429195544366e-05
TMEM234	-0.0703356177952262	5.00268823077676e-06
TMEM240	0.344403700011129	1.24760910602291e-05
TMEM91	-0.0305802835151539	4.85749694092228e-06
TP53TG5	0.21976257435667	1.16540795673491e-06
TSHZ1	0.276574100927992	3.34431010965146e-05
TSNARE1	-0.0286760528318506	4.27659716738549e-06
TSPAN10	0.23404543486579	1.90412394072479e-05
TTC25	0.288718862415734	2.48044348981552e-06
TTLL10	0.323657203060505	1.47259422493233e-06
TTYH1	0.219897770165366	2.693050451215e-05
TUBE1	-0.0186530800697431	7.72458684267942e-06
TVP23A	0.22417793722139	5.71609350783396e-06
UPB1	0.266809502734777	2.91710625912719e-05
USP6	0.21841521011192	1.43774189045903e-05
VPS35	-0.0680278992976457	4.31484613332041e-06
WDR82	-0.0757669180508409	8.14051963108906e-06
WEE2-AS1	-0.0279447527107938	3.47381671166482e-05
WNT1	0.219893190098445	1.52040832721831e-06
WNT10B	0.219893190098445	1.52040832721831e-06
WWTR1	0.308025364124702	7.02088930436733e-07
XXbac-BPG181B23.7	0.171907537624994	6.31569979365096e-06
XXbac-BPG252P9.10	-0.0544741642919082	4.23655034324627e-06
YWHAE	-0.118606106775283	7.12667274552213e-06
ZADH2	0.276574100927992	3.34431010965146e-05
ZC3H4	-0.0390175975416387	1.93647493003795e-05
ZFAS1	-0.0390406056488501	2.36778041042989e-05
ZFP62	0.0361083785076367	9.8892942532673e-06
ZIC1	0.233981838372238	3.49700536924084e-05
ZIC4	0.233981838372238	3.49700536924084e-05
ZNF70P1	0.175651806596689	2.20526373620634e-05
ZNF720	-0.0832690860870739	1.41079244491912e-05
ZNFX1	-0.0390406056488501	2.36778041042989e-05
