source	target
KPNA6	KIAA1522
CCDC28B	IQCC
CCDC28B	RP4-622L5.7
CCDC28B	DCDC2B
CCDC28B	EIF3I
CCDC28B	TMEM234
CCDC28B	FAM167B
CCDC28B	LCK
CCDC28B	HDAC1
CCDC28B	MARCKSL1
CCDC28B	RP4-811H24.9
CCDC28B	TSSK3
CCDC28B	ZBTB8OS
CCDC28B	RBBP4
CCDC28B	SYNC
CCDC28B	RP11-114B7.6
CCDC28B	KIAA1522
IQCC	RP4-622L5.7
IQCC	DCDC2B
IQCC	EIF3I
IQCC	TMEM234
IQCC	FAM167B
IQCC	LCK
IQCC	HDAC1
IQCC	MARCKSL1
IQCC	RP4-811H24.9
IQCC	TSSK3
IQCC	ZBTB8OS
IQCC	RBBP4
IQCC	SYNC
IQCC	RP11-114B7.6
IQCC	KIAA1522
RP4-622L5.7	DCDC2B
RP4-622L5.7	EIF3I
RP4-622L5.7	TMEM234
RP4-622L5.7	FAM167B
RP4-622L5.7	LCK
RP4-622L5.7	HDAC1
RP4-622L5.7	MARCKSL1
RP4-622L5.7	RP4-811H24.9
RP4-622L5.7	TSSK3
RP4-622L5.7	ZBTB8OS
RP4-622L5.7	RBBP4
RP4-622L5.7	SYNC
RP4-622L5.7	RP11-114B7.6
RP4-622L5.7	KIAA1522
DCDC2B	EIF3I
DCDC2B	TMEM234
DCDC2B	FAM167B
DCDC2B	LCK
DCDC2B	HDAC1
DCDC2B	MARCKSL1
DCDC2B	RP4-811H24.9
DCDC2B	TSSK3
DCDC2B	ZBTB8OS
DCDC2B	RBBP4
DCDC2B	SYNC
DCDC2B	RP11-114B7.6
DCDC2B	KIAA1522
EIF3I	TMEM234
EIF3I	FAM167B
EIF3I	LCK
EIF3I	HDAC1
EIF3I	MARCKSL1
EIF3I	RP4-811H24.9
EIF3I	TSSK3
EIF3I	ZBTB8OS
EIF3I	RBBP4
EIF3I	SYNC
EIF3I	RP11-114B7.6
EIF3I	KIAA1522
TMEM234	FAM167B
TMEM234	LCK
TMEM234	HDAC1
TMEM234	MARCKSL1
TMEM234	RP4-811H24.9
TMEM234	TSSK3
TMEM234	ZBTB8OS
TMEM234	RBBP4
TMEM234	SYNC
TMEM234	RP11-114B7.6
TMEM234	KIAA1522
FAM167B	LCK
FAM167B	HDAC1
FAM167B	MARCKSL1
FAM167B	RP4-811H24.9
FAM167B	TSSK3
FAM167B	ZBTB8OS
FAM167B	RBBP4
FAM167B	SYNC
FAM167B	RP11-114B7.6
FAM167B	KIAA1522
LCK	HDAC1
LCK	MARCKSL1
LCK	RP4-811H24.9
LCK	TSSK3
LCK	ZBTB8OS
LCK	RBBP4
LCK	SYNC
LCK	RP11-114B7.6
LCK	KIAA1522
HDAC1	MARCKSL1
HDAC1	RP4-811H24.9
HDAC1	TSSK3
HDAC1	ZBTB8OS
HDAC1	RBBP4
HDAC1	SYNC
HDAC1	RP11-114B7.6
HDAC1	KIAA1522
MARCKSL1	RP4-811H24.9
MARCKSL1	TSSK3
MARCKSL1	ZBTB8OS
MARCKSL1	RBBP4
MARCKSL1	SYNC
MARCKSL1	RP11-114B7.6
MARCKSL1	KIAA1522
RP4-811H24.9	TSSK3
RP4-811H24.9	ZBTB8OS
RP4-811H24.9	RBBP4
RP4-811H24.9	SYNC
RP4-811H24.9	RP11-114B7.6
RP4-811H24.9	KIAA1522
TSSK3	ZBTB8OS
TSSK3	RBBP4
TSSK3	SYNC
TSSK3	RP11-114B7.6
TSSK3	KIAA1522
ZBTB8OS	RBBP4
ZBTB8OS	SYNC
ZBTB8OS	RP11-114B7.6
ZBTB8OS	KIAA1522
RBBP4	SYNC
RBBP4	RP11-114B7.6
RBBP4	KIAA1522
SYNC	RP11-114B7.6
SYNC	KIAA1522
RP11-114B7.6	KIAA1522
ARTN	IPO13
ARTN	RP11-7O11.3
IPO13	RP11-7O11.3
BTBD19	PTCH2
BTBD19	RNU5E-6P
PTCH2	RNU5E-6P
FRRS1	RNU4-75P
FRRS1	AL451051.1
FRRS1	AGL
FRRS1	SASS6
FRRS1	TRMT13
FRRS1	MIR553
FRRS1	RP5-837M10.4
FRRS1	GPR88
RNU4-75P	AL451051.1
RNU4-75P	AGL
RNU4-75P	SASS6
RNU4-75P	TRMT13
RNU4-75P	MIR553
RNU4-75P	RP5-837M10.4
RNU4-75P	GPR88
AL451051.1	AGL
AL451051.1	SASS6
AL451051.1	TRMT13
AL451051.1	MIR553
AL451051.1	RP5-837M10.4
AL451051.1	GPR88
AGL	SASS6
AGL	TRMT13
AGL	MIR553
AGL	RP5-837M10.4
AGL	GPR88
SASS6	TRMT13
SASS6	MIR553
SASS6	RP5-837M10.4
SASS6	GPR88
TRMT13	MIR553
TRMT13	RP5-837M10.4
TRMT13	GPR88
MIR553	RP5-837M10.4
MIR553	GPR88
RP5-837M10.4	GPR88
RNU2-38P	ACP6
RNU2-38P	HYDIN
RNU2-38P	SNORD112
RNU2-38P	AC027281.1
ACP6	HYDIN
ACP6	SNORD112
ACP6	AC027281.1
HYDIN	SNORD112
HYDIN	AC027281.1
SNORD112	AC027281.1
AQP10	ATP8B2
IL19	FAIM3
IL19	PIGR
IL19	YOD1
IL19	C1orf132
FAIM3	PIGR
FAIM3	YOD1
FAIM3	C1orf132
PIGR	YOD1
PIGR	C1orf132
YOD1	C1orf132
DTL	INTS7
ABCB10	TAF5L
ABCB10	URB2
TAF5L	URB2
AL359878.1	GTPBP4
AL359878.1	LINC00200
GTPBP4	LINC00200
AKR1C3	U8
IL2RA	RBM17
IL2RA	PFKFB3
IL2RA	RP11-414H17.5
RBM17	PFKFB3
RBM17	RP11-414H17.5
PFKFB3	RP11-414H17.5
SKIDA1	MLLT10
SKIDA1	SPAG6
MLLT10	SPAG6
CSGALNACT2	RP11-351D16.3
CSGALNACT2	C10orf25
CSGALNACT2	ZNF22
RP11-351D16.3	C10orf25
RP11-351D16.3	ZNF22
C10orf25	ZNF22
CAMK2G	RP11-574K11.8
POLR3A	RPS24
POLR3A	AC074323.1
RPS24	AC074323.1
ANXA11	LINC00857
ANXA11	BBIP1
ANXA11	SHOC2
LINC00857	BBIP1
LINC00857	SHOC2
BBIP1	SHOC2
ADIRF-AS1	MMRN2
ADIRF-AS1	SNCG
MMRN2	SNCG
CPEB3	MARCH5
CYP26C1	RP11-348J12.2
RNU6-43P	SUFU
SMNDC1	DUSP5
SMNDC1	RP11-525A16.4
DUSP5	RP11-525A16.4
SYT8	TNNI2
SYT8	AC051649.1
SYT8	TNNT3
TNNI2	AC051649.1
TNNI2	TNNT3
AC051649.1	TNNT3
PHLDA2	SLC22A18
NUP98	PGAP2
OR7E14P	PLEKHA7
OR7E14P	AC116533.1
OR7E14P	RPS13
OR7E14P	SNORD14A
OR7E14P	SNORD14B
OR7E14P	NCR3LG1
OR7E14P	ABCC8
OR7E14P	USH1C
OR7E14P	OTOG
PLEKHA7	AC116533.1
PLEKHA7	RPS13
PLEKHA7	SNORD14A
PLEKHA7	SNORD14B
PLEKHA7	NCR3LG1
PLEKHA7	ABCC8
PLEKHA7	USH1C
PLEKHA7	OTOG
AC116533.1	RPS13
AC116533.1	SNORD14A
AC116533.1	SNORD14B
AC116533.1	NCR3LG1
AC116533.1	ABCC8
AC116533.1	USH1C
AC116533.1	OTOG
RPS13	SNORD14A
RPS13	SNORD14B
RPS13	NCR3LG1
RPS13	ABCC8
RPS13	USH1C
RPS13	OTOG
SNORD14A	SNORD14B
SNORD14A	NCR3LG1
SNORD14A	ABCC8
SNORD14A	USH1C
SNORD14A	OTOG
SNORD14B	NCR3LG1
SNORD14B	ABCC8
SNORD14B	USH1C
SNORD14B	OTOG
NCR3LG1	ABCC8
NCR3LG1	USH1C
NCR3LG1	OTOG
ABCC8	USH1C
ABCC8	OTOG
USH1C	OTOG
DBX1	ELP4
DBX1	IMMP1L
ELP4	IMMP1L
AL162614.1	DCDC1
AL162614.1	DNAJC24
AL162614.1	AC108456.1
AL162614.1	ELP4
AL162614.1	IMMP1L
AL162614.1	RP1-17K7.2
AL162614.1	RP1-17K7.3
DCDC1	DNAJC24
DCDC1	AC108456.1
DCDC1	ELP4
DCDC1	IMMP1L
DCDC1	RP1-17K7.2
DCDC1	RP1-17K7.3
DNAJC24	AC108456.1
DNAJC24	ELP4
DNAJC24	IMMP1L
DNAJC24	RP1-17K7.2
DNAJC24	RP1-17K7.3
AC108456.1	ELP4
AC108456.1	IMMP1L
AC108456.1	RP1-17K7.2
AC108456.1	RP1-17K7.3
ELP4	RP1-17K7.2
ELP4	RP1-17K7.3
IMMP1L	RP1-17K7.2
IMMP1L	RP1-17K7.3
RP1-17K7.2	RP1-17K7.3
EIF3M	CCDC73
HIPK3	AL122015.1
SERPING1	MIR130A
SERPING1	OR5B21
MIR130A	OR5B21
AP005718.1	C11orf65
AP005718.1	DDX10
C11orf65	DDX10
CLMP	HSPA8
CD9	PLEKHG6
CD9	RN7SL391P
CD9	TNFRSF1A
PLEKHG6	RN7SL391P
PLEKHG6	TNFRSF1A
RN7SL391P	TNFRSF1A
RN7SL391P	CD27
RN7SL391P	CD27-AS1
RN7SL391P	TAPBPL
RN7SL391P	VAMP1
RN7SL391P	MRPL51
RN7SL391P	NCAPD2
RN7SL391P	GAPDH
RN7SL391P	RP5-940J5.3
RN7SL391P	IFFO1
RN7SL391P	CHD4
RN7SL391P	NOP2
RN7SL391P	RP5-940J5.6
RN7SL391P	SCARNA11
RN7SL391P	ACRBP
RN7SL391P	ING4
RN7SL391P	RP4-761J14.8
RN7SL391P	ZNF384
RN7SL391P	PIANP
RN7SL391P	COPS7A
RN7SL391P	RP4-761J14.9
RN7SL391P	PTMS
RN7SL391P	LAG3
RN7SL391P	MLF2
RN7SL391P	CD4
RN7SL391P	GPR162
RN7SL391P	LEPREL2
RN7SL391P	GNB3
RN7SL391P	CDCA3
RN7SL391P	USP5
RN7SL391P	LRRC23
RN7SL391P	RPL13P5
RN7SL391P	SPSB2
RN7SL391P	TPI1
RN7SL391P	ATN1
RN7SL391P	C12orf57
RN7SL391P	RNU7-1
RN7SL391P	PTPN6
RN7SL391P	U47924.31
RN7SL391P	EMG1
RN7SL391P	MIR141
RN7SL391P	MIR200C
RN7SL391P	PHB2
RN7SL391P	SCARNA12
RN7SL391P	U47924.27
RN7SL391P	U47924.29
RN7SL391P	CLSTN3
RN7SL391P	RBP5
RN7SL391P	RP11-273B20.1
RN7SL391P	ARHGAP9
RN7SL391P	MARS
TNFRSF1A	CD27
TNFRSF1A	CD27-AS1
TNFRSF1A	TAPBPL
TNFRSF1A	VAMP1
TNFRSF1A	MRPL51
TNFRSF1A	NCAPD2
TNFRSF1A	GAPDH
TNFRSF1A	RP5-940J5.3
TNFRSF1A	IFFO1
TNFRSF1A	CHD4
TNFRSF1A	NOP2
TNFRSF1A	RP5-940J5.6
TNFRSF1A	SCARNA11
TNFRSF1A	ACRBP
TNFRSF1A	ING4
TNFRSF1A	RP4-761J14.8
TNFRSF1A	ZNF384
TNFRSF1A	PIANP
TNFRSF1A	COPS7A
TNFRSF1A	RP4-761J14.9
TNFRSF1A	PTMS
TNFRSF1A	LAG3
TNFRSF1A	MLF2
TNFRSF1A	CD4
TNFRSF1A	GPR162
TNFRSF1A	LEPREL2
TNFRSF1A	GNB3
TNFRSF1A	CDCA3
TNFRSF1A	USP5
TNFRSF1A	LRRC23
TNFRSF1A	RPL13P5
TNFRSF1A	SPSB2
TNFRSF1A	TPI1
TNFRSF1A	ATN1
TNFRSF1A	C12orf57
TNFRSF1A	RNU7-1
TNFRSF1A	PTPN6
TNFRSF1A	U47924.31
TNFRSF1A	EMG1
TNFRSF1A	MIR141
TNFRSF1A	MIR200C
TNFRSF1A	PHB2
TNFRSF1A	SCARNA12
TNFRSF1A	U47924.27
TNFRSF1A	U47924.29
TNFRSF1A	CLSTN3
TNFRSF1A	RBP5
TNFRSF1A	RP11-273B20.1
TNFRSF1A	ARHGAP9
TNFRSF1A	MARS
CD27	CD27-AS1
CD27	TAPBPL
CD27	VAMP1
CD27	MRPL51
CD27	NCAPD2
CD27	GAPDH
CD27	RP5-940J5.3
CD27	IFFO1
CD27	CHD4
CD27	NOP2
CD27	RP5-940J5.6
CD27	SCARNA11
CD27	ACRBP
CD27	ING4
CD27	RP4-761J14.8
CD27	ZNF384
CD27	PIANP
CD27	COPS7A
CD27	RP4-761J14.9
CD27	PTMS
CD27	LAG3
CD27	MLF2
CD27	CD4
CD27	GPR162
CD27	LEPREL2
CD27	GNB3
CD27	CDCA3
CD27	USP5
CD27	LRRC23
CD27	RPL13P5
CD27	SPSB2
CD27	TPI1
CD27	ATN1
CD27	C12orf57
CD27	RNU7-1
CD27	PTPN6
CD27	U47924.31
CD27	EMG1
CD27	MIR141
CD27	MIR200C
CD27	PHB2
CD27	SCARNA12
CD27	U47924.27
CD27	U47924.29
CD27	CLSTN3
CD27	RBP5
CD27	RP11-273B20.1
CD27	ARHGAP9
CD27	MARS
CD27-AS1	TAPBPL
CD27-AS1	VAMP1
CD27-AS1	MRPL51
CD27-AS1	NCAPD2
CD27-AS1	GAPDH
CD27-AS1	RP5-940J5.3
CD27-AS1	IFFO1
CD27-AS1	CHD4
CD27-AS1	NOP2
CD27-AS1	RP5-940J5.6
CD27-AS1	SCARNA11
CD27-AS1	ACRBP
CD27-AS1	ING4
CD27-AS1	RP4-761J14.8
CD27-AS1	ZNF384
CD27-AS1	PIANP
CD27-AS1	COPS7A
CD27-AS1	RP4-761J14.9
CD27-AS1	PTMS
CD27-AS1	LAG3
CD27-AS1	MLF2
CD27-AS1	CD4
CD27-AS1	GPR162
CD27-AS1	LEPREL2
CD27-AS1	GNB3
CD27-AS1	CDCA3
CD27-AS1	USP5
CD27-AS1	LRRC23
CD27-AS1	RPL13P5
CD27-AS1	SPSB2
CD27-AS1	TPI1
CD27-AS1	ATN1
CD27-AS1	C12orf57
CD27-AS1	RNU7-1
CD27-AS1	PTPN6
CD27-AS1	U47924.31
CD27-AS1	EMG1
CD27-AS1	MIR141
CD27-AS1	MIR200C
CD27-AS1	PHB2
CD27-AS1	SCARNA12
CD27-AS1	U47924.27
CD27-AS1	U47924.29
CD27-AS1	CLSTN3
CD27-AS1	RBP5
CD27-AS1	RP11-273B20.1
CD27-AS1	ARHGAP9
CD27-AS1	MARS
TAPBPL	VAMP1
TAPBPL	MRPL51
TAPBPL	NCAPD2
TAPBPL	GAPDH
TAPBPL	RP5-940J5.3
TAPBPL	IFFO1
TAPBPL	CHD4
TAPBPL	NOP2
TAPBPL	RP5-940J5.6
TAPBPL	SCARNA11
TAPBPL	ACRBP
TAPBPL	ING4
TAPBPL	RP4-761J14.8
TAPBPL	ZNF384
TAPBPL	PIANP
TAPBPL	COPS7A
TAPBPL	RP4-761J14.9
TAPBPL	PTMS
TAPBPL	LAG3
TAPBPL	MLF2
TAPBPL	CD4
TAPBPL	GPR162
TAPBPL	LEPREL2
TAPBPL	GNB3
TAPBPL	CDCA3
TAPBPL	USP5
TAPBPL	LRRC23
TAPBPL	RPL13P5
TAPBPL	SPSB2
TAPBPL	TPI1
TAPBPL	ATN1
TAPBPL	C12orf57
TAPBPL	RNU7-1
TAPBPL	PTPN6
TAPBPL	U47924.31
TAPBPL	EMG1
TAPBPL	MIR141
TAPBPL	MIR200C
TAPBPL	PHB2
TAPBPL	SCARNA12
TAPBPL	U47924.27
TAPBPL	U47924.29
TAPBPL	CLSTN3
TAPBPL	RBP5
TAPBPL	RP11-273B20.1
TAPBPL	ARHGAP9
TAPBPL	MARS
VAMP1	MRPL51
VAMP1	NCAPD2
VAMP1	GAPDH
VAMP1	RP5-940J5.3
VAMP1	IFFO1
VAMP1	CHD4
VAMP1	NOP2
VAMP1	RP5-940J5.6
VAMP1	SCARNA11
VAMP1	ACRBP
VAMP1	ING4
VAMP1	RP4-761J14.8
VAMP1	ZNF384
VAMP1	PIANP
VAMP1	COPS7A
VAMP1	RP4-761J14.9
VAMP1	PTMS
VAMP1	LAG3
VAMP1	MLF2
VAMP1	CD4
VAMP1	GPR162
VAMP1	LEPREL2
VAMP1	GNB3
VAMP1	CDCA3
VAMP1	USP5
VAMP1	LRRC23
VAMP1	RPL13P5
VAMP1	SPSB2
VAMP1	TPI1
VAMP1	ATN1
VAMP1	C12orf57
VAMP1	RNU7-1
VAMP1	PTPN6
VAMP1	U47924.31
VAMP1	EMG1
VAMP1	MIR141
VAMP1	MIR200C
VAMP1	PHB2
VAMP1	SCARNA12
VAMP1	U47924.27
VAMP1	U47924.29
VAMP1	CLSTN3
VAMP1	RBP5
VAMP1	RP11-273B20.1
VAMP1	ARHGAP9
VAMP1	MARS
MRPL51	NCAPD2
MRPL51	GAPDH
MRPL51	RP5-940J5.3
MRPL51	IFFO1
MRPL51	CHD4
MRPL51	NOP2
MRPL51	RP5-940J5.6
MRPL51	SCARNA11
MRPL51	ACRBP
MRPL51	ING4
MRPL51	RP4-761J14.8
MRPL51	ZNF384
MRPL51	PIANP
MRPL51	COPS7A
MRPL51	RP4-761J14.9
MRPL51	PTMS
MRPL51	LAG3
MRPL51	MLF2
MRPL51	CD4
MRPL51	GPR162
MRPL51	LEPREL2
MRPL51	GNB3
MRPL51	CDCA3
MRPL51	USP5
MRPL51	LRRC23
MRPL51	RPL13P5
MRPL51	SPSB2
MRPL51	TPI1
MRPL51	ATN1
MRPL51	C12orf57
MRPL51	RNU7-1
MRPL51	PTPN6
MRPL51	U47924.31
MRPL51	EMG1
MRPL51	MIR141
MRPL51	MIR200C
MRPL51	PHB2
MRPL51	SCARNA12
MRPL51	U47924.27
MRPL51	U47924.29
MRPL51	CLSTN3
MRPL51	RBP5
MRPL51	RP11-273B20.1
MRPL51	ARHGAP9
MRPL51	MARS
NCAPD2	GAPDH
NCAPD2	RP5-940J5.3
NCAPD2	IFFO1
NCAPD2	CHD4
NCAPD2	NOP2
NCAPD2	RP5-940J5.6
NCAPD2	SCARNA11
NCAPD2	ACRBP
NCAPD2	ING4
NCAPD2	RP4-761J14.8
NCAPD2	ZNF384
NCAPD2	PIANP
NCAPD2	COPS7A
NCAPD2	RP4-761J14.9
NCAPD2	PTMS
NCAPD2	LAG3
NCAPD2	MLF2
NCAPD2	CD4
NCAPD2	GPR162
NCAPD2	LEPREL2
NCAPD2	GNB3
NCAPD2	CDCA3
NCAPD2	USP5
NCAPD2	LRRC23
NCAPD2	RPL13P5
NCAPD2	SPSB2
NCAPD2	TPI1
NCAPD2	ATN1
NCAPD2	C12orf57
NCAPD2	RNU7-1
NCAPD2	PTPN6
NCAPD2	U47924.31
NCAPD2	EMG1
NCAPD2	MIR141
NCAPD2	MIR200C
NCAPD2	PHB2
NCAPD2	SCARNA12
NCAPD2	U47924.27
NCAPD2	U47924.29
NCAPD2	CLSTN3
NCAPD2	RBP5
NCAPD2	RP11-273B20.1
NCAPD2	ARHGAP9
NCAPD2	MARS
GAPDH	RP5-940J5.3
GAPDH	IFFO1
GAPDH	CHD4
GAPDH	NOP2
GAPDH	RP5-940J5.6
GAPDH	SCARNA11
GAPDH	ACRBP
GAPDH	ING4
GAPDH	RP4-761J14.8
GAPDH	ZNF384
GAPDH	PIANP
GAPDH	COPS7A
GAPDH	RP4-761J14.9
GAPDH	PTMS
GAPDH	LAG3
GAPDH	MLF2
GAPDH	CD4
GAPDH	GPR162
GAPDH	LEPREL2
GAPDH	GNB3
GAPDH	CDCA3
GAPDH	USP5
GAPDH	LRRC23
GAPDH	RPL13P5
GAPDH	SPSB2
GAPDH	TPI1
GAPDH	ATN1
GAPDH	C12orf57
GAPDH	RNU7-1
GAPDH	PTPN6
GAPDH	U47924.31
GAPDH	EMG1
GAPDH	MIR141
GAPDH	MIR200C
GAPDH	PHB2
GAPDH	SCARNA12
GAPDH	U47924.27
GAPDH	U47924.29
GAPDH	CLSTN3
GAPDH	RBP5
GAPDH	RP11-273B20.1
GAPDH	ARHGAP9
GAPDH	MARS
RP5-940J5.3	IFFO1
RP5-940J5.3	CHD4
RP5-940J5.3	NOP2
RP5-940J5.3	RP5-940J5.6
RP5-940J5.3	SCARNA11
RP5-940J5.3	ACRBP
RP5-940J5.3	ING4
RP5-940J5.3	RP4-761J14.8
RP5-940J5.3	ZNF384
RP5-940J5.3	PIANP
RP5-940J5.3	COPS7A
RP5-940J5.3	RP4-761J14.9
RP5-940J5.3	PTMS
RP5-940J5.3	LAG3
RP5-940J5.3	MLF2
RP5-940J5.3	CD4
RP5-940J5.3	GPR162
RP5-940J5.3	LEPREL2
RP5-940J5.3	GNB3
RP5-940J5.3	CDCA3
RP5-940J5.3	USP5
RP5-940J5.3	LRRC23
RP5-940J5.3	RPL13P5
RP5-940J5.3	SPSB2
RP5-940J5.3	TPI1
RP5-940J5.3	ATN1
RP5-940J5.3	C12orf57
RP5-940J5.3	RNU7-1
RP5-940J5.3	PTPN6
RP5-940J5.3	U47924.31
RP5-940J5.3	EMG1
RP5-940J5.3	MIR141
RP5-940J5.3	MIR200C
RP5-940J5.3	PHB2
RP5-940J5.3	SCARNA12
RP5-940J5.3	U47924.27
RP5-940J5.3	U47924.29
RP5-940J5.3	CLSTN3
RP5-940J5.3	RBP5
RP5-940J5.3	RP11-273B20.1
RP5-940J5.3	ARHGAP9
RP5-940J5.3	MARS
IFFO1	CHD4
IFFO1	NOP2
IFFO1	RP5-940J5.6
IFFO1	SCARNA11
IFFO1	ACRBP
IFFO1	ING4
IFFO1	RP4-761J14.8
IFFO1	ZNF384
IFFO1	PIANP
IFFO1	COPS7A
IFFO1	RP4-761J14.9
IFFO1	PTMS
IFFO1	LAG3
IFFO1	MLF2
IFFO1	CD4
IFFO1	GPR162
IFFO1	LEPREL2
IFFO1	GNB3
IFFO1	CDCA3
IFFO1	USP5
IFFO1	LRRC23
IFFO1	RPL13P5
IFFO1	SPSB2
IFFO1	TPI1
IFFO1	ATN1
IFFO1	C12orf57
IFFO1	RNU7-1
IFFO1	PTPN6
IFFO1	U47924.31
IFFO1	EMG1
IFFO1	MIR141
IFFO1	MIR200C
IFFO1	PHB2
IFFO1	SCARNA12
IFFO1	U47924.27
IFFO1	U47924.29
IFFO1	CLSTN3
IFFO1	RBP5
IFFO1	RP11-273B20.1
IFFO1	ARHGAP9
IFFO1	MARS
CHD4	NOP2
CHD4	RP5-940J5.6
CHD4	SCARNA11
CHD4	ACRBP
CHD4	ING4
CHD4	RP4-761J14.8
CHD4	ZNF384
CHD4	PIANP
CHD4	COPS7A
CHD4	RP4-761J14.9
CHD4	PTMS
CHD4	LAG3
CHD4	MLF2
CHD4	CD4
CHD4	GPR162
CHD4	LEPREL2
CHD4	GNB3
CHD4	CDCA3
CHD4	USP5
CHD4	LRRC23
CHD4	RPL13P5
CHD4	SPSB2
CHD4	TPI1
CHD4	ATN1
CHD4	C12orf57
CHD4	RNU7-1
CHD4	PTPN6
CHD4	U47924.31
CHD4	EMG1
CHD4	MIR141
CHD4	MIR200C
CHD4	PHB2
CHD4	SCARNA12
CHD4	U47924.27
CHD4	U47924.29
CHD4	CLSTN3
CHD4	RBP5
CHD4	RP11-273B20.1
CHD4	ARHGAP9
CHD4	MARS
NOP2	RP5-940J5.6
NOP2	SCARNA11
NOP2	ACRBP
NOP2	ING4
NOP2	RP4-761J14.8
NOP2	ZNF384
NOP2	PIANP
NOP2	COPS7A
NOP2	RP4-761J14.9
NOP2	PTMS
NOP2	LAG3
NOP2	MLF2
NOP2	CD4
NOP2	GPR162
NOP2	LEPREL2
NOP2	GNB3
