gene	2292873_REL	2410163_REL	2297941_REL	974025_REL	2463247_REL	2260671_REL	2297625_REL	1825001_REL	2430935_REL	2264225_REL
DDX60	5.056686	4.854443	5.752749	5.771449	4.13761	5.2224	6.026306	6.408549	5.970487	6.736685
DDX6	6.109334	6.4351	5.727633	8.464513	5.895319	7.605686	6.800797	6.274569	6.866373	7.511864
DEAF1	6.29864	6.04634	6.887378	4.965708	6.005067	5.255356	6.846634	5.888729	6.337	6.216988
DEC1	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DECR1	4.758965	5.89476	5.396338	6.208794	5.424098	5.657362	5.272276	5.290218	5.182996	4.843631
DECR2	1.712691	2.107536	2.21642	-2.081688	1.332715	0.9603789	1.612351	1.078217	0.9980179	1.850579
DEDD2	4.125774	4.174395	4.194664	4.162175	4.017652	4.447253	4.222033	4.38744	4.374573	4.407483
DEDD	3.919438	3.51198	3.647051	1.883025	4.366998	5.131162	3.458991	4.377967	4.339522	4.614335
DEF6	6.726559	6.492193	6.571378	5.876878	6.886209	7.008921	6.910116	7.319907	7.358996	6.664612
DEF8	4.017843	4.618735	3.11309	4.669794	5.327504	5.888211	4.330516	4.771666	4.949559	5.026939
DEFA1B	12.78724	20.60866	-5.460389	13.78238	15.50385	13.96836	2.363863	11.97622	7.493917	-4.106319
DEFA4	1.546802	8.894441	-3.0098	4.873058	8.686579	6.470238	3.376387	-0.02718045	4.72692	3.779349
DEFA5	-7.396936	-3.776404	-7.296482	-7.911081	-4.030805	-6.136049	-7.42035	-7.546208	-5.788622	-7.492143
DEFA6	-7.396936	-1.097459	-7.296482	-7.911081	-1.671349	-2.06335	-7.42035	-7.546208	-7.469332	-7.492143
DEFB103B	-5.779108	3.846259	-5.784644	2.000122	7.233287	4.787602	0.9060222	2.68783	-0.920186	-6.008871
DEFB104A	-14.79387	-15.08026	-14.59296	-15.82216	-15.2841	-15.38026	-14.8407	-15.09242	-14.93866	-14.98429
DEFB105A	-14.79387	-15.08026	-14.59296	-15.82216	-15.2841	-15.38026	-14.8407	-15.09242	-14.93866	-14.98429
DEFB106A	-14.79387	-15.08026	-14.59296	-15.82216	-15.2841	-15.38026	-14.8407	-15.09242	-14.93866	-14.98429
DEFB107A	-14.79387	-15.08026	-14.59296	-15.82216	-15.2841	-15.38026	-14.8407	-15.09242	-14.93866	-14.98429
DEFB108B	-14.79387	-15.08026	-14.59296	-15.82216	-15.2841	-15.38026	-14.8407	-15.09242	-14.93866	-14.98429
DEFB109P1B	-3.892871	-3.082562	-3.493036	-7.911081	-5.714096	-7.690131	-4.20692	-7.546208	-3.430105	-5.293133
DEFB109P1	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DEFB110	-14.79387	-15.08026	-14.59296	-15.82216	-15.2841	-15.38026	-14.8407	-15.09242	-14.93866	-14.98429
DEFB112	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DEFB113	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DEFB114	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DEFB115	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DEFB116	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DEFB118	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DEFB119	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DEFB121	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DEFB122	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DEFB123	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DEFB124	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DEFB125	-7.396936	-7.540128	-7.296482	-3.242076	-4.407019	-7.690131	-5.510189	-7.546208	-5.033246	-1.714075
DEFB126	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DEFB127	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DEFB128	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DEFB129	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DEFB130	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DEFB131	-14.79387	-15.08026	-14.59296	-15.82216	-15.2841	-15.38026	-14.8407	-15.09242	-14.93866	-14.98429
DEFB132	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DEFB134	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DEFB135	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DEFB136	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DEFB1	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DEFB4A	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DEGS1	5.100709	4.513777	4.532368	4.963362	5.165903	4.955266	4.600872	4.430463	4.750461	5.291182
DEGS2	2.129776	-0.03745095	1.344204	-2.61077	-1.094075	-0.8908011	0.8361675	-0.3661214	0.9430352	-0.4864813
DEK	6.698951	6.713411	6.760836	7.720284	6.788976	6.353991	6.644118	7.065606	6.19421	7.180792
DEM1	3.712083	2.598366	3.019789	1.217222	2.638353	1.842675	2.811269	2.49973	2.6391	3.617596
DENND1A	6.776285	6.75057	5.384996	6.783887	6.686484	6.833689	6.001861	5.9607	6.513072	7.184754
DENND1B	5.521094	5.839055	6.380609	4.912156	4.788805	4.871791	5.833221	5.384301	5.575684	5.120915
DENND1C	5.115601	5.730883	5.478676	5.554397	5.381478	5.76377	6.141362	6.636691	6.178428	5.747113
DENND2A	-5.779108	-3.082562	-7.296482	-7.911081	-7.64205	-1.80519	-6.16984	-0.7672967	-4.173105	-2.997097
DENND2C	0.7126009	1.649721	-0.4408996	-2.221085	2.323207	2.180718	0.2207103	0.04642681	2.243584	0.596216
DENND2D	5.556526	5.359803	5.203205	4.563624	5.362397	5.76576	6.220761	6.847214	6.902247	5.251313
DENND3	8.021818	7.779085	7.309484	8.622084	8.070661	8.440387	7.836824	6.625476	7.084902	7.778933
DENND4A	6.730734	7.329457	6.314034	7.832044	6.7644	7.007239	6.76108	6.6766	7.298567	7.082818
DENND4B	7.67263	7.604829	7.248878	6.929366	7.307426	7.653703	7.273615	7.567363	7.73502	7.605577
DENND4C	6.672021	6.393746	7.016761	6.860622	5.907183	6.220312	6.820664	6.251085	6.859739	6.592182
DENND5A	7.558505	7.540711	8.094512	8.492295	8.06462	8.704637	8.271108	7.237511	8.428067	7.963442
DENND5B	3.739526	4.416652	4.510167	3.546968	3.111308	2.579616	3.60838	3.767421	2.181598	3.284061
DENR	5.518778	5.225047	6.071551	6.640862	5.046533	4.76738	5.4269	5.627554	5.245396	5.406616
DEPDC1B	1.902305	3.52757	2.160501	2.789913	2.306921	2.789829	1.522208	0.4950816	0.6080962	3.592764
DEPDC1	3.031428	4.041518	3.719793	2.200081	3.401302	3.286381	2.711937	1.492341	1.48228	4.267302
DEPDC4	-0.5934734	-0.553382	0.2150304	-0.3989217	-0.5884805	-0.8659335	-0.8328556	-1.931323	-1.399464	-1.23618
DEPDC5	6.545384	6.802027	6.714984	6.382007	6.198447	6.197083	6.441044	6.171411	6.691851	6.547651
DEPDC6	5.360084	2.584882	6.476857	4.815511	4.838512	2.039784	4.698947	3.739951	4.673031	3.103303
DEPDC7	2.253794	1.395443	3.077296	1.927713	-0.2148267	-2.007889	-1.71901	-0.1867201	-1.263914	0.4138109
DERA	4.491276	4.026635	5.006306	3.356823	3.984757	3.770613	3.829585	3.910633	3.561441	4.289548
DERL1	5.334195	5.942061	5.635946	4.875199	5.580466	4.987605	5.125597	5.358041	5.473495	5.524164
DERL2	3.677894	3.305524	3.523928	2.88363	3.021845	3.350119	3.248997	3.441092	3.46065	3.392183
DERL3	1.018262	2.278099	1.268632	-1.310978	0.5514058	1.0015	0.5251375	1.212193	1.143304	1.631214
DES	-2.179329	-0.1774978	-5.062759	4.674308	1.897817	-0.1144106	-2.729564	-1.264333	0.2026614	-3.729715
DET1	2.196985	1.485275	1.898636	0.9832119	1.864822	2.036491	2.834255	0.9814472	1.611313	1.292414
DEXI	2.623581	2.2304	2.681287	0.8502388	1.291926	1.596526	2.921169	2.567973	2.157649	2.190308
DFFA	3.802446	3.391683	4.187221	4.389854	3.204365	2.621985	3.914463	3.656217	3.486516	2.960861
DFFB	3.460218	2.81712	3.465129	1.639473	2.519715	2.289866	3.438779	3.163571	3.095026	2.449366
DFNA5	-0.3482911	1.660045	1.55552	-0.6714435	0.3435856	-1.228388	1.763698	2.609042	0.9707885	1.721255
DFNB31	1.320852	2.66652	2.585444	2.086419	0.8612379	0.9810862	1.850009	2.850789	2.224498	3.101627
DFNB59	-0.03533473	0.1500197	1.422369	-1.186687	-0.2871496	-0.4602729	1.364228	-3.458577	0.1388526	0.01864445
DGAT1	4.955857	5.25898	4.2286	5.064383	5.636116	4.777773	4.356834	4.263015	4.647464	5.112205
DGAT2L6	0.9511405	4.446781	-1.677509	4.092124	4.440687	6.109868	5.202694	-2.368116	3.513499	3.16236
DGAT2	-5.779108	-4.673918	-5.062759	-3.848339	-5.714096	-5.405339	-1.539451	-2.24591	-3.880852	-4.173232
DGCR10	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-5.033246	-7.492143
DGCR11	-3.766974	-2.188005	-2.359717	-7.911081	-4.407019	-2.525971	-2.112224	-4.658528	-2.9421	-2.598143
DGCR14	3.780058	3.245087	3.532765	1.842753	3.550549	3.438867	3.724536	4.237051	3.803162	3.885399
DGCR2	5.574478	5.115371	5.245927	4.035825	5.462282	5.81609	5.491068	5.198342	5.583195	5.314875
DGCR5	-4.353952	-2.830513	-5.784644	-3.848339	-4.030805	-2.87709	-6.16984	-7.546208	-3.430105	-2.688021
DGCR6L	2.833196	1.759417	3.293768	-0.8485252	1.778873	1.142981	2.979773	1.401753	1.311915	1.950765
DGCR6	3.913573	3.851899	4.28024	0.3568336	3.93529	3.126735	3.943444	4.066194	3.75609	4.117005
DGCR8	5.719346	5.366911	5.66872	4.319803	5.345056	5.085676	5.378574	5.646911	5.428336	5.640085
DGCR9	-1.991539	0.4288943	-1.677509	-7.911081	-3.091074	-1.106868	-2.112224	-0.9945152	-0.9898052	0.08798024
DGKA	6.167042	7.075259	6.819939	6.904079	6.645788	6.944373	7.969591	6.6766	8.000574	6.465357
DGKB	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-5.293133
DGKD	6.817461	6.722676	6.38915	6.463823	7.083293	6.857566	6.773131	6.855983	7.236569	7.288822
DGKE	2.59748	3.339645	3.964757	1.55297	2.491171	2.138329	3.241647	2.984767	4.002312	3.260228
DGKG	6.085014	7.044805	4.439873	5.705808	6.544377	5.967529	6.047536	4.055834	4.789296	6.738977
DGKH	2.435029	3.983097	0.5176801	4.006178	1.687477	3.169461	3.040331	3.34712	3.99332	2.857433
DGKI	-6.372217	-2.616018	-7.296482	-7.911081	-4.030805	-2.87709	-2.98147	-0.9945152	-7.469332	-3.934497
DGKK	-2.349421	-1.364137	-5.784644	-3.242076	-2.31034	-0.9947934	-2.808744	-2.028758	3.638446	-2.997097
DGKQ	4.420256	4.624678	4.139807	1.608926	3.533154	4.419075	4.439997	6.648312	5.339764	4.608448
DGKZ	8.119626	8.162465	7.620345	7.09939	8.197752	7.521607	8.081418	8.345474	8.373772	8.355692
DGUOK	5.554831	5.402319	5.345835	5.426913	5.702594	5.407483	5.291682	5.374807	5.360456	5.62675
DHCR24	6.25733	5.119117	5.616334	3.344515	5.979286	3.681694	3.829585	5.766995	4.780829	7.042123
DHCR7	5.794985	4.583235	4.796682	2.419356	5.333044	3.131374	4.44747	4.009039	5.013223	6.016405
DHDDS	5.039286	5.061869	4.961193	4.074222	4.830702	4.797851	5.026792	4.618186	5.113631	5.389209
DHDH	-2.64933	-2.616018	-3.937712	-6.453914	-7.64205	-7.690131	-3.404941	-3.759446	-3.637946	-3.729715
DHDPSL	-7.396936	-5.909183	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-5.475682	-7.469332	-7.492143
DHFRL1	4.861224	4.339262	4.831716	1.119477	4.010127	3.74864	3.543112	3.546331	2.58326	5.823809
DHFR	1.303017	0.6208195	0.9634287	1.41852	0.5922949	0.8596094	2.087182	1.626398	1.282688	0.8804222
DHH	-5.035658	-5.163194	-4.583844	-6.453914	-2.526774	-1.713607	-3.8313	-4.658528	-3.880852	-2.997097
DHODH	4.397326	4.135154	4.868249	3.330022	4.516116	3.770613	5.051522	4.366037	4.125745	4.591835
DHPS	5.900453	5.434625	5.73531	4.001613	5.257199	5.035825	5.865458	5.732101	5.464169	5.768917
DHRS11	4.816039	4.11934	4.78255	3.262936	4.036294	4.553614	4.134793	4.660802	4.497327	4.948484
DHRS12	3.922945	2.415457	3.498592	0.3568336	2.076561	1.674878	2.483838	2.837027	1.118705	1.458707
DHRS13	2.84557	3.282321	4.07977	2.777759	3.669964	3.208033	3.911378	3.045867	3.46716	3.822709
DHRS1	4.215743	3.853024	3.103236	1.560084	3.669964	3.971102	2.879156	3.21236	3.298544	2.782026
DHRS2	-6.372217	-7.540128	-7.296482	-4.007513	-2.781508	-4.032627	-7.42035	-7.546208	-2.9421	-3.934497
DHRS3	3.856636	2.430612	3.085327	-0.9662449	0.9892236	3.04058	2.614771	3.503411	4.022343	0.4875107
DHRS4L1	3.040067	2.90221	3.812214	1.248386	2.947628	2.34682	3.59306	3.31024	2.942194	3.136411
DHRS4L2	-0.9222103	-0.9025409	0.4570742	-6.453914	-1.737368	-1.902983	-0.4851911	-0.7258519	-0.7595544	-0.9045001
DHRS4	3.481782	3.147568	4.388059	1.822188	3.639399	2.383578	4.222656	4.033381	3.196458	3.194154
DHRS7B	6.112409	6.008208	6.08988	5.898264	6.263976	6.178153	6.316129	6.191493	6.027759	6.499317
DHRS7C	3.491263	3.2468	2.786016	1.919439	3.058785	3.019047	3.059965	2.376704	2.328266	3.632757
DHRS7	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DHRS9	2.540778	2.798548	-0.5118195	5.412245	3.925989	5.105458	2.00853	4.382711	3.625409	4.912144
DHRSX	5.141925	4.800049	5.608692	4.074843	4.78072	5.275054	5.121932	4.74612	5.229689	5.129163
DHTKD1	6.201746	4.855566	6.170185	4.636106	4.896801	5.561794	5.607147	5.188215	6.090507	5.839978
DHX15	7.810852	7.726635	8.261307	7.346214	7.509627	7.338736	7.625783	7.14542	7.604634	7.753751
DHX16	5.720018	5.476483	5.417168	6.052518	5.602734	5.552024	5.663467	5.934685	5.779373	6.011506
DHX29	5.452776	5.669928	5.512574	6.106968	5.182735	5.431191	5.430406	5.13578	5.605497	5.255839
DHX30	6.372754	6.269453	6.494492	5.136653	6.179284	5.734596	6.506007	6.220603	6.501226	6.079476
DHX32	4.122219	3.542993	4.463173	2.908927	3.589781	2.715572	3.535117	2.490968	3.347001	0.1670108
DHX33	4.762884	4.683427	4.914625	3.163678	4.762175	3.918395	4.811197	4.338218	4.478923	4.307102
DHX34	4.921495	4.661756	3.961488	5.815776	5.426456	6.945141	4.827653	4.61718	5.44038	6.105416
DHX35	4.898519	4.105242	4.909545	4.15925	4.442551	4.174327	4.461774	3.483672	4.335969	4.487284
DHX36	6.348289	5.784067	6.48807	5.929844	6.015753	5.95755	6.333231	5.957523	6.33922	5.94275
DHX37	5.222408	5.283811	5.449028	4.301878	5.082855	4.40701	5.564582	5.877008	5.26421	5.235357
DHX38	6.954008	6.866831	6.893394	6.583757	6.759733	6.54066	6.876798	7.250223	6.857418	6.91981
DHX40P1	5.667669	5.420272	6.30439	5.065945	5.739087	5.574625	6.062214	5.320825	5.729815	5.234592
DHX40	-0.1584201	0.1933138	0.7065515	-6.453914	0.1922148	-7.690131	0.5960168	-0.6082156	0.631469	0.2049597
DHX57	4.532039	4.861729	5.257524	4.445658	4.684726	4.476715	4.803729	4.811798	4.898693	4.519641
DHX58	3.009601	2.844536	3.224552	2.200081	2.702008	3.249874	3.916003	4.052861	3.16677	4.928303
DHX8	6.518299	6.360303	6.483139	6.326896	6.338473	6.553102	6.557603	6.295162	6.614239	6.342703
DHX9	8.578937	8.453791	9.102555	8.064812	8.407935	8.155675	8.395332	8.417829	8.430983	8.4579
DIABLO	3.898806	3.705075	3.954928	2.673373	3.653958	4.07348	3.764404	3.738101	3.833711	3.632757
DIAPH1	10.13357	9.281275	10.32641	10.42973	9.461957	9.37532	9.595394	9.996091	9.895264	9.809762
DIAPH2	6.487047	6.784144	6.806034	8.515268	6.725298	5.928748	6.014135	5.599298	5.987852	6.499635
DIAPH3	4.312066	4.885572	4.818528	4.722267	5.151724	4.34712	3.160826	3.267271	2.380931	6.26512
DICER1	8.347721	7.858767	8.385921	9.214247	7.944255	8.359292	8.563689	7.570225	8.560012	8.278174
DIDO1	7.380589	7.065098	7.740435	6.621971	6.869152	6.823214	7.430125	7.245184	7.450645	7.218095
DIMT1L	4.420256	3.718721	4.794847	4.64617	3.849346	3.701586	4.571371	4.21992	4.301777	4.083444
DIO1	-0.9390907	-0.6778792	0.1552458	-3.344635	-0.7494597	-1.293215	-0.01717467	-2.24591	-0.3865726	-0.7757333
DIO2	-7.396936	-5.163194	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-4.173105	-7.492143
DIO3OS	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-3.209755	-7.469332	-4.459463
DIO3	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-2.892524	-7.546208	-7.469332	-7.492143
DIP2A	7.227445	6.974289	6.645901	7.08428	7.319019	7.30893	7.209132	7.756874	7.374879	7.828649
DIP2B	7.147189	6.886062	7.636406	7.455467	6.969077	7.529829	7.212738	7.452746	7.481621	7.243958
DIP2C	-2.594813	1.754608	-1.732919	-1.629193	-0.5288029	1.130677	2.274101	3.30275	2.589241	-0.4272303
DIRAS1	-2.890675	-2.188005	-4.224904	-0.7396907	-1.489688	-3.82666	-7.42035	-1.206182	-2.287684	-3.116823
DIRAS2	-0.5028436	-7.540128	-7.296482	-7.911081	-1.183279	-7.690131	-7.42035	-7.546208	-4.173105	-7.492143
DIRAS3	-7.396936	-1.590183	-7.296482	-7.911081	-5.714096	-6.136049	-7.42035	-5.475682	-2.810296	-3.934497
DIRC1	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DIRC2	5.311405	4.070833	3.480435	5.510083	5.192186	5.558641	4.058066	3.254385	5.066178	5.140222
DIRC3	-7.396936	-7.540128	-7.296482	-7.911081	-5.714096	-7.690131	-7.42035	-7.546208	-5.033246	-7.492143
DIS3L2	6.108179	5.847832	6.402068	6.323503	5.664754	5.542768	5.874	5.862221	5.989831	5.792217
DIS3L	5.647847	5.409221	5.852294	4.401288	5.497689	4.997379	5.523756	4.936426	5.571536	5.306172
DIS3	5.405086	5.824787	5.897753	4.739604	5.358946	5.445542	6.05122	5.836081	6.063373	5.290815
DISC1	-1.044744	1.109333	0.9721175	1.61577	0.6959846	1.014951	1.102749	-0.7672967	1.275288	0.3361425
DISC2	-7.396936	-3.776404	-7.296482	-7.911081	-7.64205	-3.82666	-7.42035	-7.546208	-4.54	-7.492143
DISP1	2.834438	2.107536	3.209933	2.074047	1.831054	2.703162	2.195127	2.418889	3.584079	2.337081
DISP2	1.671583	1.628848	2.016727	0.1460683	0.3751707	0.7269558	2.924233	0.9814472	1.368651	2.129121
DIXDC1	1.561878	2.254446	1.94792	3.277037	1.89237	1.508928	2.540843	1.552529	1.050982	0.1148077
DKC1	6.85673	6.613195	7.109882	6.529743	6.574026	6.143554	6.898673	6.105852	6.307375	6.421876
DKFZP434H168	-7.396936	-5.163194	-7.296482	-7.911081	-7.64205	-6.136049	-7.42035	-7.546208	-5.033246	-7.492143
DKFZP434K028	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DKFZP434L187	-5.779108	-7.540128	-7.296482	-7.911081	-7.64205	-6.136049	-7.42035	-3.209755	-5.788622	-7.492143
DKFZP586I1420	-7.396936	-2.830513	-2.879032	-7.911081	-2.213194	-6.136049	-6.16984	-7.546208	-7.469332	-1.714075
DKFZP686I15217	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DKFZp434J0226	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DKFZp434L192	0.8218431	0.7520853	0.8071003	0.05835297	-0.03801176	0.03830051	0.07393122	-0.8539387	1.10207	0.8804222
DKFZp566F0947	-4.771007	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-3.729715
DKFZp686A1627	-5.035658	-7.540128	-7.296482	-6.453914	-7.64205	-7.690131	-7.42035	-7.546208	-5.788622	-7.492143
DKFZp686O24166	0.9738629	1.680475	1.898636	1.402777	0.9892236	-0.1440004	-0.4215735	-0.02718045	1.396203	0.2297155
DKFZp761E198	6.215516	6.644241	3.399006	5.466023	6.553034	6.490088	5.288416	6.205619	5.761939	6.429743
DKFZp779M0652	-5.779108	-4.309213	-7.296482	-7.911081	-5.714096	-7.690131	-7.42035	-7.546208	-4.173105	-7.492143
DKK1	-7.396936	-2.344321	-7.296482	-7.911081	-7.64205	-4.032627	-7.42035	-4.658528	-7.469332	-7.492143
DKK2	-1.348668	-2.264047	-3.153613	-7.911081	-7.64205	-0.09984021	-2.98147	-1.454332	-0.2309431	-1.5366
DKK3	-1.991539	0.5995211	-2.545649	-2.173107	-0.1685502	-0.5564672	-0.360643	-1.324928	-0.03422914	-1.578964
DKK4	-4.771007	-7.540128	-4.583844	-7.911081	-4.030805	-4.922602	-4.439177	-7.546208	-4.54	-4.459463
DKKL1	-7.396936	-7.540128	-7.296482	-2.270714	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DLAT	5.704987	5.439503	6.015913	5.067506	5.213639	4.949586	5.496482	5.50181	5.628912	5.69806
DLC1	4.0976	4.392088	-4.224904	3.097985	3.435412	1.951605	2.738289	5.441128	3.134415	2.67343
DLD	6.008945	6.525041	6.5678	7.520052	6.484998	6.39957	6.689505	6.523907	5.782313	6.925504
DLEC1	2.981844	3.773238	2.420656	2.401643	3.569445	3.847806	3.861902	3.033852	4.010135	3.103303
DLEU1	1.925803	1.41995	2.64371	2.42131	1.73085	1.975881	2.342118	1.734277	1.729747	1.366838
DLEU2L	-0.8092741	-2.616018	-1.256234	0.3403992	-1.879225	0.2802884	-1.008677	-2.648795	-1.140013	-1.23618
DLEU2	-3.102526	-3.776404	-3.493036	-3.344635	-5.714096	-3.342133	-4.716137	-5.475682	-2.474661	-3.390964
DLEU7	-3.028398	-1.542052	-5.784644	-1.186687	-4.917333	-3.486286	-1.968911	-5.475682	-3.430105	-2.783873
DLG1	6.411034	6.824145	6.848386	6.896546	5.93361	5.846737	6.136417	6.088532	6.348065	5.689999
DLG2	-1.59392	-1.858348	-2.545649	-0.100844	-1.328364	-3.211084	-0.2879295	-2.501641	-1.904862	-1.667618
DLG3	-0.2189758	2.181069	-5.062759	-2.676142	0.8273852	1.666379	1.408659	4.09539	3.331029	0.3131613
DLG4	4.835711	5.047686	5.446302	3.528951	3.997498	3.148256	4.160355	3.468131	4.701608	5.008728
DLG5	4.936611	5.239319	4.28809	4.428268	4.010127	4.681422	4.871567	5.232253	4.999815	6.083089
DLGAP1	-2.64933	-1.639976	-5.784644	-3.455047	-2.928004	-2.78098	0.2405108	0.2470854	-1.180142	-3.116823
DLGAP2	-2.027192	-3.082562	-0.2269021	-7.911081	-2.928004	-3.486286	-4.439177	-7.546208	-0.7902817	-6.008871
DLGAP3	0.1112432	0.7995539	-3.313366	-4.628873	-0.01735914	-1.469302	1.118885	-0.5710426	1.033542	1.564666
DLGAP4	3.549149	4.22308	3.571875	4.525969	3.733793	4.245946	4.566477	5.094442	4.547337	3.496594
DLGAP5	4.168754	5.595566	4.44222	4.943778	5.026782	5.25039	3.555021	3.890786	2.880128	5.681051
DLK1	-2.027192	-4.309213	-2.648448	5.830009	2.744953	-7.690131	-2.45025	-7.546208	-1.352851	-2.598143
DLK2	-0.3482911	0.1352947	-0.2269021	-1.565869	-0.1018051	-0.5172165	0.3809388	-0.3983168	0.3508311	-0.2801833
DLL1	0.969347	3.390134	0.5412272	1.842753	-2.928004	0.3667573	2.00564	1.577575	2.477601	-0.370317
DLL3	-7.396936	-2.188005	-7.296482	-1.837773	-2.781508	-5.405339	-6.16984	-7.546208	-5.033246	-7.492143
DLL4	-1.648402	-1.322887	-7.296482	-2.375406	-2.213194	-1.293215	-3.177723	0.6914191	-3.248471	-2.285952
DLST	6.151055	6.109385	6.536471	5.351267	5.817342	5.835883	6.188791	6.028872	6.064984	6.10437
DLX1	-7.396936	-7.540128	-5.784644	-7.911081	-7.64205	-7.690131	-4.716137	-0.8099673	-7.469332	-7.492143
DLX2	-4.030814	-3.227287	-3.698309	-1.729717	-5.714096	-4.922602	-4.00692	0.5297166	-5.788622	-7.492143
DLX3	-7.396936	-4.01835	-7.296482	-1.837773	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DLX4	-3.651187	-5.909183	-5.062759	-2.32211	-7.64205	-2.980063	-4.439177	-2.133252	-5.033246	-6.008871
DLX5	-7.396936	-5.909183	-7.296482	-7.911081	-7.64205	-5.405339	-7.42035	-2.812682	-7.469332	-7.492143
DLX6AS	-7.396936	-5.909183	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DLX6	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DMAP1	4.586501	4.202037	4.886174	2.753138	4.150217	4.041799	4.594154	4.647065	4.782134	4.522774
DMBT1	-7.396936	-5.909183	-7.296482	-7.911081	-7.64205	-7.690131	-4.439177	-7.546208	-7.469332	-7.492143
DMBX1	-7.396936	-7.540128	-7.296482	-4.390769	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143
DMC1	2.674407	3.483197	2.485815	1.857265	4.25155	3.249874	2.916561	2.278293	1.735151	4.581654
