gene	2292873_REL	2410163_REL	2297941_REL	974025_REL	2463247_REL	2260671_REL	2297625_REL	1825001_REL	2430935_REL	2264225_REL	2620771_BL	2430935_BL	2295595_BL	2264225_BL	1794247_BL	2296723_BL	2502699_BL
EIF2B5	6.550306	6.29307	6.284254	6.519059	6.553034	6.461054	6.696914	6.428475	6.689069	6.204749	6.715501	6.01363	6.815729	6.503813	6.399844	6.058992	6.366979
EIF2C1	6.673757	6.023782	6.560436	6.614195	6.388664	6.484962	6.186241	6.107644	6.700683	5.95045	6.366983	6.352793	5.630432	6.14616	6.453048	6.312316	5.73708
EIF2C2	6.051893	6.206792	5.449028	6.24083	6.276314	6.223393	5.761585	4.817065	6.172714	5.666958	6.196336	6.461268	5.858705	5.973123	5.701112	5.942188	6.541009
EIF2C3	6.111513	5.940474	6.599339	5.866335	5.622198	5.947721	6.00168	5.388436	6.272026	5.827108	6.359121	5.482724	5.002385	5.592161	5.719493	5.364623	5.314628
EIF2C4	6.401009	6.575683	6.690184	7.186658	6.841329	7.395437	7.032466	5.909426	6.329651	6.44733	7.117955	6.652176	5.838986	6.63069	6.683572	6.774745	6.012208
EIF2S1	5.573176	5.225047	5.517405	4.468524	5.330025	4.890611	5.171445	5.143488	5.144421	5.270826	4.782222	4.203032	5.660336	5.005758	4.866224	5.436997	5.175731
EIF2S2	6.114583	6.02028	5.92262	6.318005	5.890204	5.667512	5.69789	6.329662	5.546011	5.969177	5.977305	4.988268	6.601242	6.312945	6.449231	6.161082	6.05707
EIF2S3	8.838741	8.341912	8.884877	8.67373	8.503368	7.962247	9.240405	8.58205	8.249523	8.071277	9.427317	7.845077	8.78578	8.843371	8.706366	9.002114	8.766042
EIF3A	9.664109	9.73815	9.576133	10.0918	9.571272	8.879373	9.45223	10.19502	9.395228	9.864108	9.250267	8.612269	9.866824	9.096101	9.82195	9.35594	9.277585
EIF3B	7.802069	7.648665	7.734143	6.191288	7.695762	6.813625	7.442131	7.351561	7.276034	7.487453	7.687478	6.811687	7.740568	7.45618	6.666079	7.579493	7.460445
EIF3CL	-14.79387	-15.08026	-14.59296	-15.82216	-15.2841	-15.38026	-14.8407	-15.09242	-14.93866	-14.98429	-14.88522	-15.88953	-15.03281	-14.8097	-15.40409	-15.05329	-15.53221
EIF3C	-14.79387	-12.70332	-13.08113	-12.82528	-15.2841	-15.38026	-10.82529	-15.09242	-11.64244	-12.78528	-14.88522	-15.88953	-15.03281	-10.75722	-15.40409	-11.81982	-15.53221
EIF3D	7.890526	7.378345	8.170325	7.421569	7.739365	7.063238	8.102999	7.74195	7.689465	7.119191	8.517423	7.099821	8.459469	7.815703	7.918348	7.780105	7.593234
EIF3E	8.755352	8.638973	8.665803	9.68838	9.323736	7.227324	8.86792	7.766776	7.915588	7.728732	9.052498	7.067065	9.242824	8.825829	9.198162	8.667945	8.356272
EIF3F	7.844377	7.050334	7.880865	7.021077	7.610938	6.55094	7.786834	7.142101	7.673896	6.64878	8.442431	6.936416	7.89853	7.550541	7.44773	7.627424	7.091334
EIF3G	6.191361	5.758171	6.664783	4.657823	5.668344	5.352919	6.355391	6.505265	6.264104	5.855222	6.45316	5.679403	6.507471	6.547515	5.780438	5.868405	5.661509
EIF3H	8.17301	8.005906	8.286888	8.426244	8.477625	7.094854	8.172651	7.883201	7.557938	7.36054	8.492706	7.192381	8.625879	8.120011	8.187669	8.135151	7.901942
EIF3IP1	6.742112	6.361292	6.988133	5.648764	6.451823	6.072365	6.630464	6.78809	6.365158	6.283526	7.200465	6.000539	6.756715	6.413957	6.418104	6.609476	6.239357
EIF3I	-6.372217	-7.540128	-5.062759	-7.911081	-7.64205	-7.690131	-6.16984	-7.546208	-7.469332	-7.492143	-7.44261	-7.944765	-5.34081	-5.954615	-7.702045	-7.526643	-7.766103
EIF3J	4.4473	3.957167	4.50119	5.235226	3.987315	3.813579	4.029186	5.003418	4.028959	3.995055	4.318044	3.214007	4.987609	4.089832	4.839033	4.19074	4.047635
EIF3K	8.267283	7.255215	8.232216	6.899704	7.843593	7.192419	7.945431	8.037459	7.590448	8.004705	8.298922	7.281893	8.014443	8.259381	7.292515	7.93955	7.514162
EIF3L	9.118974	8.186266	9.140357	7.889566	8.907584	7.684147	8.970663	7.88184	8.204939	7.708028	9.437387	7.644915	9.10228	8.853419	8.634745	8.90009	8.231789
EIF3M	6.654106	6.08037	6.937041	7.186155	6.530856	5.911771	6.858295	6.498177	6.689765	6.307344	6.957456	5.663941	6.967405	6.821816	6.974976	6.491281	6.318598
EIF4A1	8.48774	7.899368	8.708149	7.640989	8.410319	8.128282	8.577743	8.115599	8.023255	8.229812	8.65057	7.711296	8.415172	8.207834	7.349747	8.414174	7.870106
EIF4A2	7.995131	7.535727	7.602093	9.078607	7.818951	7.74702	8.315868	7.296684	7.813593	7.405371	8.129584	7.045531	7.843235	7.875462	8.028887	7.862806	7.731078
EIF4A3	6.150183	6.087559	6.589138	5.844103	6.240855	6.058021	5.801706	6.317015	5.737913	6.814563	5.354286	5.404106	5.965474	5.867699	5.307727	6.445233	5.832053
EIF4B	9.364545	9.030874	9.725284	9.062122	9.592632	8.26653	9.576409	9.195156	9.088392	8.078961	9.787103	8.503491	9.773218	9.032715	9.74113	9.498429	8.832362
EIF4E1B	5.364175	5.127512	5.825874	4.54088	3.911252	4.384518	4.787417	5.151155	4.365019	4.840118	4.917933	3.897623	5.814568	4.902038	5.083378	5.278718	4.868705
EIF4E2	-7.396936	-2.616018	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143	-7.44261	-7.944765	-7.516404	-7.404848	-7.702045	-7.526643	-5.932144
EIF4E3	4.920033	4.827788	4.778222	5.541425	4.916389	5.029626	4.698947	5.157398	4.93906	4.793659	5.11988	4.949951	4.98411	4.578824	5.091466	4.600258	4.198776
EIF4EBP1	3.70055	4.937421	-3.937712	-2.270714	5.021177	5.372317	5.628203	6.310805	5.42625	3.393553	5.18804	5.742662	4.706867	4.953878	6.520066	5.596704	4.520261
EIF4EBP2	3.535467	4.471171	4.100722	3.563877	4.634223	3.135997	3.323991	3.436536	2.659139	4.07151	2.946831	2.49917	3.826269	3.402851	4.185329	3.839821	3.323218
EIF4EBP3	4.594954	4.612768	4.571489	5.516955	5.039158	4.717348	4.404236	5.512673	4.285294	5.244875	4.529676	4.614094	4.815201	4.399656	5.392464	4.918321	4.40382
EIF4ENIF1	-1.620904	-1.168758	-1.17725	-3.574615	-1.955753	-1.197035	-0.551744	-3.759446	-1.352851	-1.811734	-1.28809	-2.82991	-2.339396	-1.269378	-2.355501	-1.081146	-1.579762
EIF4E	6.184194	5.620561	6.348436	5.924858	5.887468	5.558641	6.048414	5.640487	5.993218	5.875464	6.280543	5.390077	5.784208	6.261773	6.705381	6.012889	5.60045
EIF4G1	9.716386	9.77255	9.420294	8.967996	9.218736	9.010901	9.404519	9.152298	9.215929	9.651253	9.704924	8.810731	9.623024	9.371588	9.29314	9.478816	9.358568
EIF4G2	10.20778	9.882306	10.03971	10.05164	9.49212	9.737281	9.569851	10.14725	9.912547	9.839266	10.001	9.748861	9.721985	9.949575	10.53307	9.987961	9.491971
EIF4G3	7.651776	7.472331	7.389399	7.798175	7.591426	8.029025	7.311184	7.628311	7.654151	7.086422	7.603032	7.540348	6.934472	6.996	7.969082	7.275705	7.170882
EIF4H	6.41301	6.179242	6.916649	6.407375	5.846507	5.390491	6.020234	6.357947	5.479948	5.923911	6.599158	5.634313	6.177162	6.150527	5.979085	6.348275	5.54108
EIF5A2	7.565675	7.672764	7.00424	9.865218	7.398621	7.933041	7.290631	6.938454	7.600661	7.281718	7.787388	7.206519	6.74952	7.589504	8.702882	7.485194	7.202505
EIF5AL1	8.471939	8.285357	8.766676	7.04441	8.17907	7.89689	7.983565	8.629914	8.162072	8.166961	8.447677	7.943396	8.5421	8.010225	7.174293	8.346184	8.140877
EIF5A	-0.5028436	1.31279	-2.275028	2.585456	1.316538	0.7830626	-0.2052507	2.740528	1.237707	1.801884	-4.665887	1.217825	-0.07870854	1.16661	-0.60323	-0.9483166	1.650331
EIF5B	0.5647748	0.4045397	1.120182	-1.337175	-0.145957	-1.022006	-0.1919201	0.161329	-0.5347897	0.4458586	0.2833072	-0.04015314	0.08703323	0.04018463	-1.592743	0.6371557	0.2987728
EIF5	6.552949	6.394133	6.84986	7.767387	6.134998	5.837776	6.418678	7.020845	6.28935	6.154726	6.310004	5.482323	6.961857	5.933612	6.643271	6.339978	6.309838
EIF6	5.103546	4.830076	5.557289	2.353319	4.861693	4.240947	4.993995	5.247289	4.627987	5.279003	4.948122	4.471192	5.192511	5.31231	2.18215	4.694703	4.29111
ELAC1	0.623437	0.9501771	0.9893398	0.3971185	0.9993937	0.4283692	1.323034	1.382933	0.9242319	1.195208	0.3355312	-0.04015314	0.9605024	0.6970667	-0.5447573	0.05997306	0.339649
ELAC2	7.308285	7.234747	7.593848	6.013531	6.953468	6.687794	7.258673	7.195827	7.008438	7.122293	7.391232	6.320657	7.739401	7.16534	6.228387	7.197776	7.277398
ELANE	10.99907	12.51269	4.202993	9.176301	11.94163	9.611118	7.096424	8.203531	6.350048	9.515749	3.51808	5.818262	5.675601	4.764464	9.753197	10.52397	7.959967
ELAVL1	5.588349	5.310272	5.799876	4.263713	5.278757	4.777773	5.307608	5.446236	5.121906	5.971014	5.518596	4.575548	5.706717	5.4647	5.207637	5.43015	5.279169
ELAVL2	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143	-7.44261	-7.944765	-7.516404	-7.404848	-7.702045	-7.526643	-7.766103
ELAVL3	-3.544006	-5.909183	-3.937712	-4.007513	-3.732684	-4.561528	-7.42035	-4.140054	-5.788622	-5.293133	-4.015688	-3.45839	-4.510028	-4.773147	-3.531375	-4.293172	-3.731284
ELAVL4	-5.035658	-2.429325	-7.296482	-7.911081	-5.714096	-4.922602	-6.16984	-7.546208	-1.776271	-4.459463	-7.44261	-5.923553	-7.516404	-7.404848	-4.076829	-5.89376	-5.932144
ELF1	8.215072	8.144481	8.29362	8.414669	7.394051	7.845234	7.81929	8.24198	7.816702	7.980978	8.535544	7.504593	7.8099	8.885926	8.145079	7.786895	7.709636
ELF2	6.109975	5.958623	6.900097	6.206387	5.504846	6.509075	6.494973	5.761997	6.105712	5.848994	6.869004	6.105468	5.7136	6.585177	6.123835	5.847143	6.000041
ELF3	-1.794352	-0.2724752	-1.850563	-1.995719	-1.671349	0.3667573	-0.985491	0.161329	0.3787227	-0.8005836	-0.3386027	-0.02185082	-0.02131942	-2.249	-3.136505	-0.916936	-2.560086
ELF4	7.532815	6.404916	7.748439	6.571707	6.771093	7.38082	6.87155	7.634665	7.212675	7.245571	7.458642	7.581799	6.484748	7.53615	7.188097	6.814726	6.106512
ELF5	-3.766974	-3.388167	-7.296482	-3.704995	-1.230038	-0.8908011	-3.533551	-7.546208	-3.637946	-7.492143	-7.44261	-3.110194	-5.34081	-4.417511	-2.167295	-2.247775	-1.261801
ELFN1	-7.396936	-1.858348	-5.784644	-7.911081	-2.31034	-6.136049	-5.059209	-7.546208	-1.776271	-1.62261	-4.304464	-2.963256	-7.516404	-5.954615	0.391498	-2.934812	-3.338421
ELFN2	-2.491596	-3.569265	-2.047241	-6.453914	-4.030805	-3.82666	-3.177723	-7.546208	-3.637946	-1.578964	-4.015688	-4.218262	-4.510028	0.09644969	-7.702045	-2.599766	-3.976822
ELK1	4.59898	4.12121	4.839453	3.046991	3.874428	3.690103	4.116828	4.552332	4.078695	4.555578	4.830219	3.638987	4.144172	4.385612	4.394965	4.286521	3.785709
ELK3	4.435479	4.723973	5.510339	5.738512	4.179583	4.164554	5.805449	4.938038	4.876856	5.089138	5.863806	4.5778	4.363362	5.480643	6.435228	5.12749	4.426924
ELK4	5.615337	5.698381	6.272211	6.624518	4.553696	5.190526	6.11395	6.645354	6.48568	4.798321	6.290086	5.844686	6.046548	5.692826	7.371497	5.768497	6.274918
ELL2	4.312066	4.240384	4.034859	4.611492	3.987315	5.384674	3.990245	4.699345	4.329731	4.904477	4.222473	4.810727	4.139461	5.030789	4.917817	4.248969	3.753298
ELL3	5.284619	5.671842	3.761741	5.465076	5.42221	5.178996	3.153011	5.360448	4.128828	4.760595	3.807584	4.223314	5.243888	4.095882	5.589698	4.96907	5.468834
ELL	1.958071	1.96908	1.628786	-0.4409152	1.180137	0.5349135	0.3356314	0.751345	1.076752	0.2419359	1.437543	-0.5158371	0.8571812	0.202796	0.3146203	1.495798	1.165748
ELMO1	8.216353	7.765403	8.46812	7.279558	7.822267	7.539459	8.447574	7.020465	7.931122	7.752817	8.932951	6.66653	8.125905	8.484929	7.26328	7.662416	7.817494
ELMO2	6.708128	6.275132	6.543047	6.446772	6.300163	6.135494	6.116129	6.670065	6.739687	7.058517	6.275748	6.66653	5.636016	6.879951	6.508248	6.344234	5.272147
ELMO3	2.79415	2.671631	1.617754	1.040289	2.191907	2.667409	2.58604	2.11111	2.633323	2.267056	2.641859	1.809634	2.589565	2.177811	1.425877	2.401004	2.798459
ELMOD1	-6.372217	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143	-5.881416	-7.944765	-7.516404	-7.404848	-7.702045	-7.526643	-7.766103
ELMOD2	3.949556	3.185584	3.812214	3.821656	3.195546	3.723258	3.780555	3.171818	3.242724	3.109985	3.217709	2.640894	3.851451	2.722471	3.194319	3.371958	3.197284
ELMOD3	4.537388	3.733461	4.015025	3.134188	4.00635	4.279769	4.338002	3.970163	4.413014	4.75261	3.193152	3.920281	3.351576	4.919688	3.950169	3.336591	3.383104
ELN	2.84557	2.648485	3.735189	1.252783	1.569564	-0.4602729	7.504682	1.112896	-1.399464	1.426946	4.988436	1.641832	3.090324	6.337228	1.686042	5.968157	4.424551
ELOF1	3.61568	3.275622	3.583262	3.240969	3.843712	3.664728	3.27683	4.217266	3.812139	3.91432	3.352124	4.303519	3.849529	3.839831	4.44722	3.610037	4.014358
ELOVL1	6.387955	5.841325	5.613213	4.630626	5.753805	5.746739	5.83057	5.787266	5.711082	6.180946	5.320673	5.760616	6.177162	6.046589	5.500536	6.010851	6.090884
ELOVL2	-6.372217	-5.163194	-4.224904	-3.056537	-7.64205	-7.690131	-6.16984	-7.546208	-5.033246	0.4138109	-7.44261	-7.944765	-5.34081	-2.320873	-7.702045	-7.526643	-7.766103
ELOVL3	1.366216	1.628848	-7.296482	-1.163064	1.859249	-0.6383251	-1.968911	-7.546208	-2.287684	-0.1309034	-5.881416	-3.670095	-2.651389	-5.246174	-2.000832	-3.211085	-4.272896
ELOVL4	-1.991539	-1.590183	-5.784644	-7.911081	-2.526774	-2.525971	-1.838556	-1.931323	-1.399464	-3.729715	-7.44261	-5.923553	-1.099814	-1.070423	-7.702045	-3.371982	-3.521521
ELOVL5	5.865033	5.812112	5.527756	6.005084	6.512998	6.70566	5.9098	5.880366	5.808824	6.274259	6.319557	6.270722	5.980038	6.209117	6.668977	6.390629	5.905078
ELOVL6	2.629318	1.856878	0.2582972	0.2552964	1.930075	1.415665	1.460232	2.252604	1.245302	1.442914	1.437543	1.405333	2.971666	2.107678	-0.3320272	1.405591	2.09831
ELOVL7	-0.02628769	2.061547	0.4570742	0.02788799	-0.3895904	3.022381	-2.112224	1.785335	1.767159	1.035894	1.056962	4.230966	0.3488307	1.014298	2.727103	2.172099	-1.144412
ELP2P	6.854054	6.588577	7.042513	5.615217	6.555836	6.337358	7.245949	6.12686	7.066933	6.30334	7.474104	6.060548	6.834552	6.976339	5.384963	6.588446	6.59968
ELP2	-7.396936	-7.540128	-7.296482	-7.911081	-5.714096	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143	-7.44261	-7.944765	-7.516404	-7.404848	-7.702045	-7.526643	-7.766103
ELP3	6.124899	6.41638	6.049655	6.449408	6.496039	5.581421	6.28578	6.474204	6.336111	5.69473	6.188149	5.513637	6.22723	5.840415	6.069597	5.640207	6.039085
ELP4	3.99303	4.008569	4.817925	3.64808	4.04859	3.574497	3.720136	3.713832	4.358905	1.338666	3.546053	3.212075	3.750033	2.083522	3.779029	3.776446	3.594892
ELSPBP1	-7.396936	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143	-7.44261	-7.944765	-7.516404	-7.404848	-7.702045	-7.526643	-7.766103
ELTD1	-5.035658	-1.858348	-3.313366	-7.911081	-7.64205	-1.293215	-4.439177	-2.501641	-3.430105	-7.492143	-7.44261	-7.944765	-0.1384755	-7.404848	-7.702045	-1.623678	-5.932144
EMB	6.672455	7.658112	7.24541	6.335732	8.025811	7.102355	7.607971	7.245998	7.402632	7.683317	6.386648	6.96924	6.833337	7.078741	6.654427	7.765446	6.760415
EMCN	-7.396936	-3.082562	-7.296482	-4.007513	-7.64205	-1.954483	-7.42035	-5.475682	-7.469332	-7.492143	-7.44261	-7.944765	-0.3696192	-7.404848	-7.702045	-3.760268	-4.272896
EMD	5.77943	5.900214	5.86518	4.795682	5.369276	6.198189	5.759228	6.09469	5.805938	5.501154	5.742424	5.843127	5.929542	5.725529	5.435308	5.922806	5.431111
EME1	3.27044	3.62565	3.103236	2.051507	3.978345	3.395818	2.772693	1.998162	2.035938	3.803255	1.345036	-0.4409747	2.917665	2.15481	3.135188	3.100155	3.113338
EME2	2.277733	3.005007	2.270253	-0.1816089	2.821466	2.159679	2.323672	3.285119	2.752701	3.364506	2.414929	2.239507	2.634895	2.770816	1.161896	2.491489	1.465701
EMG1	3.933417	3.556872	4.078765	2.943342	3.916629	3.37119	4.144678	3.951124	3.861157	3.629273	4.031871	3.078496	4.06026	3.578563	2.142664	3.991195	3.577909
EMID1	5.432413	4.594044	5.860507	-0.8113273	3.503091	0.1276866	4.971956	3.780063	2.549916	3.791871	5.76551	2.489633	4.758983	5.692541	0.560836	3.636718	4.389291
EMID2	-6.372217	-4.309213	-7.296482	-7.911081	-5.714096	-2.007889	-7.42035	-7.546208	-7.469332	-7.492143	-7.44261	-7.944765	-7.516404	-7.404848	-7.702045	-7.526643	-3.731284
EMILIN1	0.5345243	4.015622	2.241792	-0.3184328	4.107368	0.2578364	4.356267	0.2470854	2.349563	3.431395	5.593893	1.114063	4.224953	4.238663	1.673782	3.511124	-0.07812343
EMILIN2	6.340988	6.214912	5.705333	4.875912	6.094656	6.14623	6.619046	5.596237	4.924941	6.612179	7.889653	6.650215	5.569281	6.676254	6.596949	6.886933	6.319875
EMILIN3	-7.396936	-7.540128	-5.784644	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-7.469332	-7.492143	-7.44261	-7.944765	-7.516404	-5.954615	-7.702045	-7.526643	-7.766103
EML1	-2.491596	0.827303	-7.296482	-1.116947	-7.64205	-4.561528	-5.059209	-7.546208	-5.788622	-7.492143	-2.619181	-7.944765	-0.1082825	-7.404848	-7.702045	-1.728739	-3.521521
EML2	5.087487	4.882819	4.614441	4.356531	5.061779	4.855528	4.973436	6.132153	5.520417	5.437162	4.796848	5.052832	4.871205	4.909418	3.859713	4.938835	4.180141
EML3	5.902231	5.951286	6.036512	4.548501	5.588068	5.384998	6.175995	6.459402	6.513072	5.532583	6.374608	5.831535	5.79623	6.207521	4.659499	5.770004	5.095961
EML4	5.684986	6.716661	5.380923	7.735338	6.824446	6.990315	6.743733	7.26684	7.15651	7.072163	4.158678	6.559877	5.683712	6.914473	7.694863	6.226875	5.358797
EML5	2.849261	4.848813	-0.6121515	3.417817	3.927322	2.056141	1.797509	0.5467272	3.242724	0.8804222	-1.00227	1.973684	2.365855	0.7061359	3.373665	3.05932	1.119551
EML6	1.48803	2.457497	1.754985	0.3730828	0.9478106	2.162704	0.9667187	1.681346	2.360095	1.667908	0.06867718	2.0274	2.479559	1.345575	0.560836	1.602515	0.9713588
EMP1	2.71813	0.9074849	4.710386	4.199672	2.598766	0.9673144	1.631224	1.934963	5.1899	0.9036849	3.670717	2.177501	-0.2659929	3.036522	2.046097	4.604995	-0.3760701
EMP2	-3.766974	-3.388167	-2.648448	-7.911081	-1.879225	-2.450087	-7.42035	-1.523664	-5.788622	-1.667618	-7.44261	-7.944765	-1.676356	-4.132435	-7.702045	-2.171729	-2.897389
EMP3	7.689331	6.733257	8.029594	7.671796	6.956571	7.575153	7.034771	8.373528	7.503756	8.076511	7.448025	7.978763	5.990539	7.743485	7.321415	6.421262	5.652749
EMR1	2.678563	3.88198	3.501595	6.236534	4.697276	5.437136	5.650575	4.76895	4.425604	3.30314	6.871217	5.916732	2.469584	5.096927	5.406887	6.191094	2.497991
EMR2	8.542111	6.520091	8.802475	8.073345	6.529979	8.209679	8.256519	7.551781	7.199418	6.827165	8.529427	8.114805	6.847367	7.980107	6.873268	7.492699	7.019513
EMR3	2.967197	4.074697	-0.1684381	6.757826	5.756056	8.392118	6.118806	1.334778	5.957252	4.99886	-2.19208	6.613	1.460972	4.845189	3.449337	2.573874	-1.03586
EMR4P	1.86875	2.92807	-5.784644	-0.9061847	-1.05146	3.406064	2.847227	1.179848	2.027153	1.489783	-4.015688	0.9382568	-1.16048	2.508463	-4.076829	-1.434049	-0.2095563
EMX1	-2.957894	-2.046983	-2.545649	-4.914196	-0.6507337	-1.586289	-1.71901	-5.475682	-2.810296	-0.635001	-1.985753	-3.918298	-2.651389	-1.342298	-5.762863	-2.503396	-5.150149
EMX2OS	-1.541421	-7.540128	-7.296482	-7.911081	-7.64205	-4.561528	-7.42035	-2.028758	-7.469332	-6.008871	-7.44261	-7.944765	-7.516404	-7.404848	-7.702045	-7.526643	-7.766103
EMX2	-6.372217	-7.540128	-7.296482	-7.911081	-7.64205	-7.690131	-7.42035	-7.546208	-5.788622	-7.492143	-7.44261	-7.944765	-7.516404	-7.404848	-7.702045	-7.526643	-7.766103
EN1	-7.396936	-4.309213	-7.296482	-7.911081	-7.64205	-6.136049	-7.42035	-7.546208	-7.469332	-7.492143	-7.44261	-7.944765	-7.516404	-7.404848	-7.702045	-7.526643	-7.766103
EN2	-7.396936	-7.540128	-7.296482	-2.173107	-7.64205	-7.690131	-4.716137	-7.546208	-7.469332	-7.492143	-7.44261	-7.944765	-7.516404	-5.954615	-7.702045	-7.526643	-7.766103
ENAH	-3.028398	3.143894	-0.2672373	6.089558	0.2272519	0.2118562	-5.510189	0.0934914	3.690839	3.667148	-7.44261	-0.280067	1.824025	3.423618	-3.531375	0.4331031	1.409214
ENAM	-4.353952	-3.776404	-4.224904	-4.914196	-5.714096	-2.121027	-0.9626721	-3.209755	-0.6711142	-3.116823	-7.44261	-1.916988	-2.486975	-7.404848	-4.076829	-1.479171	1.246782
ENC1	1.468962	3.743205	-0.7199861	0.8209234	2.654532	2.847351	2.6869	4.19451	3.012867	3.676182	1.738396	4.160592	2.176497	3.456235	2.908076	3.677122	1.73448
ENDOD1	3.373156	2.622324	2.619027	0.838584	2.686356	2.98357	2.951519	2.943618	4.00902	1.238544	2.39045	4.180487	3.412718	2.551869	2.773801	3.484932	3.725293
ENDOG	2.097031	1.139161	1.818997	-1.914585	1.485236	0.5626556	1.04762	1.042685	1.085241	1.489783	2.019491	0.8907414	1.500696	2.386833	0.4501804	1.859694	1.555194
ENDOU	-3.35093	-1.450354	-2.44969	-1.09443	-3.091074	-1.54623	-1.410337	-7.546208	-1.973728	-0.2977651	-0.3801145	-3.273813	-3.602713	0.8357465	-0.5447573	-1.52575	-3.731284
ENGASE	6.223597	5.967483	7.734223	5.513523	5.110094	5.795048	6.729572	5.40602	6.003612	6.204163	5.538576	4.944144	5.72465	8.114168	6.202484	6.369309	6.306406
ENG	4.777165	4.502347	4.937543	2.407572	4.20617	3.989955	4.954829	4.921831	5.138825	4.302004	5.692926	4.584535	4.82892	5.489862	4.070783	4.881983	4.858193
ENHO	-3.892871	-3.776404	-1.91319	-3.242076	-1.328364	-1.853258	-3.8313	-1.38818	-3.637946	-3.55042	-7.44261	-1.316926	-5.34081	-5.954615	-7.702045	-5.89376	-4.272896
ENKUR	-4.030814	-4.673918	-7.296482	-7.911081	-7.64205	0.01171032	-7.42035	-0.5348034	-0.9898052	-6.008871	-4.304464	0.6379634	-1.970116	-3.352372	1.418548	-3.066346	-7.766103
ENO1	11.10866	10.16525	11.5452	8.697994	11.21925	9.631693	10.37203	10.50323	9.9761	10.90463	10.57805	9.955841	9.98143	10.29094	9.276862	10.77758	9.907773
ENO2	4.573914	3.935019	5.203666	2.020896	2.904986	3.529517	4.46966	4.928336	5.027058	2.508728	2.690292	3.724137	4.196511	3.700429	3.078189	4.607021	3.462359
ENO3	3.708701	3.021115	3.304128	2.409542	3.262524	3.037288	3.458991	3.399561	3.671238	3.920036	3.315213	2.680552	3.090324	3.204332	2.431885	3.389321	2.482865
ENOPH1	4.485358	4.184264	4.695378	3.193722	4.505451	4.163044	4.541753	4.599966	4.418063	4.371088	5.110075	3.61287	4.589734	4.230829	3.937406	4.414614	4.160311
ENOSF1	5.4281	5.669289	5.789775	3.417817	5.123524	4.010245	5.525774	4.189104	4.341295	5.308353	5.131927	3.182784	5.277864	4.24956	3.040491	4.258449	4.607925
ENOX1	-7.396936	-3.388167	-1.850563	-0.7750644	-4.917333	-4.272975	-3.404941	-4.658528	-2.474661	-1.916487	-7.44261	-5.923553	-3.050018	-2.320873	-7.702045	-3.553101	-2.897389
ENOX2	4.068865	3.837189	4.022364	3.146057	4.025138	3.659384	3.663507	4.133891	3.697775	3.55653	4.190928	3.337876	4.457204	3.420866	3.937406	4.057864	3.696734
ENPEP	-5.360015	1.153847	-5.784644	-0.100844	-7.64205	0.8294763	3.266003	-1.044592	-3.430105	-6.008871	-4.304464	-7.944765	3.544464	-5.954615	-7.702045	1.580695	-3.175964
ENPP1	-2.063749	-1.858348	-7.296482	-7.911081	-7.64205	-1.902983	-4.439177	-7.546208	-2.810296	-7.492143	-7.44261	-1.787667	-1.359474	-5.954615	-7.702045	-2.413062	-3.338421
ENPP2	2.420215	1.660045	4.54407	2.636829	0.9159515	2.803457	1.053228	1.382933	1.416528	0.8000539	1.518839	1.063533	2.913992	1.028828	0.724307	4.018842	2.294726
ENPP3	2.420215	3.263824	-1.572692	1.080426	0.523488	-0.4602729	2.295555	2.766173	1.135151	-0.8516064	-1.249109	0.3594831	-0.1082825	-1.500226	-0.2363747	-5.89376	-0.6958495
ENPP4	4.376159	3.342853	3.023974	4.92599	4.80339	3.585807	3.75669	3.846825	4.365019	3.463058	2.023476	4.130225	2.811112	2.932173	4.9243	4.859506	2.883852
ENPP5	-1.466089	0.02778379	-5.062759	-2.126674	-0.2148267	0.246478	-0.6394996	1.284961	1.581621	-2.433619	-2.953274	1.778643	0.112896	-2.052655	0.7939303	-0.1796711	-1.107313
ENPP6	-7.396936	-4.673918	-7.296482	-7.911081	-5.714096	-4.272975	-7.42035	-7.546208	-7.469332	-7.492143	-7.44261	-7.944765	-1.509233	-7.404848	-7.702045	-7.526643	-7.766103
ENPP7	-3.444241	-1.590183	-4.224904	-7.911081	-4.917333	-3.211084	-1.608617	-7.546208	-2.378145	-2.886549	-2.432919	-2.707853	-7.516404	-7.404848	-7.702045	-2.814276	-5.932144
ENSA	5.250828	4.667524	5.485519	4.640728	4.778507	4.39098	4.516091	5.344729	4.513929	5.055347	5.257785	4.138386	4.816185	4.835407	5.426201	4.837824	4.797745
ENTHD1	-7.396936	-5.909183	-7.296482	-7.911081	-7.64205	-5.405339	-4.20692	-7.546208	-7.469332	-6.008871	-7.44261	-3.670095	-3.602713	-4.417511	-7.702045	-7.526643	-3.731284
ENTPD1	5.931401	7.034426	1.645178	7.853873	7.6744	8.003263	6.169877	5.522917	5.956674	6.852291	1.376536	6.337147	3.898677	4.951973	7.42448	6.930445	3.525726
