TF	size	nes	pval	pval.fdr
ARNTL2	7	3.28519786202088	0.00101910777654731	0.450271232176106
MXD3	13	-3.25146393618531	0.00114812340329599	0.450271232176106
BAZ2A	16	3.17221001272051	0.00151283562035303	0.450271232176106
SKI	5	-3.08286850776851	0.00205015721491282	0.450271232176106
ZNF154	6	2.96438287661173	0.00303290671457208	0.450271232176106
NR4A1	16	-2.96154853037565	0.00306096250256505	0.450271232176106
ESR2	10	-2.95498095210506	0.00312688355677851	0.450271232176106
ZHX1	7	2.86548160139613	0.00416375467671068	0.524633089265546
ZNF611	4	2.81596737262039	0.00486306051877718	0.544662778103044
ZNF227	7	-2.75731549560705	0.00582780917885539	0.587443165228623
ZNF749	4	2.61498955128505	0.00892301851371505	0.817672969256797
TEAD2	4	2.5254575424726	0.0115547742597189	0.837830466623703
FOXM1	12	-2.47198000365135	0.0134367031890561	0.837830466623703
ZBTB2	7	2.47159407591516	0.0134512154407063	0.837830466623703
CREM	8	2.41750068172406	0.0156275047207747	0.837830466623703
HNF1A	6	2.39525105925457	0.0166089883788445	0.837830466623703
FOXO1	5	2.39450031908089	0.0166430289673901	0.837830466623703
FOXI1	9	2.38222748776536	0.017208263284236	0.837830466623703
BBX	7	2.36449726902649	0.0180545604645639	0.837830466623703
ZNF835	9	2.33290793087182	0.019652978044988	0.837830466623703
ZNF524	5	2.32125841099393	0.0202729013803694	0.837830466623703
AR	4	2.29677563701557	0.0216315720622993	0.837830466623703
ZNF565	5	2.29624068457985	0.0216621234976987	0.837830466623703
NFATC2	8	2.29273636018571	0.0218631878597138	0.837830466623703
ZNF385D	8	2.29250345805506	0.0218766082331542	0.837830466623703
ZNF71	5	2.2838570134484	0.0223799356736858	0.837830466623703
SMAD5	12	2.2782686753776	0.022710574785727	0.837830466623703
ZBTB22	6	2.24213800037283	0.0249524546924896	0.837830466623703
ZNF598	14	2.22256237624057	0.0262453235780074	0.837830466623703
ZNF614	8	2.21991129121835	0.0264247898949802	0.837830466623703
ZNF670	4	2.19183895497979	0.0283911372043342	0.837830466623703
ZNF562	7	-2.17435266282496	0.0296786602313807	0.837830466623703
MBD2	8	2.16646329400912	0.0302758018407566	0.837830466623703
ZGPAT	4	-2.15290795392467	0.0313259132635794	0.837830466623703
FOXP2	4	2.14831738733812	0.0316885505543112	0.837830466623703
HOXA1	5	2.14563773323168	0.0319018925316228	0.837830466623703
TGIF1	6	2.13939734805358	0.0324035015427008	0.837830466623703
NR1H3	12	2.1283023163103	0.0333120261889004	0.837830466623703
SPI1	6	2.12248247611872	0.033797242733068	0.837830466623703
ZNF69	13	2.12008100747475	0.03399921434216	0.837830466623703
HSF4	7	2.11699254380256	0.0342604806050473	0.837830466623703
ZNF517	7	2.09991317729227	0.0357364793717314	0.837830466623703
EPAS1	15	-2.09986425658832	0.0357407837944635	0.837830466623703
ZSCAN22	6	2.0751218797076	0.0379752404028225	0.869978234682843
MYT1	7	2.0454648621043	0.040809049972666	0.889823886198214
ZNF3	10	2.04308270177265	0.0410442519936472	0.889823886198214
BHLHE41	9	-2.02053331257325	0.0433280983294777	0.889823886198214
ZBTB40	4	2.01470889302553	0.0439351598609161	0.889823886198214
JRKL	8	2.0145369829872	0.0439531860773529	0.889823886198214
ZNF446	12	2.01277704755896	0.0441380895931654	0.889823886198214
MYSM1	4	1.97445279933878	0.0483302794457469	0.928632969590485
ZFP28	4	1.97330736273697	0.0484605545854891	0.928632969590485
ZNF431	6	1.97009981671826	0.0488269319328331	0.928632969590485
ZNF226	7	1.95876862355671	0.0501398896862324	0.935944607476339
PRDM1	13	1.89634549088314	0.0579143746289139	0.993697888014203
ZNF358	7	1.89612457503913	0.0579435736982049	0.993697888014203
THAP1	4	1.89076662394422	0.0586555043752849	0.993697888014203
E2F8	4	-1.86833482405518	0.0617154155086849	0.993697888014203
ZNF267	4	1.85455511698125	0.0636597824966918	0.993697888014203
IKZF2	7	1.83120585185993	0.0670698236138112	0.993697888014203
ZNF821	5	1.81460065477531	0.0695853018106377	0.993697888014203
ZNF329	8	1.80412892743981	0.0712110978293339	0.993697888014203
EGR2	8	-1.79943735101051	0.0719495256783339	0.993697888014203
KLF9	4	1.78132865560124	0.0748587758182614	0.993697888014203
ZFPM2	5	-1.78045381527058	0.0750017212999794	0.993697888014203
FLI1	7	1.76958746974474	0.0767958877381453	0.993697888014203
ZFP41	7	1.7673709996586	0.0771661164071849	0.993697888014203
GPBP1L1	5	1.76534072680529	0.0775065186437847	0.993697888014203
ZNF155	11	1.76255664099101	0.0779752954183192	0.993697888014203
HSF5	8	-1.75623494561775	0.0790483000555047	0.993697888014203
SMAD1	4	1.75399905030272	0.0794306698763442	0.993697888014203
RELA	15	1.72704061218931	0.0841603700246335	0.993697888014203
E2F5	7	1.68879521914559	0.0912586803487842	0.993697888014203
PROX2	9	1.68380280599613	0.0922197847594334	0.993697888014203
FOXH1	6	1.67534811094214	0.0938659510518365	0.993697888014203
BPTF	11	1.67521513081428	0.093892029887638	0.993697888014203
KLF1	19	1.66930757622876	0.0950564395284216	0.993697888014203
ZNF354A	5	1.66893376107561	0.0951305078688868	0.993697888014203
NR3C1	9	1.66878532286958	0.0951599324763901	0.993697888014203
MGA	5	1.6669727699754	0.095519819516169	0.993697888014203
ZFP3	11	-1.66626499844145	0.0956606449099915	0.993697888014203
CEBPE	16	-1.66222394727124	0.0964678801672421	0.993697888014203
NFAT5	8	1.65671852769399	0.097576395357063	0.993697888014203
VENTX	10	-1.65658370105094	0.0976036698521341	0.993697888014203
TFAP2E	7	1.65048261637931	0.0988442659074585	0.993697888014203
MYBL2	5	1.64910438864007	0.0991262507131728	0.993697888014203
TFAP4	6	1.63837244769569	0.101344023073019	0.993697888014203
TFE3	7	1.62203036986641	0.104796845593895	0.993697888014203
ZFX	8	1.62162684985629	0.104883270052062	0.993697888014203
ZNF860	9	1.6186314491401	0.105526584296494	0.993697888014203
ZNF792	18	1.61163227417368	0.107041983258871	0.993697888014203
RHOXF1	6	-1.59303406188667	0.111152549988041	0.993697888014203
NCOA1	13	-1.58893607321558	0.112074825999583	0.993697888014203
REL	6	-1.58582221865401	0.112779644012286	0.993697888014203
ZNF773	6	1.58349246220288	0.113309263372108	0.993697888014203
ESRRA	7	1.57682339382657	0.114836167224318	0.993697888014203
EGR1	10	1.56359378633165	0.117912995041083	0.993697888014203
NFE2L2	7	1.55873955162557	0.119058036486883	0.993697888014203
ZNF823	14	1.55627332251769	0.119643112305924	0.993697888014203
E2F4	8	-1.55546321212377	0.119835789492621	0.993697888014203
ZNF236	9	1.55333072778742	0.120344142895016	0.993697888014203
ZNF660	6	1.55134227023215	0.120819681989317	0.993697888014203
CENPA	6	-1.54904774853285	0.121370242220788	0.993697888014203
ZNF140	10	1.54671518268203	0.121931940374304	0.993697888014203
HLF	7	1.54122083701294	0.123263047849045	0.993697888014203
ZNF268	6	1.54085869990004	0.123351179327775	0.993697888014203
ZNF174	4	1.53498684456025	0.124787059522607	0.993697888014203
ZFP14	7	1.53287557856932	0.12530651414597	0.993697888014203
PCGF2	12	1.5322109649009	0.125470383609108	0.993697888014203
ZNF35	5	1.52583883783885	0.127050005752855	0.993697888014203
POU5F1B	9	1.52266821735729	0.127841733339738	0.993697888014203
ZNF354C	4	1.52121309187799	0.128206371128514	0.993697888014203
GATA1	21	-1.51326968976363	0.130211168537591	0.993697888014203
OLIG1	11	-1.51245047650337	0.130419302164153	0.993697888014203
ZNF184	4	1.50725866896616	0.131744367248868	0.993697888014203
NFIX	14	-1.49679787437457	0.134445859566444	0.993697888014203
ZNF273	7	1.49430525217906	0.135095852995837	0.993697888014203
CUX2	8	-1.49363322889101	0.135271509361641	0.993697888014203
NPAS1	7	1.49352558688483	0.135299661685042	0.993697888014203
ZNF652	10	1.48864326499507	0.13658133228546	0.993697888014203
