"ID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"eigenvalue"	"Page_Rank"	"size"	"nes"	"pval"	"pval.fdr"
"ABCG4"	-0.129709116934256	-6.92831275231424	-0.250848749495439	0.803001857107444	0.971331151457212	-5.36316138294782	-3.82803105670395	-10.5299804630726	0	0	1	1
"ABCG5"	0.931515885297922	-4.96699687132585	1.04569996609386	0.300937591869019	0.945241499105275	-4.95069703735365	-4.67838851381559	-10.9838187846354	0	0	1	1
"ABCG8"	-0.480142283630699	-3.97265358053274	-0.614797563103545	0.5415923212413	0.945241499105275	-5.23594428231906	-4.28226763077897	-10.9230960076454	0	0	1	1
"ABHD1"	-0.018802879030233	2.61253325729728	-0.0594973502119985	0.952803020186854	0.993379337315076	-5.38725359255206	-4.04907929931792	-10.7050744930897	0	0	1	1
"ABHD10"	0.206702313058119	0.329132059054351	0.546680047286497	0.587131280298769	0.945241499105275	-5.26779749525726	-3.78755714559093	-10.4848070004013	0	0	1	1
"ABHD11"	0.0992824935001613	4.05025532298253	0.445802661566753	0.657744385690064	0.951710245579171	-5.30819662960946	-3.0447722287122	-9.88055710372985	0	0	1	1
"ABHD12"	-0.146289699826939	5.30952963779569	-0.641740570547594	0.524094837805238	0.945241499105275	-5.22233316931823	-3.48364922715423	-10.4133697825566	0	0	1	1
"ABHD12B"	0.151546889702237	1.97064364209569	0.42656329298076	0.671604684104774	0.953398861968933	-5.31497896376224	-4.35859031131134	-10.8582973879123	0	0	1	1
"ABHD13"	-0.858231578146324	1.74104009781817	-1.08893172860854	0.281621588004956	0.945241499105275	-4.91427271518363	-3.74703968996433	-10.4008070191046	0	0	1	1
"ABHD14A"	0.0784600109100952	3.43758753331198	0.318439687623348	0.75153302047818	0.962043611917173	-5.3475699246922	-3.71255520905299	-10.5203759383001	0	0	1	1
"ABHD14B"	0.152229800810736	1.18411197773386	0.535480260786618	0.594790510090426	0.945241499105275	-5.27268266003448	-3.61261955774074	-10.3915121482969	0	0	1	1
"ABHD15"	-0.44795429315105	2.95317334348626	-1.49265509193744	0.142072241370961	0.945241499105275	-4.50855176611572	-3.90682212602663	-10.454798304946	0	0	1	1
"ABHD2"	0.0494043187637025	6.2468979477327	0.207087019588907	0.83681800389445	0.975834104718457	-5.37128750684914	-2.67791196468057	-9.57974578189234	0	0	1	1
"ABHD3"	0.420194053701263	3.78596088976492	1.87496057986651	0.0668897231502721	0.906851180870868	-4.0212437840602	-4.00915180879083	-10.6005437401143	0	0	1	1
"ABHD4"	-0.000541814346496139	3.70455394803834	-0.00193218022023311	0.998466352895327	0.999963755944801	-5.38868934115256	-3.1550614281025	-10.1288957504571	0	0	1	1
"ABHD5"	-0.501506091973719	5.14922517088163	-1.3601059788169	0.180150904549751	0.945241499105275	-4.65456097377729	-2.96125674795434	-9.95706733404479	0	0	1	1
"ABHD6"	0.0877519753545013	1.36821008812365	0.232068914012773	0.817471160749508	0.973083877023931	-5.3668383482552	-3.26770225528245	-10.1287889623832	0	0	1	1
"ABHD8"	-0.243228476919555	2.14972473047372	-0.72301686208023	0.473178340302377	0.945241499105275	-5.17781794524982	-3.39603310687056	-10.2952178064891	0	0	1	1
"ABI1"	-0.00437813417906341	6.84298208555589	-0.0259612097137852	0.979395920835131	0.995430864728595	-5.38841719978638	-3.11683670740859	-10.1280355498935	0	0	1	1
"ABI2"	0.0325703440632541	2.97955544823768	0.0756045374921693	0.940047988127113	0.992282410989639	-5.38637012335461	-3.37730729396154	-10.226716411689	0	0	1	1
"ABI3"	-0.172376963442647	0.0485681059472293	-0.349567404748291	0.728192583094192	0.956632131891784	-5.33915070620739	-3.62779714357995	-10.4138611484771	0	0	1	1
"ABI3BP"	0.514839009017876	2.27030911468501	0.64742454651255	0.520442047171887	0.945241499105275	-5.21938868088676	-4.16782893895376	-10.8444913149441	0	0	1	1
"ABL1"	-0.245372272629162	5.89707070741917	-0.972496415579599	0.335679495623543	0.945241499105275	-5.00918203994785	-2.91576762249237	-9.85349014837121	0	0	1	1
"ABL2"	0.243813891082678	4.80748569760163	1.2209096686329	0.228084225150087	0.945241499105275	-4.79453427059872	-3.30131121253313	-10.3770379516598	0	0	1	1
"ABLIM1"	0.278140240563038	5.68387366451782	0.551366368468413	0.583940468923646	0.945241499105275	-5.26572383774526	-2.79121461016613	-9.73313983371715	0	0	1	1
"ABLIM2"	0.954626512655885	-1.97813553440833	1.00619626369327	0.319367174519008	0.945241499105275	-4.98275863163922	-3.02715272785694	-9.97727915464248	0	0	1	1
"ABLIM3"	-0.886464283692352	-0.0675542042069899	-0.779262966082355	0.439650401917901	0.945241499105275	-5.1439898727717	-3.50122891331471	-10.2696831360597	0	0	1	1
"ABO"	-1.00155436579032	2.06235541881719	-0.754392986195578	0.454298889565945	0.945241499105275	-5.15925102131752	-4.90817607148472	-11.2655787958848	0	0	1	1
"ABR"	0.561126052790161	-1.23528934036583	0.908771269064992	0.368011748822303	0.945241499105275	-5.05679707414706	-3.05624338846398	-10.0089785469355	0	0	1	1
"ABRA"	-0.350343988718623	6.58459607959628	-1.01090756217935	0.31713002188144	0.945241499105275	-4.97899641773307	-3.86731268719523	-10.5546380577543	0	0	1	1
"ABT1"	0.0548292885098087	3.37950925723884	0.219339921305669	0.82731541411834	0.975177617160637	-5.36916842060365	-3.23498966774152	-10.009213718292	0	0	1	1
"ABTB1"	-0.405486009407272	6.28834595319905	-1.12881574726628	0.264586270139395	0.945241499105275	-4.87943800658353	-3.52861583359215	-10.3908432815119	0	0	1	1
"ABTB2"	0.840557035339326	2.58660630020367	1.34845722482367	0.18384044527816	0.945241499105275	-4.66680464008356	-2.71036993806304	-9.57714425302691	0	0	1	1
"ACAA1"	-0.133368439556941	5.71620937933145	-0.548607103748762	0.585818182571253	0.945241499105275	-5.26694689959516	-3.37946512370696	-10.2455770617536	0	0	1	1
"ACAA2"	-0.262223254384655	4.45153575978765	-0.597401157230596	0.553047762210845	0.945241499105275	-5.24442832035215	-3.32467398742122	-10.191874606089	0	0	1	1
"ACACA"	0.283215589249487	6.86535765414656	1.00977191367106	0.317668310795907	0.945241499105275	-4.97990481830531	-3.35224585974691	-10.250108858147	0	0	1	1
"ACACB"	0.144723148060485	5.0213726582332	0.401356845644329	0.689938865191937	0.95361326326451	-5.32341608465655	-3.81519022507115	-10.4477683983211	0	0	1	1
"ACAD10"	0.208902017244428	4.99965943658376	1.05374084132046	0.297277595843031	0.945241499105275	-4.9440278152648	-3.56160914151259	-10.4030646274578	0	0	1	1
"ACAD11"	0.505359565485797	4.49327558165519	1.80792900959794	0.0768859358424142	0.915247963715517	-4.11353082181426	-3.56975857695651	-10.4063378270912	0	0	1	1
"ACAD8"	0.251469267655128	4.89771357332769	1.04089171357414	0.303140917568944	0.945241499105275	-4.95466197896269	-3.66898035907665	-10.3904605953533	0	0	1	1
"ACAD9"	0.299710457801407	6.33621676988948	1.54051514556055	0.130002626929058	0.945241499105275	-4.45285103928087	-3.49842935655071	-10.3539641929396	0	0	1	1
"ACADL"	0.354360456502026	-6.55641753535493	0.502646014208702	0.617511842057114	0.945241499105275	-5.28642958821108	-3.79994837605071	-10.5012646549158	0	0	1	1
"ACADM"	0.125957336667428	6.51852083943547	0.444412958046917	0.658741564018133	0.951710245579171	-5.30869645992726	-3.29599770917698	-10.1983368687918	0	0	1	1
"ACADS"	0.435530187332162	4.02300638497337	1.72968203502579	0.0901141394027106	0.933996942162892	-4.21765389044894	-3.80469819271968	-10.464612363506	0	0	1	1
"ACADSB"	-0.284696905102418	4.30468991957657	-0.594742643398079	0.554809116594882	0.945241499105275	-5.24570378419253	-3.48744236380593	-10.1957784830516	0	0	1	1
"ACADVL"	0.0220232862644956	8.80079636434334	0.112179071230662	0.911149281690475	0.988512849753739	-5.38358209307568	-3.88013663258664	-10.4603033789181	0	0	1	1
"ACAN"	-0.228567613462499	-1.84137701097425	-0.180793347334333	0.857291059052022	0.979027762963048	-5.37542462650293	-4.42230283445605	-10.9154715402937	0	0	1	1
"ACAP1"	0.208258309887905	7.5153640622782	0.893773757372721	0.375902918127934	0.945241499105275	-5.06755370649951	-3.48668423628558	-10.4511630042558	0	0	1	1
"ACAP2"	-0.0398031068868008	7.0588924351375	-0.215591346947105	0.830219878085852	0.975834104718457	-5.36982961967691	-3.4036131111435	-10.2412226111227	0	0	1	1
"ACAP3"	-0.0261895071197271	4.83452941252364	-0.0784910252680209	0.937763800304196	0.992282410989639	-5.38618954908741	-3.24414141166666	-10.1155638766433	0	0	1	1
"ACAT1"	0.3895966635607	5.09688184159261	1.37684205394619	0.174949729913507	0.945241499105275	-4.63680251638099	-3.56308593389673	-10.3518746866504	0	0	1	1
"ACAT2"	0.526926740021151	4.07436411746211	2.23963497380964	0.0297830117251291	0.834905591980161	-3.47166580703754	-3.68312280067058	-10.5268522596633	0	0	1	1
"ACBD3"	0.145214570178527	4.97598100694995	0.850077860489916	0.399502571775166	0.945241499105275	-5.09791190522279	-3.15044630895599	-10.0523071463583	0	0	1	1
"ACBD4"	0.344079092198942	3.77706104031811	1.43534111475883	0.157675064640044	0.945241499105275	-4.5731859567733	-3.12433725916723	-10.0454950611614	0	0	1	1
"ACBD5"	0.295889979172657	6.03438021405674	1.9124446530277	0.0617970643986618	0.894548138010604	-3.96841556546912	-3.28320638025793	-10.0354777527105	0	0	1	1
"ACBD6"	0.163004167561962	5.16804250306282	0.745053439045252	0.459872402040813	0.945241499105275	-5.16485790891929	-2.95784250451086	-9.84587163870585	0	0	1	1
"ACBD7"	-0.292487654242451	-1.50570483677562	-0.711782574509159	0.480044974437616	0.945241499105275	-5.18427915157212	-4.35774497344534	-10.9239630542349	0	0	1	1
"ACCS"	-1.30335933390527	-5.61629058370219	-1.31448275560439	0.194930900231532	0.945241499105275	-4.70196484060757	-3.475720894137	-10.3744297800862	0	0	1	1
"ACCSL"	-0.0320793573750899	4.45974544544224	-0.0753305327024591	0.940264845311334	0.992282410989639	-5.38638691321055	-3.71942414422015	-10.6545626091439	0	0	1	1
"ACD"	-0.0781939765605992	4.25524584507203	-0.318507925449462	0.751481587244674	0.962043611917173	-5.34755232175313	-4.13906319217766	-10.9285932487208	0	0	1	1
"ACE"	-0.00777014588002256	3.54731915016256	-0.0364173694403895	0.97110061044845	0.995136314937403	-5.3881523756819	-3.95253439452778	-10.6503016853468	0	0	1	1
"ACE2"	1.07868766784719	2.92856528835885	1.76696962521851	0.0835915128821253	0.929964994895766	-4.16852453740144	-4.27776594528582	-10.979407077564	0	0	1	1
"ACER1"	-1.51110230471949	-5.34919220617652	-1.72577449821593	0.0908215046829084	0.933996942162892	-4.22275044220382	-4.36299479190601	-10.8540135425679	0	0	1	1
"ACER2"	2.57312642921792	-4.726272813019	2.94240354601106	0.00500306092092519	0.589786124195503	-2.21340372458454	-3.68987236743396	-10.4429920766119	0	0	1	1
"ACER3"	0.0834855814287799	0.793850322639275	0.229966026680648	0.819095475468952	0.973366919229428	-5.36723232459702	-3.34980553393385	-10.219783929418	0	0	1	1
"ACHE"	-2.3850850198017	-0.265261863052426	-1.65583459852578	0.104280080414716	0.942271928760212	-4.31228939276113	-3.53906762021928	-10.2172746834594	0	0	1	1
"ACIN1"	0.0214092680345956	8.08894791882421	0.160582239664091	0.87309642662444	0.981635575838398	-5.378224025066	-3.07674670884781	-10.0348663318182	0	0	1	1
"ACLY"	-0.018957448711963	7.56479629709112	-0.111579514849052	0.911622143032992	0.988512849753739	-5.38363654761085	-3.25564837538857	-10.1566661529029	0	0	1	1
"ACMSD"	0.641602608044544	-2.05462916596401	1.22056974709146	0.228211794151449	0.945241499105275	-4.79485903201132	-4.96951022983939	-11.1755934626981	0	0	1	1
"ACN9"	-0.146956044795174	1.87210730308969	-0.467633579694838	0.642163050985947	0.947439501091563	-5.30014209440215	-3.39097934479871	-10.2791594011178	0	0	1	1
"ACO1"	-0.162356623710235	4.54135034201206	-0.793985021711167	0.431112395020494	0.945241499105275	-5.13472970240449	-3.34319867724414	-10.2712884206878	0	0	1	1
"ACO2"	0.0976361787352706	6.60068577805156	0.672935279100267	0.504215810026934	0.945241499105275	-5.20586040236215	-3.14653105593135	-9.94822467238402	0	0	1	1
"ACOT1"	0.184529878933613	2.39845993518548	0.747509638420866	0.458402814153247	0.945241499105275	-5.1633899389831	-3.41410665814861	-10.2934723566566	0	0	1	1
"ACOT11"	0.785717217746127	1.40348136749997	0.722468018032143	0.473512505342876	0.945241499105275	-5.17813589364503	-3.59379791278551	-10.4050879753589	0	0	1	1
"ACOT12"	0.0511847665238112	3.5734125489694	0.0792384171008064	0.937172445959696	0.992282410989639	-5.38614169114146	-4.13777570482824	-10.7929032966909	0	0	1	1
"ACOT13"	0.0519158943939564	-4.0100309608662	0.0603432345479418	0.952132837531711	0.993379337315076	-5.38721243623593	-3.5566202456428	-10.4886668272016	0	0	1	1
"ACOT2"	0.840118321714644	3.23590067735817	2.66290010425433	0.0105123352155519	0.65087168423823	-2.74218281529794	-3.8336567775061	-10.4859198007227	0	0	1	1
"ACOT4"	-0.367419439690026	-0.724840795207793	-0.509874990067489	0.612475781194644	0.945241499105275	-5.28347664974384	-3.87836004519801	-10.4636098430278	0	0	1	1
"ACOT6"	1.2286855518011	-5.44812582949119	1.40639737828244	0.166048021763199	0.945241499105275	-4.60496078850751	-4.51702774634162	-10.8748331600353	0	0	1	1
"ACOT7"	-0.34029382951932	3.90114880986683	-0.765272704723116	0.447856049323591	0.945241499105275	-5.15263394611054	-2.8270773755105	-9.82808592620764	0	0	1	1
"ACOT8"	0.05169506509091	2.46511432046274	0.221894249062532	0.825337666434956	0.974555620035878	-5.36871135743962	-3.68587141061236	-10.5293083863785	0	0	1	1
"ACOT9"	-0.0322868828366918	4.40751292420214	-0.132786107961108	0.894917697151238	0.985492654681263	-5.38153321561891	-3.6918469055288	-10.552892435533	0	0	1	1
"ACOX1"	-0.0127004133273916	6.65501801006986	-0.0750191604484106	0.940511281987546	0.992282410989639	-5.38640591881084	-3.23434109938564	-10.0456300895787	0	0	1	1
"ACOX2"	1.38959923222379	-2.28382762119784	1.63259996177658	0.109097580401592	0.943825208434184	-4.34132374184008	-3.82276990460457	-10.6976533245518	0	0	1	1
"ACOX3"	0.284839066869243	4.14707504863618	1.1656137570283	0.249530699142228	0.945241499105275	-4.8462577946921	-3.08707475861907	-9.95139300109453	0	0	1	1
"ACOXL"	0.0975093330261947	-3.09375112622585	0.111341987931217	0.911809485974846	0.988512849753739	-5.383658040269	-3.27437558537399	-10.0143148526303	0	0	1	1
"ACP1"	0.00802586779848458	4.98795700513643	0.046472111297055	0.963126791084432	0.995136314937403	-5.3878139899261	-3.55259345173887	-10.3067276760101	0	0	1	1
"ACP2"	-0.0846534571568611	3.00872349488309	-0.457359480344279	0.649476285087057	0.950624915063915	-5.3039801901898	-3.34575257485256	-10.0383054198214	0	0	1	1
"ACP5"	0.0697040935932476	3.24022974549381	0.117354096352603	0.907069182315564	0.987700424840813	-5.38309995100798	-3.44973053172564	-10.3367543109402	0	0	1	1
"ACP6"	-0.103911067235076	2.59608979235081	-0.202163428575578	0.840643448845632	0.976215546305439	-5.3721047957569	-3.20255164075975	-10.0228834143135	0	0	1	1
"ACPP"	-0.0299938234235979	4.3325358019559	-0.0419735587713912	0.966693905179449	0.995136314937403	-5.38797553314337	-3.59103029701888	-10.4458035337995	0	0	1	1
"ACPT"	-0.0499856140865532	0.587549315958404	-0.0970708789006973	0.923074331344175	0.990170942399933	-5.3848653649561	-4.94025158589121	-11.2772336165417	0	0	1	1
