"ID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"eigenvalue"	"Page_Rank"	"size"	"nes"	"pval"	"pval.fdr"
"A1BG"	1.44539901540254	1.74140079819435	2.85848429681227	0.00627943729502158	0.616286209547764	-2.37575970643626	-4.73290889375703	-10.9995040681832	0	0	1	1
"A1CF"	0.500093416034045	-7.31254240979279	1.4364016861451	0.157374639943013	0.945241499105275	-4.57201056818616	-4.69216434445222	-11.0231989172583	0	0	1	1
"A2M"	2.3629345968789	-2.39995124570396	3.35459126245183	0.0015596606250466	0.47596169021951	-1.37591227335413	-3.88732296577555	-10.6493168925978	0	0	1	1
"A2ML1"	0.526164968015652	3.81872154319449	0.74697224875691	0.458724111631073	0.945241499105275	-5.16371151627154	-4.75282360716029	-11.0834389166076	0	0	1	1
"A4GALT"	-2.8611239475696	-0.621247374372882	-2.04464154333506	0.0463956928885186	0.857199360511922	-3.77527123738289	-3.38873449484398	-10.2515468814921	0	0	1	1
"A4GNT"	0.0695605670561008	-5.61135486438689	0.0761374773171579	0.939626213648584	0.992282410989639	-5.38633729251349	-5.30638899266849	-11.1559654444071	0	0	1	1
"AAA1"	0.0560044858023003	-7.57364216810648	0.48290821053008	0.631356395739537	0.945241499105275	-5.29428010379298	-5.32318339376864	-11.2410082933119	0	0	1	1
"AAAS"	0.0229220552674532	6.47237238369315	0.105866363399572	0.916129617130247	0.989696454036746	-5.38414081250254	-2.96840899822958	-9.88090361767318	0	0	1	1
"AACS"	0.215638754666659	-7.47713043282197	0.801850463808589	0.426591790600832	0.945241499105275	-5.12971353364585	-3.24560198484827	-10.1326957199219	0	0	1	1
"AADAC"	0.113738768188225	-7.54760513879518	0.807809190644813	0.423186111794509	0.945241499105275	-5.12588150167386	-4.50348673586966	-11.0297375812997	0	0	1	1
"AADACL2"	0.102366801439461	-7.10257232815535	0.221289364181337	0.8258059098184	0.974626032747396	-5.36882007062163	-5.66137626112092	-11.3388858580774	0	0	1	1
"AADACL3"	0.526536348807965	-7.36144152400589	1.700890906853	0.0954348599607761	0.940746830816311	-4.25497329329622	-7.07599023575429	-11.5809435434872	0	0	1	1
"AADACL4"	0.213490730398755	-7.50261895975906	0.902895674423237	0.37109052429792	0.945241499105275	-5.0610316815114	-4.46769676207282	-11.0413185680087	0	0	1	1
"AADAT"	-1.61532483494152	-0.56350666327237	-1.32803905382675	0.19044639406695	0.945241499105275	-4.6880337362267	-3.67947642286559	-10.5149493973843	0	0	1	1
"AAGAB"	-0.0816250337640634	5.01547209403278	-0.575575288596482	0.567591229793923	0.945241499105275	-5.25473414861448	-3.84531159713128	-10.4437790294667	0	0	1	1
"AAK1"	0.131622099348114	6.51597966350654	0.462132154956958	0.646074643291418	0.949440601148947	-5.30220775260837	-3.40985467531078	-10.2337367055305	0	0	1	1
"AAMP"	0.0934805541939703	5.75188277889865	0.356176000673665	0.723269693071768	0.956514444706596	-5.33726288431896	-3.64168241779677	-10.3430591959682	0	0	1	1
"AANAT"	-0.875560087615523	-2.36785987673755	-1.32038158370521	0.192969806797394	0.945241499105275	-4.69591899571359	-4.02698621271377	-10.7103756828648	0	0	1	1
"AARS"	0.391101986649236	4.40522325741315	1.56485030091023	0.124188229155873	0.945241499105275	-4.42393203767658	-3.03597977119164	-10.0347099073135	0	0	1	1
"AARS2"	0.109485919236977	7.55808083524596	0.435355193820272	0.665256214624139	0.952308653146683	-5.31191637537993	-3.14314774386157	-9.93704582291741	0	0	1	1
"AARSD1"	0.0587903018701583	5.13706627939427	0.199754462247731	0.842516546331448	0.97655950564435	-5.37249752096981	-3.97072254579625	-10.530260712847	0	0	1	1
"AASDH"	0.179728361413014	3.54035078536099	1.03452641745299	0.306074716878933	0.945241499105275	-4.95988426342942	-3.28668734443174	-10.1490778582224	0	0	1	1
"AASDHPPT"	0.32415520885333	4.51715914767237	1.48325541252747	0.144543926356171	0.945241499105275	-4.51930725761558	-3.4686300489274	-10.2888242231433	0	0	1	1
"AASS"	-0.697008736904459	2.66426674301662	-0.595159987891718	0.554532424807072	0.945241499105275	-5.2455039263628	-4.22274402607525	-10.7846138626595	0	0	1	1
"AATF"	0.0655826991422996	6.2865199707308	0.39144801697462	0.697198645192594	0.95361326326451	-5.32659324313041	-2.98722397121589	-9.98216032761443	0	0	1	1
"AATK"	-1.44592570218519	2.31637226814464	-2.9662763374349	0.00468683315450547	0.579547193293248	-2.16668058198196	-3.9286523785021	-10.5353360852925	0	0	1	1
"ABAT"	0.484494091056593	3.92019858606654	1.88115427796194	0.0660244237940035	0.906851180870868	-4.01257468113165	-3.69488184293438	-10.365910808042	0	0	1	1
"ABCA1"	0.561372762026664	-6.01832887003148	0.822148184686106	0.415058312106698	0.945241499105275	-5.11654769096897	-3.5453910809974	-10.1732824505305	0	0	1	1
"ABCA10"	-0.600163031940951	6.38804759971123	-0.979739359559553	0.332127664361015	0.945241499105275	-5.00357528858121	-5.17666036516212	-11.2484196162382	0	0	1	1
"ABCA11P"	0.470835701464396	-0.117708610065462	0.874739508045503	0.386072010688263	0.945241499105275	-5.08095791474219	-4.75563874508362	-11.0017581500609	0	0	1	1
"ABCA12"	0.311919190570706	1.03841157941754	0.720969592645976	0.474425506651931	0.945241499105275	-5.17900274219067	-3.86315858182696	-10.5772400979186	0	0	1	1
"ABCA13"	1.99347753489744	-1.84406054564181	2.21152354807434	0.0317951777235903	0.834905591980161	-3.51676719454577	-3.63709450202939	-10.516688128164	0	0	1	1
"ABCA17P"	-0.567690377653088	5.64862750942423	-0.505981793885924	0.615185648408517	0.945241499105275	-5.28507213980841	-3.8887250913172	-10.6893946104541	0	0	1	1
"ABCA2"	-0.343262351647124	7.66923992845248	-1.03028589462325	0.308039938076009	0.945241499105275	-4.96334647605916	-3.88972327798721	-10.6100149998348	0	0	1	1
"ABCA3"	-0.393478881092094	4.43670858374783	-0.959742202372224	0.341995066553255	0.945241499105275	-5.01895860226599	-3.39593545340997	-10.116981779802	0	0	1	1
"ABCA4"	0.726617056687653	-3.43721351981327	0.849556848974379	0.399789404712758	0.945241499105275	-5.09826504217325	-3.21517529000497	-10.0229418948016	0	0	1	1
"ABCA5"	-0.167131828623039	3.35413720229336	-0.210201068289185	0.83440055219032	0.975834104718457	-5.37076046171291	-3.34879645911157	-10.2072914637631	0	0	1	1
"ABCA6"	1.53817903591963	-0.178830172674651	1.66552419628287	0.102323186448566	0.94186677617265	-4.30007577549765	-4.14191903816339	-10.73348987055	0	0	1	1
"ABCA7"	-0.67080798713576	7.11243187745742	-2.99532594416259	0.00432720684935586	0.57646188006978	-2.10951162578036	-3.27780196934504	-10.1737592355844	0	0	1	1
"ABCA8"	-0.570663454669257	-4.60843115240259	-0.39402055889148	0.695311068542996	0.95361326326451	-5.32577595867908	-3.69942984304772	-10.4334905296932	0	0	1	1
"ABCA9"	0.830548279845838	-0.512495700749776	0.897205828266518	0.374087636127106	0.945241499105275	-5.06510729188874	-4.23153096035637	-10.7797001272746	0	0	1	1
"ABCB1"	1.09315565253217	-3.95652782056667	1.10378920038403	0.275187970820184	0.945241499105275	-4.90143383033414	-3.76912331978551	-10.4531926874874	0	0	1	1
"ABCB10"	-0.864122526037716	5.74625064349487	-1.44280823192951	0.155569383533924	0.945241499105275	-4.56489384027471	-3.37109696819164	-10.2515477338052	0	0	1	1
"ABCB11"	-0.3775277236295	6.10293934635012	-1.01452307067973	0.315420408916524	0.945241499105275	-4.97609793090916	-3.82070582022173	-10.547639855823	0	0	1	1
"ABCB4"	0.0863693416122407	1.45565385408097	0.176270363171333	0.860823213257158	0.979563151703286	-5.37607984199428	-3.61805923844246	-10.3762318248048	0	0	1	1
"ABCB5"	-0.022158912325958	-4.12814837526126	-0.0173325020358862	0.986243208803367	0.997297795509218	-5.38856887897363	-3.58871651992953	-10.5007502791589	0	0	1	1
"ABCB6"	-0.583679426667771	3.66007555544434	-1.00417612704723	0.320329688536022	0.945241499105275	-4.984366699842	-3.35613424846515	-10.2531205206152	0	0	1	1
"ABCB7"	0.101760292330308	6.04697552711739	0.525963560950519	0.601335492814229	0.945241499105275	-5.27675535355878	-4.43427786874143	-11.0455747650453	0	0	1	1
"ABCB8"	0.201084679729058	3.33060011835421	0.739131381457765	0.463426838072221	0.945241499105275	-5.16837795760618	-3.04449949822465	-9.86551036178518	0	0	1	1
"ABCB9"	-0.297503809359594	0.947044735091756	-0.644343687718212	0.522420271119638	0.945241499105275	-5.22098782409943	-3.31402759282794	-10.087084243881	0	0	1	1
"ABCC1"	-1.23357417160665	-1.64513522985055	-0.763602960980221	0.44884135956537	0.945241499105275	-5.15365546626594	-2.83062404168011	-9.82007358985658	0	0	1	1
"ABCC10"	0.292556800955406	7.90179878006806	0.98696208496182	0.328610778500739	0.945241499105275	-4.99794472846417	-3.54331872061994	-10.4129662161491	0	0	1	1
"ABCC11"	0.207657367930163	5.00441380964429	0.805436705239691	0.424540122058066	0.945241499105275	-5.12741052692026	-4.38774107576684	-10.9050092170818	0	0	1	1
"ABCC12"	0.882900145397274	-4.77238061695377	1.03782307598324	0.304552853757703	0.945241499105275	-4.95718337048514	-3.55835850498963	-10.4179663945938	0	0	1	1
"ABCC13"	-0.254794679619584	-7.47511141009228	-1.03179822267488	0.307338081421062	0.945241499105275	-4.96211326821873	-6.14920337061386	-11.4480826581114	0	0	1	1
"ABCC2"	0.224506288405712	3.28534474130743	0.743481922201504	0.460814093877172	0.945241499105275	-5.16579467562994	-4.11880471686573	-10.7018167255415	0	0	1	1
"ABCC3"	-1.01954021438024	1.58989619503423	-0.921804044195091	0.361241400016795	0.945241499105275	-5.04731022015074	-3.43189653044011	-10.1750172677775	0	0	1	1
"ABCC4"	-0.758870950301718	5.00338461418525	-1.33115273388749	0.189427520746274	0.945241499105275	-4.68481551062646	-2.73378121903314	-9.74020699301482	0	0	1	1
"ABCC5"	-0.33457582799872	5.40493738528001	-1.31121158973938	0.196024894652393	0.945241499105275	-4.70530684701514	-2.8908292948267	-9.75828343381915	0	0	1	1
"ABCC6"	-0.0483036608718326	-6.85814283563326	-0.0711104315775739	0.943605351234983	0.992486441365988	-5.38663780571399	-3.84888806129716	-10.5569383985379	0	0	1	1
"ABCC8"	-1.8040114708505	-5.2874649972783	-1.98252321556143	0.0531607918571382	0.875094035916376	-3.86733998589443	-4.00889026729753	-10.6891680729662	0	0	1	1
"ABCC9"	-1.58128353502456	-5.37685766260794	-1.39994775592026	0.167959987092879	0.945241499105275	-4.61196159020979	-4.49585152808519	-10.9708055814938	0	0	1	1
"ABCD1"	0.0154950414769939	4.41187309999423	0.0533133018392223	0.957703572380025	0.993770714377101	-5.38753682886587	-4.05977710057851	-10.6570020529479	0	0	1	1
"ABCD2"	-0.0334837866932052	0.905557370067524	-0.0229606122165219	0.981776885916638	0.995910495958732	-5.38847680229576	-3.5846431113772	-10.301621509162	0	0	1	1
"ABCD3"	-0.107176235666078	6.13002519376905	-0.56891633196766	0.572065688686607	0.945241499105275	-5.25780331775801	-3.26449815064474	-10.1585219844159	0	0	1	1
"ABCD4"	0.187021672461794	5.39381835691739	0.759191228024003	0.451450806251802	0.945241499105275	-5.15634406118838	-3.33009204167685	-10.1858517609917	0	0	1	1
"ABCE1"	0.313294092383438	5.8150166892993	1.23209040073989	0.223917377792303	0.945241499105275	-4.78380548583041	-3.42090460661305	-10.2297964904385	0	0	1	1
"ABCF1"	0.0625134147032416	7.03967713376601	0.371792899960015	0.711683482754588	0.953844972653237	-5.3326621679537	-3.61820053340458	-10.3757294358536	0	0	1	1
"ABCF2"	0.118925345495752	5.46304499942576	0.535518242324554	0.594764456153006	0.945241499105275	-5.2726662615103	-3.11859244602781	-10.0455568803906	0	0	1	1
"ABCF3"	0.179305179768588	5.80585490564181	1.20393943017625	0.234517139907016	0.945241499105275	-4.81064515557161	-3.53825380854067	-10.3613650238593	0	0	1	1
"ABCG1"	0.0833293460003741	4.53177863601846	0.204483008133335	0.838840733188026	0.975834104718457	-5.37172220317034	-3.10672845587878	-10.0631384206341	0	0	1	1
"ABCG2"	-1.48296705791025	1.84532819970108	-1.71127000147223	0.0934875838381973	0.940746830816311	-4.24158188566501	-3.21582780389198	-10.200138389206	0	0	1	1
