"ID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"eigenvalue"	"Page_Rank"	"size"	"nes"	"pval"	"pval.fdr"
"ACD"	-0.0781939765605992	4.25524584507203	-0.318507925449462	0.751481587244674	0.962043611917173	-5.34755232175313	-8.10289096834516	-10.3080147066491	0	0	1	1
"ACE"	-0.00777014588002256	3.54731915016256	-0.0364173694403895	0.97110061044845	0.995136314937403	-5.3881523756819	-7.97795324604993	-10.2430219811709	0	0	1	1
"ACER1"	-1.51110230471949	-5.34919220617652	-1.72577449821593	0.0908215046829084	0.933996942162892	-4.22275044220382	-10.4430880354002	-10.2357828274271	0	0	1	1
"ACER2"	2.57312642921792	-4.726272813019	2.94240354601106	0.00500306092092519	0.589786124195503	-2.21340372458454	-6.84936200566653	-9.81173033602658	0	0	1	1
"ACER3"	0.0834855814287799	0.793850322639275	0.229966026680648	0.819095475468952	0.973366919229428	-5.36723232459702	-6.61145085505528	-9.07479411751261	0	0	1	1
"ACHE"	-2.3850850198017	-0.265261863052426	-1.65583459852578	0.104280080414716	0.942271928760212	-4.31228939276113	-4.19331469374011	-8.80072269663592	0	0	1	1
"ACIN1"	0.0214092680345956	8.08894791882421	0.160582239664091	0.87309642662444	0.981635575838398	-5.378224025066	-7.12893958078588	-9.4871433811245	0	0	1	1
"ACLY"	-0.018957448711963	7.56479629709112	-0.111579514849052	0.911622143032992	0.988512849753739	-5.38363654761085	-7.59180307655545	-10.2127328303318	0	0	1	1
"ACO1"	-0.162356623710235	4.54135034201206	-0.793985021711167	0.431112395020494	0.945241499105275	-5.13472970240449	-3.3195390463873	-9.53938807939497	0	0	1	1
"ACO2"	0.0976361787352706	6.60068577805156	0.672935279100267	0.504215810026934	0.945241499105275	-5.20586040236215	-5.07481386769786	-9.83078271732601	0	0	1	1
"ACOT11"	0.785717217746127	1.40348136749997	0.722468018032143	0.473512505342876	0.945241499105275	-5.17813589364503	-8.27289719404413	-10.2577600554267	0	0	1	1
"ACOT13"	0.0519158943939564	-4.0100309608662	0.0603432345479418	0.952132837531711	0.993379337315076	-5.38721243623593	-5.44655848691425	-9.79878719956405	0	0	1	1
"ACOT2"	0.840118321714644	3.23590067735817	2.66290010425433	0.0105123352155519	0.65087168423823	-2.74218281529794	-10.483437793957	-10.1811225166316	0	0	1	1
"ACOT4"	-0.367419439690026	-0.724840795207793	-0.509874990067489	0.612475781194644	0.945241499105275	-5.28347664974384	-7.47602651373495	-9.818666949688	0	0	1	1
"ACOT7"	-0.34029382951932	3.90114880986683	-0.765272704723116	0.447856049323591	0.945241499105275	-5.15263394611054	-6.74819166085642	-9.7950742257556	0	0	1	1
"ACOT8"	0.05169506509091	2.46511432046274	0.221894249062532	0.825337666434956	0.974555620035878	-5.36871135743962	-10.7214670777666	-10.1065723945616	0	0	1	1
"ACOT9"	-0.0322868828366918	4.40751292420214	-0.132786107961108	0.894917697151238	0.985492654681263	-5.38153321561891	-8.43801163038527	-9.76466513723688	0	0	1	1
"ACOX1"	-0.0127004133273916	6.65501801006986	-0.0750191604484106	0.940511281987546	0.992282410989639	-5.38640591881084	-7.76801963094452	-10.3118422078799	0	0	1	1
"ACOX2"	1.38959923222379	-2.28382762119784	1.63259996177658	0.109097580401592	0.943825208434184	-4.34132374184008	-6.80653546962212	-9.54257258537065	0	0	1	1
"ACOX3"	0.284839066869243	4.14707504863618	1.1656137570283	0.249530699142228	0.945241499105275	-4.8462577946921	-9.71742669486799	-9.7599659772119	0	0	1	1
"ACOXL"	0.0975093330261947	-3.09375112622585	0.111341987931217	0.911809485974846	0.988512849753739	-5.383658040269	-6.63072841531745	-9.79057894145182	0	0	1	1
"ACP1"	0.00802586779848458	4.98795700513643	0.046472111297055	0.963126791084432	0.995136314937403	-5.3878139899261	-8.66896382034267	-10.2379931302648	0	0	1	1
"ACP2"	-0.0846534571568611	3.00872349488309	-0.457359480344279	0.649476285087057	0.950624915063915	-5.3039801901898	-6.36740758567217	-9.80407965510042	0	0	1	1
"ACP5"	0.0697040935932476	3.24022974549381	0.117354096352603	0.907069182315564	0.987700424840813	-5.38309995100798	-6.59357497557781	-9.5046316924877	0	0	1	1
"ACR"	1.57547647032115	-1.81929329048031	1.74620704454115	0.0871730719168232	0.933996942162892	-4.19599138238178	-8.17297073701273	-9.7777211840282	0	0	1	1
"ACSF2"	0.807543112635186	3.71566512506539	2.50211660378942	0.015806456752563	0.733727404464963	-3.03001864311073	-10.4763859650592	-10.2250239438162	0	0	1	1
"ACSL1"	-0.934440570619878	6.68803080844319	-1.66187651576993	0.103056299274376	0.942271928760212	-4.30468089135978	-7.13188531509327	-9.46139756696332	0	0	1	1
"ACSL4"	-0.0546149819658774	5.83017719195026	-0.269848624600746	0.788433585370115	0.968741332041118	-5.35915126105571	-8.379803582784	-9.83038148565005	0	0	1	1
"ACSL5"	0.319411556668356	6.30583713366358	1.99462666423591	0.0517796043155817	0.875094035916376	-3.84958171965343	-7.52565353206608	-9.49656961254621	0	0	1	1
"ACSL6"	0.24482853395032	3.44895967214274	0.190764571499745	0.849514690903309	0.978537815243164	-5.37392162503667	-4.54780768751537	-9.53156758464584	0	0	1	1
"ACSM1"	-2.01375941335532	1.82893632008505	-2.44429105912127	0.0182378141958174	0.755589279684292	-3.13040964382042	-9.4986667372952	-10.2598578433422	0	0	1	1
"ACSM3"	-0.511064760237854	3.71504641655794	-0.882958170529308	0.381660082744459	0.945241499105275	-5.07520423513769	-8.09697582120792	-9.79423144793001	0	0	1	1
"ACSS1"	-0.284766302954295	5.96055484167861	-0.885895841946048	0.380090858133056	0.945241499105275	-5.07313509459675	-6.93488169046143	-10.2903958714234	0	0	1	1
"ACSS2"	0.153474898307595	5.08138431400972	0.513938399392693	0.609653256466171	0.945241499105275	-5.28179853099093	-5.85749194805088	-9.18147074610799	0	0	1	1
"ACTA1"	-2.79814279110948	-1.34919832522503	-2.32662704235905	0.0242533037629526	0.800447527885467	-3.32934553839987	-6.65363192074542	-10.2393865026603	0	0	1	1
"ACTB"	0.0560044858023003	-7.51733144296322	0.275377425608506	0.784208386933738	0.967967410806645	-5.35792957745425	-6.26451952933139	-9.82338582632442	0	0	1	1
"ACTL6A"	0.179543380994606	5.22976762992648	0.850237394900512	0.399414768696059	0.945241499105275	-5.09780373247819	-6.76812225939369	-9.86276524170553	0	0	1	1
"ACTN1"	-0.695069441237798	8.27563036876476	-1.90136208194987	0.0632671380528639	0.90037956354355	-3.98412519509577	-5.45979588651876	-9.77873527311135	0	0	1	1
"ACTN2"	-0.261472548254305	-4.94394344293378	-0.274338223451464	0.785002065570244	0.968015051639824	-5.35816109079992	-6.85425570951743	-10.3071877653012	0	0	1	1
"ACTN4"	-0.064262206780425	10.0256854868197	-0.344537720420261	0.731947086621101	0.957232050112792	-5.34056394423104	-8.18332506216336	-9.46096783215981	0	0	1	1
"ACTR1A"	0.0629133186881559	6.09593021638979	0.411358933649253	0.682640490393092	0.95361326326451	-5.32012913721422	-6.98497941410064	-10.2349653270717	0	0	1	1
"ACTR1B"	0.0708816920273652	5.76243034452083	0.300674392802781	0.764961432354953	0.964527160937511	-5.35202504523586	-6.92827444648066	-9.8189504172334	0	0	1	1
"ACTR2"	-0.0597401819975474	8.63802498934755	-0.361942885044971	0.718983434143689	0.956149618340239	-5.3355868044622	-6.29536363421196	-9.23664097121101	0	0	1	1
"ACTR3"	0.581284122700838	1.56601219795805	1.77588150472011	0.0820923447237648	0.926560816755909	-4.1566501810163	-6.72305651165356	-9.66929083587485	0	0	1	1
"ACTR3B"	0.224182233763198	8.1815851005425	0.984458706012893	0.329826892219181	0.945241499105275	-4.99990072613691	-9.15258332605318	-10.2644944127881	0	0	1	1
"ACTR3C"	0.230526388425479	3.07610642897629	1.07639186473998	0.287132961997584	0.945241499105275	-4.92498133149895	-9.85582529889223	-10.2165016615695	0	0	1	1
"ACTR5"	0.176028325768215	3.5349303077849	0.677760704009346	0.501177811714327	0.945241499105275	-5.20324400850281	-7.07728725409464	-9.48408861612909	0	0	1	1
"ACTR6"	0.520490484441991	3.51475094778926	2.71789499862338	0.00911333818278532	0.634647445159984	-2.64090178777925	-2.74439109348771	-10.3900074954664	0	0	1	1
"ACTR8"	0.250846476954965	4.49815593616253	1.64562955243268	0.106374115935602	0.942688789851896	-4.32508575424827	-8.34287668525978	-10.2745381623931	0	0	1	1
"ACVR1"	0.346285791356959	-1.92821893043213	0.393081215067981	0.696000077606626	0.95361326326451	-5.32607499949842	-8.22215759600276	-9.78183801179488	0	0	1	1
"ACVR1B"	0.180182926114964	4.42258296865795	0.555062499854853	0.581429744974602	0.945241499105275	-5.26407603536709	-3.24091456758707	-9.59673047008562	0	0	1	1
"ACVR1C"	-1.10556551890093	3.14676761688246	-1.67127842199811	0.10117540526755	0.94186677617265	-4.29279339459964	-7.08792974960904	-9.40772592621265	0	0	1	1
"ACVR2A"	-0.503888797599414	2.08887044351708	-0.714469570168027	0.478397543404176	0.945241499105275	-5.18274274381476	-7.38050119748052	-9.77056481086145	0	0	1	1
"ACVR2B"	0.591097134487284	1.75082746327215	0.824430221622934	0.413773612253212	0.945241499105275	-5.11504758115304	-7.98658529848002	-9.4247893146965	0	0	1	1
"ACVRL1"	-1.04260159300216	-1.48687021442545	-0.839903526515188	0.405126940885697	0.945241499105275	-5.10477019620284	-8.25647639286663	-10.239225453008	0	0	1	1
"ACY1"	-0.0954837903957135	4.02606427323132	-0.294446871869363	0.769686232029521	0.965919586639661	-5.35352651649519	-9.388816566303	-10.254580412358	0	0	1	1
"ACYP1"	0.529789051962286	2.58559236304712	1.65661693379587	0.104120951654921	0.942271928760212	-4.31130556545207	-7.5962247691613	-9.77228850240296	0	0	1	1
"ACYP2"	-0.0136938533848656	0.89252924275622	-0.052546459211588	0.958311376036144	0.993976686147522	-5.3875697873589	-7.95990592408965	-10.2759843418376	0	0	1	1
"ADA"	0.442559091053907	-1.55625061536428	0.715984668110783	0.47747002448018	0.945241499105275	-5.1818739324455	-6.79124467465243	-9.03935295557502	0	0	1	1
"ADAL"	0.76460803410633	-6.43242419612425	1.22972046450269	0.224795886837734	0.945241499105275	-4.78608719087877	-8.23279958339266	-10.2468756460758	0	0	1	1
"ADAM10"	0.302789337854428	2.14098428546854	1.02232531430567	0.311752389129856	0.945241499105275	-4.96980955382956	-7.08296625302467	-9.43861623822263	0	0	1	1
"ADAM11"	0.0636536036934459	8.01469492338065	0.35530419339939	0.723918451063782	0.956514444706596	-5.33751393783407	-8.22992470814737	-10.3217127714161	0	0	1	1
"ADAM12"	-0.306311739677959	-0.369709862842143	-0.384752981129546	0.702120105299391	0.95361326326451	-5.32869531852729	-2.86573128107357	-9.56776130807803	0	0	1	1
"ADAM15"	1.12699512597545	-0.717368095806441	1.7693543715259	0.0831881236388131	0.929387141655411	-4.1653520383953	-8.83497855868274	-10.2056419106649	0	0	1	1
"ADAM17"	-0.282147881502079	6.34303429944162	-0.692052036204859	0.492239234642128	0.945241499105275	-5.19538798368673	-8.04912498808396	-10.2742374968539	0	0	1	1
"ADAM19"	0.124012456629418	-7.47476722658272	0.467425892660868	0.64231053454411	0.947439501091563	-5.30022051527212	-3.88019940236085	-9.06397403999733	0	0	1	1
"ADAM21"	0.486561830004801	-1.37024956261792	0.723747876568764	0.472733468265069	0.945241499105275	-5.17739409930499	-8.47527454596635	-10.248955307073	0	0	1	1
"ADAM22"	1.63651873345043	-1.43128270488459	2.73529427317951	0.00870775900150752	0.633252650030837	-2.60856807953869	-6.30820355661419	-9.21722435988764	0	0	1	1
"ADAM23"	-0.303989594302034	-5.13117769209678	-0.375860668414613	0.708676705570314	0.95361326326451	-5.33143162686171	-3.6604748967428	-9.33441308214935	0	0	1	1
"ADAM28"	0.284963353158918	2.95448894085958	0.618807203852526	0.538969419682122	0.945241499105275	-5.23395493862267	-6.77811213013532	-9.27432584862061	0	0	1	1
"ADAM32"	-0.00865734351046221	-6.20017891428719	-0.0138932879620608	0.988972708427359	0.997924448802734	-5.38861248341032	-7.22338562739698	-9.74517182345728	0	0	1	1
"ADAM6"	0.0560044858023003	-7.57364216810648	0.48290821053008	0.631356395739537	0.945241499105275	-5.29428010379298	-8.47537710826505	-9.61216739795097	0	0	1	1
"ADAM9"	-0.646331313305323	5.74030441861053	-1.26417384013765	0.21227267038799	0.945241499105275	-4.7525170332114	-9.63119118431746	-10.1386961906964	0	0	1	1
"ADAMDEC1"	-0.3853335995886	6.22558718346269	-0.923570673334894	0.360329898894781	0.945241499105275	-5.04601428851395	-6.39391452956924	-9.24824231836627	0	0	1	1
"ADAMTS1"	-0.925099945405827	-5.03797023931831	-0.752525005500369	0.455410482657718	0.945241499105275	-5.16037787288621	-2.99671139230863	-9.57085825514143	0	0	1	1
"ADAMTS10"	0.262884439565958	-0.830632975761839	0.268242870601083	0.789661938706342	0.968846810227598	-5.35950145403563	-7.38600295924443	-9.22675835063163	0	0	1	1
"ADAMTS13"	1.01562176469026	3.9117416995746	1.68323799872609	0.098823689670726	0.94186677617265	-4.27758813279711	-8.3244097348772	-9.80696055524028	0	0	1	1
"ADAMTS17"	-0.198728947122191	-6.53152743932054	-0.309549390449634	0.758243604333598	0.963134877654445	-5.34983120949737	-1.45631213262387	-8.56561740364558	0	0	1	1
