V1,V2
BRF1,SNORD116-26
BRF1,HAUS3
BRF1,UTP20
BRF1,CRHBP
BRF2,UCP2
BRF2,RLF
BRF2,SUMO1
BRF2,APBA3
BRF2,ATAD5
BRF2,FPR2
BRF2,PKD2L1
BRF2,FAM174B
BRF2,DIS3L
BRF2,PCMTD2
CBX2,WBP2NL
CBX2,TALDO1
CBX2,KCNN4
CBX2,EIF4A2
CBX2,ALAD
CBX2,UNC5CL
CBX2,GGTLC1
CBX2,SCARNA3
CBX3,TMUB1
CBX3,GPN2
CBX3,JDP2
CBX3,PPBP
CBX3,ZNF562
CBX3,CCDC68
CBX3,NPLOC4
CBX3,SCAF1
CBX8,ZFP37
CBX8,NFE2L3
CBX8,ANXA4
CBX8,VPS28
CBX8,SEH1L
CCNT2,PRR15L
CCNT2,EED
CCNT2,CCDC25
CCNT2,CBX7
CCNT2,PDE3B
CCNT2,GMIP
CCNT2,PIGX
CCNT2,DCTN3
CEBPB,SEPHS2
CEBPB,ZAR1
CEBPB,REV3L
CEBPB,CCR9
CEBPB,C6orf89
CEBPB,RBMX
CEBPB,VASN
CEBPB,TNS1
CEBPB,ULK3
CEBPD,NFATC3
CEBPD,GPR155
CEBPD,MMP8
CEBPD,PDHB
CEBPD,LILRB3
CEBPD,TACSTD2
CEBPD,NLRP12
CEBPD,ACSL1
CEBPD,CASP10
CEBPZ,EEF1D
CEBPZ,PPME1
CEBPZ,PSMD7
CEBPZ,STK11IP
CEBPZ,CENPT
CEBPZ,FYCO1
CEBPZ,CLCN3
CEBPZ,NDUFS5
CEBPZ,PARP2
CEBPZ,MED13L
CEBPZ,ARL9
CEBPZ,ACTR3B
CEBPZ,RANBP6
CHD1,PIP5K1P1
CHD1,SCARNA16
CHD1,GALC
CHD1,PRH1
CHD1,HCRTR1
CHD1,SCARNA4
CHD1,STRBP
CHD1,HOXA7
CHD2,HINFP
CHD2,ZNRF2
CHD2,ANXA2
CHD2,EIF4ENIF1
CHD2,RTN4RL2
CHD2,FAIM
CHD2,OCIAD2
CHD2,ATP6V0C
CHD2,PFKL
CHD2,BET1L
CHD2,SEZ6L2
CHD4,PLBD1
CHD4,CD2BP2
CHD4,HSPA8
CHD4,NNMT
CHD4,KLHL29
CHD4,CALD1
CHD4,STAM
CHD4,DSE
CHD4,THBS1
CHD4,VWA3A
CHD4,GOLGA8B
CHD4,PCDH1
CHD4,GPR156
CHD4,EPB41L3
CHD4,GALE
CHD4,RSAD2
CHD7,FAM161A
CHD7,ADAM32
CHD7,HLA-DMB
CHD7,TNNI2
CHD7,TIMM17A
CREB1,CPNE1
CREB1,SNX22
CREB1,RLIM
CREB1,MYO1B
CREB1,TPM1
CREB1,TMEM42
CREB1,AIRE
CREB1,CASP1
CREB1,DAZAP2
CREB1,LIPT1
CREB1,IFNG
CREBBP,HNRNPR
CREBBP,CAPZA2
CREBBP,FBXO21
CREBBP,DUSP19
CREBBP,DYRK4
CREBBP,NUF2
CREBBP,NPM1
CREBBP,SLC22A12
CREBBP,WDR24
CREBBP,HMGN5
CREBBP,SYT17
CREBBP,TMEM41B
CREBBP,ELMO3
CREBBP,NPDC1
CREBBP,CDK16
CREBBP,NCAPG2
CTCF,TADA2A
CTCF,USE1
CTCF,KIAA1958
CTCF,CDCA2
CTCF,DNPEP
CTCF,ABHD6
CTCF,BEX5
CTCF,MST1R
CTCF,CTDSPL2
CUX1,PSMD3
CUX1,RTP4
CUX1,NPHP4
CUX1,OSBPL8
CUX1,COMMD3
CUX1,COMMD2
CUX1,ATF4
CUX1,CXCR4
CUX1,FGFR2
E2F1,RTF1
E2F1,UBE2H
E2F1,RNF138P1
E2F1,UAP1L1
E2F1,SERHL2
E2F1,CCDC17
E2F1,ATAD3A
E2F1,APLP1
E2F4,TUBB
E2F4,TMEM87B
E2F4,SMPDL3A
E2F4,WNT2B
E2F4,ABHD15
E2F4,BPI
E2F4,F2R
E2F4,VPS39
E2F4,FPR2
E2F4,TIGD5
E2F4,TRPM6
E2F4,PROZ
E2F6,NICN1
E2F6,AGR2
E2F6,CROT
E2F6,E2F5
E2F6,DERL3
E2F6,CBWD6
E2F6,BCS1L
E2F6,MSH2
E2F6,SEC24B
E2F6,SRP9
E2F6,ZNF510
E2F6,NDUFB2
E2F6,ZNF107
E2F6,CRIP3
E2F6,IL23R
E2F6,DYRK4
E2F6,CXXC5
EBF1,MS4A1
EBF1,TNIP3
EBF1,ADAM6
EBF1,KHDRBS1
EBF1,SS18L1
EBF1,GPR21
EBF1,GPR35
EBF1,SNORA58
EBF1,CD8B
EBF1,POLR3A
EBF1,CNTNAP2
EGR1,PTPRK
EGR1,ZNF529
EGR1,KRR1
EGR1,UQCR11
EGR1,SGSM3
EGR1,CCDC78
EGR1,TRIO
EGR1,TRMU
EGR1,TP53I3
EGR1,RREB1
EGR1,CAMTA2
EGR1,EGR2
EGR1,ANTXR2
ELF1,AP1G1
ELF1,STARD10
ELF1,FOXP1
ELF1,C22orf15
ELF1,ANGPTL4
ELF1,IQCC
ELF1,PLA2G4A
ELF1,SNORD12
ELK1,CHTF8
ELK1,XIAP
ELK1,ANKRD46
ELK1,CSTB
ELK1,LAX1
ELK1,PNKP
ELK1,KANK2
ELK4,PRKRA
ELK4,ADAMTS4
ELK4,CALM2
ELK4,ORAI2
ELK4,D2HGDH
ELK4,ZBTB46
ELK4,ZNF506
ELK4,APRT
ELK4,ASPN
ELK4,AIM2
ELK4,PALB2
ELK4,CDKN1C
ELK4,APBA1
ELK4,NOD2
ELK4,ARRB2
ELK4,LILRB2
EP300,NSUN5P1
EP300,MATN1
EP300,ITGAM
EP300,ARL6IP4
EP300,DHRS4L2
EP300,FOXP3
EP300,SLC22A18
EP300,METTL2A
EP300,SPINK2
EP300,ROBO4
ESRRA,TBC1D22B
ESRRA,MRPS2
ESRRA,PGAP2
ESRRA,TP53I13
ESRRA,ZC3H14
ESRRA,PSMG3
ESRRA,MKRN3
ESRRA,SAR1A
ESRRA,PPP1R3G
ETS1,CD5
ETS1,ATL1
ETS1,CD3G
ETS1,ZNF41
ETS1,HIF1A
ETS1,GZMK
ETS1,FCGBP
ETS1,LSM1
ETS1,NEFL
ETS1,OAZ2
ETS1,CD248
ETS1,UTS2
ETS1,TRIM65
ETS1,CH25H
ETS1,PARD6B
ETS1,MAP3K5
EZH2,FREM1
EZH2,PIGB
EZH2,ATP10D
EZH2,POLR2K
FLI1,FLNB
FLI1,RNF19A
FLI1,ANKZF1
FLI1,RAB2A
FLI1,SHISA5
FLI1,B4GALT5
FLI1,ZNF513
FLI1,DCLRE1C
FOS,FNDC8
FOS,FOSL2
FOS,LAG3
FOS,MLLT1
FOS,PARN
FOS,DNTTIP2
FOS,FRY
FOS,LPL
FOS,ADARB1
FOS,SNORD89
FOS,SPINT2
FOS,CIR1
FOS,RAB40C
FOS,FPGS
FOS,FOSB
FOSL2,LRRC2
FOSL2,RCC1
FOSL2,SSNA1
FOSL2,UNKL
FOSL2,FOS
FOSL2,ATP10A
FOSL2,MYO18B
FOSL2,RUNDC1
FOSL2,FOXJ2
FOSL2,FOXJ1
FOSL2,FZD8
FOXM1,STK11IP
FOXM1,AGPS
FOXM1,FOXO3B
FOXM1,BTBD8
FOXM1,GFRA2
FOXM1,GLRX5
FOXM1,RPL3
FOXM1,MCTP2
FOXM1,ZNF772
FOXM1,ZNF525
FOXM1,C8orf76
FOXM1,ENTPD6
FOXM1,FRMD3
FOXP2,SRBD1
FOXP2,PRR12
FOXP2,SNORD24
FOXP2,FZD7
GABPA,SNORA49
GABPA,TBRG1
GABPA,ACADVL
GABPA,TRAT1
GABPA,TRPA1
GABPA,LRP10
GABPA,ST7
GABPA,RTKN
GATA1,TRIM11
GATA1,NRXN3
GATA1,CREM
GATA1,CLNK
GATA1,ZBTB46
GATA1,CA2
GATA1,GP9
GATA1,KEL
GATA1,SFRP2
GATA1,IFIT1B
GATA1,SLC26A2
GATA1,KLF13
GATA1,TIMM44
GATA1,GALNT5
GATA1,SLC6A8
GATA1,TMEM220
GATA1,MYL4
GATA1,PAQR9
GATA1,CCDC91
GATA1,WDFY3
GATA1,PLEK2
GATA1,PLVAP
GATA1,PCMTD1
GATA1,MBNL3
GATA1,PAGE2B
GATA1,ARHGAP42
GATA1,BHLHE40
GATA1,FOLR2
GATA1,FANCD2
GATA2,GNAT2
GATA2,NSUN5P1
GATA2,GBP4
GATA2,GSN
GATA3,IDH3G
GATA3,PDP2
GATA3,PMCH
GATA3,CCDC146
GATA3,TNFRSF12A
GATA3,PLXDC1
GATA3,TRIB2
GATA3,TSC22D2
GATA3,HSP90B1
GATA3,GATA6
GATA3,CTLA4
GATA3,SSBP3
GATA3,C12orf29
GATA3,KIAA1671
GATA3,SERPINA1
GATA3,ITGAM
GATA3,HSPA7
GATA3,BTLA
GATA3,BTF3
GATA3,PSMC5
GATA3,EIF3I
GATA3,SLC16A6
GATA3,CCL4
GATA3,CD3E
GATA3,CD48
GATA3,CD55
GATA3,CENPK
GATA3,IL6
GATA3,TNF
GATA3,LGR6
GATA3,ABCC3
GATA3,TKTL1
GATA3,N4BP2
GATA3,NEU4
GATA3,MUSTN1
GTF2B,SRP9
GTF2B,ZHX3
GTF2B,SMARCD1
GTF2B,AP1S3
GTF2B,KMO
GTF2B,PLCH1
GTF2B,GBA2
GTF2B,MGAT5
GTF2B,TDRD7
GTF2F1,RILPL1
GTF2F1,CYB5R1
GTF2F1,FBXL4
GTF2F1,ZNF232
GTF2F1,RANGAP1
GTF3C2,SGTB
GTF3C2,CLEC10A
GTF3C2,GPR21
GTF3C2,TAOK2
GTF3C2,SCARNA8
GTF3C2,SEC11C
GTF3C2,ZP3
GTF3C2,ACD
GTF3C2,BAX
GTF3C2,LNPEP
GTF3C2,LRRC1
GTF3C2,TUBA4A
GTF3C2,POC5
HDAC1,SPATS2
HDAC1,NPAT
HDAC1,DEPDC1B
HDAC1,OR52K1
HDAC1,ANKS3
HDAC1,TMEM119
HDAC1,GMEB2
HDAC1,PRKCE
HDAC1,NAP1L4
HDAC1,CDKN2D
HDAC1,SCYL2
HDAC2,AGPAT3
HDAC2,CDC6
HDAC2,CPOX
HDAC2,OPRL1
HDAC2,CLDN5
HDAC2,RPGRIP1L
HDAC6,CLDN12
HDAC6,SBDSP1
HDAC6,HS3ST3B1
HDAC6,GJB6
HDAC6,HDAC10
HDAC6,CECR2
HDAC6,GALNT4
HDAC6,FAM186B
HMGN3,RPL5
HMGN3,TGM5
HMGN3,GLRX3
HMGN3,MAT2A
HMGN3,TAF11
HMGN3,DLGAP4
HMGN3,FSTL3
HMGN3,CDC7
HMGN3,KLRB1
HMGN3,HDDC3
HMGN3,ZNF420
HMGN3,ALOX5
HMGN3,LY6G6F
HMGN3,KSR1
HMGN3,C21orf91
HMGN3,MLH1
HSF1,TCF20
HSF1,THOC6
HSF1,UBL7
HSF1,CDC25C
IKZF1,SLC12A7
IKZF1,NPHP4
IKZF1,KBTBD3
IKZF1,CACNA2D2
IKZF1,MYBPC3
IRF1,TXLNA
IRF1,CD55
IRF1,CD68
IRF1,ZNF391
IRF4,DGKK
IRF4,RGS18
IRF4,ZFP36L1
IRF4,SHANK3
IRF4,ARHGAP42
IRF4,SMAD7
IRF4,RNF157
IRF4,RNF135
IRF4,MYO3B
IRF4,RUNDC3A
IRF4,YIPF4
IRF4,PGAM2
IRF4,ARL4C
IRF4,PROM1
IRF4,PPP1R8
IRF4,SLC24A3
IRF4,DHX37
IRF4,NUAK1
IRF4,CX3CR1
JUN,JAM2
JUN,TUBE1
JUN,GABARAPL1
JUN,ALKBH4
JUN,UFM1
JUN,ZNF496
JUN,PSRC1
JUN,ZDHHC3
JUND,PXN
JUND,ZDHHC16
JUND,THG1L
JUND,CYBRD1
JUND,TADA1
JUND,PBX1
KAT2A,SNORD116-13
KAT2A,DCAF10
KAT2A,CRELD2
KAT2A,KCNH4
KAT2A,ABHD11
KAT2A,ZNF845
KAT2A,PHIP
KAT2A,ZNF12
KAT2A,SMG6
KAT2B,TRIM8
KAT2B,RNFT2
KAT2B,STK16
KAT2B,ITIH4
KAT2B,SNORD45C
KAT2B,TAF13
KAT2B,LCK
KAT2B,NPTXR
KAT2B,FCN2
KAT2B,FBN2
KAT2B,HBG2
KAT2B,LDB3
KDM1A,GRID2IP
KDM1A,PPP1CB
KDM1A,ZNF629
KDM1A,KDM1B
KDM1A,KIAA0895
KDM1A,SP100
KDM1A,MYO1C
KDM1A,KRBA1
KDM1A,SPCS2
KDM1A,SUSD3
KDM1A,TNFRSF10D
KDM1A,PLIN1
KDM1A,GMEB2
KDM1A,PITPNM2
KDM4A,UBFD1
KDM4A,ARSA
KDM4A,ALPP
KDM4A,MAP3K14
KDM4A,RALA
KDM5A,MAMSTR
KDM5A,AK1
KDM5A,MTX2
KDM5A,LSM4
KDM5A,ZNF662
KDM5A,FOSL1
KDM5A,DNAH3
KDM5A,PIK3AP1
KDM5A,MMP23A
KDM5A,CLGN
KDM5B,KMO
KDM5B,STAG3L3
KDM5B,MRPL13
KDM5B,GFI1
KDM5B,BCL2L12
KDM5B,MAP9
KDM5B,UBQLN2
KDM5B,OPTN
KDM5B,RPA3
KDM5B,KDM4D
KDM5B,KEAP1
KDM5B,TMPRSS6
KDM5B,KIAA1549
MAFF,CAPS
MAFF,ENC1
MAFF,MBD5
MAFF,LGR6
MAFF,OSGEPL1
MAFF,OMP
MAFK,ATG12
MAFK,S100A8
MAFK,TUBA3D
MAFK,EIF4A3
MAX,KCTD9
MAX,RASAL2
MAX,FAM76A
MAX,NAALADL1
MAX,MAZ
MAX,GPC1
MAX,HLTF
MAX,COL5A3
MAX,TMBIM6
MAX,PEX7
MAZ,YY1
MAZ,MAX
MAZ,DOK3
MAZ,TRNAU1AP
MAZ,LRRC19
MAZ,MSRA
MAZ,SNCA
MAZ,ZBTB17
MAZ,PLEKHG4
MAZ,ZNF276
MAZ,TBC1D24
MBD4,TMEM185A
MBD4,OLFML2B
MBD4,ST6GALNAC2
MBD4,PGAP1
MBD4,SNORD67
MBD4,SAFB
MBD4,SEC13
MBD4,TAP1
MBD4,ABCG1
MBD4,PAQR7
MEF2A,RSPRY1
MEF2A,ADAMDEC1
MEF2A,RFC5
MEF2A,YEATS2
MEF2A,ADRB1
MEF2A,TMEM176A
MEF2A,UTP14C
MEF2C,RNU6ATAC
MEF2C,OXCT2
MEF2C,HS1BP3
MEF2C,PPP1R14A
MEF2C,DPEP3
MEF2C,TCEAL3
MEF2C,XPNPEP3
MEF2C,HECTD1
MEF2C,NAPSB
MEF2C,ODF3L1
MEF2C,SPTAN1
MEF2C,MED12L
MTA3,C11orf45
MTA3,RBM14
MTA3,THRB
MTA3,WNK2
MTA3,WFS1
MTA3,ITGB5
MTA3,KCNA3
MYB,TMEM201
MYB,PTGDR
MYB,CD247
MYB,PTPN11
MYB,CDK13
MYB,LRRC61
MYB,KIF7
MYB,TNFSF12
MYB,RCSD1
MYB,CKS1B
MYB,PCSK7
MYB,ZNF831
MYB,XKRX
MYB,FARS2
MYB,NELL2
MYB,GOLT1B
MYBL2,CUEDC1
MYBL2,AMPD1
MYBL2,CCDC82
MYBL2,DDT
MYBL2,ADAMTS3
MYC,SHH
MYC,BAIAP2L1
MYC,NEURL4
MYC,NCLN
MYC,KIF3A
MYC,SDC4
MYC,MYEOV
NCOR1,NDUFV3
NCOR1,ZNF627
NCOR1,ZNF446
NCOR1,TOMM22
NFATC1,ETV6
NFATC1,GAPT
NFATC1,ZNF765
NFATC1,ARMCX5
NFATC1,ITGAE
NFATC1,GMEB2
NFE2,SDS
NFE2,RNF38
NFE2,ASIP
NFE2,DPM3
NFE2,ACOT8
NFE2,TNFRSF25
NFE2,SEMA4C
NFE2,TMEM8B
NFE2,CMKLR1
NFE2,CD2
NFIC,AP1S3
NFIC,GLOD4
NFIC,ASB3
NFIC,FHOD1
NFIC,UBE2D4
NFYA,SENP3
NFYA,SYT11
NFYA,SLC22A23
NFYA,SNORD36B
NFYA,CCNA2
NFYB,MAL
NFYB,ZC3H12B
NFYB,TIMELESS
NFYB,TUBGCP4
NR2C2,NUDT2
NR2C2,SEC11C
NR2C2,VPS33A
NR2C2,SLAIN2
NR2C2,YTHDF3
NR2C2,RHBDL1
NR2C2,NUB1
NR3C1,NMI
NR3C1,HK2
NR3C1,BIK
NR3C1,NR3C2
NR3C1,RNASET2
NR3C1,THTPA
NR3C1,ABHD3
NR3C1,CDYL
NR3C1,ECT2
NR3C1,CLDN5
NR3C1,NRP2
NR3C1,RPRD1B
NRF1,TAF5
NRF1,LHFPL2
NRF1,KCNQ1
NRF1,NRADDP
NRF1,NR4A3
NRF1,RAPGEF4
NRF1,SFRP4
NRF1,PAN3
PAX5,CCDC34
PAX5,BCO2
PAX5,ADAM15
PAX5,SNORD12
PAX5,DBT
PBX3,MRPS11
PBX3,VNN1
PBX3,STARD3
PBX3,NFXL1
PBX3,DENND2D
PBX3,CKAP5
PBX3,ADAP1
PBX3,MYO1H
PBX3,PBX2
PBX3,PAOX
PBX3,SSH2
PHF8,TSPAN3
PHF8,TIMM8A
PHF8,PGBD2
PHF8,ELL
PHF8,IL15
PHF8,IRS2
PHF8,MMP19
PHF8,SGSM1
PHF8,TAB2
PML,NSD1
PML,GEMIN8
PML,SNORA5C
PML,IL1R1
PML,BST1
PML,CNN2
PML,COG8
PML,COIL
POLR2A,TMEM132A
POLR2A,COG3
POLR2A,BRD1
POLR2A,CHMP4A
POLR2A,GAS1
POLR2A,FLOT1
POLR2A,CISD3
POLR3A,HKDC1
POLR3A,CARNS1
POLR3A,POLR3K
POLR3A,DGKA
POLR3A,EBF1
POLR3A,FNBP4
POLR3A,RBM15B
POLR3A,ABCD2
POLR3G,SNRPB2
POLR3G,NKX6-2
POLR3G,CHN2
POLR3G,ANKRD10
POLR3G,LYRM2
POLR3G,STRN3
POLR3G,B3GALT2
POU2F2,ITGAL
POU2F2,WIPI1
POU2F2,CASP2
POU2F2,SLC12A9
POU5F1,DDX58
POU5F1,DHX37
POU5F1,ZNF133
POU5F1,RAB3IP
POU5F1,CENPM
POU5F1,HSPA12B
POU5F1,TNFRSF21
POU5F1,RPP25
PPARGC1A,THUMPD1
PPARGC1A,NSMCE1
PPARGC1A,GGT7
PPARGC1A,EREG
PPARGC1A,MSLN
PPARGC1A,LMO2
PPARGC1A,HSPA4L
PPARGC1A,RPRD1B
PPARGC1A,PCDHGB4
PPARGC1A,NFKBIL1
PRDM1,SGSH
PRDM1,DDX11L2
PRDM1,KIR2DS1
PRDM1,GPRIN3
PRDM1,AGPAT5
PRDM1,HERC6
PRDM1,PCDHGC5
PRDM1,DNAJC5B
PRDM1,LZTS2
PRDM1,ASCL3
PRDM1,LCP1
PRDM1,SYCP2
PRDM1,NKTR
PRDM1,LSP1
RAD21,HCLS1
RAD21,RANBP6
RAD21,RB1CC1
RAD21,UNC13B
RAD21,LEPROTL1
RAD21,AKT1
RAD21,TRIM24
RAD21,TFAP4
RAD21,RAB27A
RAD21,RAD23A
RAD21,RAD51C
RAD21,RASA2
RAD21,RAD18
RAD21,RAD50
RAD21,RAP2C
RAD21,RABAC1
RAD21,SLC25A45
RAD21,TRIM16L
RAD21,RAD54L2
RAD21,RAD1
RAD21,ZFYVE19
RBBP5,RAVER2
RBBP5,NDUFC1
RBBP5,SLC7A8
RBBP5,CD69
RBBP5,CHMP5
RBBP5,ABCA4
RBBP5,EZH1
RBBP5,PPOX
RBBP5,RARB
RBBP5,RNPEP
RCOR1,LIMD1
RCOR1,CDK4
RCOR1,RASA2
RCOR1,HLA-DQA1
RCOR1,LRRC29
RCOR1,NUP160
RCOR1,RGPD1
RCOR1,RBM6
RELA,IMMT
RELA,NDUFA11
RELA,TMEM87A
RELA,RBBP9
RELA,RBM44
RELA,RBM25
RELA,RBMX2
RELA,RAD51
RELA,RDH10
RELA,RCOR3
RELA,DOC2A
RELA,POLR2B
RELA,RIN3
RELA,SMAD7
RELA,RHOBTB3
RELA,SERPINB1
RELA,WDR35
RELA,RASIP1
RELA,PRMT6
RELA,C11orf49
REST,VPS35
REST,RBM41
REST,RCOR3
REST,RDH11
REST,ZC3H3
REST,ADD2
REST,KCNJ13
REST,ZNF503
REST,VCAM1
REST,EIF4G3
RFX5,SEC23A
RFX5,HES6
RFX5,TIMM8B
RFX5,NOL7
RFX5,NPFF
RFX5,NPC1L1
RFX5,RNF5
RFX5,EPB41L1
RNF2,PIGY
RNF2,RGS3
RNF2,DGCR8
RNF2,FAM166B
RNF2,KCNK6
RNF2,FAM111B
RNF2,DNAL4
RNF2,COMT
RNF2,F2R
RNF2,DND1
RUNX3,RIPK3
RUNX3,IFT27
RUNX3,TOR1AIP1
RUNX3,CYLD
RUNX3,MTAP
RUNX3,L3MBTL4
RUNX3,SKP1
RUNX3,FOXP4
RUNX3,RAVER2
RUNX3,SGIP1
RUNX3,NLK
RXRA,KIAA2013
RXRA,TJP2
RXRA,POMGNT1
RXRA,KCTD17
RXRA,PABPC1L
RXRA,DNAJC21
RXRA,PUM2
SAP30,ARNT
SAP30,B3GNT8
SAP30,HDHD3
SAP30,EIF4G1
SAP30,TTC23L
SAP30,TYK2
SAP30,SAR1A
SETDB1,MARK4
SETDB1,MORF4L2
SETDB1,PTTG2
SETDB1,FOXN3
SETDB1,ZBTB24
SETDB1,MST1
SIN3A,UBE2L6
SIN3A,UBE2B
SIN3A,PIK3C2B
SIN3A,SAC3D1
SIN3A,ZFYVE27
SIN3A,SIGLEC8
SIN3A,FAM174B
SIRT6,AAK1
SIRT6,ZC3H18
SIRT6,NDUFS6
SIRT6,MRPL2
SIRT6,SCARB1
SIRT6,TP53I11
SIRT6,SLC26A11
SIRT6,RASAL2
SIRT6,HOXA1
SIRT6,MEAF6
SIRT6,CDC42
SIX5,ANKRD36BP1
SIX5,ABCC10
SIX5,SOX12
SIX5,OSBPL3
SIX5,PDCD2
SIX5,ZNF704
SIX5,DQX1
SIX5,SDC4
SIX5,CA8
SMARCA4,MFSD5
SMARCA4,REC8
SMARCA4,ARHGAP10
SMARCA4,COX7B
SMARCA4,FBXO7
SMARCA4,BCO2
SMARCB1,SLFN11
SMARCB1,ACVR1B
SMARCB1,DYM
SMARCB1,RPAP1
SMARCB1,STAT3
SMARCB1,AMY2A
SMARCB1,MAP7D3
SMARCB1,RBP2
SMARCC1,CYP4F3
SMARCC1,OPTN
SMARCC1,POLRMT
SMARCC1,CX3CR1
SMARCC1,TCP11L2
SMARCC1,ALDOB
SMARCC1,FZD3
SMARCC2,SMCR8
SMARCC2,VPREB3
SMARCC2,KLF5
SMARCC2,SLC25A24
SMARCC2,SUPT6H
SMARCC2,SNORA37
SMARCC2,CYB5D2
SMC3,MXRA7
SMC3,ANKRD34A
SMC3,CSK
SMC3,CSGALNACT2
SMC3,SNF8
SMC3,SERPINC1
SMC3,PRMT5
SP1,SPRED2
SP1,SP140L
SP1,ARGFXP2
SP1,OTUD4
SP1,SP4
SP1,SP2
SP1,SP3
SP1,NUTF2
SP1,SPAG1
SP1,SPAG9
SP1,SPAG4
SP1,SP100
SP1,SP110
SP1,SNRPC
SP2,PLEKHA8
SP2,SP100
SP2,SP140
SP2,SPAG4
SP2,SPPL2A
SP2,ZNF189
SP2,RPS18
SP2,SOX4
SP2,SP3
SP2,SP4
SP2,SP1
SP2,SFN
SP2,SSR1
SP2,ATOX1
SP2,CXorf65
SP2,SPAG17
SP2,OTUD4
SP4,NAF1
SP4,LGALS3
SP4,SPAG17
SP4,CTNNB1
SP4,SP100
SP4,SEC14L1
SP4,LRRC41
SP4,SOX4
SP4,IPO11
SP4,SP3
SP4,SP1
SP4,SP2
SP4,MSN
SP4,MVD
SP4,MCRS1
SP4,PSMF1
SP4,ZNF416
SP4,PLA2G6
SP4,TIAL1
SP4,EMX1
SP4,GJB6
SP4,GYG2
SP4,HEXB
SPI1,ZNF407
SPI1,XRCC2
SPI1,NLRP6
SPI1,KATNAL2
SPI1,LTK
SPI1,DNAJC16
SPI1,HMGB1
SREBF1,APBB3
SREBF1,PIPSL
SREBF1,SLA2
SREBF1,PPM1L
SREBF1,TAF5L
SREBF1,SREBF2
SREBF1,CDC23
SREBF1,RAB36
SREBF1,ABCB7
SREBF1,MS4A7
SREBF1,SLC35E1
SREBF1,SLC44A3
SREBF1,PDK2
SREBF2,GJC2
SREBF2,TMED5
SREBF2,CLDN15
SREBF2,SPEG
SREBF2,SREBF1
SREBF2,SPATA24
SREBF2,MAP1A
SREBF2,CAPNS2
SRF,ERAL1
SRF,IL32
SRF,SLC39A11
SRF,KYNU
SRF,SSX2IP
SRF,RPL21
SRF,SSR2
SRF,BCL11B
SRF,PSMA2
SRF,KMO
STAT1,STARD7
STAT1,ADRM1
STAT1,C1RL
STAT1,SUSD5
STAT1,CCNK
STAT2,GPR87
STAT2,STARD8
STAT2,DNAJC7
STAT2,ZMYM5
STAT2,PROCA1
STAT3,EI24
STAT3,SPON1
STAT3,PRPF40B
