Regulator	Target	MI	pvalue
ZBTB7A	AP1G2	0.6891860797475189	3.6387448609787043E-10
STAT5A	RIC8A	0.624390936234916	0.0011875589665533148
RBBP5	HECTD1	0.6461890156398471	3.938213563037252E-6
KAT2B	NGDN	0.5806180643046459	3.6387448609787043E-10
HMGN3	PSPN	0.6760951327286798	0.0
SMARCC1	GNL2	0.6683643053752382	0.018184724233354377
SMARCC1	GNL3	0.6100656052841463	9.824611124642502E-9
NR2C2	SUMO1P1	0.6300192133663123	9.824611124642502E-9
ETS1	ATP1B1	0.640830608664161	2.0267808875651383E-7
TAF7	SNHG12	0.6483849557065805	0.0
NFE2	ALG11	0.6008062639204242	3.938213563037252E-6
ELK1	BTBD12	0.6167663984125913	0.018184724233354377
CCNT2	UTF1	0.7250533644808935	0.0
KAT2B	NEK3	0.6557894853362958	0.0
KAT2B	TRPC7	0.6129918003744301	0.0011875589665533148
KAT2B	NEO1	0.626188874413113	0.018184724233354377
CEBPZ	LOC442454	0.619851012564719	0.0011875589665533148
MYBL2	PYROXD2	0.6958692784679587	0.0
PML	DHX32	0.6201069517594857	0.018184724233354377
HCFC1	FIBP	0.6207594982390964	3.938213563037252E-6
GATA3	KLF14	0.6981672453517688	2.0267808875651383E-7
PML	DHX58	0.6445717417441552	0.0011875589665533148
ARID3A	NCBP1	0.6520234444768185	0.0
ARID3A	NCBP2	0.7147582598139585	0.0011875589665533148
RXRA	RRN3	0.6241676553136263	3.6387448609787043E-10
TBP	GPS1	0.6104903944712361	7.115492800746637E-5
UBTF	AGPS	0.6095693882375932	0.0
KAT2B	NFIA	0.7043947789917877	7.115492800746637E-5
POLR2A	SPERT	0.6889052586642749	0.0
IKZF1	TYRO3	0.6253641735343111	2.0267808875651383E-7
TFAP2C	ATXN1L	0.6670161914192596	9.824611124642502E-9
BDP1	ASB6	0.6134671821353618	3.938213563037252E-6
GTF2F1	SCRN1	0.7249529759632818	0.0
GTF2F1	SCRN3	0.6281864973591723	0.0
SAP30	MAP3K5	0.6142063765859485	0.018184724233354377
TAF7	COASY	0.6251900262524676	3.938213563037252E-6
CCNT2	CBWD2	0.6361292204787481	0.0
RCOR1	ADORA2B	0.6795520649316995	0.0011875589665533148
RUNX3	MPHOSPH9	0.6751429290248095	0.0
KDM1A	MRS2P2	0.5924605294764077	0.018184724233354377
H2AFZ	RPLP0	0.6030050752015399	0.018184724233354377
CREB1	NUP205	0.6564314481873006	0.018184724233354377
MAZ	CDK6	0.6078460751761369	3.6387448609787043E-10
POLR3A	SMC4	0.6164251569676362	2.0267808875651383E-7
RCOR1	PPARD	0.6146803450843795	0.0
CBX8	PDIK1L	0.647614672232949	0.0
ZNF274	MCCC2	0.7132678940596775	7.115492800746637E-5
SMARCC1	GRK4	0.6547772164047302	0.0011875589665533148
CEBPD	C5orf44	0.6795604502686966	0.0
ELF1	LOC442454	0.6826362326941787	9.824611124642502E-9
SMC3	APITD1	0.6486350641731444	3.6387448609787043E-10
E2F4	SLC7A10	0.6393001586050909	2.0267808875651383E-7
ZC3H11A	PGBD2	0.6290272254174201	0.018184724233354377
HDAC2	HOMEZ	0.6349262841030536	3.938213563037252E-6
HMGN3	POLK	0.6159785500719803	0.0011875589665533148
FLI1	SDHAP2	0.6701052216735632	0.0011875589665533148
GTF2F1	INTS10	0.655296269514876	0.0
SMARCC2	TEX101	0.6270696184989935	0.018184724233354377
BRF1	C11orf66	0.6757398484799357	3.938213563037252E-6
KAT2B	PAQR9	0.6096590779703925	0.0011875589665533148
ESRRA	RBBP7	0.5959093581432428	0.0
ZNF384	AKAP9	0.6766292776263845	0.0
POLR3A	SMYD4	0.6958460569388268	0.0
HDAC2	ANKRD56	0.6085802865067337	0.018184724233354377
ATF1	EXOSC8	0.6011463513659497	9.824611124642502E-9
ATF1	EXOSC3	0.5906171972586468	7.115492800746637E-5
KAT2B	NANS	0.6157464993459675	3.6387448609787043E-10
MAFF	ANXA5	0.6616695946785341	0.0011875589665533148
ZBTB7A	ZNF134	0.6198220283310031	3.938213563037252E-6
ZBTB7A	ZNF136	0.7130924356362222	0.0
KDM1A	ABHD11	0.6676382449449763	0.0011875589665533148
GTF3C2	NAA10	0.6374495979767533	0.018184724233354377
RXRA	RNF4	0.6036233847340985	3.938213563037252E-6
ZBTB7A	ZNF175	0.6667183404272192	0.0
GTF3C2	NAA40	0.6881968708926225	0.018184724233354377
ZC3H11A	TNRC18	0.668503985983998	3.938213563037252E-6
KAT2A	UNC13B	0.6407796577822257	0.0
ZBTB33	HAUS6	0.6586518146306469	0.018184724233354377
MYBL2	WDR1	0.7105093030099385	0.018184724233354377
UBTF	LEPREL2	0.6942843045800682	0.0011875589665533148
GATA3	KLKP1	0.6811540445845139	0.0
ZBTB7A	ZNF238	0.6446175585850017	3.938213563037252E-6
CCNT2	UROD	0.6601632779012955	9.824611124642502E-9
ZBTB7A	ZNF260	0.7757454437953631	0.0011875589665533148
SMARCC1	GPT2	0.6370149003338115	9.824611124642502E-9
ZBTB7A	ZNF256	0.6714653901581675	3.938213563037252E-6
ZBTB7A	ZNF277	0.6080882021611399	3.6387448609787043E-10
SMARCC1	GPN1	0.6669096937077885	7.115492800746637E-5
POLR3A	SRA1	0.6218914454297789	7.115492800746637E-5
CEBPD	SEMA4B	0.6618673446360278	0.0
USF2	IRF5	0.6762507552915556	0.018184724233354377
E2F6	DNM1P35	0.6374548591961252	0.0011875589665533148
SMARCC2	PALB2	0.678400925845278	7.115492800746637E-5
SMARCC1	ITFG3	0.676811299443291	0.0
USF2	IRGQ	0.6138880309066445	7.115492800746637E-5
SMARCC1	ANKRD40	0.6783813115218824	7.115492800746637E-5
SMARCC1	ANKRD53	0.6373818042950953	2.0267808875651383E-7
SMARCC1	ANKRD55	0.6685508533626175	7.115492800746637E-5
SMARCC1	ANKRD39	0.6669565126266368	0.0011875589665533148
BCL11A	SHARPIN	0.6018644837662523	0.0
ZBTB7A	ZNF318	0.6102650702927634	0.018184724233354377
ELF1	ARHGAP10	0.6296897331867055	7.115492800746637E-5
ZNF274	ANKRD17	0.6021269613792088	0.018184724233354377
ZNF274	ANKRD19	0.6385136739855913	9.824611124642502E-9
POU5F1	MAP3K9	0.6591323062525464	0.018184724233354377
ZBTB7A	ZNF330	0.6415678985608168	0.018184724233354377
CEBPB	ARRDC1	0.6365752437740841	0.0011875589665533148
ZBTB7A	ZNF320	0.6454985090990102	0.0
ZBTB7A	ZNF358	0.7248422913123472	2.0267808875651383E-7
ZBTB7A	ZNF397	0.6561599040434972	9.824611124642502E-9
GABPA	PNMA1	0.6196726352716054	7.115492800746637E-5
SMARCC2	CSNK2A1	0.6132589733444007	7.115492800746637E-5
GABPA	ITGA6	0.6263276272246475	0.0011875589665533148
MEF2C	T	0.6445621771914024	2.0267808875651383E-7
MEF2A	PTER	0.6842352052268859	0.0
SREBF1	TMEM196	0.7106153500040385	0.0
TBP	G6PC	0.6570950693420069	0.018184724233354377
EZH2	CDK20	0.6273948444796985	0.018184724233354377
ZBTB7A	STMN4	0.6172965167780508	7.115492800746637E-5
ELF1	HERC4	0.6366094723112071	0.0011875589665533148
KAT2B	NONO	0.6722466217563947	0.0
CHD1	DMPK	0.6187579193423126	7.115492800746637E-5
USF2	ARMC6	0.639306200411387	3.938213563037252E-6
CBX3	CNPY3	0.6901554644982031	0.0
USF2	ARMC7	0.6532239976095673	0.018184724233354377
BDP1	BOD1	0.7183322413673974	0.018184724233354377
CHD1	DMWD	0.6681502055326596	0.0
CBX8	AHDC1	0.6289812918463159	7.115492800746637E-5
POU2F2	SAMD9L	0.6747372676899702	9.824611124642502E-9
UBTF	UTP14C	0.6381448996568824	3.938213563037252E-6
MAFF	CXCR4	0.642586137630495	0.018184724233354377
SMARCC1	RWDD1	0.6664074788695774	0.0
BCLAF1	ZZEF1	0.6637892063013577	0.0011875589665533148
HDAC2	PLEKHG4B	0.5633333592174254	0.018184724233354377
HMGN3	SURF2	0.6404984928795435	3.938213563037252E-6
PHF8	DNASE1L3	0.6324655340961656	7.115492800746637E-5
ZNF143	EDC3	0.6827601215970741	0.0
BDP1	C4orf14	0.7280456593046436	0.0011875589665533148
EZH2	TNFRSF6B	0.623523368817266	9.824611124642502E-9
ELF1	DIS3L2	0.6524221914988618	0.0
TBP	ATP13A1	0.6517704755744712	0.0
BDP1	RTKN2	0.6965385307514947	0.0
HDAC2	C13orf27	0.6975612366541069	0.0
RBBP5	PTPN14	0.6860723931334678	0.0
KDM5A	TRIM56	0.6749887891039498	3.938213563037252E-6
IRF4	C8orf79	0.7088043165652664	2.0267808875651383E-7
POLR3A	THPO	0.6855492250289862	7.115492800746637E-5
SREBF2	PPP2CA	0.6756723963939802	0.018184724233354377
GABPA	C12orf65	0.6057197421003558	7.115492800746637E-5
HCFC1	FNTB	0.611984182994021	7.115492800746637E-5
TAF7	TM9SF2	0.7025792909064353	0.0
TAF7	TM9SF4	0.6413332381793426	0.018184724233354377
ATF1	FAM178A	0.6739001809251236	7.115492800746637E-5
GATA3	P2RY11	0.6630233606228229	0.0
CEBPZ	HNRNPA1	0.6437695183943765	0.0
ZBTB7A	ZNRF3	0.6732459948987743	3.6387448609787043E-10
CBX8	CPSF2	0.6013540073820758	2.0267808875651383E-7
MYBL2	CAMK4	0.7102378295678926	0.0
CBX3	EHBP1L1	0.6693144231379946	0.0
ZBTB33	SCAP	0.6977729589755267	0.0
CHD7	FUNDC1	0.6990226650670518	3.938213563037252E-6
MAZ	GPT	0.6682415606926219	0.0011875589665533148
SP4	C10orf47	0.6175000737039117	0.0011875589665533148
POLR3A	SNURF	0.6431355531331846	7.115492800746637E-5
GATA3	PBX4	0.6856530525232891	0.0
CEBPZ	OGFOD1	0.622923765209273	0.018184724233354377
CEBPZ	NFU1	0.6485656392835697	3.6387448609787043E-10
TAF1	SLC27A2	0.6562639058421901	0.0011875589665533148
CHD4	IREB2	0.6651280192495695	3.6387448609787043E-10
ZNF143	PLRG1	0.5838102933267566	0.0
BDP1	RTDR1	0.6790983785767511	9.824611124642502E-9
RBBP5	TUFM	0.672291815224743	0.0
ZNF143	PIK3R4	0.6532660077939281	0.0
CCNT2	CCNT1	0.6816966237087901	0.0
ZNF274	DNAJA3	0.6570225795506845	0.0
PHF8	MSTO2P	0.6229334159259389	0.0
GABPA	EDEM2	0.623508106052796	3.6387448609787043E-10
USF2	FAM113A	0.6912806110224695	0.0
GTF2F1	C21orf2	0.6702593138976063	9.824611124642502E-9
KAT2B	FOXO3B	0.6958441945135424	0.0
POLR2A	HDHD2	0.6658600978001651	0.0
SMARCC2	LMAN1L	0.6392444190976558	0.0011875589665533148
NR2C2	MESP1	0.6294989562849937	7.115492800746637E-5
NFYB	QSOX1	0.5994719584712981	3.938213563037252E-6
CREBBP	MYO1F	0.7011045117421116	0.018184724233354377
TBL1XR1	TFDP1	0.6413267748342527	3.938213563037252E-6
MYBL2	GRAPL	0.6672292151376674	0.0
KAT2B	PAGE2	0.6520145175551024	0.0
POLR3A	AIMP1	0.6012544991329436	0.018184724233354377
MAZ	BMS1	0.5966348412186517	0.018184724233354377
SUZ12	H2AFZ	0.6351843093978802	0.0011875589665533148
KAT2B	TRAF5	0.5849995779938532	7.115492800746637E-5
GTF3C2	ATP6V1H	0.6720125808468453	0.0
BDP1	BPTF	0.686545002247069	0.0
ZNF384	KIAA1109	0.6462251816058037	3.938213563037252E-6
HSF1	ENG	0.6412119119102961	7.115492800746637E-5
UBTF	ZNF43	0.617216483542218	0.0011875589665533148
TAF7	ENOSF1	0.6376322232737462	2.0267808875651383E-7
KAT2B	IGBP1	0.5873106160447019	7.115492800746637E-5
KAT2B	TRAM2	0.683916539645495	0.0
GATA3	PERP	0.6537335664735717	7.115492800746637E-5
CHD4	GLMN	0.640973027430326	7.115492800746637E-5
GTF3C2	AMBRA1	0.6755401724399559	7.115492800746637E-5
STAT5A	TRAF6	0.6387069719056855	0.018184724233354377
E2F6	PKD2L1	0.6266055827674889	3.938213563037252E-6
ATF1	CWC22	0.6216420332025994	0.0
HDAC6	C14orf119	0.6590458104871044	0.018184724233354377
ARID3A	RTKN2	0.6530782046996285	2.0267808875651383E-7
CREBBP	LCP2	0.6248901355735494	0.0
ZBTB33	COPB1	0.5972267137779411	7.115492800746637E-5
HSF1	SON	0.6470187218415059	0.0
TBL1XR1	OTUD4	0.5825141259192873	0.018184724233354377
ETS1	PLEKHA2	0.669156298685413	0.0
SMARCB1	PRKCI	0.6085623021276477	0.0011875589665533148
CHD1	DENR	0.6398770895668753	9.824611124642502E-9
ETS1	PLEKHB2	0.7279891513625091	0.0
CBX3	USP12	0.6817681625255477	7.115492800746637E-5
GATA3	PI16	0.6581198416597547	3.938213563037252E-6
ETS1	PLEKHF2	0.6597213420810841	7.115492800746637E-5
E2F4	RHCG	0.6311497455660798	0.0
HSF1	TBP	0.6731403830622951	0.018184724233354377
CTBP2	LMO2	0.6105425965436898	7.115492800746637E-5
NR2C2	RNF219	0.663604427520414	0.0
GTF2F1	RTN4RL2	0.6813167985241814	0.018184724233354377
GATA3	PHEX	0.6065582447079205	0.018184724233354377
CBX3	USP50	0.6525034487344094	0.0011875589665533148
POU2F2	TFF3	0.6447553565597339	0.0011875589665533148
GTF3C2	RRP12	0.6525500471295141	2.0267808875651383E-7
GTF3C2	RRP15	0.7259002215623571	3.938213563037252E-6
CHD1	DFFA	0.7250443290771017	0.0
BDP1	GADD45GIP1	0.6539166925832698	3.938213563037252E-6
BRCA1	SKA3	0.6396753937613019	0.018184724233354377
WRNIP1	PRPF39	0.7462370680994068	3.938213563037252E-6
POLR3A	TAB3	0.6529934724200651	0.018184724233354377
GATA3	PIGQ	0.59794909477091	0.018184724233354377
KDM1A	CENPJ	0.7011604214483979	7.115492800746637E-5
GABPA	UBASH3B	0.7350850773757045	3.6387448609787043E-10
TCF7L2	LYPD3	0.6372946209598763	2.0267808875651383E-7
ATF2	TICAM1	0.6493207124049387	7.115492800746637E-5
ELK4	DCP1A	0.6398336801361312	0.018184724233354377
POU5F1	CAPN8	0.6370130639561639	3.938213563037252E-6
ZBTB33	ZFP36	0.6601368299866344	0.0
ZBTB33	ZFP28	0.6772043835617125	7.115492800746637E-5
FOXM1	CCDC151	0.6914866086906567	0.0
ELF1	SIP1	0.6795929172636204	0.0
MXI1	NSUN3	0.6378557114461934	3.6387448609787043E-10
HSF1	MARK4	0.6186726078735167	0.018184724233354377
KAT2B	RIPK1	0.6636872024590204	0.0
ARID3A	PLCD4	0.6383544365210478	0.018184724233354377
KDM1A	CEP57	0.672361463745999	0.018184724233354377
GTF3C2	WDFY4	0.6214890005138064	7.115492800746637E-5
ETS1	BIRC3	0.6372596601439742	0.0
MAFK	CYHR1	0.6414941884653417	0.018184724233354377
SMARCA4	KCTD19	0.6882590150042698	0.0
GATA1	NRXN3	0.6639388906582219	0.0
KDM1A	CEP70	0.67980080622686	0.0011875589665533148
MYBL2	NLRP7	0.674295038573625	0.0
UBTF	ZMYM6	0.66869181184888	0.0
POU2F2	TBL3	0.6123033896054738	3.938213563037252E-6
HDAC2	TNFAIP8L3	0.618675139919443	9.824611124642502E-9
HMGN3	SUMO3	0.632595958073963	0.018184724233354377
CEBPZ	NOL7	0.6885079231785025	7.115492800746637E-5
CEBPZ	NOL8	0.6598547645969125	0.0
XRCC4	SPAG6	0.6107883290802075	3.938213563037252E-6
ELF1	CSTL1	0.6500024470789323	0.0011875589665533148
ZBTB7A	ZNF44	0.6889279311888903	2.0267808875651383E-7
SP4	ERO1LB	0.6777131102745452	0.0
ETS1	KLKP1	0.6142159242260358	2.0267808875651383E-7
STAT2	PARP15	0.6427614191171269	2.0267808875651383E-7
BDP1	NCBP1	0.6277691004365823	7.115492800746637E-5
BDP1	NCBP2	0.7847929690473502	0.0011875589665533148
SUZ12	PSMD1	0.6185322433047922	0.0
SMARCC2	SPIN2A	0.7122376816993569	0.0
SUZ12	PSMA4	0.6113904516984942	0.018184724233354377
ZNF143	IREB2	0.7538743851375689	0.0
ELK4	TP53TG3B	0.6517151666310261	0.018184724233354377
TAF7	LOC729234	0.6138546737134893	0.018184724233354377
NFYA	ZC3H12A	0.6148310388421877	0.0011875589665533148
ZNF384	CEP135	0.6607492698211467	9.824611124642502E-9
TAF7	USP21	0.6860806044277061	0.018184724233354377
ARID3A	ERGIC3	0.7287280776274805	0.0011875589665533148
TAF7	USP51	0.7374527302763478	9.824611124642502E-9
TAF7	USP53	0.7446370029429333	3.938213563037252E-6
E2F6	RUNX1	0.6508388218692024	7.115492800746637E-5
CHD4	GPAM	0.7282222105396973	7.115492800746637E-5
ELK1	SCRN3	0.6824107024453987	0.018184724233354377
ZBTB7A	STAM2	0.6584302811349128	0.0011875589665533148
CCNT2	VARS	0.6848547372440835	0.0
ARID3A	NCOR1	0.6647057924083503	0.0
SUZ12	PSMG3	0.6285937873926782	2.0267808875651383E-7
KDM1A	SBNO2	0.6213646215739224	0.018184724233354377
RXRA	SCXB	0.6271545705033166	0.0011875589665533148
MEF2C	CBWD1	0.6221656203563115	7.115492800746637E-5
MXI1	INVS	0.6181148592264262	3.6387448609787043E-10
ARID3A	SFRS12	0.654075649284027	0.0
ARID3A	SFRS14	0.6629369900977363	2.0267808875651383E-7
SMARCC2	IFT81	0.6697232310829403	7.115492800746637E-5
SMARCC2	IFT74	0.657380004494828	0.018184724233354377
RBBP5	NUFIP1	0.624822952604429	0.0
RXRA	SDHA	0.6495563273434909	0.018184724233354377
KAT2A	TTC30B	0.6533748059447343	7.115492800746637E-5
MXI1	SPTBN2	0.7130746416450995	0.0
GATA1	EPB49	0.7145900168300796	0.0
GATA1	EPB42	0.7453041844347376	0.0
ELF1	SELK	0.637337175189659	0.0
POU2F2	LRRC43	0.603676381773983	0.018184724233354377
CCNT2	CCDC3	0.6000755729499424	3.6387448609787043E-10
KDM5B	PAIP1	0.7015328968998112	0.0011875589665533148
HMGN3	INO80B	0.6252752934260561	3.938213563037252E-6
NFIC	ZMPSTE24	0.6872723874155714	7.115492800746637E-5
NFYB	QSER1	0.6636131481046327	0.018184724233354377
GATA2	KLHL26	0.6694794248112095	0.0011875589665533148
ZBTB7A	ZNF12	0.6434040355013828	0.0011875589665533148
HDAC2	MAST3	0.6706176588157174	3.938213563037252E-6
RBBP5	TMX4	0.674387408480019	9.824611124642502E-9
SUZ12	PSKH1	0.6813746391256106	7.115492800746637E-5
BRCA1	SMC3	0.6959883994534488	0.0
IKZF1	SLCO4A1	0.6156961425030227	0.0011875589665533148
MAFK	AGPAT2	0.684137581737954	0.018184724233354377
GTF2F1	CELA1	0.6912085019790883	0.0
CEBPZ	C8orf37	0.6485790995562227	0.018184724233354377
E2F4	ROS1	0.6335395225863071	7.115492800746637E-5
POLR3A	GEMIN6	0.6697231966330015	0.0
KDM4A	RAD54B	0.6678767987143507	3.938213563037252E-6
CBX3	GAR1	0.6499423290014466	0.018184724233354377
CHD1	FBP1	0.5936759840912675	7.115492800746637E-5
TRIM28	CRAMP1L	0.6478656306436386	0.018184724233354377
E2F1	BUB1B	0.6504928307735544	0.0
RBBP5	UCK2	0.7383394864155138	7.115492800746637E-5
KDM4A	SDF2L1	0.6387600102621303	3.938213563037252E-6
SMARCC1	PAFAH1B3	0.6970273614339562	0.0
GATA3	FAM7A2	0.5869986150422912	0.0011875589665533148
NCOR1	ORC2L	0.6455638471642912	0.018184724233354377
JUN	C4orf48	0.6665890056345103	0.018184724233354377
MXI1	TFAP2C	0.6464704179353936	7.115492800746637E-5
KDM1A	MBTPS1	0.6612680401150206	0.0
ZNF274	SEPT7L	0.6488335308965558	0.0
NFYA	PPP2R1A	0.6459512756440562	0.0
NCOR1	DLG1	0.7562325782310758	0.0
GTF3C2	WDR49	0.7567360247538828	0.0
GTF3C2	WDR43	0.603119783160536	0.018184724233354377
GTF3C2	WDR62	0.7220964522691193	3.6387448609787043E-10
HCFC1	LRRK1	0.6400796155554168	3.938213563037252E-6
GTF3C2	WDR64	0.6645819842784569	2.0267808875651383E-7
RBBP5	UBA6	0.6467658802474959	0.018184724233354377
ELK1	MAP2K6	0.7108563290396942	2.0267808875651383E-7
GATA3	FAM76A	0.674505120159738	3.938213563037252E-6
GTF3C2	WDR76	0.6450584877190287	9.824611124642502E-9
SP2	EFCAB4A	0.6630466225139926	0.018184724233354377
GTF3C2	WDR20	0.6242722788599002	0.0011875589665533148
GTF3C2	WDR26	0.6772599399494376	0.0
GTF3C2	WDR33	0.7060968772101562	0.0
STAT5A	LTB4R2	0.6256632541292745	0.018184724233354377
GTF2F1	C16orf93	0.6495677827953961	3.938213563037252E-6
CHD4	SLC25A38	0.677348490114472	0.018184724233354377
CHD4	SLC25A15	0.6338463322396534	0.018184724233354377
GTF2F1	C16orf13	0.6682434082045432	0.0
E2F6	IQCB1	0.6431437403582883	0.018184724233354377
KDM1A	VPS37B	0.653956411848993	0.018184724233354377
KDM1A	CDC5L	0.6964515731967532	2.0267808875651383E-7
H2AFZ	PIN1L	0.6683670884670962	0.018184724233354377
H2AFZ	TM9SF2	0.6669633891843634	3.6387448609787043E-10
GABPA	RSL1D1	0.7020261736639458	0.0
ZBTB33	HACL1	0.6223782325978294	7.115492800746637E-5
CEBPB	CORO1A	0.6368329450780611	0.018184724233354377
KAT2B	MYST1	0.6040738028242242	0.0011875589665533148
WRNIP1	MTG1	0.6635275976644789	2.0267808875651383E-7
SUZ12	GPSM2	0.6052269846374905	0.018184724233354377
SUZ12	PTPN14	0.6932558016436869	0.0
CREBBP	MAFK	0.6200475936211347	3.6387448609787043E-10
TBP	ABHD14B	0.6813349972802271	0.018184724233354377
KDM5A	GPX2	0.6345662473174152	3.6387448609787043E-10
RCOR1	NHSL1	0.661397816688784	7.115492800746637E-5
CEBPZ	MEAF6	0.6174397114204933	0.018184724233354377
RBBP5	C22orf40	0.6151390895749071	0.018184724233354377
TBL1XR1	DHX32	0.6870876273791453	0.0011875589665533148
CHD4	ING4	0.6430594912249652	0.0
TAF7	ADRBK1	0.6176704738361418	0.018184724233354377
KDM4A	PPM1D	0.6302178009023267	0.0011875589665533148
MXI1	PPP1CC	0.6521555319076758	0.0011875589665533148
SMARCB1	GNPAT	0.6647760509543322	3.6387448609787043E-10
TAL1	ABCF3	0.6244771444366752	0.018184724233354377
ELK1	DUSP13	0.6226308064464315	0.0011875589665533148
CHD4	INVS	0.7219526965992725	0.0
USF1	KCTD2	0.7142981735160727	0.0
CHD4	IMMT	0.6692022876874769	0.0
POU5F1	GRAPL	0.655475306074091	0.018184724233354377
ATF2	C4orf41	0.6960637840534128	3.938213563037252E-6
NR2C2	OGFOD2	0.6683377344654636	0.0
NR2C2	FAM18B2	0.6342473356590297	0.018184724233354377
ATF2	C4orf29	0.7061019151058797	0.0
RBBP5	FANCL	0.6440043942118212	0.018184724233354377
RBBP5	FANCM	0.6496979944847155	2.0267808875651383E-7
RBBP5	STUB1	0.7017222111198027	9.824611124642502E-9
SMC3	CKAP2L	0.6653856783005297	0.0
POLR2A	ZC3H7A	0.6111061951929173	0.0011875589665533148
MXI1	DCAF4L1	0.6128447373906698	0.018184724233354377
E2F6	RSPH1	0.6383720372601649	2.0267808875651383E-7
KDM5B	CSNK2A1	0.6506925027527362	0.018184724233354377
ELF1	TMEM65	0.7106281187901856	0.0
ELF1	TMEM89	0.634943474760102	0.0
CEBPD	BLOC1S1	0.6546865222536973	0.0011875589665533148
BDP1	RSL1D1	0.7031928203849958	0.0
SUZ12	ANGPTL4	0.6258092508518178	0.018184724233354377
SP1	CTLA4	0.6786151869697207	3.6387448609787043E-10
GATA1	PGGT1B	0.658654654371136	9.824611124642502E-9
MXI1	ABCG2	0.7007752315152675	0.0
MXI1	ABCC1	0.6496044595046412	0.0
TAF7	FLJ90757	0.6685847452633986	0.0
CCNT2	DICER1	0.7432619224623372	2.0267808875651383E-7
MXI1	PPP1R7	0.6157662892603677	0.0
TFAP2C	GPATCH4	0.6569829553217434	0.0011875589665533148
CBX3	C6orf191	0.7517305506111525	0.0
USF2	AFG3L2	0.6187974376890585	0.018184724233354377
BRCA1	CLSPN	0.8083998951645067	0.0
ELF1	SOCS6	0.6152084595394869	0.0011875589665533148
KDM4A	UQCR11	0.7007332210753523	0.018184724233354377
CBX8	CCDC21	0.6309360489354545	0.018184724233354377
MAFK	ARMC6	0.6499397736678372	0.018184724233354377
CHD1	FEZ2	0.6845175147781521	0.018184724233354377
NFYA	LOC646471	0.6277550348792652	0.0011875589665533148
GATA1	CCNB1IP1	0.6175669610481255	2.0267808875651383E-7
GABPA	YPEL1	0.7160780290374028	0.0
NR2C2	DDX58	0.6765339700521601	0.0
CHD4	FAHD2B	0.6531321441194173	3.6387448609787043E-10
STAT5A	IFITM1	0.62914621873636	3.938213563037252E-6
NR2C2	DDX52	0.6526363039389108	7.115492800746637E-5
MEF2A	OXR1	0.6635189114409771	2.0267808875651383E-7
CHD1	FKBP7	0.6172806713136798	3.938213563037252E-6
TBP	HSF1	0.6462416919666295	3.938213563037252E-6
UBTF	HIBCH	0.6112743549215273	0.018184724233354377
E2F4	CTLA4	0.6683519559942267	0.018184724233354377
NR2C2	FAM128A	0.670556222945344	0.0
POLR2A	TMEM191A	0.6680220421618845	0.0
NCOR1	TCTE1	0.6235862085484958	0.018184724233354377
HMGN3	AP3B1	0.6192447130245166	0.0011875589665533148
BACH1	TCHH	0.6258716877233834	0.0
MXI1	HBA1	0.6307926502489316	0.0
MXI1	HBA2	0.6962337662347445	0.0
GTF3C2	RSAD2	0.6665514545974134	0.0
TAF7	LOC388796	0.5778194715422403	0.0011875589665533148
HCFC1	COX16	0.7102606949800631	0.0011875589665533148
ELF1	CTDSPL	0.687122263008496	9.824611124642502E-9
STAT5A	TRPV6	0.60139726175299	0.018184724233354377
MXI1	HBQ1	0.6694583507552002	0.0
GTF3C2	MBD3L2	0.6364898156750998	0.0
GATA3	RGNEF	0.5890292380184082	0.0011875589665533148
ZZZ3	TNFAIP8L2	0.6009280079075866	0.018184724233354377
RBBP5	FARSB	0.6612932723962338	0.0011875589665533148
RUNX3	LUC7L3	0.6484813323814228	3.6387448609787043E-10
RBBP5	TXN2	0.6724301756725138	0.0011875589665533148
KAT2B	DIS3L2	0.581188732103481	0.018184724233354377
HMGN3	STUB1	0.6943167559410258	0.018184724233354377
BCLAF1	DCP1A	0.7081490662713262	9.824611124642502E-9
ATF2	RAB3GAP2	0.658086883096785	7.115492800746637E-5
MYBL2	EIF4EBP2	0.6239941828935944	3.938213563037252E-6
RCOR1	S100A13	0.6126896994051303	3.6387448609787043E-10
POU5F1	PTPN6	0.6432972004978946	0.0011875589665533148
CEBPB	TMEM60	0.6133412256057524	0.018184724233354377
CBX3	GGCT	0.601060847923898	0.018184724233354377
TFAP2C	IMPACT	0.6970101416720276	0.0
ETS1	TMCO3	0.6983617561489353	0.018184724233354377
CEBPD	PARP2	0.5994880515702555	3.938213563037252E-6
CHD1	MEGF8	0.6876280628378489	0.0
CHD1	MEGF9	0.6740088634214236	3.6387448609787043E-10
CTCFL	GOLGA4	0.6938901390753365	0.0
NCOR1	SDR42E1	0.7277612263497272	3.938213563037252E-6
CEBPZ	C15orf33	0.6334686752669065	0.018184724233354377
GTF2F1	GOLGA2B	0.6767783122341716	0.0
POU2F2	TTC9	0.5909811011926442	0.0011875589665533148
HSF1	AK7	0.5944043791844715	0.018184724233354377
STAT5A	IGSF9	0.6351540987220271	2.0267808875651383E-7
NFYB	TICAM1	0.6340481669797489	0.0
TCF7L2	ARHGAP24	0.6458445118131539	0.0
POLR3A	LRRC1	0.6305943338684563	0.018184724233354377
HMGN3	AP2A1	0.6721256323807336	2.0267808875651383E-7
SMARCC1	POLD2	0.6127581374121459	0.018184724233354377
BDP1	MAP1LC3B2	0.6893567912491133	3.6387448609787043E-10
