name,attr1,attr2,n
DNM2,lalala,lalala,PPI
DNMT3A,lalala,lalala,PPI
DOCK1,lalala,lalala,PPI
DOCK2,lalala,lalala,PPI
DOCK4,lalala,lalala,PPI
DOCK5,lalala,lalala,PPI
DOK1,lalala,lalala,PPI
DOK2,lalala,lalala,PPI
DRD2,lalala,lalala,PPI
DSN1,lalala,lalala,PPI
DSP,lalala,lalala,PPI
DTX3,lalala,lalala,PPI
DUSP1,lalala,lalala,PPI
DVL1,lalala,lalala,PPI
DVL2,lalala,lalala,PPI
DVL3,lalala,lalala,PPI
DYNC1H1,lalala,lalala,PPI
DYNC1I1,lalala,lalala,PPI
DYNC1I2,lalala,lalala,PPI
DYNC1LI1,lalala,lalala,PPI
DYNC1LI2,lalala,lalala,PPI
DYNC2H1,lalala,lalala,PPI
DYNLL1,lalala,lalala,PPI
DYNLL2,lalala,lalala,PPI
DYRK1A,lalala,lalala,PPI
DZIP1,lalala,lalala,PPI
E2F1,lalala,lalala,PPI
E2F3,lalala,lalala,PPI
E2F6,lalala,lalala,PPI
EAF1,lalala,lalala,PPI
EAF2,lalala,lalala,PPI
EBF1,lalala,lalala,PPI
EBI3,lalala,lalala,PPI
ECM1,lalala,lalala,PPI
ECSCR,lalala,lalala,PPI
ECSIT,lalala,lalala,PPI
EDN1,lalala,lalala,PPI
EED,lalala,lalala,PPI
EEF1A1,lalala,lalala,PPI
EEF2,lalala,lalala,PPI
EFNA1,lalala,lalala,PPI
EFNA2,lalala,lalala,PPI
EFNA3,lalala,lalala,PPI
EFNA4,lalala,lalala,PPI
EFNA5,lalala,lalala,PPI
EFNB1,lalala,lalala,PPI
EFNB2,lalala,lalala,PPI
EFNB3,lalala,lalala,PPI
EFS,lalala,lalala,PPI
EFTUD2,lalala,lalala,PPI
EGF,lalala,lalala,PPI
EGFR,lalala,lalala,PPI
EGR1,lalala,lalala,PPI
EGR2,lalala,lalala,PPI
EHD1,lalala,lalala,PPI
EHF,lalala,lalala,PPI
EHMT1,lalala,lalala,PPI
EHMT2,lalala,lalala,PPI
EIF1AY,lalala,lalala,PPI
EIF2AK2,lalala,lalala,PPI
EIF3A,lalala,lalala,PPI
EIF4A1,lalala,lalala,PPI
EIF4A2,lalala,lalala,PPI
EIF4A3,lalala,lalala,PPI
EIF4E,lalala,lalala,PPI
EIF4E2,lalala,lalala,PPI
EIF4E3,lalala,lalala,PPI
EIF4EBP1,lalala,lalala,PPI
EIF4G1,lalala,lalala,PPI
EIF4G2,lalala,lalala,PPI
EIF4G3,lalala,lalala,PPI
EIF5B,lalala,lalala,PPI
ELANE,lalala,lalala,PPI
ELAVL1,lalala,lalala,PPI
ELAVL2,lalala,lalala,PPI
ELF1,lalala,lalala,PPI
ELK3,lalala,lalala,PPI
ELK4,lalala,lalala,PPI
ELL,lalala,lalala,PPI
ELL2,lalala,lalala,PPI
ELL3,lalala,lalala,PPI
ELMO1,lalala,lalala,PPI
ELMO2,lalala,lalala,PPI
ELN,lalala,lalala,PPI
ELOA,lalala,lalala,PPI
ELOA2,lalala,lalala,PPI
ELOA3,lalala,lalala,PPI
ELOB,lalala,lalala,PPI
ELOC,lalala,lalala,PPI
EML4,lalala,lalala,PPI
EMX2,lalala,lalala,PPI
ENG,lalala,lalala,PPI
ENY2,lalala,lalala,PPI
EP300,lalala,lalala,PPI
EP400,lalala,lalala,PPI
EPAS1,lalala,lalala,PPI
EPC1,lalala,lalala,PPI
EPGN,lalala,lalala,PPI
EPHA1,lalala,lalala,PPI
EPHB1,lalala,lalala,PPI
EPN1,lalala,lalala,PPI
EPO,lalala,lalala,PPI
EPOR,lalala,lalala,PPI
EPS15,lalala,lalala,PPI
EPX,lalala,lalala,PPI
ERAL1,lalala,lalala,PPI
ERBB2,lalala,lalala,PPI
ERBB3,lalala,lalala,PPI
ERCC2,lalala,lalala,PPI
ERCC3,lalala,lalala,PPI
ERCC4,lalala,lalala,PPI
ERCC5,lalala,lalala,PPI
ERCC6L,lalala,lalala,PPI
EREG,lalala,lalala,PPI
ESPL1,lalala,lalala,PPI
ESR1,lalala,lalala,PPI
ESR2,lalala,lalala,PPI
ESRP1,lalala,lalala,PPI
ESRP2,lalala,lalala,PPI
ETF1,lalala,lalala,PPI
ETS1,lalala,lalala,PPI
EVPL,lalala,lalala,PPI
EXO1,lalala,lalala,PPI
EXOC1,lalala,lalala,PPI
EXOC2,lalala,lalala,PPI
EXPH5,lalala,lalala,PPI
EYA1,lalala,lalala,PPI
EZH2,lalala,lalala,PPI
EZR,lalala,lalala,PPI
F11R,lalala,lalala,PPI
F12,lalala,lalala,PPI
F13A1,lalala,lalala,PPI
F2,lalala,lalala,PPI
F2R,lalala,lalala,PPI
F3,lalala,lalala,PPI
FABP4,lalala,lalala,PPI
FADD,lalala,lalala,PPI
FAF1,lalala,lalala,PPI
FAM120B,lalala,lalala,PPI
FAM20A,lalala,lalala,PPI
FAM20C,lalala,lalala,PPI
FAS,lalala,lalala,PPI
FASLG,lalala,lalala,PPI
FAU,lalala,lalala,PPI
FBF1,lalala,lalala,PPI
FBLN1,lalala,lalala,PPI
FBXL16,lalala,lalala,PPI
FBXO2,lalala,lalala,PPI
FBXO43,lalala,lalala,PPI
FBXW11,lalala,lalala,PPI
FBXW7,lalala,lalala,PPI
FBXW8,lalala,lalala,PPI
FCHO1,lalala,lalala,PPI
FCHO2,lalala,lalala,PPI
FER,lalala,lalala,PPI
FES,lalala,lalala,PPI
FGF1,lalala,lalala,PPI
FGF10,lalala,lalala,PPI
FGF16,lalala,lalala,PPI
FGF17,lalala,lalala,PPI
FGF18,lalala,lalala,PPI
FGF19,lalala,lalala,PPI
FGF2,lalala,lalala,PPI
FGF20,lalala,lalala,PPI
FGF21,lalala,lalala,PPI
FGF22,lalala,lalala,PPI
FGF23,lalala,lalala,PPI
FGF3,lalala,lalala,PPI
FGF4,lalala,lalala,PPI
FGF5,lalala,lalala,PPI
FGF6,lalala,lalala,PPI
FGF7,lalala,lalala,PPI
FGF8,lalala,lalala,PPI
FGF9,lalala,lalala,PPI
FGFR1OP,lalala,lalala,PPI
FGFR2,lalala,lalala,PPI
FGFR3,lalala,lalala,PPI
FGR,lalala,lalala,PPI
FIP1L1,lalala,lalala,PPI
FIS1,lalala,lalala,PPI
FKBP1A,lalala,lalala,PPI
FLJ00323,lalala,lalala,PPI
FLNA,lalala,lalala,PPI
FLNB,lalala,lalala,PPI
FLT3LG,lalala,lalala,PPI
FLT4,lalala,lalala,PPI
FMOD,lalala,lalala,PPI
FN1,lalala,lalala,PPI
FNBP1,lalala,lalala,PPI
FNBP1L,lalala,lalala,PPI
FNTB,lalala,lalala,PPI
FOS,lalala,lalala,PPI
FOSB,lalala,lalala,PPI
FOXA1,lalala,lalala,PPI
FOXA2,lalala,lalala,PPI
FOXA3,lalala,lalala,PPI
FOXJ1,lalala,lalala,PPI
FOXL2,lalala,lalala,PPI
FOXN2,lalala,lalala,PPI
FOXN3,lalala,lalala,PPI
FOXO1,lalala,lalala,PPI
FOXO3,lalala,lalala,PPI
FOXP3,lalala,lalala,PPI
FRAT1,lalala,lalala,PPI
FRAT2,lalala,lalala,PPI
FRK,lalala,lalala,PPI
FST,lalala,lalala,PPI
FUBP1,lalala,lalala,PPI
FURIN,lalala,lalala,PPI
FUS,lalala,lalala,PPI
FXYD1,lalala,lalala,PPI
FXYD2,lalala,lalala,PPI
FYN,lalala,lalala,PPI
FZR1,lalala,lalala,PPI
G3BP1,lalala,lalala,PPI
G3BP2,lalala,lalala,PPI
GAB1,lalala,lalala,PPI
GAB2,lalala,lalala,PPI
GABARAP,lalala,lalala,PPI
GABARAPL1,lalala,lalala,PPI
GABARAPL2,lalala,lalala,PPI
GABPA,lalala,lalala,PPI
GADD45B,lalala,lalala,PPI
GADD45GIP1,lalala,lalala,PPI
GAK,lalala,lalala,PPI
GAPVD1,lalala,lalala,PPI
GAS7,lalala,lalala,PPI
GATA1,lalala,lalala,PPI
GATA3,lalala,lalala,PPI
GATAD2A,lalala,lalala,PPI
GBF1,lalala,lalala,PPI
GCK,lalala,lalala,PPI
GCKR,lalala,lalala,PPI
GDAP1,lalala,lalala,PPI
GDI1,lalala,lalala,PPI
GDI2,lalala,lalala,PPI
GDNF,lalala,lalala,PPI
GEMIN2,lalala,lalala,PPI
GEMIN4,lalala,lalala,PPI
GEMIN5,lalala,lalala,PPI
GEMIN6,lalala,lalala,PPI
GEMIN7,lalala,lalala,PPI
GEMIN8,lalala,lalala,PPI
GFAP,lalala,lalala,PPI
GFI1,lalala,lalala,PPI
GFM1,lalala,lalala,PPI
GFM2,lalala,lalala,PPI
GFRA1,lalala,lalala,PPI
GGA3,lalala,lalala,PPI
GH1,lalala,lalala,PPI
GH2,lalala,lalala,PPI
GHR,lalala,lalala,PPI
GIT1,lalala,lalala,PPI
GIT2,lalala,lalala,PPI
GJA1,lalala,lalala,PPI
GJD2,lalala,lalala,PPI
GK,lalala,lalala,PPI
GLE1,lalala,lalala,PPI
GLI1,lalala,lalala,PPI
GLI2,lalala,lalala,PPI
GLI3,lalala,lalala,PPI
GLP1R,lalala,lalala,PPI
GMEB1,lalala,lalala,PPI
GMEB2,lalala,lalala,PPI
GNA13,lalala,lalala,PPI
GNAI1,lalala,lalala,PPI
GNAI2,lalala,lalala,PPI
GNAI3,lalala,lalala,PPI
GNAO1,lalala,lalala,PPI
GNAS,lalala,lalala,PPI
GNAZ,lalala,lalala,PPI
GNB1,lalala,lalala,PPI
GNB2,lalala,lalala,PPI
GNB3,lalala,lalala,PPI
GNB4,lalala,lalala,PPI
GNB5,lalala,lalala,PPI
GNE,lalala,lalala,PPI
GNG10,lalala,lalala,PPI
GNG11,lalala,lalala,PPI
GNG12,lalala,lalala,PPI
GNG13,lalala,lalala,PPI
GNG2,lalala,lalala,PPI
GNG3,lalala,lalala,PPI
GNG4,lalala,lalala,PPI
GNG5,lalala,lalala,PPI
GNG7,lalala,lalala,PPI
GNG8,lalala,lalala,PPI
GNGT1,lalala,lalala,PPI
GNGT2,lalala,lalala,PPI
GNRH1,lalala,lalala,PPI
GOLGA2,lalala,lalala,PPI
GOLGB1,lalala,lalala,PPI
GOLT1B,lalala,lalala,PPI
GORASP1,lalala,lalala,PPI
GOSR1,lalala,lalala,PPI
GOSR2,lalala,lalala,PPI
GOT1,lalala,lalala,PPI
GPC1,lalala,lalala,PPI
GPC4,lalala,lalala,PPI
GPD2,lalala,lalala,PPI
GPKOW,lalala,lalala,PPI
GPR183,lalala,lalala,PPI
GPS1,lalala,lalala,PPI
GPS2,lalala,lalala,PPI
GRAP,lalala,lalala,PPI
GRAP2,lalala,lalala,PPI
GRB10,lalala,lalala,PPI
GRB2,lalala,lalala,PPI
GRB7,lalala,lalala,PPI
GRHL2,lalala,lalala,PPI
GRHL3,lalala,lalala,PPI
GRIA1,lalala,lalala,PPI
GRIA2,lalala,lalala,PPI
GRIA3,lalala,lalala,PPI
GRIA4,lalala,lalala,PPI
GRIN1,lalala,lalala,PPI
GRIN2A,lalala,lalala,PPI
GRIN2B,lalala,lalala,PPI
GRIN2C,lalala,lalala,PPI
GRIN2D,lalala,lalala,PPI
GRIN3A,lalala,lalala,PPI
GRIN3B,lalala,lalala,PPI
GRN,lalala,lalala,PPI
GSK3A,lalala,lalala,PPI
GSK3B,lalala,lalala,PPI
GSPT1,lalala,lalala,PPI
GSPT2,lalala,lalala,PPI
GSS,lalala,lalala,PPI
GTF2A1,lalala,lalala,PPI
GTF2A2,lalala,lalala,PPI
GTF2B,lalala,lalala,PPI
GTF2E1,lalala,lalala,PPI
GTF2E2,lalala,lalala,PPI
GTF2F1,lalala,lalala,PPI
GTF2F2,lalala,lalala,PPI
GTF2H1,lalala,lalala,PPI
GTF2H2,lalala,lalala,PPI
GTF2H3,lalala,lalala,PPI
GTF2H4,lalala,lalala,PPI
GTF2H5,lalala,lalala,PPI
GTF2I,lalala,lalala,PPI
GTF3C1,lalala,lalala,PPI
GTF3C2,lalala,lalala,PPI
GTPBP4,lalala,lalala,PPI
GUCY1B1,lalala,lalala,PPI
GYS1,lalala,lalala,PPI
GYS2,lalala,lalala,PPI
H1-1,lalala,lalala,PPI
H1-2,lalala,lalala,PPI
H2AC4,lalala,lalala,PPI
H2AFX,lalala,lalala,PPI
H2AZ1,lalala,lalala,PPI
H3-3A,lalala,lalala,PPI
H3C1,lalala,lalala,PPI
H3F3C,lalala,lalala,PPI
H4C1,lalala,lalala,PPI
HAP1,lalala,lalala,PPI
HARS,lalala,lalala,PPI
HAUS1,lalala,lalala,PPI
HAUS2,lalala,lalala,PPI
HAUS3,lalala,lalala,PPI
HAUS4,lalala,lalala,PPI
HAUS5,lalala,lalala,PPI
HAUS6,lalala,lalala,PPI
HAUS7,lalala,lalala,PPI
HAUS8,lalala,lalala,PPI
HBA1,lalala,lalala,PPI
HBB,lalala,lalala,PPI
HBEGF,lalala,lalala,PPI
HCC5,lalala,lalala,PPI
HCK,lalala,lalala,PPI
HDAC1,lalala,lalala,PPI
HDAC2,lalala,lalala,PPI
HDAC3,lalala,lalala,PPI
HDAC4,lalala,lalala,PPI
HDAC6,lalala,lalala,PPI
HELZ2,lalala,lalala,PPI
HERC5,lalala,lalala,PPI
HEY1,lalala,lalala,PPI
HFE,lalala,lalala,PPI
HGF,lalala,lalala,PPI
HGS,lalala,lalala,PPI
HIF1A,lalala,lalala,PPI
HIKESHI,lalala,lalala,PPI
HINT2,lalala,lalala,PPI
HIP1,lalala,lalala,PPI
HIP1R,lalala,lalala,PPI
HIRA,lalala,lalala,PPI
HIST2H3A,lalala,lalala,PPI
HIST3H3,lalala,lalala,PPI
HLA-DMA,lalala,lalala,PPI
HLA-DMB,lalala,lalala,PPI
HLA-DOA,lalala,lalala,PPI
HLA-DOB,lalala,lalala,PPI
HLA-DPA1,lalala,lalala,PPI
HLA-DPB1,lalala,lalala,PPI
HLA-DQA1,lalala,lalala,PPI
HLA-DQA2,lalala,lalala,PPI
HLA-DQB1,lalala,lalala,PPI
HLA-DQB2,lalala,lalala,PPI
HLA-DRA,lalala,lalala,PPI
HLA-DRB1,lalala,lalala,PPI
HLA-DRB3,lalala,lalala,PPI
HLA-DRB4,lalala,lalala,PPI
HLA-DRB5,lalala,lalala,PPI
HLTF,lalala,lalala,PPI
HMBOX1,lalala,lalala,PPI
HMGA1,lalala,lalala,PPI
HMGA2,lalala,lalala,PPI
HMGB1,lalala,lalala,PPI
HMGB2,lalala,lalala,PPI
HMGN1,lalala,lalala,PPI
HMGN3,lalala,lalala,PPI
HMMR,lalala,lalala,PPI
HMOX1,lalala,lalala,PPI
HNF1A,lalala,lalala,PPI
HNF1B,lalala,lalala,PPI
HNF4A,lalala,lalala,PPI
HNRNPA0,lalala,lalala,PPI
HNRNPA1,lalala,lalala,PPI
HNRNPA2B1,lalala,lalala,PPI
HNRNPA3,lalala,lalala,PPI
HNRNPC,lalala,lalala,PPI
HNRNPD,lalala,lalala,PPI
HNRNPF,lalala,lalala,PPI
HNRNPH1,lalala,lalala,PPI
HNRNPH2,lalala,lalala,PPI
HNRNPK,lalala,lalala,PPI
HNRNPL,lalala,lalala,PPI
HNRNPM,lalala,lalala,PPI
HNRNPR,lalala,lalala,PPI
HNRNPU,lalala,lalala,PPI
HNRNPUL1,lalala,lalala,PPI
HOXA1,lalala,lalala,PPI
HOXB7,lalala,lalala,PPI
HOXC4,lalala,lalala,PPI
HP,lalala,lalala,PPI
HPRT1,lalala,lalala,PPI
HRAS,lalala,lalala,PPI
HSD11B2,lalala,lalala,PPI
HSD17B1,lalala,lalala,PPI
HSD17B2,lalala,lalala,PPI
HSD17B7,lalala,lalala,PPI
HSD3B1,lalala,lalala,PPI
HSD3B2,lalala,lalala,PPI
HSF2BP,lalala,lalala,PPI
HSP90AA1,lalala,lalala,PPI
HSP90AB1,lalala,lalala,PPI
HSPA1B,lalala,lalala,PPI
HSPA2,lalala,lalala,PPI
HSPA5,lalala,lalala,PPI
HSPA8,lalala,lalala,PPI
HSPA9,lalala,lalala,PPI
HSPD1,lalala,lalala,PPI
HTT,lalala,lalala,PPI
HZGJ,lalala,lalala,PPI
ICE1,lalala,lalala,PPI
ICE2,lalala,lalala,PPI
IER3,lalala,lalala,PPI
IFIH1,lalala,lalala,PPI
IFIT1,lalala,lalala,PPI
IFNA1,lalala,lalala,PPI
IFNA10,lalala,lalala,PPI
IFNA13,lalala,lalala,PPI
IFNA14,lalala,lalala,PPI
IFNA16,lalala,lalala,PPI
IFNA17,lalala,lalala,PPI
IFNA2,lalala,lalala,PPI
IFNA21,lalala,lalala,PPI
IFNA4,lalala,lalala,PPI
IFNA5,lalala,lalala,PPI
IFNA6,lalala,lalala,PPI
IFNA7,lalala,lalala,PPI
IFNA8,lalala,lalala,PPI
IFNAR1,lalala,lalala,PPI
IFNAR2,lalala,lalala,PPI
IFNB1,lalala,lalala,PPI
IFNG,lalala,lalala,PPI
IFNGR1,lalala,lalala,PPI
IFNGR2,lalala,lalala,PPI
IFNL1,lalala,lalala,PPI
IFNL2,lalala,lalala,PPI
IFNL3,lalala,lalala,PPI
IFNLR1,lalala,lalala,PPI
IFT88,lalala,lalala,PPI
IGBP1,lalala,lalala,PPI
IGF1,lalala,lalala,PPI
IGF1R,lalala,lalala,PPI
IGF2,lalala,lalala,PPI
IGFBP1,lalala,lalala,PPI
IGFBP3,lalala,lalala,PPI
IK,lalala,lalala,PPI
IKBKB,lalala,lalala,PPI
IKBKG,lalala,lalala,PPI
IKZF1,lalala,lalala,PPI
IKZF3,lalala,lalala,PPI
IL10,lalala,lalala,PPI
IL10RA,lalala,lalala,PPI
IL10RB,lalala,lalala,PPI
IL11,lalala,lalala,PPI
IL11RA,lalala,lalala,PPI
IL12A,lalala,lalala,PPI
IL12B,lalala,lalala,PPI
IL12RB1,lalala,lalala,PPI
IL12RB2,lalala,lalala,PPI
IL13,lalala,lalala,PPI
IL13RA1,lalala,lalala,PPI
IL13RA2,lalala,lalala,PPI
IL15,lalala,lalala,PPI
IL15RA,lalala,lalala,PPI
IL17D,lalala,lalala,PPI
IL18,lalala,lalala,PPI
IL18R1,lalala,lalala,PPI
IL19,lalala,lalala,PPI
IL1RAP,lalala,lalala,PPI
IL1RL1,lalala,lalala,PPI
IL2,lalala,lalala,PPI
IL20,lalala,lalala,PPI
IL20RA,lalala,lalala,PPI
IL20RB,lalala,lalala,PPI
IL21,lalala,lalala,PPI
IL21R,lalala,lalala,PPI
IL22,lalala,lalala,PPI
IL22RA1,lalala,lalala,PPI
IL22RA2,lalala,lalala,PPI
IL23R,lalala,lalala,PPI
IL24,lalala,lalala,PPI
IL26,lalala,lalala,PPI
IL27,lalala,lalala,PPI
IL27RA,lalala,lalala,PPI
IL2RA,lalala,lalala,PPI
IL2RB,lalala,lalala,PPI
IL2RG,lalala,lalala,PPI
IL3,lalala,lalala,PPI
IL31,lalala,lalala,PPI
IL31RA,lalala,lalala,PPI
IL32,lalala,lalala,PPI
IL33,lalala,lalala,PPI
IL3RA,lalala,lalala,PPI
IL4,lalala,lalala,PPI
IL4R,lalala,lalala,PPI
IL5,lalala,lalala,PPI
IL5RA,lalala,lalala,PPI
IL6,lalala,lalala,PPI
IL6R,lalala,lalala,PPI
IL6ST,lalala,lalala,PPI
IL7,lalala,lalala,PPI
IL7R,lalala,lalala,PPI
IL9,lalala,lalala,PPI
IL9R,lalala,lalala,PPI
ILK,lalala,lalala,PPI
INCENP,lalala,lalala,PPI
ING3,lalala,lalala,PPI
ING4,lalala,lalala,PPI
ING5,lalala,lalala,PPI
INHBA,lalala,lalala,PPI
INHBB,lalala,lalala,PPI
INHBC,lalala,lalala,PPI
INHBE,lalala,lalala,PPI
INO80,lalala,lalala,PPI
INO80B,lalala,lalala,PPI
INO80C,lalala,lalala,PPI
INO80D,lalala,lalala,PPI
INO80E,lalala,lalala,PPI
INPP4A,lalala,lalala,PPI
INPP4B,lalala,lalala,PPI
INPP5B,lalala,lalala,PPI
INPP5D,lalala,lalala,PPI
INPP5E,lalala,lalala,PPI
INPP5F,lalala,lalala,PPI
INPPL1,lalala,lalala,PPI
INS,lalala,lalala,PPI
INSM1,lalala,lalala,PPI
INSR,lalala,lalala,PPI
INTS1,lalala,lalala,PPI
INTS10,lalala,lalala,PPI
INTS11,lalala,lalala,PPI
INTS12,lalala,lalala,PPI
INTS13,lalala,lalala,PPI
INTS14,lalala,lalala,PPI
INTS2,lalala,lalala,PPI
INTS3,lalala,lalala,PPI
INTS4,lalala,lalala,PPI
INTS5,lalala,lalala,PPI
INTS6,lalala,lalala,PPI
INTS7,lalala,lalala,PPI
INTS8,lalala,lalala,PPI
INTS9,lalala,lalala,PPI
IPO7,lalala,lalala,PPI
IPO8,lalala,lalala,PPI
IQCB1,lalala,lalala,PPI
IQGAP1,lalala,lalala,PPI
IRAK1,lalala,lalala,PPI
IRAK4,lalala,lalala,PPI
IRF1,lalala,lalala,PPI
IRF2,lalala,lalala,PPI
IRF3,lalala,lalala,PPI
IRF4,lalala,lalala,PPI
IRF7,lalala,lalala,PPI
IRF8,lalala,lalala,PPI
IRF9,lalala,lalala,PPI
IRS1,lalala,lalala,PPI
IRS2,lalala,lalala,PPI
IRS4,lalala,lalala,PPI
IRX4,lalala,lalala,PPI
ISG15,lalala,lalala,PPI
ISY1,lalala,lalala,PPI
ITGA1,lalala,lalala,PPI
ITGA10,lalala,lalala,PPI
ITGA11,lalala,lalala,PPI
ITGA2,lalala,lalala,PPI
ITGA2B,lalala,lalala,PPI
ITGA3,lalala,lalala,PPI
ITGA4,lalala,lalala,PPI
ITGA5,lalala,lalala,PPI
ITGA6,lalala,lalala,PPI
ITGA7,lalala,lalala,PPI
ITGA7 VARIANT PROTEIN,lalala,lalala,PPI
ITGA8,lalala,lalala,PPI
ITGA9,lalala,lalala,PPI
ITGAD,lalala,lalala,PPI
ITGAE,lalala,lalala,PPI
ITGAL,lalala,lalala,PPI
ITGAM,lalala,lalala,PPI
ITGAV,lalala,lalala,PPI
ITGAX,lalala,lalala,PPI
ITGB1,lalala,lalala,PPI
ITGB2,lalala,lalala,PPI
ITGB3,lalala,lalala,PPI
ITGB3BP,lalala,lalala,PPI
ITGB4,lalala,lalala,PPI
ITGB5,lalala,lalala,PPI
ITGB6,lalala,lalala,PPI
ITGB7,lalala,lalala,PPI
ITGB8,lalala,lalala,PPI
ITGBL1,lalala,lalala,PPI
ITPR1,lalala,lalala,PPI
ITPR2,lalala,lalala,PPI
ITPR3,lalala,lalala,PPI
ITSN1,lalala,lalala,PPI
IVL,lalala,lalala,PPI
IWS1,lalala,lalala,PPI
JADE1,lalala,lalala,PPI
JAK1,lalala,lalala,PPI
JAK2,lalala,lalala,PPI
JMJD6,lalala,lalala,PPI
JUN,lalala,lalala,PPI
JUNB,lalala,lalala,PPI
JUND,lalala,lalala,PPI
JUP,lalala,lalala,PPI
KARS1,lalala,lalala,PPI
KAT2A,lalala,lalala,PPI
KAT2B,lalala,lalala,PPI
KAT5,lalala,lalala,PPI
KAT6A,lalala,lalala,PPI
KAT6B,lalala,lalala,PPI
KAT7,lalala,lalala,PPI
KAT8,lalala,lalala,PPI
KCNB1,lalala,lalala,PPI
KCNC2,lalala,lalala,PPI
KCNE1,lalala,lalala,PPI
KCNG2,lalala,lalala,PPI
KCNJ11,lalala,lalala,PPI
KCNJ3,lalala,lalala,PPI
KCNJ5,lalala,lalala,PPI
KCNJ6,lalala,lalala,PPI
KCNJ9,lalala,lalala,PPI
KCNK2,lalala,lalala,PPI
KCNMA1,lalala,lalala,PPI
KCNMB1,lalala,lalala,PPI
KCNMB2,lalala,lalala,PPI
KCNMB3,lalala,lalala,PPI
KCNMB4,lalala,lalala,PPI
KCNQ1,lalala,lalala,PPI
KCNS3,lalala,lalala,PPI
KCNU1,lalala,lalala,PPI
KDELR1,lalala,lalala,PPI
KDM1A,lalala,lalala,PPI
KDM3A,lalala,lalala,PPI
KDM3B,lalala,lalala,PPI
KDM6A,lalala,lalala,PPI
KDM6B,lalala,lalala,PPI
KDR,lalala,lalala,PPI
KHDRBS1,lalala,lalala,PPI
KIAA0142,lalala,lalala,PPI
KIF11,lalala,lalala,PPI
KIF18A,lalala,lalala,PPI
KIF24,lalala,lalala,PPI
KIF2A,lalala,lalala,PPI
KIF2B,lalala,lalala,PPI
KIF2C,lalala,lalala,PPI
KISS1R,lalala,lalala,PPI
KIT,lalala,lalala,PPI
KITLG,lalala,lalala,PPI
KLC4,lalala,lalala,PPI
KLF5,lalala,lalala,PPI
KLF6,lalala,lalala,PPI
KLK3,lalala,lalala,PPI
KLKB1,lalala,lalala,PPI
KNL1,lalala,lalala,PPI
KNTC1,lalala,lalala,PPI
KPNA1,lalala,lalala,PPI
KPNA2,lalala,lalala,PPI
KPNA3,lalala,lalala,PPI
KPNA4,lalala,lalala,PPI
KPNA5,lalala,lalala,PPI
KPNA6,lalala,lalala,PPI
KPNA7,lalala,lalala,PPI
KPNB1,lalala,lalala,PPI
KRAS,lalala,lalala,PPI
KRT1,lalala,lalala,PPI
KRT16,lalala,lalala,PPI
KRT17,lalala,lalala,PPI
KRT6A,lalala,lalala,PPI
KRTDAP,lalala,lalala,PPI
KSR1,lalala,lalala,PPI
L1CAM,lalala,lalala,PPI
LAGE3,lalala,lalala,PPI
LAMB1,lalala,lalala,PPI
LAMTOR1,lalala,lalala,PPI
LAMTOR2,lalala,lalala,PPI
LAMTOR4,lalala,lalala,PPI
LAMTOR5,lalala,lalala,PPI
LARP1,lalala,lalala,PPI
LARS,lalala,lalala,PPI
LAT,lalala,lalala,PPI
LCAT,lalala,lalala,PPI
LCK,lalala,lalala,PPI
LCP2,lalala,lalala,PPI
LEFTY1,lalala,lalala,PPI
LEFTY2,lalala,lalala,PPI
LEO1,lalala,lalala,PPI
LGALS1,lalala,lalala,PPI
LGALS3,lalala,lalala,PPI
LGALS3BP,lalala,lalala,PPI
LHB,lalala,lalala,PPI
LHCGR,lalala,lalala,PPI
LILRB1,lalala,lalala,PPI
LIMD2,lalala,lalala,PPI
LIMK1,lalala,lalala,PPI
LIMS1,lalala,lalala,PPI
LIMS2,lalala,lalala,PPI
LIN54,lalala,lalala,PPI
LIPE,lalala,lalala,PPI
LITAF,lalala,lalala,PPI
LMAN1,lalala,lalala,PPI
LMO1,lalala,lalala,PPI
LMO2,lalala,lalala,PPI
LMOD1,lalala,lalala,PPI
LOC729862,lalala,lalala,PPI
LPAR4,lalala,lalala,PPI
LPXN,lalala,lalala,PPI
LRPPRC,lalala,lalala,PPI
LRRC32,lalala,lalala,PPI
LSM10,lalala,lalala,PPI
LSM11,lalala,lalala,PPI
LSM2,lalala,lalala,PPI
LSM3,lalala,lalala,PPI
LSM4,lalala,lalala,PPI
LSM5,lalala,lalala,PPI
LSM6,lalala,lalala,PPI
LSM7,lalala,lalala,PPI
LSM8,lalala,lalala,PPI
LTBP1,lalala,lalala,PPI
LTBP3,lalala,lalala,PPI
LTBP4,lalala,lalala,PPI
LTC4S,lalala,lalala,PPI
LUC7L3,lalala,lalala,PPI
LY86,lalala,lalala,PPI
LYN,lalala,lalala,PPI
MAD1L1,lalala,lalala,PPI
MAGED1,lalala,lalala,PPI
MAGI1,lalala,lalala,PPI
MAGI2,lalala,lalala,PPI
MAGI3,lalala,lalala,PPI
MAGOH,lalala,lalala,PPI
MAGOHB,lalala,lalala,PPI
MAK16,lalala,lalala,PPI
MAN1A1,lalala,lalala,PPI
MAP2K1,lalala,lalala,PPI
MAP2K2,lalala,lalala,PPI
MAP2K4,lalala,lalala,PPI
MAP3K1,lalala,lalala,PPI
MAP3K11,lalala,lalala,PPI
MAP3K12,lalala,lalala,PPI
MAP3K20,lalala,lalala,PPI
MAP3K5,lalala,lalala,PPI
MAP3K7,lalala,lalala,PPI
