name,attr1,attr2,n
MAP4K1,lalala,lalala,PPI
MAPK1,lalala,lalala,PPI
MAPK10,lalala,lalala,PPI
MAPK11,lalala,lalala,PPI
MAPK12,lalala,lalala,PPI
MAPK13,lalala,lalala,PPI
MAPK14,lalala,lalala,PPI
MAPK3,lalala,lalala,PPI
MAPK8,lalala,lalala,PPI
MAPK9,lalala,lalala,PPI
MAPKAPK3,lalala,lalala,PPI
MAPKAPK5,lalala,lalala,PPI
MAPRE1,lalala,lalala,PPI
MARK4,lalala,lalala,PPI
MAT2B,lalala,lalala,PPI
MAVS,lalala,lalala,PPI
MAX,lalala,lalala,PPI
MBL2,lalala,lalala,PPI
MBNL1,lalala,lalala,PPI
MBNL2,lalala,lalala,PPI
MBNL3,lalala,lalala,PPI
MBP,lalala,lalala,PPI
MCC,lalala,lalala,PPI
MCM10,lalala,lalala,PPI
MCM2,lalala,lalala,PPI
MCM3,lalala,lalala,PPI
MCM3AP,lalala,lalala,PPI
MCM4,lalala,lalala,PPI
MCM5,lalala,lalala,PPI
MCM6,lalala,lalala,PPI
MCM7,lalala,lalala,PPI
MCM8,lalala,lalala,PPI
MCM9,lalala,lalala,PPI
MCMDC2,lalala,lalala,PPI
MCRS1,lalala,lalala,PPI
MDFI,lalala,lalala,PPI
MDM2,lalala,lalala,PPI
MEAF6,lalala,lalala,PPI
MED1,lalala,lalala,PPI
MED10,lalala,lalala,PPI
MED11,lalala,lalala,PPI
MED12,lalala,lalala,PPI
MED13,lalala,lalala,PPI
MED13L,lalala,lalala,PPI
MED14,lalala,lalala,PPI
MED15,lalala,lalala,PPI
MED16,lalala,lalala,PPI
MED17,lalala,lalala,PPI
MED18,lalala,lalala,PPI
MED19,lalala,lalala,PPI
MED20,lalala,lalala,PPI
MED21,lalala,lalala,PPI
MED22,lalala,lalala,PPI
MED23,lalala,lalala,PPI
MED24,lalala,lalala,PPI
MED25,lalala,lalala,PPI
MED26,lalala,lalala,PPI
MED27,lalala,lalala,PPI
MED28,lalala,lalala,PPI
MED29,lalala,lalala,PPI
MED30,lalala,lalala,PPI
MED31,lalala,lalala,PPI
MED4,lalala,lalala,PPI
MED6,lalala,lalala,PPI
MED7,lalala,lalala,PPI
MED8,lalala,lalala,PPI
MED9,lalala,lalala,PPI
MEF2A,lalala,lalala,PPI
MEF2C,lalala,lalala,PPI
MEF2D,lalala,lalala,PPI
MEOX2,lalala,lalala,PPI
METTL14,lalala,lalala,PPI
METTL3,lalala,lalala,PPI
MFN1,lalala,lalala,PPI
MGME1,lalala,lalala,PPI
MICAL1,lalala,lalala,PPI
MICALL1,lalala,lalala,PPI
MIOS,lalala,lalala,PPI
MIPEP,lalala,lalala,PPI
MKNK1,lalala,lalala,PPI
MKRN1,lalala,lalala,PPI
MKS1,lalala,lalala,PPI
MLLT1,lalala,lalala,PPI
MLLT3,lalala,lalala,PPI
MLPH,lalala,lalala,PPI
MLST8,lalala,lalala,PPI
MLXIPL,lalala,lalala,PPI
MMAA,lalala,lalala,PPI
MMP9,lalala,lalala,PPI
MNAT1,lalala,lalala,PPI
MOB1A,lalala,lalala,PPI
MOB3A,lalala,lalala,PPI
MOB4,lalala,lalala,PPI
MORF4L1,lalala,lalala,PPI
MORF4L2,lalala,lalala,PPI
MRC1,lalala,lalala,PPI
MRC2,lalala,lalala,PPI
MRGBP,lalala,lalala,PPI
MRPL1,lalala,lalala,PPI
MRPL10,lalala,lalala,PPI
MRPL11,lalala,lalala,PPI
MRPL12,lalala,lalala,PPI
MRPL13,lalala,lalala,PPI
MRPL14,lalala,lalala,PPI
MRPL15,lalala,lalala,PPI
MRPL16,lalala,lalala,PPI
MRPL17,lalala,lalala,PPI
MRPL18,lalala,lalala,PPI
MRPL19,lalala,lalala,PPI
MRPL2,lalala,lalala,PPI
MRPL20,lalala,lalala,PPI
MRPL21,lalala,lalala,PPI
MRPL22,lalala,lalala,PPI
MRPL23,lalala,lalala,PPI
MRPL24,lalala,lalala,PPI
MRPL27,lalala,lalala,PPI
MRPL28,lalala,lalala,PPI
MRPL3,lalala,lalala,PPI
MRPL30,lalala,lalala,PPI
MRPL32,lalala,lalala,PPI
MRPL33,lalala,lalala,PPI
MRPL34,lalala,lalala,PPI
MRPL35,lalala,lalala,PPI
MRPL36,lalala,lalala,PPI
MRPL37,lalala,lalala,PPI
MRPL38,lalala,lalala,PPI
MRPL39,lalala,lalala,PPI
MRPL4,lalala,lalala,PPI
MRPL40,lalala,lalala,PPI
MRPL41,lalala,lalala,PPI
MRPL42,lalala,lalala,PPI
MRPL43,lalala,lalala,PPI
MRPL44,lalala,lalala,PPI
MRPL45,lalala,lalala,PPI
MRPL46,lalala,lalala,PPI
MRPL47,lalala,lalala,PPI
MRPL48,lalala,lalala,PPI
MRPL49,lalala,lalala,PPI
MRPL50,lalala,lalala,PPI
MRPL51,lalala,lalala,PPI
MRPL52,lalala,lalala,PPI
MRPL53,lalala,lalala,PPI
MRPL54,lalala,lalala,PPI
MRPL55,lalala,lalala,PPI
MRPL57,lalala,lalala,PPI
MRPL58,lalala,lalala,PPI
MRPL9,lalala,lalala,PPI
MRPS10,lalala,lalala,PPI
MRPS11,lalala,lalala,PPI
MRPS12,lalala,lalala,PPI
MRPS14,lalala,lalala,PPI
MRPS15,lalala,lalala,PPI
MRPS16,lalala,lalala,PPI
MRPS17,lalala,lalala,PPI
MRPS18A,lalala,lalala,PPI
MRPS18B,lalala,lalala,PPI
MRPS18C,lalala,lalala,PPI
MRPS2,lalala,lalala,PPI
MRPS21,lalala,lalala,PPI
MRPS22,lalala,lalala,PPI
MRPS23,lalala,lalala,PPI
MRPS24,lalala,lalala,PPI
MRPS25,lalala,lalala,PPI
MRPS26,lalala,lalala,PPI
MRPS27,lalala,lalala,PPI
MRPS28,lalala,lalala,PPI
MRPS30,lalala,lalala,PPI
MRPS31,lalala,lalala,PPI
MRPS33,lalala,lalala,PPI
MRPS34,lalala,lalala,PPI
MRPS35,lalala,lalala,PPI
MRPS36,lalala,lalala,PPI
MRPS5,lalala,lalala,PPI
MRPS6,lalala,lalala,PPI
MRPS7,lalala,lalala,PPI
MRPS9,lalala,lalala,PPI
MS4A1,lalala,lalala,PPI
MS4A2,lalala,lalala,PPI
MSH6,lalala,lalala,PPI
MSL1,lalala,lalala,PPI
MSL3,lalala,lalala,PPI
MSX1,lalala,lalala,PPI
MT-ND1,lalala,lalala,PPI
MT-ND2,lalala,lalala,PPI
MT-ND3,lalala,lalala,PPI
MT-ND4,lalala,lalala,PPI
MT-ND4L,lalala,lalala,PPI
MT-ND5,lalala,lalala,PPI
MT-ND6,lalala,lalala,PPI
MTA3,lalala,lalala,PPI
MTCH1,lalala,lalala,PPI
MTERF4,lalala,lalala,PPI
MTHFD2,lalala,lalala,PPI
MTIF2,lalala,lalala,PPI
MTIF3,lalala,lalala,PPI
MTOR,lalala,lalala,PPI
MTREX,lalala,lalala,PPI
MUC2,lalala,lalala,PPI
MUC5AC,lalala,lalala,PPI
MVB12A,lalala,lalala,PPI
MVB12B,lalala,lalala,PPI
MYBBP1A,lalala,lalala,PPI
MYC,lalala,lalala,PPI
MYCN,lalala,lalala,PPI
MYD88,lalala,lalala,PPI
MYH11,lalala,lalala,PPI
MYL10,lalala,lalala,PPI
MYL12A,lalala,lalala,PPI
MYL12B,lalala,lalala,PPI
MYL5,lalala,lalala,PPI
MYL6,lalala,lalala,PPI
MYL6B,lalala,lalala,PPI
MYL7,lalala,lalala,PPI
MYL9,lalala,lalala,PPI
MYLK,lalala,lalala,PPI
MYLK2,lalala,lalala,PPI
MYLK3,lalala,lalala,PPI
MYLK4,lalala,lalala,PPI
MYLPF,lalala,lalala,PPI
MYO5A,lalala,lalala,PPI
MYRIP,lalala,lalala,PPI
MZB1,lalala,lalala,PPI
MZT1,lalala,lalala,PPI
MZT2A,lalala,lalala,PPI
MZT2B,lalala,lalala,PPI
N4BP2L2,lalala,lalala,PPI
NABP1,lalala,lalala,PPI
NABP2,lalala,lalala,PPI
NACA,lalala,lalala,PPI
NACC1,lalala,lalala,PPI
NANOG,lalala,lalala,PPI
NARS1,lalala,lalala,PPI
NCBP1,lalala,lalala,PPI
NCBP2,lalala,lalala,PPI
NCF1,lalala,lalala,PPI
NCK1,lalala,lalala,PPI
NCK2,lalala,lalala,PPI
NCL,lalala,lalala,PPI
NCOA1,lalala,lalala,PPI
NCOA2,lalala,lalala,PPI
NCOA3,lalala,lalala,PPI
NDC1,lalala,lalala,PPI
NDE1,lalala,lalala,PPI
NDFIP1,lalala,lalala,PPI
NDUFA1,lalala,lalala,PPI
NDUFA10,lalala,lalala,PPI
NDUFA11,lalala,lalala,PPI
NDUFA12,lalala,lalala,PPI
NDUFA13,lalala,lalala,PPI
NDUFA2,lalala,lalala,PPI
NDUFA3,lalala,lalala,PPI
NDUFA4,lalala,lalala,PPI
NDUFA4L2,lalala,lalala,PPI
NDUFA5,lalala,lalala,PPI
NDUFA6,lalala,lalala,PPI
NDUFA7,lalala,lalala,PPI
NDUFA8,lalala,lalala,PPI
NDUFA9,lalala,lalala,PPI
NDUFAB1,lalala,lalala,PPI
NDUFAF1,lalala,lalala,PPI
NDUFAF2,lalala,lalala,PPI
NDUFAF3,lalala,lalala,PPI
NDUFAF4,lalala,lalala,PPI
NDUFAF5,lalala,lalala,PPI
NDUFAF6,lalala,lalala,PPI
NDUFAF7,lalala,lalala,PPI
NDUFB1,lalala,lalala,PPI
NDUFB10,lalala,lalala,PPI
NDUFB11,lalala,lalala,PPI
NDUFB2,lalala,lalala,PPI
NDUFB3,lalala,lalala,PPI
NDUFB4,lalala,lalala,PPI
NDUFB5,lalala,lalala,PPI
NDUFB6,lalala,lalala,PPI
NDUFB7,lalala,lalala,PPI
NDUFB8,lalala,lalala,PPI
NDUFB9,lalala,lalala,PPI
NDUFC1,lalala,lalala,PPI
NDUFC2,lalala,lalala,PPI
NDUFC2-KCTD14,lalala,lalala,PPI
NDUFS1,lalala,lalala,PPI
NDUFS2,lalala,lalala,PPI
NDUFS3,lalala,lalala,PPI
NDUFS4,lalala,lalala,PPI
NDUFS5,lalala,lalala,PPI
NDUFS6,lalala,lalala,PPI
NDUFS7,lalala,lalala,PPI
NDUFS8,lalala,lalala,PPI
NDUFV1,lalala,lalala,PPI
NDUFV2,lalala,lalala,PPI
NDUFV3,lalala,lalala,PPI
NECAP1,lalala,lalala,PPI
NEDD1,lalala,lalala,PPI
NEDD4,lalala,lalala,PPI
NEDD4L,lalala,lalala,PPI
NEDD9,lalala,lalala,PPI
NEFM,lalala,lalala,PPI
NEK2,lalala,lalala,PPI
NEK6,lalala,lalala,PPI
NEK7,lalala,lalala,PPI
NEK9,lalala,lalala,PPI
NELFA,lalala,lalala,PPI
NELFB,lalala,lalala,PPI
NELFCD,lalala,lalala,PPI
NELFE,lalala,lalala,PPI
NFATC1,lalala,lalala,PPI
NFATC2,lalala,lalala,PPI
NFATC2IP,lalala,lalala,PPI
NFIA,lalala,lalala,PPI
NFIB,lalala,lalala,PPI
NFIC,lalala,lalala,PPI
NFIX,lalala,lalala,PPI
NFKB1,lalala,lalala,PPI
NFKBIA,lalala,lalala,PPI
NFRKB,lalala,lalala,PPI
NFYA,lalala,lalala,PPI
NFYB,lalala,lalala,PPI
NGB,lalala,lalala,PPI
NGF,lalala,lalala,PPI
NGFR,lalala,lalala,PPI
NIF3L1,lalala,lalala,PPI
NINL,lalala,lalala,PPI
NKX3-1,lalala,lalala,PPI
NLN,lalala,lalala,PPI
NLRC5,lalala,lalala,PPI
NLRX1,lalala,lalala,PPI
NMDAR2C,lalala,lalala,PPI
NME1,lalala,lalala,PPI
NME7,lalala,lalala,PPI
NOD2,lalala,lalala,PPI
NOL3,lalala,lalala,PPI
NONO,lalala,lalala,PPI
NOP53,lalala,lalala,PPI
NOS2,lalala,lalala,PPI
NOS3,lalala,lalala,PPI
NOTCH1,lalala,lalala,PPI
NPHP1,lalala,lalala,PPI
NPHP4,lalala,lalala,PPI
NPM1,lalala,lalala,PPI
NPR2,lalala,lalala,PPI
NPRL2,lalala,lalala,PPI
NR2C2AP,lalala,lalala,PPI
NR2F2,lalala,lalala,PPI
NR3C1,lalala,lalala,PPI
NR4A1,lalala,lalala,PPI
NR4A2,lalala,lalala,PPI
NR5A1,lalala,lalala,PPI
NRAS,lalala,lalala,PPI
NRP1,lalala,lalala,PPI
NSD3,lalala,lalala,PPI
NSF,lalala,lalala,PPI
NSMCE1,lalala,lalala,PPI
NTRK1,lalala,lalala,PPI
NUDT21,lalala,lalala,PPI
NUMA1,lalala,lalala,PPI
NUP107,lalala,lalala,PPI
NUP133,lalala,lalala,PPI
NUP153,lalala,lalala,PPI
NUP155,lalala,lalala,PPI
NUP160,lalala,lalala,PPI
NUP188,lalala,lalala,PPI
NUP205,lalala,lalala,PPI
NUP210,lalala,lalala,PPI
NUP214,lalala,lalala,PPI
NUP35,lalala,lalala,PPI
NUP37,lalala,lalala,PPI
NUP42,lalala,lalala,PPI
NUP43,lalala,lalala,PPI
NUP50,lalala,lalala,PPI
NUP54,lalala,lalala,PPI
NUP58,lalala,lalala,PPI
NUP62,lalala,lalala,PPI
NUP85,lalala,lalala,PPI
NUP88,lalala,lalala,PPI
NUP93,lalala,lalala,PPI
NUP98,lalala,lalala,PPI
NXF1,lalala,lalala,PPI
NXF2,lalala,lalala,PPI
NXT1,lalala,lalala,PPI
OBSCN,lalala,lalala,PPI
OCLN,lalala,lalala,PPI
OCRL,lalala,lalala,PPI
ODF2,lalala,lalala,PPI
OLFR 17-210,lalala,lalala,PPI
OMA1,lalala,lalala,PPI
OPRM1,lalala,lalala,PPI
OR10A2,lalala,lalala,PPI
OR10A3,lalala,lalala,PPI
OR10A4,lalala,lalala,PPI
OR10A5,lalala,lalala,PPI
OR10A6,lalala,lalala,PPI
OR10A7,lalala,lalala,PPI
OR10AD1,lalala,lalala,PPI
OR10AG1,lalala,lalala,PPI
OR10C1,lalala,lalala,PPI
OR10G3,lalala,lalala,PPI
OR10G4,lalala,lalala,PPI
OR10G7,lalala,lalala,PPI
OR10G8,lalala,lalala,PPI
OR10G9,lalala,lalala,PPI
OR10H1,lalala,lalala,PPI
OR10H2,lalala,lalala,PPI
OR10H3,lalala,lalala,PPI
OR10H4,lalala,lalala,PPI
OR10H5,lalala,lalala,PPI
OR10J1,lalala,lalala,PPI
OR10J3,lalala,lalala,PPI
OR10J5,lalala,lalala,PPI
OR10K1,lalala,lalala,PPI
OR10K2,lalala,lalala,PPI
OR10P1,lalala,lalala,PPI
OR10Q1,lalala,lalala,PPI
OR10R2,lalala,lalala,PPI
OR10S1,lalala,lalala,PPI
OR10T2,lalala,lalala,PPI
OR10V1,lalala,lalala,PPI
OR10W1,lalala,lalala,PPI
OR10X1,lalala,lalala,PPI
OR10Z1,lalala,lalala,PPI
OR11A1,lalala,lalala,PPI
OR11G2,lalala,lalala,PPI
OR11H1,lalala,lalala,PPI
OR11H12,lalala,lalala,PPI
OR11H2,lalala,lalala,PPI
OR11H4,lalala,lalala,PPI
OR11H6,lalala,lalala,PPI
OR11H7,lalala,lalala,PPI
OR11L1,lalala,lalala,PPI
OR12D2,lalala,lalala,PPI
OR12D3,lalala,lalala,PPI
OR13A1,lalala,lalala,PPI
OR13C2,lalala,lalala,PPI
OR13C3,lalala,lalala,PPI
OR13C4,lalala,lalala,PPI
OR13C5,lalala,lalala,PPI
OR13C8,lalala,lalala,PPI
OR13C9,lalala,lalala,PPI
OR13D1,lalala,lalala,PPI
OR13F1,lalala,lalala,PPI
OR13G1,lalala,lalala,PPI
OR13H1,lalala,lalala,PPI
OR13J1,lalala,lalala,PPI
OR14A16,lalala,lalala,PPI
OR14C36,lalala,lalala,PPI
OR14I1,lalala,lalala,PPI
OR14J1,lalala,lalala,PPI
OR1A1,lalala,lalala,PPI
OR1A2,lalala,lalala,PPI
OR1B1,lalala,lalala,PPI
OR1C1,lalala,lalala,PPI
OR1D2,lalala,lalala,PPI
OR1D5,lalala,lalala,PPI
OR1E1,lalala,lalala,PPI
OR1E2,lalala,lalala,PPI
OR1F1,lalala,lalala,PPI
OR1G1,lalala,lalala,PPI
OR1I1,lalala,lalala,PPI
OR1J1,lalala,lalala,PPI
OR1J2,lalala,lalala,PPI
OR1J4,lalala,lalala,PPI
OR1K1,lalala,lalala,PPI
OR1L1,lalala,lalala,PPI
OR1L3,lalala,lalala,PPI
OR1L4,lalala,lalala,PPI
OR1L6,lalala,lalala,PPI
OR1L8,lalala,lalala,PPI
OR1M1,lalala,lalala,PPI
OR1N1,lalala,lalala,PPI
OR1N2,lalala,lalala,PPI
OR1Q1,lalala,lalala,PPI
OR1S1,lalala,lalala,PPI
OR1S2,lalala,lalala,PPI
OR2A1,lalala,lalala,PPI
OR2A12,lalala,lalala,PPI
OR2A14,lalala,lalala,PPI
OR2A2,lalala,lalala,PPI
OR2A25,lalala,lalala,PPI
OR2A4,lalala,lalala,PPI
OR2A5,lalala,lalala,PPI
OR2A7,lalala,lalala,PPI
OR2AE1,lalala,lalala,PPI
OR2AG1,lalala,lalala,PPI
OR2AG2,lalala,lalala,PPI
OR2AK2,lalala,lalala,PPI
OR2AP1,lalala,lalala,PPI
OR2AT4,lalala,lalala,PPI
OR2B11,lalala,lalala,PPI
OR2B2,lalala,lalala,PPI
OR2B3,lalala,lalala,PPI
OR2B6,lalala,lalala,PPI
OR2C1,lalala,lalala,PPI
OR2C3,lalala,lalala,PPI
OR2D2,lalala,lalala,PPI
OR2D3,lalala,lalala,PPI
OR2F1,lalala,lalala,PPI
OR2F2,lalala,lalala,PPI
OR2G2,lalala,lalala,PPI
OR2G3,lalala,lalala,PPI
OR2G6,lalala,lalala,PPI
OR2H1,lalala,lalala,PPI
OR2H2,lalala,lalala,PPI
OR2J1,lalala,lalala,PPI
OR2J2,lalala,lalala,PPI
OR2J3,lalala,lalala,PPI
OR2K2,lalala,lalala,PPI
OR2L13,lalala,lalala,PPI
OR2L2,lalala,lalala,PPI
OR2L3,lalala,lalala,PPI
OR2L5,lalala,lalala,PPI
OR2L8,lalala,lalala,PPI
OR2M2,lalala,lalala,PPI
OR2M3,lalala,lalala,PPI
OR2M4,lalala,lalala,PPI
OR2M5,lalala,lalala,PPI
OR2M7,lalala,lalala,PPI
OR2S2,lalala,lalala,PPI
OR2T1,lalala,lalala,PPI
OR2T10,lalala,lalala,PPI
OR2T11,lalala,lalala,PPI
OR2T12,lalala,lalala,PPI
OR2T2,lalala,lalala,PPI
OR2T27,lalala,lalala,PPI
OR2T29,lalala,lalala,PPI
OR2T3,lalala,lalala,PPI
OR2T33,lalala,lalala,PPI
OR2T34,lalala,lalala,PPI
OR2T35,lalala,lalala,PPI
OR2T4,lalala,lalala,PPI
OR2T5,lalala,lalala,PPI
OR2T6,lalala,lalala,PPI
OR2T8,lalala,lalala,PPI
OR2V1,lalala,lalala,PPI
OR2V2,lalala,lalala,PPI
OR2W1,lalala,lalala,PPI
OR2W3,lalala,lalala,PPI
OR2W5,lalala,lalala,PPI
OR2Y1,lalala,lalala,PPI
OR2Z1,lalala,lalala,PPI
OR3A1,lalala,lalala,PPI
OR3A2,lalala,lalala,PPI
OR3A3,lalala,lalala,PPI
OR4A15,lalala,lalala,PPI
OR4A16,lalala,lalala,PPI
OR4A47,lalala,lalala,PPI
OR4A5,lalala,lalala,PPI
OR4B1,lalala,lalala,PPI
OR4C11,lalala,lalala,PPI
OR4C12,lalala,lalala,PPI
OR4C13,lalala,lalala,PPI
OR4C15,lalala,lalala,PPI
OR4C16,lalala,lalala,PPI
OR4C3,lalala,lalala,PPI
OR4C46,lalala,lalala,PPI
OR4C5,lalala,lalala,PPI
OR4C6,lalala,lalala,PPI
OR4D1,lalala,lalala,PPI
OR4D10,lalala,lalala,PPI
OR4D11,lalala,lalala,PPI
OR4D2,lalala,lalala,PPI
OR4D5,lalala,lalala,PPI
OR4D6,lalala,lalala,PPI
OR4D9,lalala,lalala,PPI
OR4E1,lalala,lalala,PPI
OR4E2,lalala,lalala,PPI
OR4F15,lalala,lalala,PPI
OR4F17,lalala,lalala,PPI
OR4F21,lalala,lalala,PPI
OR4F3,lalala,lalala,PPI
OR4F4,lalala,lalala,PPI
OR4F5,lalala,lalala,PPI
OR4F6,lalala,lalala,PPI
OR4K1,lalala,lalala,PPI
OR4K13,lalala,lalala,PPI
OR4K14,lalala,lalala,PPI
OR4K15,lalala,lalala,PPI
OR4K17,lalala,lalala,PPI
OR4K2,lalala,lalala,PPI
OR4K5,lalala,lalala,PPI
OR4L1,lalala,lalala,PPI
OR4M1,lalala,lalala,PPI
OR4M2,lalala,lalala,PPI
OR4N2,lalala,lalala,PPI
OR4N4,lalala,lalala,PPI
OR4N5,lalala,lalala,PPI
OR4P4,lalala,lalala,PPI
OR4Q3,lalala,lalala,PPI
OR4S1,lalala,lalala,PPI
OR4S2,lalala,lalala,PPI
OR4X1,lalala,lalala,PPI
OR4X2,lalala,lalala,PPI
OR51A2,lalala,lalala,PPI
OR51A4,lalala,lalala,PPI
OR51A7,lalala,lalala,PPI
OR51B2,lalala,lalala,PPI
OR51B4,lalala,lalala,PPI
OR51B5,lalala,lalala,PPI
OR51B6,lalala,lalala,PPI
OR51D1,lalala,lalala,PPI
OR51E1,lalala,lalala,PPI
OR51E2,lalala,lalala,PPI
OR51F1,lalala,lalala,PPI
OR51F2,lalala,lalala,PPI
OR51G1,lalala,lalala,PPI
OR51G2,lalala,lalala,PPI
OR51H1,lalala,lalala,PPI
OR51I1,lalala,lalala,PPI
OR51I2,lalala,lalala,PPI
OR51J1,lalala,lalala,PPI
OR51L1,lalala,lalala,PPI
OR51M1,lalala,lalala,PPI
OR51Q1,lalala,lalala,PPI
OR51S1,lalala,lalala,PPI
OR51T1,lalala,lalala,PPI
OR51V1,lalala,lalala,PPI
OR52A1,lalala,lalala,PPI
OR52A5,lalala,lalala,PPI
OR52B2,lalala,lalala,PPI
OR52B4,lalala,lalala,PPI
OR52B6,lalala,lalala,PPI
OR52D1,lalala,lalala,PPI
OR52E1,lalala,lalala,PPI
OR52E2,lalala,lalala,PPI
OR52E4,lalala,lalala,PPI
OR52E6,lalala,lalala,PPI
OR52E8,lalala,lalala,PPI
OR52H1,lalala,lalala,PPI
OR52I1,lalala,lalala,PPI
OR52I2,lalala,lalala,PPI
OR52J3,lalala,lalala,PPI
OR52K1,lalala,lalala,PPI
OR52K2,lalala,lalala,PPI
OR52L1,lalala,lalala,PPI
OR52M1,lalala,lalala,PPI
OR52N1,lalala,lalala,PPI
OR52N2,lalala,lalala,PPI
OR52N4,lalala,lalala,PPI
OR52N5,lalala,lalala,PPI
OR52R1,lalala,lalala,PPI
OR52W1,lalala,lalala,PPI
OR52Z1,lalala,lalala,PPI
OR56A1,lalala,lalala,PPI
OR56A3,lalala,lalala,PPI
OR56A4,lalala,lalala,PPI
OR56A5,lalala,lalala,PPI
OR56B1,lalala,lalala,PPI
OR56B4,lalala,lalala,PPI
OR5A1,lalala,lalala,PPI
OR5A2,lalala,lalala,PPI
OR5AC2,lalala,lalala,PPI
OR5AK2,lalala,lalala,PPI
OR5AN1,lalala,lalala,PPI
OR5AP2,lalala,lalala,PPI
OR5AR1,lalala,lalala,PPI
OR5AS1,lalala,lalala,PPI
OR5AU1,lalala,lalala,PPI
OR5B12,lalala,lalala,PPI
OR5B17,lalala,lalala,PPI
OR5B2,lalala,lalala,PPI
OR5B21,lalala,lalala,PPI
OR5B3,lalala,lalala,PPI
OR5C1,lalala,lalala,PPI
OR5D13,lalala,lalala,PPI
OR5D14,lalala,lalala,PPI
OR5D16,lalala,lalala,PPI
OR5D18,lalala,lalala,PPI
OR5F1,lalala,lalala,PPI
OR5H1,lalala,lalala,PPI
OR5H14,lalala,lalala,PPI
OR5H15,lalala,lalala,PPI
OR5H2,lalala,lalala,PPI
OR5H6,lalala,lalala,PPI
OR5I1,lalala,lalala,PPI
OR5J2,lalala,lalala,PPI
OR5K1,lalala,lalala,PPI
OR5K2,lalala,lalala,PPI
OR5K3,lalala,lalala,PPI
OR5K4,lalala,lalala,PPI
OR5L1,lalala,lalala,PPI
OR5L2,lalala,lalala,PPI
OR5M1,lalala,lalala,PPI
OR5M10,lalala,lalala,PPI
OR5M11,lalala,lalala,PPI
OR5M3,lalala,lalala,PPI
OR5M8,lalala,lalala,PPI
OR5M9,lalala,lalala,PPI
OR5P2,lalala,lalala,PPI
OR5P3,lalala,lalala,PPI
OR5R1,lalala,lalala,PPI
OR5T1,lalala,lalala,PPI
OR5T2,lalala,lalala,PPI
OR5T3,lalala,lalala,PPI
OR5V1,lalala,lalala,PPI
OR5W2,lalala,lalala,PPI
OR6A2,lalala,lalala,PPI
OR6B1,lalala,lalala,PPI
OR6B2,lalala,lalala,PPI
OR6B3,lalala,lalala,PPI
OR6C1,lalala,lalala,PPI
OR6C2,lalala,lalala,PPI
OR6C3,lalala,lalala,PPI
OR6C4,lalala,lalala,PPI
OR6C6,lalala,lalala,PPI
OR6C65,lalala,lalala,PPI
OR6C68,lalala,lalala,PPI
OR6C70,lalala,lalala,PPI
OR6C74,lalala,lalala,PPI
OR6C75,lalala,lalala,PPI
OR6C76,lalala,lalala,PPI
OR6F1,lalala,lalala,PPI
OR6K2,lalala,lalala,PPI
OR6K3,lalala,lalala,PPI
OR6K6,lalala,lalala,PPI
OR6M1,lalala,lalala,PPI
OR6N1,lalala,lalala,PPI
OR6N2,lalala,lalala,PPI
OR6P1,lalala,lalala,PPI
OR6Q1,lalala,lalala,PPI
OR6S1,lalala,lalala,PPI
OR6T1,lalala,lalala,PPI
OR6V1,lalala,lalala,PPI
OR6X1,lalala,lalala,PPI
OR6Y1,lalala,lalala,PPI
OR7A10,lalala,lalala,PPI
OR7A17,lalala,lalala,PPI
OR7A5,lalala,lalala,PPI
OR7C1,lalala,lalala,PPI
OR7C2,lalala,lalala,PPI
OR7D2,lalala,lalala,PPI
OR7D4,lalala,lalala,PPI
OR7E24,lalala,lalala,PPI
OR7G1,lalala,lalala,PPI
OR7G2,lalala,lalala,PPI
OR7G3,lalala,lalala,PPI
OR8A1,lalala,lalala,PPI
OR8B12,lalala,lalala,PPI
OR8B2,lalala,lalala,PPI
OR8B3,lalala,lalala,PPI
OR8B4,lalala,lalala,PPI
OR8B8,lalala,lalala,PPI
OR8D1,lalala,lalala,PPI
OR8D2,lalala,lalala,PPI
OR8D4,lalala,lalala,PPI
OR8G1,lalala,lalala,PPI
OR8G2P,lalala,lalala,PPI
OR8G5,lalala,lalala,PPI
OR8H1,lalala,lalala,PPI
OR8H2,lalala,lalala,PPI
OR8H3,lalala,lalala,PPI
OR8I2,lalala,lalala,PPI
OR8J1,lalala,lalala,PPI
OR8J3,lalala,lalala,PPI
OR8K1,lalala,lalala,PPI
OR8K3,lalala,lalala,PPI
OR8K5,lalala,lalala,PPI
OR8S1,lalala,lalala,PPI
OR8U1,lalala,lalala,PPI
OR8U9,lalala,lalala,PPI
OR9A2,lalala,lalala,PPI
OR9A4,lalala,lalala,PPI
OR9G1,lalala,lalala,PPI
OR9G4,lalala,lalala,PPI
OR9I1,lalala,lalala,PPI
OR9K2,lalala,lalala,PPI
OR9Q1,lalala,lalala,PPI
OR9Q2,lalala,lalala,PPI
ORAI1,lalala,lalala,PPI
ORC1,lalala,lalala,PPI
ORC1L,lalala,lalala,PPI
ORC2,lalala,lalala,PPI
ORC3,lalala,lalala,PPI
ORC3L,lalala,lalala,PPI
ORC4,lalala,lalala,PPI
ORC4L,lalala,lalala,PPI
ORC5,lalala,lalala,PPI
OSBPL8,lalala,lalala,PPI
OSGEP,lalala,lalala,PPI
OTUD3,lalala,lalala,PPI
OTUD4,lalala,lalala,PPI
PABPC1,lalala,lalala,PPI
PABPN1,lalala,lalala,PPI
